UID,composite_ID,test,congruence,theta,se,TSVR_hours,TSVR_sq,TSVR_log
A014,A014_1,1,congruent,0.6743281,0.2036301722131973,1.0,1.0,0.6931471805599453
A014,A014_1,1,incongruent,0.44383055,0.2502669460427529,1.0,1.0,0.6931471805599453
A014,A014_2,2,common,1.2621018,0.2040954520165139,25.66,658.4356,3.2831643147505627
A014,A014_2,2,congruent,-0.28292555,0.2036301722131973,25.66,658.4356,3.2831643147505627
A014,A014_2,2,incongruent,1.5035837,0.2502669460427529,25.66,658.4356,3.2831643147505627
A014,A014_3,3,common,0.41218692,0.2040954520165139,70.56,4978.7136,4.270536258640519
A014,A014_3,3,congruent,0.38377905,0.2036301722131973,70.56,4978.7136,4.270536258640519
A014,A014_3,3,incongruent,-0.3272984,0.2502669460427529,70.56,4978.7136,4.270536258640519
A014,A014_4,4,common,-0.6022847,0.2040954520165139,148.87,22162.2769,5.009768251656904
A014,A014_4,4,congruent,-0.7582106,0.2036301722131973,148.87,22162.2769,5.009768251656904
A014,A014_4,4,incongruent,-1.0597966,0.2502669460427529,148.87,22162.2769,5.009768251656904
A015,A015_1,1,common,1.230602,0.2040954520165139,1.0,1.0,0.6931471805599453
A015,A015_1,1,congruent,0.6475947,0.2036301722131973,1.0,1.0,0.6931471805599453
A015,A015_1,1,incongruent,1.3858006,0.2502669460427529,1.0,1.0,0.6931471805599453
A015,A015_2,2,common,1.0111189,0.2040954520165139,23.69,561.2161000000001,3.206398303357088
A015,A015_2,2,congruent,1.3852575,0.2036301722131973,23.69,561.2161000000001,3.206398303357088
A015,A015_2,2,incongruent,1.1422793,0.2502669460427529,23.69,561.2161000000001,3.206398303357088
A015,A015_3,3,common,2.1159668,0.2040954520165139,70.59,4982.9481000000005,4.270955399408094
A015,A015_3,3,congruent,1.4868181,0.2036301722131973,70.59,4982.9481000000005,4.270955399408094
A015,A015_3,3,incongruent,1.3521106,0.2502669460427529,70.59,4982.9481000000005,4.270955399408094
A015,A015_4,4,common,-0.51022774,0.2040954520165139,146.54,21473.971599999997,4.9940993254561565
A015,A015_4,4,congruent,-0.4543644,0.2036301722131973,146.54,21473.971599999997,4.9940993254561565
A015,A015_4,4,incongruent,0.18730238,0.2502669460427529,146.54,21473.971599999997,4.9940993254561565
A016,A016_1,1,common,0.9933537,0.2040954520165139,1.0,1.0,0.6931471805599453
A016,A016_1,1,congruent,1.4142246,0.2036301722131973,1.0,1.0,0.6931471805599453
A016,A016_1,1,incongruent,1.4443333,0.2502669460427529,1.0,1.0,0.6931471805599453
A016,A016_2,2,common,0.73662007,0.2040954520165139,32.85,1079.1225000000002,3.521938999358284
A016,A016_2,2,congruent,1.3841527,0.2036301722131973,32.85,1079.1225000000002,3.521938999358284
A016,A016_2,2,incongruent,1.2327269,0.2502669460427529,32.85,1079.1225000000002,3.521938999358284
A016,A016_3,3,common,0.3180371,0.2040954520165139,80.64,6502.8096000000005,4.402319337941644
A016,A016_3,3,congruent,-1.3170936,0.2036301722131973,80.64,6502.8096000000005,4.402319337941644
A016,A016_3,3,incongruent,0.46205932,0.2502669460427529,80.64,6502.8096000000005,4.402319337941644
A016,A016_4,4,common,-0.77768457,0.2040954520165139,150.8,22740.640000000003,5.02256386496153
A016,A016_4,4,congruent,-1.6490752,0.2036301722131973,150.8,22740.640000000003,5.02256386496153
A016,A016_4,4,incongruent,-0.24973944,0.2502669460427529,150.8,22740.640000000003,5.02256386496153
A017,A017_1,1,common,-0.31145966,0.2040954520165139,1.0,1.0,0.6931471805599453
A017,A017_1,1,congruent,-0.70544565,0.2036301722131973,1.0,1.0,0.6931471805599453
A017,A017_1,1,incongruent,-0.5146833,0.2502669460427529,1.0,1.0,0.6931471805599453
A017,A017_2,2,common,0.9782427,0.2040954520165139,20.61,424.77209999999997,3.0731561705187946
A017,A017_2,2,congruent,0.3355137,0.2036301722131973,20.61,424.77209999999997,3.0731561705187946
A017,A017_2,2,incongruent,0.67895764,0.2502669460427529,20.61,424.77209999999997,3.0731561705187946
A017,A017_3,3,common,0.14504129,0.2040954520165139,61.28,3755.2384,4.131640346965797
A017,A017_3,3,congruent,-0.36753055,0.2036301722131973,61.28,3755.2384,4.131640346965797
A017,A017_3,3,incongruent,0.6192524,0.2502669460427529,61.28,3755.2384,4.131640346965797
A017,A017_4,4,common,0.35735184,0.2040954520165139,140.49,19737.440100000003,4.952229043207861
A017,A017_4,4,congruent,-0.030751726,0.2036301722131973,140.49,19737.440100000003,4.952229043207861
A017,A017_4,4,incongruent,1.101619,0.2502669460427529,140.49,19737.440100000003,4.952229043207861
A018,A018_1,1,common,1.142011,0.2040954520165139,1.0,1.0,0.6931471805599453
A018,A018_1,1,congruent,1.7827921,0.2036301722131973,1.0,1.0,0.6931471805599453
A018,A018_1,1,incongruent,0.51048934,0.2502669460427529,1.0,1.0,0.6931471805599453
A018,A018_2,2,common,0.07122684,0.2040954520165139,34.03,1158.0409,3.5562048372093953
A018,A018_2,2,congruent,-0.2906995,0.2036301722131973,34.03,1158.0409,3.5562048372093953
A018,A018_2,2,incongruent,0.8813672,0.2502669460427529,34.03,1158.0409,3.5562048372093953
A018,A018_3,3,common,-1.0428331,0.2040954520165139,83.64,6995.6496,4.438406968109989
A018,A018_3,3,congruent,0.10597346,0.2036301722131973,83.64,6995.6496,4.438406968109989
A018,A018_3,3,incongruent,-0.36788592,0.2502669460427529,83.64,6995.6496,4.438406968109989
A018,A018_4,4,common,0.5030535,0.2040954520165139,150.87,22761.7569,5.023024891742178
A018,A018_4,4,congruent,-0.051232558,0.2036301722131973,150.87,22761.7569,5.023024891742178
A018,A018_4,4,incongruent,0.09097618,0.2502669460427529,150.87,22761.7569,5.023024891742178
A019,A019_1,1,common,-0.8561494,0.2040954520165139,1.0,1.0,0.6931471805599453
A019,A019_1,1,congruent,-0.82375115,0.2036301722131973,1.0,1.0,0.6931471805599453
A019,A019_1,1,incongruent,-0.035026006,0.2502669460427529,1.0,1.0,0.6931471805599453
