UID,composite_ID,test,congruence,theta,se,TSVR_hours,TSVR_sq,TSVR_log
A013,A013_1,1,incongruent,-0.091389135,0.2502669460427529,1.0,1.0,0.6931471805599453
A013,A013_2,2,common,-0.25438362,0.2040954520165139,24.77,613.5529,3.2492110246642736
A013,A013_2,2,congruent,-1.3250228,0.2036301722131973,24.77,613.5529,3.2492110246642736
A013,A013_2,2,incongruent,-0.94358903,0.2502669460427529,24.77,613.5529,3.2492110246642736
A013,A013_3,3,common,0.9135148,0.2040954520165139,79.66,6345.7155999999995,4.390242789445222
A013,A013_3,3,congruent,1.3312086,0.2036301722131973,79.66,6345.7155999999995,4.390242789445222
A013,A013_3,3,incongruent,0.7456582,0.2502669460427529,79.66,6345.7155999999995,4.390242789445222
A013,A013_4,4,common,-0.7452892,0.2040954520165139,147.13,21647.2369,4.998090266593961
A013,A013_4,4,congruent,-1.0726688,0.2036301722131973,147.13,21647.2369,4.998090266593961
A013,A013_4,4,incongruent,-1.2885897,0.2502669460427529,147.13,21647.2369,4.998090266593961
A014,A014_1,1,common,0.014601076,0.2040954520165139,1.0,1.0,0.6931471805599453
