composite_ID,theta_common,theta_congruent,theta_incongruent,se_common,se_congruent,se_incongruent
A032_2,-0.8974244,0.8618868,-0.93313515,0.20409545201651397,0.20363017221319737,0.25026694604275296
A032_3,0.3023255,0.9387164,0.08746052,0.20409545201651397,0.20363017221319737,0.25026694604275296
A032_4,1.1410326,1.56179,1.9732755,0.20409545201651397,0.20363017221319737,0.25026694604275296
A033_1,-0.21375239,-0.46618629,0.085204825,0.20409545201651397,0.20363017221319737,0.25026694604275296
A033_2,-0.51126796,0.7775091,0.20654166,0.20409545201651397,0.20363017221319737,0.25026694604275296
A033_3,1.1309365,0.5716325,0.7919066,0.20409545201651397,0.20363017221319737,0.25026694604275296
A033_4,-0.48573303,-0.21755381,-0.29647437,0.20409545201651397,0.20363017221319737,0.25026694604275296
A034_1,1.5220511,1.3192437,0.80897063,0.20409545201651397,0.20363017221319737,0.25026694604275296
A034_2,1.2802448,0.31293902,1.1905587,0.20409545201651397,0.20363017221319737,0.25026694604275296
A034_3,-0.355349,-0.24640074,0.49349767,0.20409545201651397,0.20363017221319737,0.25026694604275296
A034_4,-0.019100495,0.020729044,0.07461927,0.20409545201651397,0.20363017221319737,0.25026694604275296
A035_1,-0.74758095,-0.87578773,0.16447116,0.20409545201651397,0.20363017221319737,0.25026694604275296
A035_2,0.91007155,1.0198472,0.6100873,0.20409545201651397,0.20363017221319737,0.25026694604275296
A035_3,-0.61797273,0.1494134,-0.6758166,0.20409545201651397,0.20363017221319737,0.25026694604275296
A035_4,-1.1030056,-0.74000764,-0.7247635,0.20409545201651397,0.20363017221319737,0.25026694604275296
A036_1,0.562801,1.1945171,0.5357394,0.20409545201651397,0.20363017221319737,0.25026694604275296
A036_2,-0.68357027,0.020845154,0.3122933,0.20409545201651397,0.20363017221319737,0.25026694604275296
A036_3,0.19017884,0.051963925,-0.73081326,0.20409545201651397,0.20363017221319737,0.25026694604275296
A036_4,-1.0490606,-1.0474167,-0.6242062,0.20409545201651397,0.20363017221319737,0.25026694604275296
A037_1,1.5450315,0.12535363,0.9702897,0.20409545201651397,0.20363017221319737,0.25026694604275296
A037_2,1.079026,0.29213378,0.81884277,0.20409545201651397,0.20363017221319737,0.25026694604275296
A037_3,-0.33886856,0.9487875,0.3954561,0.20409545201651397,0.20363017221319737,0.25026694604275296
A037_4,0.46453542,-0.4878195,-0.80993956,0.20409545201651397,0.20363017221319737,0.25026694604275296
A038_1,1.3384287,0.7624156,1.1569798,0.20409545201651397,0.20363017221319737,0.25026694604275296
A038_2,-0.3993787,-0.82466686,-0.10945569,0.20409545201651397,0.20363017221319737,0.25026694604275296
A038_3,1.5475903,-0.4486041,1.0482209,0.20409545201651397,0.20363017221319737,0.25026694604275296
A038_4,0.6813974,-0.04568037,-0.92518175,0.20409545201651397,0.20363017221319737,0.25026694604275296
A039_1,1.9972696,1.6392708,1.643719,0.20409545201651397,0.20363017221319737,0.25026694604275296
A039_2,0.6311171,0.16932797,0.37249473,0.20409545201651397,0.20363017221319737,0.25026694604275296
A039_3,0.80075896,0.11728176,0.9317325,0.20409545201651397,0.20363017221319737,0.25026694604275296
A039_4,-0.009615052,0.9995214,1.0754873,0.20409545201651397,0.20363017221319737,0.25026694604275296
A040_1,-1.3192993,-0.30124015,0.37659818,0.20409545201651397,0.20363017221319737,0.25026694604275296
A040_2,-0.3652478,-0.8350164,-0.055318415,0.20409545201651397,0.20363017221319737,0.25026694604275296
A040_3,-1.439686,-0.96172255,-1.254442,0.20409545201651397,0.20363017221319737,0.25026694604275296
A040_4,-0.83533907,-0.6235794,-1.5295722,0.20409545201651397,0.20363017221319737,0.25026694604275296
A041_1,1.2139902,1.4569404,1.230891,0.20409545201651397,0.20363017221319737,0.25026694604275296
A041_2,-1.1625364,-1.1527207,-0.57257044,0.20409545201651397,0.20363017221319737,0.25026694604275296
A041_3,-0.68828,1.2672051,-0.0044525424,0.20409545201651397,0.20363017221319737,0.25026694604275296
A041_4,0.36163807,0.039117794,0.9438842,0.20409545201651397,0.20363017221319737,0.25026694604275296
A042_1,-0.41632885,-1.03602,-0.86074084,0.20409545201651397,0.20363017221319737,0.25026694604275296
A042_2,-0.81903726,-0.7044841,-0.98424995,0.20409545201651397,0.20363017221319737,0.25026694604275296
A042_3,-0.38214347,-0.9769495,-0.3926686,0.20409545201651397,0.20363017221319737,0.25026694604275296
A042_4,-0.9186719,-0.91056365,-0.84093654,0.20409545201651397,0.20363017221319737,0.25026694604275296
A043_1,0.757795,-0.2506091,0.78850174,0.20409545201651397,0.20363017221319737,0.25026694604275296
A043_2,-0.19973269,0.324874,0.013558855,0.20409545201651397,0.20363017221319737,0.25026694604275296
A043_3,-0.016001845,0.08870365,-0.10521755,0.20409545201651397,0.20363017221319737,0.25026694604275296
A043_4,0.23185408,0.3449688,-0.39143485,0.20409545201651397,0.20363017221319737,0.25026694604275296
A044_1,-0.048274286,-0.54506886,-0.61790776,0.20409545201651397,0.20363017221319737,0.25026694604275296
A044_2,0.15627731,0.4069479,-1.0618534,0.20409545201651397,0.20363017221319737,0.25026694604275296
A044_3,-1.405328,-1.0643257,-1.4987515,0.20409545201651397,0.20363017221319737,0.25026694604275296
A044_4,-0.58809906,-0.7734772,-0.8560462,0.20409545201651397,0.20363017221319737,0.25026694604275296
A045_1,-0.89009607,0.51168674,-0.7983801,0.20409545201651397,0.20363017221319737,0.25026694604275296
A045_2,0.3883122,-0.6215889,-1.2228643,0.20409545201651397,0.20363017221319737,0.25026694604275296
A045_3,0.40510303,-1.4425479,-0.58688635,0.20409545201651397,0.20363017221319737,0.25026694604275296
A045_4,-0.8214229,-0.6964962,-0.8438603,0.20409545201651397,0.20363017221319737,0.25026694604275296
A046_1,-0.90597135,-0.69048274,0.025198286,0.20409545201651397,0.20363017221319737,0.25026694604275296
A046_2,-1.2183027,-1.3991541,-1.5552177,0.20409545201651397,0.20363017221319737,0.25026694604275296
A046_3,-1.7039837,-1.7624595,-1.8461552,0.20409545201651397,0.20363017221319737,0.25026694604275296
A046_4,-1.4320672,-0.6640278,-0.9045571,0.20409545201651397,0.20363017221319737,0.25026694604275296
A047_1,0.13968204,-0.9987005,-0.21164589,0.20409545201651397,0.20363017221319737,0.25026694604275296
A047_2,0.26557735,-0.59096724,0.02223746,0.20409545201651397,0.20363017221319737,0.25026694604275296
A047_3,-1.6111008,-0.4910213,-1.2289011,0.20409545201651397,0.20363017221319737,0.25026694604275296
A047_4,-1.2204626,-0.8820875,-1.0668012,0.20409545201651397,0.20363017221319737,0.25026694604275296
A048_1,1.3166867,1.465176,1.5430374,0.20409545201651397,0.20363017221319737,0.25026694604275296
A048_2,-0.5660378,0.76180255,0.0044574975,0.20409545201651397,0.20363017221319737,0.25026694604275296
A048_3,0.049876552,0.61011624,-0.30078787,0.20409545201651397,0.20363017221319737,0.25026694604275296
A048_4,0.5328062,-0.6355422,0.34534124,0.20409545201651397,0.20363017221319737,0.25026694604275296
A049_1,2.3285882,2.4683897,1.7039328,0.20409545201651397,0.20363017221319737,0.25026694604275296
A049_2,-0.61864823,-0.3462549,-0.776793,0.20409545201651397,0.20363017221319737,0.25026694604275296
A049_3,0.80113494,0.29564613,0.18280654,0.20409545201651397,0.20363017221319737,0.25026694604275296
A049_4,0.23691456,1.2685435,-0.3245633,0.20409545201651397,0.20363017221319737,0.25026694604275296
A050_1,-0.025785625,-0.5142865,0.34892735,0.20409545201651397,0.20363017221319737,0.25026694604275296
A050_2,-0.7871615,-0.2350616,-0.16340919,0.20409545201651397,0.20363017221319737,0.25026694604275296
A050_3,-0.8838886,-1.5945655,-0.5975643,0.20409545201651397,0.20363017221319737,0.25026694604275296
A050_4,-0.6361456,-0.52260035,0.18877557,0.20409545201651397,0.20363017221319737,0.25026694604275296
A051_1,1.1282104,1.1841274,1.3901234,0.20409545201651397,0.20363017221319737,0.25026694604275296
A051_2,-0.07324263,-0.27774304,0.47511357,0.20409545201651397,0.20363017221319737,0.25026694604275296
A051_3,-0.5694605,-0.46199885,-0.8027732,0.20409545201651397,0.20363017221319737,0.25026694604275296
A051_4,-0.07445507,0.17355834,-0.48814517,0.20409545201651397,0.20363017221319737,0.25026694604275296
A052_1,0.9912534,0.508904,0.8948797,0.20409545201651397,0.20363017221319737,0.25026694604275296
A052_2,-0.49597287,-0.74195904,0.6970719,0.20409545201651397,0.20363017221319737,0.25026694604275296
A052_3,-0.23922019,0.44445187,0.91938573,0.20409545201651397,0.20363017221319737,0.25026694604275296
A052_4,0.21169528,-0.59486616,-0.99663544,0.20409545201651397,0.20363017221319737,0.25026694604275296
A053_1,1.1942942,1.2606684,1.1711773,0.20409545201651397,0.20363017221319737,0.25026694604275296
A053_2,1.0140568,0.17454872,0.4695981,0.20409545201651397,0.20363017221319737,0.25026694604275296
A053_3,-0.77785575,-0.14215334,-0.85733527,0.20409545201651397,0.20363017221319737,0.25026694604275296
A053_4,-0.42338338,-0.36254555,0.5410274,0.20409545201651397,0.20363017221319737,0.25026694604275296
A054_1,0.112352505,0.19317469,0.015662005,0.20409545201651397,0.20363017221319737,0.25026694604275296
A054_2,1.3131359,0.6535222,-0.011433291,0.20409545201651397,0.20363017221319737,0.25026694604275296
A054_3,0.456199,0.64946985,0.7770987,0.20409545201651397,0.20363017221319737,0.25026694604275296
A054_4,1.335235,1.0692888,1.3347372,0.20409545201651397,0.20363017221319737,0.25026694604275296
A055_1,-0.6754009,-0.5042646,0.21309456,0.20409545201651397,0.20363017221319737,0.25026694604275296
A055_2,0.22451076,0.4211541,0.84412307,0.20409545201651397,0.20363017221319737,0.25026694604275296
A055_3,-1.3925431,0.059292197,-0.8594643,0.20409545201651397,0.20363017221319737,0.25026694604275296
A055_4,-1.1293672,-1.4893087,-0.51400054,0.20409545201651397,0.20363017221319737,0.25026694604275296
A056_1,0.44197354,1.5678117,1.0410783,0.20409545201651397,0.20363017221319737,0.25026694604275296
A056_2,-0.46822947,-0.111683175,0.75550884,0.20409545201651397,0.20363017221319737,0.25026694604275296
A056_3,0.5168413,-0.22707924,-0.10310592,0.20409545201651397,0.20363017221319737,0.25026694604275296
A056_4,-1.1947672,-0.9546749,-1.3111924,0.20409545201651397,0.20363017221319737,0.25026694604275296
A057_1,-0.7653699,-0.046011705,0.39153576,0.20409545201651397,0.20363017221319737,0.25026694604275296
A057_2,-0.67995614,-1.045349,-0.6593658,0.20409545201651397,0.20363017221319737,0.25026694604275296
A057_3,-0.8555299,0.19582435,-0.26159924,0.20409545201651397,0.20363017221319737,0.25026694604275296
A057_4,-1.5874808,-0.9524506,-1.1758463,0.20409545201651397,0.20363017221319737,0.25026694604275296
A058_1,1.2586172,1.9213951,1.5958283,0.20409545201651397,0.20363017221319737,0.25026694604275296
A058_2,-1.3624374,-0.4265812,-0.64883363,0.20409545201651397,0.20363017221319737,0.25026694604275296
A058_3,-0.44033092,-1.1825073,0.60998476,0.20409545201651397,0.20363017221319737,0.25026694604275296
A058_4,-0.6662419,-0.6752282,-0.17744234,0.20409545201651397,0.20363017221319737,0.25026694604275296
A059_1,0.8761934,0.35249233,0.7710165,0.20409545201651397,0.20363017221319737,0.25026694604275296
A059_2,1.6311331,-0.047137074,1.4908059,0.20409545201651397,0.20363017221319737,0.25026694604275296
A059_3,1.688777,1.1274257,1.3176429,0.20409545201651397,0.20363017221319737,0.25026694604275296
A059_4,0.26413596,0.40472108,0.3940933,0.20409545201651397,0.20363017221319737,0.25026694604275296
A060_1,-0.2880266,0.12716137,-0.46194658,0.20409545201651397,0.20363017221319737,0.25026694604275296
A060_2,0.76492304,0.14060204,0.8758639,0.20409545201651397,0.20363017221319737,0.25026694604275296
A060_3,-0.82909024,0.67145395,-0.46734858,0.20409545201651397,0.20363017221319737,0.25026694604275296
A060_4,0.7704521,0.02263484,0.55328596,0.20409545201651397,0.20363017221319737,0.25026694604275296
A061_1,1.8709815,2.2091095,1.9758615,0.20409545201651397,0.20363017221319737,0.25026694604275296
A061_2,1.2154844,-0.52062726,0.95930165,0.20409545201651397,0.20363017221319737,0.25026694604275296
A061_3,-0.2553863,0.7151998,1.1962534,0.20409545201651397,0.20363017221319737,0.25026694604275296
A061_4,-0.54339635,-0.15303375,-1.0759567,0.20409545201651397,0.20363017221319737,0.25026694604275296
A062_1,2.0085301,-0.6597618,1.7081833,0.20409545201651397,0.20363017221319737,0.25026694604275296
A062_2,-0.41414642,0.8971074,-0.32030016,0.20409545201651397,0.20363017221319737,0.25026694604275296
A062_3,-1.1632184,-0.17561032,-1.3425431,0.20409545201651397,0.20363017221319737,0.25026694604275296
A062_4,-1.2858055,-1.1743544,-0.50369847,0.20409545201651397,0.20363017221319737,0.25026694604275296
A063_1,0.95526993,1.8463829,1.181876,0.20409545201651397,0.20363017221319737,0.25026694604275296
A063_2,0.88821685,0.57020646,0.4685584,0.20409545201651397,0.20363017221319737,0.25026694604275296
A063_3,0.46961984,-0.82384795,0.28614995,0.20409545201651397,0.20363017221319737,0.25026694604275296
A063_4,-0.97607726,-0.425211,-1.3276422,0.20409545201651397,0.20363017221319737,0.25026694604275296
A064_1,1.4278613,-0.036207728,1.1459666,0.20409545201651397,0.20363017221319737,0.25026694604275296
A064_2,0.90146714,0.77455676,1.0470475,0.20409545201651397,0.20363017221319737,0.25026694604275296
A064_3,0.53052247,0.25220376,0.28680706,0.20409545201651397,0.20363017221319737,0.25026694604275296
A064_4,-0.9601657,-0.24945006,-0.7283332,0.20409545201651397,0.20363017221319737,0.25026694604275296
A065_1,-0.8618909,-1.3624672,-1.6252546,0.20409545201651397,0.20363017221319737,0.25026694604275296
A065_2,0.1947774,-0.030619526,-0.6379179,0.20409545201651397,0.20363017221319737,0.25026694604275296
A065_3,-1.6768913,-1.5893891,-1.1016854,0.20409545201651397,0.20363017221319737,0.25026694604275296
A065_4,-1.9996035,-1.7528203,-1.7989852,0.20409545201651397,0.20363017221319737,0.25026694604275296
A066_1,0.6402804,-0.31971833,0.62641996,0.20409545201651397,0.20363017221319737,0.25026694604275296
A066_2,-0.4048037,-0.28263927,-0.28669602,0.20409545201651397,0.20363017221319737,0.25026694604275296
A066_3,-0.2769465,-0.82505256,-1.2505525,0.20409545201651397,0.20363017221319737,0.25026694604275296
A066_4,-1.0163007,-0.6628198,-0.96202964,0.20409545201651397,0.20363017221319737,0.25026694604275296
A067_1,0.7242445,-0.36182588,0.16809137,0.20409545201651397,0.20363017221319737,0.25026694604275296
A067_2,-0.9343747,-0.7918898,-1.7955129,0.20409545201651397,0.20363017221319737,0.25026694604275296
A067_3,-1.7131989,-0.9632139,-1.3617955,0.20409545201651397,0.20363017221319737,0.25026694604275296
A067_4,-1.2448531,-1.3025093,-1.4204423,0.20409545201651397,0.20363017221319737,0.25026694604275296
A068_1,1.3585281,0.96243846,1.3818728,0.20409545201651397,0.20363017221319737,0.25026694604275296
A068_2,-0.20593777,0.64969385,-0.57706916,0.20409545201651397,0.20363017221319737,0.25026694604275296
A068_3,0.9677557,-0.0138291,1.0948621,0.20409545201651397,0.20363017221319737,0.25026694604275296
A068_4,-0.67309296,-0.28303427,-0.84657466,0.20409545201651397,0.20363017221319737,0.25026694604275296
A069_1,-0.88461125,-0.63423765,-0.8938567,0.20409545201651397,0.20363017221319737,0.25026694604275296
A069_2,-1.0570681,-0.5739473,-1.0532665,0.20409545201651397,0.20363017221319737,0.25026694604275296
A069_3,0.32771975,-1.339278,-0.2996977,0.20409545201651397,0.20363017221319737,0.25026694604275296
A069_4,-0.8943976,-1.5078887,-1.2594203,0.20409545201651397,0.20363017221319737,0.25026694604275296
A070_1,0.4418315,-0.16394372,-0.72269887,0.20409545201651397,0.20363017221319737,0.25026694604275296
A070_2,0.4673136,-0.4381926,0.47935325,0.20409545201651397,0.20363017221319737,0.25026694604275296
A070_3,-0.38955092,-0.919672,-1.177163,0.20409545201651397,0.20363017221319737,0.25026694604275296
A070_4,-1.0668094,-0.8405992,-0.55856067,0.20409545201651397,0.20363017221319737,0.25026694604275296
A071_1,0.68942934,1.5452561,-0.2930295,0.20409545201651397,0.20363017221319737,0.25026694604275296
A071_2,0.9611262,0.20116732,-0.28563502,0.20409545201651397,0.20363017221319737,0.25026694604275296
A071_3,-0.18088812,-1.6856254,-0.85641754,0.20409545201651397,0.20363017221319737,0.25026694604275296
A071_4,0.09933084,-0.036824014,0.7195061,0.20409545201651397,0.20363017221319737,0.25026694604275296
A072_1,0.92610246,0.08201386,0.8911246,0.20409545201651397,0.20363017221319737,0.25026694604275296
A072_2,1.0946947,0.97770005,0.6735994,0.20409545201651397,0.20363017221319737,0.25026694604275296
A072_3,-0.4495228,-0.39405173,-1.3978704,0.20409545201651397,0.20363017221319737,0.25026694604275296
A072_4,-0.011766786,0.11210902,-0.15974307,0.20409545201651397,0.20363017221319737,0.25026694604275296
A073_1,0.57469326,1.3780837,0.46619043,0.20409545201651397,0.20363017221319737,0.25026694604275296
A073_2,0.34604123,-0.5961459,0.30378363,0.20409545201651397,0.20363017221319737,0.25026694604275296
A073_3,1.0307496,0.3676049,1.1183277,0.20409545201651397,0.20363017221319737,0.25026694604275296
A073_4,1.4089372,0.42413408,1.1890707,0.20409545201651397,0.20363017221319737,0.25026694604275296
A074_1,1.267305,0.21543643,1.2072543,0.20409545201651397,0.20363017221319737,0.25026694604275296
A074_2,-0.10598926,0.6796988,-0.26469958,0.20409545201651397,0.20363017221319737,0.25026694604275296
A074_3,-1.2128004,-0.36388457,0.21346362,0.20409545201651397,0.20363017221319737,0.25026694604275296
A074_4,-1.2609746,1.055721,-1.193913,0.20409545201651397,0.20363017221319737,0.25026694604275296
A075_1,1.0364131,0.7143867,0.33033332,0.20409545201651397,0.20363017221319737,0.25026694604275296
A075_2,0.13220236,1.0066733,0.22291546,0.20409545201651397,0.20363017221319737,0.25026694604275296
A075_3,-0.60285556,-1.9724169,-1.25576,0.20409545201651397,0.20363017221319737,0.25026694604275296
A075_4,-0.8854517,0.24867837,-1.1617101,0.20409545201651397,0.20363017221319737,0.25026694604275296
A076_1,0.45056972,-0.06508372,0.013102514,0.20409545201651397,0.20363017221319737,0.25026694604275296
A076_2,-1.206205,-0.68088657,-0.76569825,0.20409545201651397,0.20363017221319737,0.25026694604275296
A076_3,-0.89209664,-1.0873404,-1.8725464,0.20409545201651397,0.20363017221319737,0.25026694604275296
A076_4,-1.87941,-1.2728422,-1.6860679,0.20409545201651397,0.20363017221319737,0.25026694604275296
A077_1,1.3175273,-0.23879032,0.69322544,0.20409545201651397,0.20363017221319737,0.25026694604275296
A077_2,-0.62267715,-0.051706932,0.5637824,0.20409545201651397,0.20363017221319737,0.25026694604275296
