predictor,beta,se,p_uncorrected,p_bonferroni,sr_squared,simple_r,simple_p,partial_r,partial_p,vif
RAVLT_T,-0.0041131090631043,0.007330669686809,0.5760908718562235,1.0,2.322619733538196e-05,-0.07649127257680008,0.44940639862558596,-0.055212005059453596,0.5853443819739064,1.1976582701264682
BVMT_T,0.0092058174044807,0.0088711469861523,0.3020883790828654,1.0,1.631578132015031e-06,0.020273408365530064,0.8413196502838328,0.06332556106469785,0.5313656414623192,1.7539013643972017
RPM_T,-0.0070941123324985,0.0078600461560241,0.36909462161156,1.0,2.6795934097614545e-05,-0.08215940416189965,0.4164246659869879,-0.06772229811669875,0.5031907346473065,1.376879101901524
