model_name,var_intercept,var_slope,cov_intercept_slope,var_residual
PowerLaw_01,0.13725085683533117,0.03257645573720375,0.0188504801335889,0.4186775582321365
Log,0.1730456172738012,0.036013484450438664,-0.006366403111539362,0.3999143839528125
Log10,0.15593444441738674,0.010365811690940346,0.037939598013377526,0.4192844275022617
Log2,0.14484281398476262,0.0016987949697833235,0.01322635663416573,0.42032006904717567
PowerLaw_02,0.1675725807401669,0.006449878460597243,0.010333075946577714,0.422017995464625
SquareRoot,0.14659543534715513,0.0016161869222838573,0.015392317210876295,0.41968421924309385
