model_name,ICC_intercept,ICC_slope_simple,ICC_slope_conditional
PowerLaw_01,0.246885845579011,0.07219094950680506,0.9042362902092574
Log,0.30202041486899406,0.08261340249328752,0.9055329535907678
Log10,0.2710871496566076,0.02412616297015285,0.8285081638281112
Log2,0.2562850787506109,0.004025400555826947,0.5860529726744641
PowerLaw_02,0.28421855352376124,0.015053353712402014,0.7149660492224948
SquareRoot,0.258874628743689,0.003836186480317414,0.6011600053049416
