term,estimate,se,z,p_uncorrected,p_bonferroni,sig_uncorrected,sig_bonferroni
Age_c,-0.005246158528103337,0.003415336248860568,-1.5360591595786717,0.12452387156979992,0.12452387156979992,False,False
Time_log:Age_c,0.0006745413224318375,0.0006827675662009005,0.9879516190043471,0.3231763432822079,0.3231763432822079,False,False
