term,coef,se,z,p_value
Intercept,-0.357498105806582,0.052467137000442005,-6.813752879322732,9.508498655229882e-12
C(domain)[T.When],0.07702495786617035,0.04089371718756028,1.8835401417017932,0.059627205159661335
C(domain)[T.Where],-0.028682084311883082,0.04089371718756028,-0.7013811970267175,0.48306515315907783
log_TSVR,-0.11766209306301714,0.007720155831156584,-15.240896121314401,1.892567105974033e-52
C(domain)[T.When]:log_TSVR,-0.025345481583369207,0.010913873844799558,-2.3223176246852337,0.0202158392224274
C(domain)[T.Where]:log_TSVR,-0.0011528858561249487,0.01091387384479956,-0.1056348893637154,0.9158720419007262
