term,coef,se,z,p_uncorrected,p_holm,sig
Intercept,0.7068683134060829,0.01859433093225356,38.01525938101679,0.0,0.0,True
C(congruence)[T.congruent],0.06459835200653381,0.022622135767113187,2.855537278688042,0.0042964078760256985,0.017185631504102794,True
C(congruence)[T.incongruent],0.007424376636363019,0.02262213576711318,0.3281907912141598,0.7427674101485733,0.7427674101485733,False
log_TSVR,-0.028108408798151137,0.004534281800074865,-6.199087316912469,5.679152703663704e-10,2.8395763518318518e-09,True
C(congruence)[T.congruent]:log_TSVR,-0.005812253094603192,0.00603748333099212,-0.9626946818664067,0.3357007663516214,0.6714015327032428,False
C(congruence)[T.incongruent]:log_TSVR,-0.010952008815698643,0.006037483330992119,-1.8140023276716752,0.06967736740741737,0.2090321022222521,False
