term,coef_IRT,se_IRT,z_IRT,p_uncorrected_IRT,p_holm_IRT,sig_IRT,coef_CTT,se_CTT,z_CTT,p_uncorrected_CTT,p_holm_CTT,sig_CTT,agreement
Intercept,0.6318817749977897,0.09597453998093128,6.583847915534008,4.584266299900719e-11,2.2921331499503594e-10,True,0.7068683134060829,0.01859433093225356,38.01525938101679,0.0,0.0,True,True
C(congruence)[T.congruent],-0.032137394081262365,0.09827873290841822,-0.32700252771074934,0.7436659733894868,1.0,False,0.06459835200653381,0.022622135767113187,2.855537278688042,0.0042964078760256985,0.017185631504102794,True,False
C(congruence)[T.incongruent],0.050728202389203114,0.09827873290841822,0.5161666302360102,0.605738034554254,1.0,False,0.007424376636363019,0.02262213576711318,0.3281907912141598,0.7427674101485733,0.7427674101485733,False,True
log_TSVR,-0.18946874815383746,0.02311037885972946,-8.198426746001665,2.220446049250313e-16,1.3322676295501878e-15,True,-0.028108408798151137,0.004534281800074865,-6.199087316912469,5.679152703663704e-10,2.8395763518318518e-09,True,True
C(congruence)[T.congruent]:log_TSVR,0.015657758193865477,0.026229009401852788,0.5969633833277528,0.5505318278819789,1.0,False,-0.005812253094603192,0.00603748333099212,-0.9626946818664067,0.3357007663516214,0.6714015327032428,False,True
C(congruence)[T.incongruent]:log_TSVR,-0.010988393822344305,0.026229009401852788,-0.4189404812813135,0.675259631070293,1.0,False,-0.010952008815698643,0.006037483330992119,-1.8140023276716752,0.06967736740741737,0.2090321022222521,False,True
