domain_name,age_tertile,TSVR_hours,theta_observed,se_observed,ci_lower,ci_upper,theta_predicted
When,Young,21.98,,,,,
When,Young,22.09,,,,,
When,Young,22.2,,,,,
When,Young,22.6,,,,,
When,Young,22.64,,,,,
When,Young,22.77,,,,,
When,Young,22.82,0.23109137,,,,0.15115098006009248
When,Young,22.83,,,,,
When,Young,22.96,,,,,
When,Young,22.98,,,,,
When,Young,23.24,,,,,
When,Young,23.33,-0.34693974,,,,0.3900636698250233
When,Young,23.35,,,,,
When,Young,23.46,-0.1003868,,,,-0.5877715604175096
When,Young,23.47,,,,,
When,Young,23.54,,,,,
When,Young,23.69,-0.31009868,,,,1.012291482091032
When,Young,23.7,-0.10257697,,,,0.5148616048851812
When,Young,23.91,,,,,
When,Young,24.15,0.13275431,,,,-0.07622263562428254
When,Young,24.25,,,,,
When,Young,24.32,,,,,
When,Young,24.37,,,,,
When,Young,24.49,,,,,
When,Young,24.51,,,,,
When,Young,24.57,1.3155032,,,,0.12654817073030472
When,Young,24.65,,,,,
When,Young,24.66,,,,,
When,Young,24.73,,,,,
When,Young,24.77,-0.34614083,,,,-0.23215577327204
When,Young,24.78,,,,,
When,Young,24.87,,,,,
When,Young,24.96,,,,,
When,Young,25.15,,,,,
When,Young,25.6,-0.15484987,,,,0.19919728053825098
When,Young,25.62,,,,,
When,Young,25.63,-0.40719613,,,,-0.04591461695981254
When,Young,25.66,0.92721575,,,,0.4112730654776561
When,Young,25.77,,,,,
When,Young,26.08,0.14213738,,,,0.5481701553237268
When,Young,26.11,,,,,
When,Young,26.17,,,,,
When,Young,26.22,,,,,
When,Young,26.26,,,,,
When,Young,26.48,-0.23021683,,,,0.17650419161436565
When,Young,26.85,0.23668598,,,,-0.4462809703442787
When,Young,27.12,-0.33731827,,,,0.5078335417523169
When,Young,27.25,,,,,
When,Young,27.26,,,,,
When,Young,27.3,,,,,
When,Young,27.61,,,,,
When,Young,27.97,,,,,
When,Young,28.26,-0.06869045,,,,-0.14112040425032982
When,Young,28.43,-0.63901347,,,,0.48204458239455894
When,Young,28.65,-0.16371053,,,,0.9123913444462002
When,Young,28.68,,,,,
When,Young,28.69,-0.45907453,,,,-0.7531007965819076
When,Young,28.75,,,,,
When,Young,28.93,,,,,
When,Young,29.03,,,,,
When,Young,29.12,,,,,
When,Young,29.13,,,,,
When,Young,29.16,0.06584682,,,,0.12014874605778816
When,Young,29.33,,,,,
When,Young,29.57,0.188868,,,,-0.03576940314484056
When,Young,29.71,,,,,
When,Young,29.91,,,,,
When,Young,30.21,-0.32053202,,,,0.39248283048250765
When,Young,30.4,,,,,
When,Young,30.49,,,,,
When,Young,30.92,,,,,
When,Young,31.07,,,,,
When,Young,31.14,,,,,
When,Young,31.39,,,,,
When,Young,31.76,,,,,
When,Young,31.78,-0.11600017,,,,0.023713280837898004
When,Young,32.14,,,,,
When,Young,32.31,,,,,
When,Young,32.41,-0.53448284,,,,0.30428487802591353
When,Young,32.71,,,,,
When,Young,32.85,-0.30227306,,,,-0.014693822469121001
When,Young,32.95,-0.44718823,,,,-0.04877800864391625
When,Young,33.61,,,,,
When,Young,33.76,,,,,
When,Young,34.03,1.0015876,,,,-0.04925325330143726
When,Young,35.16,,,,,
When,Young,37.65,,,,,
When,Young,44.69,,,,,
When,Young,44.76,-0.12394886,,,,-0.14716141785414688
When,Young,47.66,,,,,
When,Young,53.88,,,,,
When,Young,57.18,-0.40239063,,,,0.4519558616667664
When,Young,61.28,1.3445141,,,,0.4005349215844587
When,Young,64.94,,,,,
When,Young,65.63,,,,,
When,Young,66.08,,,,,
When,Young,66.28,,,,,
When,Young,66.66,,,,,
When,Young,66.9,,,,,
When,Young,68.96,,,,,
When,Young,69.46,,,,,
When,Young,69.99,,,,,
When,Young,70.22,,,,,
When,Young,70.56,-0.27616444,,,,0.279518192082918
When,Young,70.59,1.2729087,,,,0.9424366129393155
When,Young,70.83,,,,,
When,Young,71.17,,,,,
When,Young,71.19,,,,,
When,Young,71.28,,,,,
When,Young,71.31,,,,,
When,Young,71.37,,,,,
When,Young,71.4,,,,,
When,Young,71.45,,,,,
When,Young,71.46,,,,,
When,Young,71.47,0.60024065,,,,-0.06730924454787811
When,Young,71.56,1.0439749,,,,0.1549839649232797
When,Young,71.85,-0.13318965,,,,0.43227050817296864
When,Young,71.93,-0.73775506,,,,0.04227951154828667
When,Young,72.08,-0.0670611,,,,0.33634416780434595
When,Young,72.17,,,,,
When,Young,72.2,0.719344,,,,0.0019547881951968715
When,Young,72.23,,,,,
When,Young,72.26,0.13950114,,,,-6.256239972024513e-06
When,Young,72.3,,,,,
When,Young,72.55,-0.45838392,,,,0.0428422148152581
When,Young,72.6,0.16199993,,,,0.2933957950039421
When,Young,72.62,,,,,
When,Young,72.8,,,,,
When,Young,72.83,,,,,
When,Young,72.86,0.110988885,,,,0.4763387189299596
When,Young,72.87,,,,,
When,Young,72.94,-0.5656397,,,,0.17932469478382781
When,Young,73.02,,,,,
When,Young,73.05,,,,,
When,Young,73.19,,,,,
When,Young,73.64,,,,,
When,Young,73.79,,,,,
When,Young,73.83,,,,,
When,Young,74.0,,,,,
When,Young,74.19,-0.5406563,,,,0.44742424813979803
When,Young,74.28,1.5336407,,,,0.3958114032965445
When,Young,74.3,,,,,
When,Young,74.46,-0.38698846,,,,0.11313817757337352
When,Young,74.48,,,,,
When,Young,74.58,-0.5055675,,,,-0.23038110945029647
When,Young,74.88,,,,,
When,Young,74.91,,,,,
When,Young,75.21,,,,,
When,Young,75.27,,,,,
When,Young,75.34,,,,,
When,Young,75.46,-0.40833437,,,,0.16481721113164272
When,Young,75.71,,,,,
When,Young,75.74,-0.38540718,,,,0.0037718311610014446
When,Young,76.21,,,,,
When,Young,76.85,-0.69356734,,,,-0.5043319260548502
When,Young,78.25,1.100098,,,,-0.5279960602028995
When,Young,78.28,,,,,
When,Young,78.36,,,,,
When,Young,78.57,,,,,
When,Young,78.76,,,,,
When,Young,78.84,,,,,
When,Young,79.34,,,,,
When,Young,79.66,0.43057328,,,,-0.0979519291135125
When,Young,79.75,,,,,
When,Young,79.78,,,,,
When,Young,79.96,,,,,
When,Young,79.98,-0.20610072,,,,-0.16211779114926506
When,Young,80.13,,,,,
When,Young,80.16,1.1389438,,,,0.6193814849695468
When,Young,80.24,,,,,
When,Young,80.64,0.80358815,,,,-0.07489950079591373
When,Young,80.88,-0.076383084,,,,0.5042098541264968
When,Young,80.98,,,,,
When,Young,81.15,,,,,
When,Young,81.92,,,,,
When,Young,82.55,,,,,
When,Young,82.98,,,,,
When,Young,82.99,,,,,
When,Young,83.54,,,,,
When,Young,83.64,-0.03338013,,,,0.06453858474374333
When,Young,83.68,-0.39007965,,,,-0.6155620742015624
When,Young,91.47,-0.40437686,,,,-0.010660058230684971
When,Young,91.63,,,,,
When,Young,91.97,,,,,
When,Young,92.72,,,,,
When,Young,93.26,0.8619237,,,,0.6585241449276238
When,Young,93.39,,,,,
When,Young,94.68,,,,,
When,Young,95.42,,,,,
When,Young,98.84,0.31556875,,,,0.836923569232398
When,Young,106.41,,,,,
When,Young,111.38,0.4913686,,,,0.37949651837427123
When,Young,136.83,,,,,
When,Young,137.74,0.9356526,,,,0.05168939910824699
When,Young,138.91,-0.2413052,,,,-0.06425704632354223
When,Young,140.08,,,,,
When,Young,140.12,,,,,
When,Young,140.22,,,,,
When,Young,140.39,0.6593701,,,,0.5765589412632777
When,Young,140.49,1.555736,,,,0.7244806697237645
When,Young,140.95,,,,,
When,Young,141.09,,,,,
When,Young,141.71,1.2099777,,,,0.38811856551540636
When,Young,141.84,-0.49592182,,,,0.056192615857895964
When,Young,142.61,,,,,
When,Young,143.14,0.69581985,,,,0.8780452930956433
When,Young,143.48,,,,,
When,Young,143.51,,,,,
When,Young,143.53,,,,,
When,Young,143.66,-0.23137146,,,,0.2513619261554743
When,Young,143.85,-0.2608994,0.0476665,-0.35432574,-0.16747306,0.014826077638718127
When,Young,143.91,,,,,
When,Young,144.07,,,,,
When,Young,144.19,,,,,
When,Young,144.2,,,,,
When,Young,144.22,1.527845,,,,-0.3293755264684848
When,Young,144.51,-0.058941893,,,,0.844773250716643
When,Young,144.85,,,,,
When,Young,144.91,,,,,
When,Young,145.06,,,,,
When,Young,145.07,-0.67562586,,,,0.14028079134783514
When,Young,145.29,,,,,
When,Young,145.31,1.1705245,,,,0.5861859104825393
When,Young,145.38,-0.30377996,,,,0.33185064260255814
When,Young,145.65,0.012096136,,,,0.06764590570921987
When,Young,145.77,,,,,
When,Young,145.78,-0.6003916,,,,-0.5300395610737623
When,Young,145.92,-0.49662566,,,,-0.23553706213917033
When,Young,145.95,,,,,
When,Young,146.02,,,,,
When,Young,146.16,,,,,
When,Young,146.2,,,,,
When,Young,146.29,,,,,
When,Young,146.3,,,,,
When,Young,146.54,-0.07569087,,,,0.9708738462105136
When,Young,146.56,,,,,
When,Young,146.8,,,,,
When,Young,146.96,,,,,
When,Young,146.99,,,,,
When,Young,147.13,-0.031026013,,,,0.11665491233652342
When,Young,147.21,,,,,
When,Young,147.65,0.05735785,,,,0.24146015504043297
When,Young,147.84,,,,,
When,Young,147.94,,,,,
When,Young,148.69,,,,,
When,Young,148.79,,,,,
When,Young,148.85,0.09927937,,,,0.0559038767132104
When,Young,148.87,-0.40244493,,,,0.2464677214228605
When,Young,148.9,,,,,
When,Young,149.18,,,,,
When,Young,149.2,,,,,
When,Young,149.21,,,,,
When,Young,149.28,,,,,
When,Young,149.33,,,,,
When,Young,149.72,,,,,
When,Young,149.75,,,,,
When,Young,149.87,,,,,
When,Young,149.93,,,,,
When,Young,149.99,,,,,
When,Young,150.22,,,,,
When,Young,150.41,,,,,
When,Young,150.46,-0.45172146,,,,0.22068045977940226
When,Young,150.8,-0.51415277,,,,-0.059859066355661184
When,Young,150.87,0.828471,,,,0.24697157070813908
When,Young,151.52,,,,,
When,Young,151.93,,,,,
When,Young,152.12,,,,,
When,Young,152.47,-0.41800168,,,,-0.107527554662249
When,Young,152.89,1.5159682,,,,0.6057453773555401
When,Young,153.27,,,,,
When,Young,154.53,,,,,
When,Young,154.76,1.2304523,,,,-0.3999230645377603
When,Young,154.89,,,,,
When,Young,155.27,,,,,
When,Young,155.59,,,,,
When,Young,156.21,,,,,
When,Young,162.51,,,,,
When,Young,164.93,,,,,
When,Young,166.33,-0.36329967,,,,0.2591091032587568
When,Young,166.87,-0.50624204,,,,0.18348787893975602
When,Young,168.33,1.4573243,,,,0.5831397783281842
When,Young,168.86,0.097040385,,,,0.3088514123733101
When,Young,169.55,,,,,
When,Young,170.25,,,,,
When,Young,170.65,,,,,
When,Young,187.43,,,,,
When,Young,194.42,,,,,
When,Young,244.53,,,,,
When,Young,246.24,0.8005496,,,,0.9586871045264838
When,Middle,1.0,0.15656122444117646,0.1307835277924833,-0.09977449003209085,0.4128969389144438,0.21810026923907233
When,Middle,16.9,-0.46328735,,,,0.48724689197467524
When,Middle,17.16,-0.24667148,,,,-0.04805722204878868
When,Middle,20.61,,,,,
When,Middle,21.63,,,,,
When,Middle,21.9,,,,,
When,Middle,21.98,0.46021977,,,,0.25505552206527055
When,Middle,22.09,,,,,
When,Middle,22.2,,,,,
When,Middle,22.6,,,,,
When,Middle,22.64,,,,,
When,Middle,22.77,,,,,
When,Middle,22.82,,,,,
When,Middle,22.83,,,,,
When,Middle,22.96,0.22694552,,,,-0.008160710822503088
When,Middle,22.98,,,,,
When,Middle,23.24,0.17241217,,,,0.060155378044541054
When,Middle,23.33,,,,,
When,Middle,23.35,-0.1220482,,,,-0.35307884254644006
When,Middle,23.46,,,,,
When,Middle,23.47,,,,,
When,Middle,23.54,,,,,
When,Middle,23.69,,,,,
When,Middle,23.7,,,,,
When,Middle,23.91,-0.24837433,,,,0.22348600146554254
When,Middle,24.15,,,,,
When,Middle,24.25,-0.20295013,,,,-0.011078063198871169
When,Middle,24.32,0.4305871,,,,-0.670705135722832
When,Middle,24.37,,,,,
When,Middle,24.49,,,,,
When,Middle,24.51,,,,,
When,Middle,24.57,,,,,
When,Middle,24.65,,,,,
When,Middle,24.66,-0.35258865,,,,-0.6535365104347717
When,Middle,24.73,1.2842733,,,,-0.4924742394061817
When,Middle,24.77,,,,,
When,Middle,24.78,0.657737,,,,-0.2209695848561805
When,Middle,24.87,-0.39960644,,,,0.061215499256312866
When,Middle,24.96,-0.6040248,,,,-0.6581061640125349
When,Middle,25.15,,,,,
When,Middle,25.6,,,,,
When,Middle,25.62,-0.13192014,,,,0.18486405999491362
When,Middle,25.63,,,,,
When,Middle,25.66,,,,,
When,Middle,25.77,,,,,
When,Middle,26.08,,,,,
When,Middle,26.11,-0.30479327,,,,-0.3312499130140364
When,Middle,26.17,-0.0067033195,,,,-0.27829164181196386
When,Middle,26.22,,,,,
When,Middle,26.26,-0.19992182,,,,-0.5256744483444237
When,Middle,26.48,,,,,
When,Middle,26.85,,,,,
When,Middle,27.12,,,,,
When,Middle,27.25,,,,,
When,Middle,27.26,,,,,
When,Middle,27.3,,,,,
When,Middle,27.61,,,,,
When,Middle,27.97,,,,,
When,Middle,28.26,,,,,
When,Middle,28.43,,,,,
When,Middle,28.65,,,,,
When,Middle,28.68,,,,,
When,Middle,28.69,,,,,
When,Middle,28.75,,,,,
When,Middle,28.93,-0.42842922,,,,-0.6159311980555564
When,Middle,29.03,,,,,
When,Middle,29.12,,,,,
When,Middle,29.13,,,,,
When,Middle,29.16,,,,,
When,Middle,29.33,,,,,
When,Middle,29.57,,,,,
When,Middle,29.71,,,,,
When,Middle,29.91,-0.20979582,,,,-0.3726271519291649
When,Middle,30.21,,,,,
When,Middle,30.4,1.439004,,,,0.6961218018468145
When,Middle,30.49,-0.24830456,,,,0.2949027580842066
When,Middle,30.92,0.43136954,,,,0.05160124811929219
When,Middle,31.07,,,,,
When,Middle,31.14,,,,,
When,Middle,31.39,,,,,
When,Middle,31.76,0.13763106,,,,0.13082486471815585
When,Middle,31.78,,,,,
When,Middle,32.14,,,,,
When,Middle,32.31,0.20341103,,,,-1.2238220361756382
When,Middle,32.41,,,,,
When,Middle,32.71,0.22097263,,,,0.29210183596201295
When,Middle,32.85,,,,,
When,Middle,32.95,,,,,
When,Middle,33.61,0.29106054,,,,-0.04518523310919361
When,Middle,33.76,1.4631172,,,,0.08583545796447982
When,Middle,34.03,,,,,
When,Middle,35.16,0.17510246,,,,0.7615711124279336
When,Middle,37.65,-0.47561848,,,,0.4017713912517276
When,Middle,44.69,0.8365811,,,,0.22139117259488464
When,Middle,44.76,,,,,
When,Middle,47.66,-0.6033976,,,,-0.5336864478317711
When,Middle,53.88,-0.10567103,,,,0.3172709822140344
When,Middle,57.18,,,,,
When,Middle,61.28,,,,,
When,Middle,64.94,-0.11291483,,,,0.20868324949086675
When,Middle,65.63,-0.1888611,,,,-0.2093623877529235
When,Middle,66.08,,,,,
When,Middle,66.28,0.5878819,,,,-0.1679597603752597
When,Middle,66.66,-0.21012893,,,,0.09676238371498747
When,Middle,66.9,0.53100085,,,,0.3332116201165325
When,Middle,68.96,,,,,
When,Middle,69.46,,,,,
When,Middle,69.99,0.53486025,,,,0.18060421614881253
When,Middle,70.22,,,,,
When,Middle,70.56,,,,,
When,Middle,70.59,,,,,
When,Middle,70.83,,,,,
When,Middle,71.17,,,,,
When,Middle,71.19,,,,,
When,Middle,71.28,1.4048398,,,,-0.56094366285237
When,Middle,71.31,,,,,
When,Middle,71.37,,,,,
When,Middle,71.4,,,,,
When,Middle,71.45,,,,,
When,Middle,71.46,1.1596278,,,,-0.07084206103783394
When,Middle,71.47,,,,,
When,Middle,71.56,,,,,
When,Middle,71.85,,,,,
When,Middle,71.93,,,,,
When,Middle,72.08,,,,,
When,Middle,72.17,-0.4725921,,,,-0.4823417029798398
When,Middle,72.2,,,,,
When,Middle,72.23,1.2067147,,,,-0.5843698825791188
When,Middle,72.26,,,,,
When,Middle,72.3,-0.51325446,,,,-0.3310582936729761
When,Middle,72.55,,,,,
When,Middle,72.6,,,,,
When,Middle,72.62,,,,,
When,Middle,72.8,,,,,
When,Middle,72.83,-0.41545728,,,,0.5958688597883042
When,Middle,72.86,,,,,
When,Middle,72.87,,,,,
When,Middle,72.94,,,,,
When,Middle,73.02,,,,,
When,Middle,73.05,-0.45689148,,,,-0.6679147546590888
When,Middle,73.19,-0.6755898,,,,-0.5226630826713045
When,Middle,73.64,,,,,
When,Middle,73.79,-0.51593107,,,,-0.4808890416772309
When,Middle,73.83,-0.33759665,,,,-0.23812710081649202
When,Middle,74.0,-0.40777707,,,,-0.28677781809293
When,Middle,74.19,,,,,
When,Middle,74.28,,,,,
When,Middle,74.3,,,,,
When,Middle,74.46,,,,,
When,Middle,74.48,-0.40401754,,,,0.017382646568489563
When,Middle,74.58,,,,,
When,Middle,74.88,,,,,
When,Middle,74.91,,,,,
When,Middle,75.21,,,,,
When,Middle,75.27,,,,,
When,Middle,75.34,,,,,
When,Middle,75.46,,,,,
When,Middle,75.71,,,,,
When,Middle,75.74,,,,,
When,Middle,76.21,,,,,
When,Middle,76.85,,,,,
When,Middle,78.25,,,,,
When,Middle,78.28,-0.07732225,,,,0.3336262248457284
When,Middle,78.36,-0.35756844,,,,0.2775622261469795
When,Middle,78.57,,,,,
When,Middle,78.76,,,,,
When,Middle,78.84,,,,,
When,Middle,79.34,,,,,
When,Middle,79.66,,,,,
When,Middle,79.75,1.384305,,,,-0.5877124380188293
When,Middle,79.78,-0.53208923,,,,0.6692066708614662
When,Middle,79.96,-0.53656256,,,,0.01081806267883811
When,Middle,79.98,,,,,
When,Middle,80.13,,,,,
When,Middle,80.16,,,,,
When,Middle,80.24,,,,,
When,Middle,80.64,,,,,
When,Middle,80.88,,,,,
When,Middle,80.98,-0.38897106,,,,0.0058434354694190255
When,Middle,81.15,-0.23359239,,,,0.25889760527180317
When,Middle,81.92,-0.21951933,,,,-0.056702008614956736
When,Middle,82.55,-0.6113752,,,,0.4310150515008923
When,Middle,82.98,-0.25262892,,,,0.14865496645660342
When,Middle,82.99,1.7674643,,,,0.320290051767824
When,Middle,83.54,-0.629684,,,,-0.022233899786321447
When,Middle,83.64,,,,,
When,Middle,83.68,,,,,
When,Middle,91.47,,,,,
When,Middle,91.63,-0.36890796,,,,-0.4744074620434618
When,Middle,91.97,,,,,
When,Middle,92.72,-0.19706535,,,,0.08175702874331663
When,Middle,93.26,,,,,
When,Middle,93.39,-0.45641744,,,,-0.477773582423945
When,Middle,94.68,0.8208029,,,,0.1577025707201701
When,Middle,95.42,,,,,
When,Middle,98.84,,,,,
When,Middle,106.41,-0.3783078,,,,-1.1255093232518563
When,Middle,111.38,,,,,
When,Middle,136.83,0.3019013,,,,0.821204677352778
When,Middle,137.74,,,,,
When,Middle,138.91,,,,,
When,Middle,140.08,-0.15717757,,,,-0.29689001276775384
When,Middle,140.12,1.1107814,,,,0.605426278327309
When,Middle,140.22,-0.42733204,,,,-0.43072599209613516
When,Middle,140.39,,,,,
When,Middle,140.49,,,,,
When,Middle,140.95,,,,,
When,Middle,141.09,-0.01998371,,,,0.2074050726268254
When,Middle,141.71,,,,,
When,Middle,141.84,,,,,
When,Middle,142.61,,,,,
When,Middle,143.14,,,,,
When,Middle,143.48,-0.750076,,,,-0.22695728704951185
When,Middle,143.51,,,,,
When,Middle,143.53,-0.61783093,,,,-0.5070309706006483
When,Middle,143.66,,,,,
When,Middle,143.85,,,,,
When,Middle,143.91,-0.15908457,,,,0.33468943133591134
When,Middle,144.07,,,,,
When,Middle,144.19,0.037365414,,,,-0.5925025281985934
When,Middle,144.2,,,,,
When,Middle,144.22,,,,,
When,Middle,144.51,,,,,
When,Middle,144.85,,,,,
When,Middle,144.91,,,,,
When,Middle,145.06,0.41449857,,,,-0.1620020424051219
When,Middle,145.07,,,,,
When,Middle,145.29,,,,,
When,Middle,145.31,,,,,
When,Middle,145.38,,,,,
When,Middle,145.65,,,,,
When,Middle,145.77,,,,,
When,Middle,145.78,,,,,
When,Middle,145.92,,,,,
When,Middle,145.95,,,,,
