cluster,N,intercept_min,intercept_mean,intercept_max,intercept_SD,slope_min,slope_mean,slope_max,slope_SD,label
0,69,0.4644297879079203,1.0111671701778997,2.026268804900756,0.3379716427522197,0.0664249529845539,0.07431815100332088,0.0784148295090884,0.0025807607095823548,"High baseline, slower change"
1,31,-0.988349778175594,-0.04050396403814712,0.520922769098687,0.33028508267023615,0.0777521959777947,0.08210137532756197,0.089497457997351,0.002839062545626574,"Low baseline, faster change"
