Intercept_z,Slope_z,cluster
1.4055721330816249,-1.50249661001323,0
0.0761181789506812,-0.2008257912150345,0
0.5917208528119505,-0.3301277474318976,0
-0.2788004828616037,0.4984252232533244,1
0.8932019164418058,-1.1821717582162992,0
2.261688269304,-2.24797494356172,0
0.2067372015732966,-0.5921680238136897,0
0.3974980905239256,-0.1942240825709202,0
-0.138257760117045,0.3710768532969261,0
-1.6678621136656582,1.6521990632805146,1
-1.3486388384938182,0.9548628489898408,1
1.1495056094226572,-0.954485857332172,0
0.1184238868694131,0.1254325610167703,0
0.1529664591999139,0.0554825515760861,0
-0.0502168452559598,0.08921322016529,0
0.4868748934250924,-0.9533501910086568,0
0.578339913679293,-0.5284875963869818,0
-0.0896883896941125,-0.1488562958397707,0
0.1487450874495311,-0.3767052276994004,0
1.5173933370971646,-1.241249113293671,0
0.6358374408298556,-0.4057748860931816,0
0.628217513868115,-1.0062415855324411,0
1.1383143371869573,-0.5378698163807007,0
0.5485392853960193,-0.4716978404698643,0
0.8879151786461584,-1.147673281871338,0
-0.233327930898763,0.173481606838029,0
-0.1295467017133043,-0.1469499099928916,0
0.9085635069291184,-1.0362379367526644,0
0.8586601188787352,-0.8486161325824926,0
1.8265231424605264,-1.7477761558651677,0
-1.3798311837966362,1.2038749398083326,1
0.1501935946387962,0.0826872191889009,0
-1.253071233608648,1.4795564337180735,1
0.6240785082044782,-0.6982385050249097,0
-1.2168372995318215,0.9378003618509514,1
-1.6338367361885946,1.8444360516073892,1
-1.8448173535882135,2.0683018179112627,1
-1.555708894581519,1.540330191362726,1
0.4314751965609955,-0.2728423530277706,0
0.77973986106431,-0.741912388618846,0
-1.1839614775974958,1.2969062425653917,1
-0.1432673979179749,-0.0474192066157378,0
0.1158466262161023,-0.224901183936773,0
0.7011400918484401,-0.8740091743190775,0
1.3946013046142118,-0.8744401162806098,0
0.114880214613653,-0.1635530261190171,0
-0.0945680631240635,-0.0889050641670408,0
-0.790449992948979,0.7293009907457498,1
-0.4286886286420849,0.2950635710542698,1
1.4659864520490211,-1.2939114715643238,0
0.3392277561789518,-0.1533249151777344,0
1.3349613207231648,-1.7816548882381091,0
0.2340298056807072,-0.5732478466228427,0
0.3796793495335347,-0.5069846772198523,0
0.505291112952177,-0.5231298915670985,0
-2.8410319171112213,2.8614918165153806,1
-0.8379058409073119,0.6533175379452582,1
-1.2283312267778197,1.10703446267009,1
0.5740403372837757,-0.6536458304122967,0
-1.7797655537307502,1.911481840987069,1
-0.32434036465962,0.1605756375933489,0
0.2996708138093523,-0.2623539002137108,0
0.1471804517691204,-0.1794256106232727,0
0.5694924999520609,-0.2150935753556591,0
-0.3747063498853347,0.0523742997248832,0
-0.4292075604811403,0.4164918341234833,1
-1.8077561654137624,1.4332832587161335,1
0.797553552807809,-0.590309042957413,0
-0.7685735738859286,0.6805084199592016,1
-0.6591095010688475,0.6024621746788213,1
0.0652818448891091,-0.1028497888940992,0
0.5305999936731945,-0.1612011266274175,0
0.720983849264182,-0.6295412417571632,0
1.0889886026301954,-1.2946906037212118,0
-0.0174623326549768,0.377425532912404,0
0.4822321228077641,-0.6211959907833304,0
-0.566221873780156,0.2289024983980979,1
0.8516865436468107,-0.8391658797489521,0
2.27676507043814,-2.309991811330641,0
1.2935847340029036,-1.295591411066255,0
-1.1157221045663128,0.9793623581091468,1
-0.5989009857653487,0.5116769983708906,1
-1.1286344451375776,1.1592551090236842,1
0.6383273455584194,-0.2570452785322816,0
-1.4281311174659526,1.4707068652991866,1
-0.0059265696445405,-0.2604065327480001,0
-2.007035236155237,2.0290601129934136,1
0.1463114421777882,0.2714846048091935,0
0.5043696353046662,-0.4879928081540484,0
1.0965844281251702,-0.9210392773143968,0
0.3728738683347874,-0.0826502525213774,0
-1.6529876450384002,1.8528254098348445,1
0.0074886638797328,0.0196719770404099,0
-0.7097043860300795,0.3474182602157443,1
0.0707494687179147,-0.6930189507765844,0
0.3579490841980362,-0.1259409553603541,0
0.9093824258399518,-0.4909471887662399,0
-1.756098390736361,1.994619539335264,1
-1.1816700487046106,1.367882018157085,1
-1.109983814187704,1.2067882344457157,1
