model,shapiro_p,bp_p,dw_stat,min_vif,max_vif,r_squared,adj_r_squared
accuracy_model,0.0428808165437344,0.45167454853177336,1.6733575999023527,1.0,2.9423109161927496,0.050968333552887435,0.021311093976415174
confidence_model,0.11595892551274789,0.1663051973422791,2.063507373246807,1.0,2.9423109161927496,0.03056151844725863,0.0002665658987354158
calibration_model,0.09890649488317789,0.262811272769933,2.082747811358264,1.0,2.9423109161927496,0.017337332319254384,-0.01337087604576892
