composite_ID,UID,test,TSVR_hours,domain,theta,Segment,Days_within
A015_4,A015,4,146.54,when,0.014089435,Late,3.5524999999999998
A016_1,A016,1,1.0,when,-1.4402869,Early,0.041666666666666664
A016_2,A016,2,32.85,when,-1.2882239,Early,1.3687500000000001
A016_3,A016,3,80.64,when,0.8607484,Late,0.8066666666666666
A016_4,A016,4,150.8,when,-2.4182909,Late,3.7300000000000004
A017_1,A017,1,1.0,when,-0.85193014,Early,0.041666666666666664
A017_2,A017,2,20.61,when,0.21497887,Early,0.85875
A017_3,A017,3,61.28,when,1.6746666,Late,0.0
A017_4,A017,4,140.49,when,2.2796025,Late,3.300416666666667
A018_1,A018,1,1.0,when,0.23999432,Early,0.041666666666666664
A018_2,A018,2,34.03,when,0.38741595,Early,1.4179166666666667
A018_3,A018,3,83.64,when,0.092705235,Late,0.9316666666666666
A018_4,A018,4,150.87,when,0.8048816,Late,3.7329166666666667
A019_1,A019,1,1.0,when,0.58958745,Early,0.041666666666666664
A019_2,A019,2,28.69,when,-0.92873764,Early,1.1954166666666668
A019_3,A019,3,83.68,when,-1.0716373,Late,0.9333333333333336
A019_4,A019,4,154.76,when,1.5763583,Late,3.8949999999999996
A020_1,A020,1,1.0,when,-1.6694509,Early,0.041666666666666664
A020_2,A020,2,26.85,when,0.6332385,Early,1.1187500000000001
A020_3,A020,3,78.25,when,0.43723774,Late,0.7070833333333333
A020_4,A020,4,145.78,when,-1.4777763,Late,3.5208333333333335
A021_1,A021,1,1.0,when,1.6070633,Early,0.041666666666666664
A021_2,A021,2,30.21,when,-0.6970724,Early,1.25875
A021_3,A021,3,74.19,when,-0.9908623,Late,0.5379166666666665
A021_4,A021,4,140.39,when,0.33225334,Late,3.2962499999999992
A022_1,A022,1,1.0,when,-1.473691,Early,0.041666666666666664
A022_2,A022,2,24.15,when,-0.63090724,Early,1.0062499999999999
A022_3,A022,3,74.46,when,-1.7337799,Late,0.5491666666666664
A022_4,A022,4,141.71,when,1.5511892,Late,3.3512500000000003
A023_1,A023,1,1.0,when,0.17674807,Early,0.041666666666666664
A023_2,A023,2,25.63,when,-1.4913348,Early,1.0679166666666666
A023_3,A023,3,72.2,when,0.46197927,Late,0.45500000000000007
A023_4,A023,4,145.07,when,-0.099629104,Late,3.4912499999999995
A024_1,A024,1,1.0,when,0.75746256,Early,0.041666666666666664
A024_2,A024,2,29.57,when,0.9538285,Early,1.2320833333333334
A024_3,A024,3,91.47,when,-0.6989247,Late,1.2579166666666666
A024_4,A024,4,145.65,when,0.021747738,Late,3.515416666666667
A025_1,A025,1,1.0,when,1.1107309,Early,0.041666666666666664
A025_2,A025,2,23.33,when,-0.02926585,Early,0.9720833333333333
A025_3,A025,3,72.94,when,-0.26488796,Late,0.4858333333333332
A025_4,A025,4,137.74,when,1.0977626,Late,3.1858333333333335
A026_1,A026,1,1.0,when,0.35740104,Early,0.041666666666666664
A026_2,A026,2,26.48,when,-0.39212132,Early,1.1033333333333333
A026_3,A026,3,75.46,when,-1.2708919,Late,0.590833333333333
A026_4,A026,4,147.65,when,0.2920667,Late,3.5987500000000003
A027_1,A027,1,1.0,when,0.67755985,Early,0.041666666666666664
A027_2,A027,2,28.26,when,-1.2957095,Early,1.1775
A027_3,A027,3,74.58,when,0.07492894,Late,0.5541666666666666
A027_4,A027,4,145.92,when,-0.38065973,Late,3.526666666666666
A028_1,A028,1,1.0,when,-0.22608823,Early,0.041666666666666664
A028_2,A028,2,22.82,when,0.59378934,Early,0.9508333333333333
A028_3,A028,3,72.26,when,-1.3609159,Late,0.4575000000000002
A028_4,A028,4,138.91,when,-0.9690596,Late,3.234583333333333
A029_1,A029,1,1.0,when,-1.37223,Early,0.041666666666666664
A029_2,A029,2,28.43,when,-1.5805124,Early,1.1845833333333333
A029_3,A029,3,93.26,when,0.11481446,Late,1.3325000000000002
A029_4,A029,4,143.14,when,1.1821862,Late,3.4108333333333327
A030_1,A030,1,1.0,when,-1.1402566,Early,0.041666666666666664
A030_2,A030,2,32.95,when,-0.4261515,Early,1.3729166666666668
A030_3,A030,3,71.93,when,0.13226366,Late,0.44375000000000026
A030_4,A030,4,150.46,when,-1.2282906,Late,3.7158333333333338
A031_1,A031,1,1.0,when,0.12300497,Early,0.041666666666666664
A031_2,A031,2,32.41,when,0.08979422,Early,1.3504166666666666
A031_3,A031,3,71.56,when,0.57868135,Late,0.4283333333333334
A031_4,A031,4,143.85,when,-0.5184224,Late,3.4404166666666662
A032_1,A032,1,1.0,when,1.1288489,Early,0.041666666666666664
A032_2,A032,2,57.18,when,0.66381836,Early,2.3825
A032_3,A032,3,80.16,when,0.29014325,Late,0.7866666666666665
A032_4,A032,4,144.51,when,0.647256,Late,3.467916666666666
A033_1,A033,1,1.0,when,0.30071205,Early,0.041666666666666664
A033_2,A033,2,29.16,when,0.2656446,Early,1.215
A033_3,A033,3,72.6,when,-0.63308567,Late,0.4716666666666664
A033_4,A033,4,168.33,when,1.6320012,Late,4.460416666666667
A034_1,A034,1,1.0,when,0.90604496,Early,0.041666666666666664
A034_2,A034,2,26.08,when,0.46262643,Early,1.0866666666666667
A034_3,A034,3,74.28,when,1.6148285,Late,0.5416666666666666
A034_4,A034,4,145.38,when,-1.854882,Late,3.5041666666666664
A035_1,A035,1,1.0,when,-0.23702022,Early,0.041666666666666664
A035_2,A035,2,44.76,when,-0.36792475,Early,1.865
A035_3,A035,3,79.98,when,-0.7661216,Late,0.7791666666666668
A035_4,A035,4,152.47,when,-1.5212169,Late,3.799583333333333
A036_1,A036,1,1.0,when,0.086957574,Early,0.041666666666666664
A036_2,A036,2,21.63,when,0.8642175,Early,0.90125
A036_3,A036,3,71.47,when,1.2623973,Late,0.42458333333333326
A036_4,A036,4,143.85,when,-1.5167558,Late,3.4404166666666662
A037_1,A037,1,1.0,when,0.949005,Early,0.041666666666666664
A037_2,A037,2,23.7,when,0.6468738,Early,0.9874999999999999
A037_3,A037,3,72.08,when,-0.35152897,Late,0.4499999999999999
A037_4,A037,4,143.66,when,-0.36623418,Late,3.4324999999999997
A038_1,A038,1,1.0,when,2.342451,Early,0.041666666666666664
A038_2,A038,2,71.85,when,-1.2179812,Early,2.99375
A038_3,A038,3,72.86,when,-1.0338619,Late,0.48249999999999993
A038_4,A038,4,152.89,when,1.781066,Late,3.8170833333333327
A039_1,A039,1,1.0,when,1.9555998,Early,0.041666666666666664
A039_2,A039,2,28.65,when,-0.4785512,Early,1.1937499999999999
A039_3,A039,3,98.84,when,0.2768702,Late,1.5650000000000002
A039_4,A039,4,246.24,when,0.07746661,Late,7.706666666666667
A040_1,A040,1,1.0,when,-0.44111657,Early,0.041666666666666664
A040_2,A040,2,26.26,when,0.47990847,Early,1.0941666666666667
A040_3,A040,3,71.28,when,1.4004047,Late,0.4166666666666667
A040_4,A040,4,143.53,when,-0.8318901,Late,3.4270833333333335
A041_1,A041,1,1.0,when,1.014755,Early,0.041666666666666664
A041_2,A041,2,31.78,when,-0.6049712,Early,1.3241666666666667
A041_3,A041,3,75.74,when,-0.69597197,Late,0.6024999999999997
A041_4,A041,4,141.84,when,-1.2789805,Late,3.356666666666667
A042_1,A042,1,1.0,when,0.23568591,Early,0.041666666666666664
A042_2,A042,2,28.93,when,0.9903183,Early,1.2054166666666666
A042_3,A042,3,72.17,when,-1.6329386,Late,0.45375000000000004
A042_4,A042,4,146.02,when,-0.8754551,Late,3.5308333333333337
A043_1,A043,1,1.0,when,-0.78949654,Early,0.041666666666666664
A043_2,A043,2,25.62,when,1.0392958,Early,1.0675000000000001
A043_3,A043,3,64.94,when,0.07523809,Late,0.15249999999999986
A043_4,A043,4,149.33,when,-0.13373902,Late,3.6687500000000006
A044_1,A044,1,1.0,when,0.27017105,Early,0.041666666666666664
A044_2,A044,2,47.66,when,-0.07126051,Early,1.9858333333333331
A044_3,A044,3,91.63,when,-1.3023854,Late,1.2645833333333332
A044_4,A044,4,155.27,when,1.5881083,Late,3.9162500000000002
A045_1,A045,1,1.0,when,-0.32118118,Early,0.041666666666666664
A045_2,A045,2,24.66,when,-1.8177891,Early,1.0275
A045_3,A045,3,72.23,when,0.26758766,Late,0.4562500000000001
A045_4,A045,4,151.52,when,-1.3421427,Late,3.7600000000000002
A046_1,A046,1,1.0,when,1.5548716,Early,0.041666666666666664
A046_2,A046,2,24.32,when,0.21812204,Early,1.0133333333333334
A046_3,A046,3,73.05,when,-0.06679952,Late,0.4904166666666665
A046_4,A046,4,147.94,when,-0.05066189,Late,3.6108333333333333
A047_1,A047,1,1.0,when,-1.0458052,Early,0.041666666666666664
A047_2,A047,2,23.46,when,0.9660454,Early,0.9775
A047_3,A047,3,76.85,when,0.20828038,Late,0.6487499999999997
A047_4,A047,4,144.22,when,2.6387465,Late,3.455833333333333
A048_1,A048,1,1.0,when,1.0398808,Early,0.041666666666666664
A048_2,A048,2,23.91,when,0.49404255,Early,0.99625
A048_3,A048,3,81.15,when,-0.5391879,Late,0.8279166666666669
A048_4,A048,4,146.3,when,1.1811554,Late,3.5425000000000004
A049_1,A049,1,1.0,when,1.3697528,Early,0.041666666666666664
A049_2,A049,2,27.12,when,-0.28373107,Early,1.1300000000000001
A049_3,A049,3,111.38,when,-0.27510086,Late,2.0875
A049_4,A049,4,168.86,when,1.3043596,Late,4.482500000000001
A050_1,A050,1,1.0,when,-1.8107281,Early,0.041666666666666664
A050_2,A050,2,24.73,when,0.5756476,Early,1.0304166666666668
A050_3,A050,3,93.39,when,-1.0529441,Late,1.3379166666666666
A050_4,A050,4,148.69,when,-0.0450024,Late,3.6420833333333333
A051_1,A051,1,1.0,when,-1.6883023,Early,0.041666666666666664
A051_2,A051,2,17.16,when,0.014861852,Early,0.715
A051_3,A051,3,65.63,when,-0.2764141,Late,0.18124999999999977
A051_4,A051,4,146.99,when,-2.1118236,Late,3.5712500000000005
A052_1,A052,1,1.0,when,0.90450335,Early,0.041666666666666664
A052_2,A052,2,31.76,when,-0.13308212,Early,1.3233333333333335
A052_3,A052,3,80.98,when,-0.3612848,Late,0.8208333333333334
A052_4,A052,4,153.27,when,-0.46229035,Late,3.832916666666667
A053_1,A053,1,1.0,when,0.11079353,Early,0.041666666666666664
A053_2,A053,2,32.71,when,-0.677757,Early,1.3629166666666668
A053_3,A053,3,78.28,when,-0.28961074,Late,0.7083333333333334
A053_4,A053,4,148.9,when,2.3285909,Late,3.6508333333333334
A054_1,A054,1,1.0,when,0.64749724,Early,0.041666666666666664
A054_2,A054,2,16.9,when,1.1388643,Early,0.7041666666666666
A054_3,A054,3,72.83,when,0.23990488,Late,0.4812499999999999
A054_4,A054,4,136.83,when,-0.15412039,Late,3.147916666666667
A055_1,A055,1,1.0,when,-0.79134464,Early,0.041666666666666664
A055_2,A055,2,23.24,when,0.14435235,Early,0.9683333333333333
A055_3,A055,3,74.48,when,0.41999447,Late,0.5500000000000002
A055_4,A055,4,149.21,when,-2.200275,Late,3.6637500000000003
A056_1,A056,1,1.0,when,-1.3459609,Early,0.041666666666666664
A056_2,A056,2,33.61,when,0.26675588,Early,1.4004166666666666
A056_3,A056,3,71.46,when,1.1356037,Late,0.42416666666666636
A056_4,A056,4,147.84,when,-0.53746367,Late,3.606666666666667
A057_1,A057,1,1.0,when,-0.08667353,Early,0.041666666666666664
A057_2,A057,2,24.78,when,0.1640301,Early,1.0325
A057_3,A057,3,73.83,when,-0.09534079,Late,0.5229166666666666
A057_4,A057,4,145.06,when,-0.19456768,Late,3.4908333333333332
A058_1,A058,1,1.0,when,1.1102797,Early,0.041666666666666664
A058_2,A058,2,22.96,when,0.23424998,Early,0.9566666666666667
A058_3,A058,3,66.28,when,0.9899018,Late,0.20833333333333334
A058_4,A058,4,143.48,when,1.2310824,Late,3.4249999999999994
A059_1,A059,1,1.0,when,0.6187948,Early,0.041666666666666664
A059_2,A059,2,30.4,when,1.1837338,Early,1.2666666666666666
A059_3,A059,3,79.78,when,0.7785523,Late,0.7708333333333334
A059_4,A059,4,151.93,when,-0.3088421,Late,3.7770833333333336
A060_1,A060,1,1.0,when,-1.3155241,Early,0.041666666666666664
A060_2,A060,2,24.87,when,-0.1535533,Early,1.0362500000000001
A060_3,A060,3,94.68,when,-0.032684147,Late,1.3916666666666668
A060_4,A060,4,143.91,when,0.9788728,Late,3.4429166666666666
A061_1,A061,1,1.0,when,3.8447251,Early,0.041666666666666664
A061_2,A061,2,35.16,when,0.35423467,Early,1.4649999999999999
A061_3,A061,3,82.55,when,-1.5631205,Late,0.8862499999999999
A061_4,A061,4,146.56,when,0.008879006,Late,3.5533333333333332
A062_1,A062,1,1.0,when,1.2950801,Early,0.041666666666666664
A062_2,A062,2,44.69,when,0.07300705,Early,1.8620833333333333
A062_3,A062,3,92.72,when,-0.51125085,Late,1.3099999999999998
A062_4,A062,4,149.18,when,-0.7436956,Late,3.6625
A063_1,A063,1,1.0,when,-0.42020166,Early,0.041666666666666664
A063_2,A063,2,21.98,when,0.057294816,Early,0.9158333333333334
A063_3,A063,3,69.99,when,0.93957365,Late,0.3629166666666664
A063_4,A063,4,141.09,when,-0.9750476,Late,3.325416666666667
A064_1,A064,1,1.0,when,1.2421527,Early,0.041666666666666664
A064_2,A064,2,37.65,when,-0.82706654,Early,1.5687499999999999
A064_3,A064,3,82.99,when,1.0335546,Late,0.9045833333333331
A064_4,A064,4,156.21,when,-1.0332032,Late,3.955416666666667
A065_1,A065,1,1.0,when,-1.2321833,Early,0.041666666666666664
A065_2,A065,2,32.31,when,-0.0515353,Early,1.3462500000000002
A065_3,A065,3,106.41,when,-0.10725069,Late,1.8804166666666664
A065_4,A065,4,187.43,when,-2.199351,Late,5.2562500000000005
A066_1,A066,1,1.0,when,1.1050596,Early,0.041666666666666664
A066_2,A066,2,23.35,when,-0.48001176,Early,0.9729166666666668
A066_3,A066,3,73.79,when,0.19207132,Late,0.5212500000000002
A066_4,A066,4,164.93,when,-2.1919174,Late,4.3187500000000005
A067_1,A067,1,1.0,when,0.91595894,Early,0.041666666666666664
A067_2,A067,2,29.91,when,0.30869988,Early,1.24625
A067_3,A067,3,73.19,when,-0.868356,Late,0.49624999999999986
A067_4,A067,4,144.19,when,-0.8849031,Late,3.4545833333333333
A068_1,A068,1,1.0,when,1.10346,Early,0.041666666666666664
A068_2,A068,2,30.49,when,0.7063807,Early,1.2704166666666665
A068_3,A068,3,82.98,when,-0.6363444,Late,0.9041666666666668
A068_4,A068,4,155.59,when,0.6352018,Late,3.9295833333333334
A069_1,A069,1,1.0,when,-0.27310088,Early,0.041666666666666664
A069_2,A069,2,24.96,when,-0.53594947,Early,1.04
A069_3,A069,3,79.75,when,1.0711788,Late,0.7695833333333333
A069_4,A069,4,140.22,when,-0.13988,Late,3.2891666666666666
A070_1,A070,1,1.0,when,-0.11830109,Early,0.041666666666666664
A070_2,A070,2,24.25,when,0.96011215,Early,1.0104166666666667
A070_3,A070,3,81.92,when,-0.14449853,Late,0.86
A070_4,A070,4,149.2,when,1.3700595,Late,3.6633333333333327
A071_1,A071,1,1.0,when,0.4117638,Early,0.041666666666666664
A071_2,A071,2,30.92,when,1.0857494,Early,1.2883333333333333
A071_3,A071,3,79.96,when,-0.3062603,Late,0.778333333333333
A071_4,A071,4,153.27,when,-0.028487206,Late,3.832916666666667
A072_1,A072,1,1.0,when,-1.1278734,Early,0.041666666666666664
A072_2,A072,2,33.76,when,1.2961332,Early,1.4066666666666665
A072_3,A072,3,83.54,when,-0.76609707,Late,0.9275000000000002
A072_4,A072,4,154.89,when,0.24443215,Late,3.900416666666666
A073_1,A073,1,1.0,when,-1.0564022,Early,0.041666666666666664
A073_2,A073,2,66.66,when,0.26339915,Early,2.7775
A073_3,A073,3,66.9,when,0.05969277,Late,0.23416666666666686
A073_4,A073,4,140.12,when,0.97179127,Late,3.285
A074_1,A074,1,1.0,when,1.9430063,Early,0.041666666666666664
A074_2,A074,2,29.33,when,-0.76029664,Early,1.2220833333333332
A074_3,A074,3,73.02,when,-1.4446683,Late,0.48916666666666647
A074_4,A074,4,147.21,when,-0.18924654,Late,3.580416666666667
A075_1,A075,1,1.0,when,-0.64051765,Early,0.041666666666666664
A075_2,A075,2,28.68,when,-1.0821738,Early,1.195
A075_3,A075,3,71.37,when,1.3610661,Late,0.4204166666666668
A075_4,A075,4,244.53,when,-0.8105487,Late,7.635416666666667
A076_1,A076,1,1.0,when,-1.294316,Early,0.041666666666666664
A076_2,A076,2,27.3,when,-1.3484939,Early,1.1375
A076_3,A076,3,74.88,when,-1.237004,Late,0.5666666666666664
A076_4,A076,4,149.28,when,1.7209938,Late,3.6666666666666665
A077_1,A077,1,1.0,when,1.5771065,Early,0.041666666666666664
A077_2,A077,2,53.88,when,-0.47793937,Early,2.245
A077_3,A077,3,78.36,when,-0.42909724,Late,0.7116666666666666
A077_4,A077,4,149.75,when,-0.4487583,Late,3.68625
A078_1,A078,1,1.0,when,-0.9239575,Early,0.041666666666666664
A078_2,A078,2,26.17,when,-0.5128455,Early,1.0904166666666668
A078_3,A078,3,72.3,when,-0.54698735,Late,0.4591666666666665
A078_4,A078,4,140.08,when,-0.0734005,Late,3.2833333333333337
A079_1,A079,1,1.0,when,-0.117149234,Early,0.041666666666666664
A079_2,A079,2,26.11,when,-0.17952174,Early,1.0879166666666666
A079_3,A079,3,74.0,when,0.49475133,Late,0.5299999999999999
A079_4,A079,4,194.42,when,1.2593203,Late,5.547499999999999
A080_1,A080,1,1.0,when,0.46743014,Early,0.041666666666666664
A080_2,A080,2,29.03,when,0.3782092,Early,1.2095833333333335
A080_3,A080,3,72.87,when,0.24432006,Late,0.4829166666666668
A080_4,A080,4,145.77,when,-1.6023493,Late,3.520416666666667
A081_1,A081,1,1.0,when,0.36609143,Early,0.041666666666666664
A081_2,A081,2,31.39,when,0.015115969,Early,1.3079166666666666
A081_3,A081,3,80.13,when,0.12024635,Late,0.7854166666666664
A081_4,A081,4,154.53,when,-1.347389,Late,3.8854166666666665
A082_1,A082,1,1.0,when,0.8158797,Early,0.041666666666666664
A082_2,A082,2,27.97,when,1.3391608,Early,1.1654166666666665
A082_3,A082,3,75.71,when,-0.91646826,Late,0.6012499999999997
A082_4,A082,4,170.25,when,-2.4016082,Late,4.540416666666666
A083_1,A083,1,1.0,when,0.8681568,Early,0.041666666666666664
A083_2,A083,2,25.15,when,-0.10031304,Early,1.0479166666666666
A083_3,A083,3,74.3,when,-0.107514024,Late,0.5424999999999999
A083_4,A083,4,144.91,when,0.9867375,Late,3.484583333333333
A084_1,A084,1,1.0,when,1.8661048,Early,0.041666666666666664
A084_2,A084,2,27.25,when,-0.1641193,Early,1.1354166666666667
A084_3,A084,3,91.97,when,0.048163235,Late,1.2787499999999998
A084_4,A084,4,162.51,when,1.1123692,Late,4.2179166666666665
A085_1,A085,1,1.0,when,0.06705779,Early,0.041666666666666664
A085_2,A085,2,24.51,when,-0.46931627,Early,1.02125
A085_3,A085,3,71.4,when,-1.0843661,Late,0.42166666666666686
A085_4,A085,4,170.65,when,1.1668379,Late,4.557083333333334
A086_1,A086,1,1.0,when,1.0047618,Early,0.041666666666666664
A086_2,A086,2,23.47,when,-1.5351425,Early,0.9779166666666667
A086_3,A086,3,145.29,when,0.8909112,Late,3.5004166666666663
A086_4,A086,4,169.55,when,0.375632,Late,4.51125
A087_1,A087,1,1.0,when,1.1308548,Early,0.041666666666666664
A087_2,A087,2,31.07,when,0.03888148,Early,1.2945833333333334
A087_3,A087,3,72.8,when,-0.77279747,Late,0.4799999999999998
A087_4,A087,4,144.2,when,0.41131288,Late,3.4549999999999996
A088_1,A088,1,1.0,when,-0.2428985,Early,0.041666666666666664
A088_2,A088,2,24.25,when,-0.66059065,Early,1.0104166666666667
A088_3,A088,3,74.91,when,-1.4165277,Late,0.5679166666666665
A088_4,A088,4,149.93,when,1.6650435,Late,3.69375
A089_1,A089,1,1.0,when,0.7364516,Early,0.041666666666666664
A089_2,A089,2,32.14,when,1.0746572,Early,1.3391666666666666
A089_3,A089,3,79.34,when,-0.8361807,Late,0.7525000000000001
A089_4,A089,4,146.96,when,0.015222043,Late,3.5700000000000003
A090_1,A090,1,1.0,when,1.7786958,Early,0.041666666666666664
A090_2,A090,2,23.54,when,-1.4529107,Early,0.9808333333333333
A090_3,A090,3,95.42,when,-0.121162295,Late,1.4225
A090_4,A090,4,144.07,when,-1.3745949,Late,3.449583333333333
A091_1,A091,1,1.0,when,0.8390659,Early,0.041666666666666664
A091_2,A091,2,22.2,when,0.8064743,Early,0.9249999999999999
A091_3,A091,3,73.64,when,-0.0102825165,Late,0.515
A091_4,A091,4,142.61,when,1.7330554,Late,3.3887500000000004
A092_1,A092,1,1.0,when,-0.44035617,Early,0.041666666666666664
A092_2,A092,2,22.83,when,-0.5425752,Early,0.9512499999999999
A092_3,A092,3,71.31,when,-0.75691986,Late,0.4179166666666667
A092_4,A092,4,146.16,when,-2.0749223,Late,3.5366666666666666
A093_1,A093,1,1.0,when,-1.2741108,Early,0.041666666666666664
A093_2,A093,2,22.09,when,1.1955266,Early,0.9204166666666667
A093_3,A093,3,70.22,when,2.5283484,Late,0.3724999999999999
A093_4,A093,4,140.95,when,0.6858732,Late,3.3195833333333327
A094_1,A094,1,1.0,when,1.2767186,Early,0.041666666666666664
A094_2,A094,2,22.98,when,0.09729788,Early,0.9575
A094_3,A094,3,76.21,when,-0.47417846,Late,0.622083333333333
A094_4,A094,4,149.99,when,1.0047024,Late,3.6962500000000005
A095_1,A095,1,1.0,when,0.9009024,Early,0.041666666666666664
A095_2,A095,2,29.71,when,-0.14953977,Early,1.2379166666666668
A095_3,A095,3,78.76,when,-1.0484929,Late,0.7283333333333335
A095_4,A095,4,148.79,when,-0.88822234,Late,3.6462499999999998
A096_1,A096,1,1.0,when,-0.72915506,Early,0.041666666666666664
A096_2,A096,2,24.49,when,-1.4686618,Early,1.0204166666666665
A096_3,A096,3,71.19,when,-0.22363478,Late,0.41291666666666654
A096_4,A096,4,143.66,when,-2.202876,Late,3.4324999999999997
A097_1,A097,1,1.0,when,-0.48020798,Early,0.041666666666666664
A097_2,A097,2,24.37,when,0.36855528,Early,1.0154166666666666
A097_3,A097,3,70.83,when,-0.42266384,Late,0.39791666666666653
A097_4,A097,4,144.85,when,1.6407696,Late,3.482083333333333
A098_1,A098,1,1.0,when,0.25352788,Early,0.041666666666666664
A098_2,A098,2,25.77,when,1.4832029,Early,1.07375
A098_3,A098,3,78.84,when,0.6255039,Late,0.7316666666666668
A098_4,A098,4,146.29,when,-1.6407208,Late,3.542083333333333
A099_1,A099,1,1.0,when,-1.4284468,Early,0.041666666666666664
A099_2,A099,2,28.75,when,0.15944433,Early,1.1979166666666667
A099_3,A099,3,78.57,when,-1.0471623,Late,0.7204166666666664
A099_4,A099,4,143.51,when,0.25345343,Late,3.4262499999999996
A100_1,A100,1,1.0,when,1.3023868,Early,0.041666666666666664
A100_2,A100,2,31.14,when,-0.07590309,Early,1.2975
A100_3,A100,3,75.34,when,-0.56975305,Late,0.5858333333333334
A100_4,A100,4,146.8,when,-1.5808951,Late,3.563333333333334
A101_1,A101,1,1.0,when,0.46786234,Early,0.041666666666666664
A101_2,A101,2,29.12,when,0.36276695,Early,1.2133333333333334
A101_3,A101,3,75.21,when,1.3054268,Late,0.5804166666666664
A101_4,A101,4,150.22,when,-0.5672326,Late,3.705833333333333
A102_1,A102,1,1.0,when,-1.063424,Early,0.041666666666666664
A102_2,A102,2,29.13,when,-0.3641736,Early,1.2137499999999999
A102_3,A102,3,75.27,when,-0.022620916,Late,0.5829166666666664
A102_4,A102,4,150.41,when,1.423525,Late,3.7137499999999997
A103_1,A103,1,1.0,when,-1.0126519,Early,0.041666666666666664
A103_2,A103,2,27.26,when,-0.42083523,Early,1.1358333333333335
A103_3,A103,3,80.24,when,0.82858,Late,0.7899999999999997
A103_4,A103,4,149.72,when,-0.9790987,Late,3.685
A104_1,A104,1,1.0,when,1.551251,Early,0.041666666666666664
A104_2,A104,2,22.6,when,1.6497785,Early,0.9416666666666668
A104_3,A104,3,72.62,when,-1.3430338,Late,0.47250000000000014
A104_4,A104,4,145.78,when,-0.061428457,Late,3.5208333333333335
A105_1,A105,1,1.0,when,0.282902,Early,0.041666666666666664
A105_2,A105,2,22.77,when,0.3221656,Early,0.94875
A105_3,A105,3,69.46,when,-0.17929581,Late,0.34083333333333304
A105_4,A105,4,146.2,when,-0.16354936,Late,3.5383333333333327
A106_1,A106,1,1.0,when,0.1336959,Early,0.041666666666666664
A106_2,A106,2,22.64,when,1.0675732,Early,0.9433333333333334
A106_3,A106,3,66.08,when,2.0272431,Late,0.19999999999999987
A106_4,A106,4,147.13,when,-0.37170714,Late,3.577083333333333
A107_1,A107,1,1.0,when,0.26772535,Early,0.041666666666666664
A107_2,A107,2,26.22,when,0.081852734,Early,1.0925
A107_3,A107,3,71.45,when,0.43437678,Late,0.42375000000000007
A107_4,A107,4,145.95,when,0.0019959211,Late,3.527916666666666
A108_1,A108,1,1.0,when,-0.2742278,Early,0.041666666666666664
A108_2,A108,2,27.61,when,-0.056787387,Early,1.1504166666666666
A108_3,A108,3,68.96,when,-1.0336658,Late,0.3199999999999997
A108_4,A108,4,152.12,when,-2.0776107,Late,3.785
A109_1,A109,1,1.0,when,-1.5166597,Early,0.041666666666666664
A109_2,A109,2,24.65,when,1.6238284,Early,1.0270833333333333
A109_3,A109,3,71.17,when,-0.43632743,Late,0.41208333333333336
A109_4,A109,4,149.87,when,-0.53921753,Late,3.69125
