UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,calibration
A076,T1,A076_T1,1.0,-0.42430798115531154,-0.5931206967788998,-0.16881271562358824
A076,T2,A076_T2,27.3,-0.8200148064867665,-0.6855281124327359,0.13448669405403058
A076,T3,A076_T3,74.88,-1.2826440396890548,-0.8273082201820956,0.4553358195069592
A076,T4,A076_T4,149.28,-2.6722253880024702,-0.8795865951985734,1.792638792803897
A077,T1,A077_T1,1.0,1.3255399047437764,0.9882609286840942,-0.33727897605968216
A077,T2,A077_T2,53.88,-0.17305181629196084,0.2375250372106668,0.4105768535026276
A077,T3,A077_T3,78.36,0.2634617839412383,-0.709011594852232,-0.9724733787934703
A077,T4,A077_T4,149.75,0.6183134338146555,0.6150853836047101,-0.0032280502099454322
A078,T1,A078_T1,1.0,0.051829435231137706,-0.7309312065159222,-0.78276064174706
A078,T2,A078_T2,26.17,0.07105010228162613,-0.6583975027105224,-0.7294476049921486
A078,T3,A078_T3,72.3,-1.1228564198414925,-0.8654715334078682,0.25738488643362434
A078,T4,A078_T4,140.08,-1.1397100676970602,-1.1119910343809993,0.027719033316060848
A079,T1,A079_T1,1.0,0.5198213526128695,0.2585659213951411,-0.26125543121772843
A079,T2,A079_T2,26.11,-0.4319555444741931,0.9427805998473446,1.3747361443215378
A079,T3,A079_T3,74.0,-1.0081725887834596,0.2502713391010031,1.2584439278844628
A079,T4,A079_T4,194.42,-0.972604631196475,-0.2250645968515989,0.7475400343448761
A080,T1,A080_T1,1.0,0.37147760944805747,1.238084106339726,0.8666064968916687
A080,T2,A080_T2,29.03,0.3566516154511393,0.54588808699283,0.18923647154169065
A080,T3,A080_T3,72.87,0.3301729624199737,-0.19454895835695357,-0.5247219207769273
A080,T4,A080_T4,145.77,-0.8575952060263299,-1.479255356645988,-0.6216601506196582
A081,T1,A081_T1,1.0,0.5964632892232774,0.8736423800730206,0.27717909084974324
A081,T2,A081_T2,31.39,-0.2633408347720455,0.31852201844579453,0.58186285321784
A081,T3,A081_T3,80.13,0.9836292860774121,0.24616822836103328,-0.7374610577163788
A081,T4,A081_T4,154.53,0.18890761787955804,0.2375861033230975,0.04867848544353945
A082,T1,A082_T1,1.0,0.4967501877280722,0.9493887628009583,0.4526385750728861
A082,T2,A082_T2,27.97,1.235070695092198,0.4450508414844835,-0.7900198536077144
A082,T3,A082_T3,75.71,0.41909716783992207,0.15593148169307658,-0.2631656861468455
A082,T4,A082_T4,170.25,-0.09688427716732648,-0.83719746073039,-0.7403131835630635
A083,T1,A083_T1,1.0,2.0205124649918744,1.4746912796104652,-0.5458211853814092
A083,T2,A083_T2,25.15,0.9499146174647273,0.3470002462400581,-0.6029143712246692
A083,T3,A083_T3,74.3,0.22494627590829205,0.4523192123854445,0.22737293647715243
A083,T4,A083_T4,144.91,-0.042324127731897934,0.18834845060801714,0.23067257833991506
A084,T1,A084_T1,1.0,0.39191577983317993,-1.9275328981805468,-2.319448678013727
A084,T2,A084_T2,27.25,-0.43732848291901033,-1.5900366865483009,-1.1527082036292906
A084,T3,A084_T3,91.97,0.005985548016238859,-1.2629589551054152,-1.2689445031216542
A084,T4,A084_T4,162.51,-0.033025783408622195,-1.492892529844717,-1.4598667464360948
A085,T1,A085_T1,1.0,0.3110086620492923,0.4220500820575315,0.11104142000823919
A085,T2,A085_T2,24.51,1.8081070103507457,1.4696941771762824,-0.33841283317446336
A085,T3,A085_T3,71.4,-0.16489345708252903,1.0879351191927709,1.2528285762753
A085,T4,A085_T4,170.65,-0.5424621395148743,-0.3129489797180916,0.22951315979678272
A086,T1,A086_T1,1.0,0.9526222519993431,1.2807513460616045,0.3281290940622613
A086,T2,A086_T2,23.47,-0.3859877067079402,1.0336395269289989,1.419627233636939
A086,T3,A086_T3,145.29,-1.1961517477095636,-0.20797200693342038,0.9881797407761432
A086,T4,A086_T4,169.55,-1.220132004067333,-0.35566120943568125,0.8644707946316517
A087,T1,A087_T1,1.0,1.2273690850151175,1.240287714016553,0.012918629001435367
A087,T2,A087_T2,31.07,1.1719695688739582,0.7566609892707366,-0.41530857960322165
A087,T3,A087_T3,72.8,-0.25363757726347713,0.22130541512700866,0.47494299239048576
