effect,coefficient_per_100h,coefficient_per_hour,se,se_per_hour,p_uncorrected,p_corrected,interpretation,direction
TSVR_hours_SEM,0.03216191801571507,0.00032161918015715074,0.03466080515552019,0.0003466080515552019,0.35345709591173113,0.012951621584750161,Marginal,Positive
