time,calibration,CI_lower,CI_upper,test
1.0,-0.019795270771141567,-0.10254300888542825,0.06295246734314511,T1
28.769699999999997,-0.011194708922816715,-0.10050627107760345,0.07811685323197003,T2
78.6681,0.004961677496611227,-0.08158486629636412,0.09150822128958656,T3
151.3752,0.02602830219734686,-0.056400274589679014,0.10845687898437274,T4
