UID,test,composite_ID,TSVR_hours,theta_accuracy,se_accuracy,theta_confidence,se_confidence,z_theta_accuracy,z_theta_confidence
A070,T2,A070_T2,24.25,0.042192243,,-0.4727255,0.033312414,0.03814892424447772,0.37022669584086854
A070,T3,A070_T3,81.92,-0.4347659,,-0.9917136,0.033312414,-0.4671047297277567,-0.8302500338862381
A070,T4,A070_T4,149.2,-1.0469787,,-0.9997019,0.033312414,-1.1156370144749588,-0.8487278530502596
A071,T1,A071_T1,1.0,1.1001538,,-0.06756443,0.033312414,1.1588739821588454,1.307408947854615
A071,T2,A071_T2,30.92,0.40058818,,-1.0183284,0.033312414,0.41780667701724616,-0.8918130024135336
A071,T3,A071_T3,79.96,-0.86193055,,-1.3937839,0.033312414,-0.9196108949496189,-1.7602829939182636
A071,T4,A071_T4,153.27,0.1462163,,-0.66643244,0.033312414,0.14834420169519938,-0.07783882600181892
A072,T1,A072_T1,1.0,0.9622242,,-0.08344198,0.033312414,1.012761717563483,1.270682423103703
A072,T2,A072_T2,33.76,0.37431285,,-0.053039327,0.033312414,0.3899725647651228,1.3410071134934596
A072,T3,A072_T3,83.54,-0.88631296,,-0.7992932,0.033312414,-0.9454397898452223,-0.38516042099380043
A072,T4,A072_T4,154.89,-0.13873519,,-0.64755213,0.033312414,-0.15351201701146522,-0.03416658610839168
A073,T1,A073_T1,1.0,0.8751058,,-0.7472555,0.033312414,0.9204750241204179,-0.26479148012883585
A073,T2,A073_T2,66.66,-0.48682293,,-0.90187174,0.033312414,-0.5222500396641933,-0.6224359004111151
A073,T3,A073_T3,66.9,-0.018863132,,-0.8532445,0.033312414,-0.026528556926852256,-0.5099557297658628
A073,T4,A073_T4,140.12,0.9759681,,-0.94447434,0.033312414,1.027320973541694,-0.7209804141020301
A074,T1,A074_T1,1.0,1.1391835,,-0.10384461,0.033312414,1.2002191165859561,1.223488889108931
A074,T2,A074_T2,29.33,-0.16370372,,-0.47984323,0.033312414,-0.17996180343814405,0.3537626011275591
A074,T3,A074_T3,73.02,-0.85258937,,-0.8331525,0.033312414,-0.9097155500505334,-0.4634807172295888
A074,T4,A074_T4,147.21,-1.1428367,,-0.8946965,0.033312414,-1.2171817841225345,-0.60583877872334
A075,T1,A075_T1,1.0,0.4822121,,-0.5195184,0.033312414,0.5042729307898278,0.2619895559788032
A075,T2,A075_T2,28.68,0.49708104,,-0.4355136,0.033312414,0.5200239696932436,0.45630192573329215
A075,T3,A075_T3,71.37,-1.5457226,,-0.6645374,0.033312414,-1.6439688640715862,-0.07345538942224775
A075,T4,A075_T4,244.53,-0.5980336,,-0.8704096,0.033312414,-0.6400582754661351,-0.5496604997084469
A076,T1,A076_T1,1.0,-0.39436588,,-0.88919824,0.033312414,-0.42430798115531154,-0.5931206967788998
A076,T2,A076_T2,27.3,-0.7679121,,-0.92914766,0.033312414,-0.8200148064867665,-0.6855281124327359
A076,T3,A076_T3,74.88,-1.2046329,,-0.9904418,0.033312414,-1.2826440396890548,-0.8273082201820956
A076,T4,A076_T4,149.28,-2.5163941,,-1.0130427,0.033312414,-2.6722253880024702,-0.8795865951985734
A077,T1,A077_T1,1.0,1.257486,,-0.20553797,0.033312414,1.3255399047437764,0.9882609286840942
A077,T2,A077_T2,53.88,-0.15718071,,-0.53009486,0.033312414,-0.17305181629196084,0.2375250372106668
A077,T3,A077_T3,78.36,0.254887,,-0.9393,0.033312414,0.2634617839412383,-0.709011594852232
A077,T4,A077_T4,149.75,0.58986604,,-0.3668686,0.033312414,0.6183134338146555,0.6150853836047101
A078,T1,A078_T1,1.0,0.05510661,,-0.94877625,0.033312414,0.051829435231137706,-0.7309312065159222
A078,T2,A078_T2,26.17,0.07325087,,-0.9174186,0.033312414,0.07105010228162613,-0.6583975027105224
A078,T3,A078_T3,72.3,-1.0537938,,-1.0069405,0.033312414,-1.1228564198414925,-0.8654715334078682
A078,T4,A078_T4,140.08,-1.0697036,,-1.1135154,0.033312414,-1.1397100676970602,-1.1119910343809993
A079,T1,A079_T1,1.0,0.49688977,,-0.5209985,0.033312414,0.5198213526128695,0.2585659213951411
A079,T2,A079_T2,26.11,-0.40158516,,-0.22519995,0.033312414,-0.4319555444741931,0.9427805998473446
A079,T3,A079_T3,74.0,-0.94553256,,-0.5245844,0.033312414,-1.0081725887834596,0.2502713391010031
A079,T4,A079_T4,194.42,-0.9119565,,-0.73008084,0.033312414,-0.972604631196475,-0.2250645968515989
A080,T1,A080_T1,1.0,0.35685366,,-0.09753483,0.033312414,0.37147760944805747,1.238084106339726
A080,T2,A080_T2,29.03,0.34285796,,-0.39678386,0.033312414,0.3566516154511393,0.54588808699283
A080,T3,A080_T3,72.87,0.31786218,,-0.71688837,0.033312414,0.3301729624199737,-0.19454895835695357
A080,T4,A080_T4,145.77,-0.8033879,,-1.2722905,0.033312414,-0.8575952060263299,-1.479255356645988
A081,T1,A081_T1,1.0,0.56923956,,-0.25508967,0.033312414,0.5964632892232774,0.8736423800730206
A081,T2,A081_T2,31.39,-0.24241331,,-0.49507838,0.033312414,-0.2633408347720455,0.31852201844579453
A081,T3,A081_T3,80.13,0.93472326,,-0.52635825,0.033312414,0.9836292860774121,0.24616822836103328
A081,T4,A081_T4,154.53,0.18450806,,-0.53006846,0.033312414,0.18890761787955804,0.2375861033230975
A082,T1,A082_T1,1.0,0.47511065,,-0.22234312,0.033312414,0.4967501877280722,0.9493887628009583
A082,T2,A082_T2,27.97,1.1720833,,-0.44037765,0.033312414,1.235070695092198,0.4450508414844835
A082,T3,A082_T3,75.71,0.4018064,,-0.56536925,0.033312414,0.41909716783992207,0.15593148169307658
A082,T4,A082_T4,170.25,-0.08527875,,-0.9947171,0.033312414,-0.09688427716732648,-0.83719746073039
A083,T1,A083_T1,1.0,1.9135383,,0.004754789,0.033312414,2.0205124649918744,1.4746912796104652
A083,T2,A083_T2,25.15,0.9028967,,-0.48276672,0.033312414,0.9499146174647273,0.3470002462400581
A083,T3,A083_T3,74.3,0.21852846,,-0.4372354,0.033312414,0.22494627590829205,0.4523192123854445
A083,T4,A083_T4,144.91,-0.03377411,,-0.5513548,0.033312414,-0.042324127731897934,0.18834845060801714
A084,T1,A084_T1,1.0,0.37614724,,-1.4660891,0.033312414,0.39191577983317993,-1.9275328981805468
A084,T2,A084_T2,27.25,-0.4066572,,-1.3201833,0.033312414,-0.43732848291901033,-1.5900366865483009
A084,T3,A084_T3,91.97,0.011830099,,-1.1787816,0.033312414,0.005985548016238859,-1.2629589551054152
A084,T4,A084_T4,162.51,-0.024996497,,-1.2781861,0.033312414,-0.033025783408622195,-1.492892529844717
A085,T1,A085_T1,1.0,0.29977113,,-0.4503213,0.033312414,0.3110086620492923,0.4220500820575315
A085,T2,A085_T2,24.51,1.7130281,,0.00259445,0.033312414,1.8081070103507457,1.4696941771762824
A085,T3,A085_T3,71.4,-0.14947924,,-0.16244699,0.033312414,-0.16489345708252903,1.0879351191927709
A085,T4,A085_T4,170.65,-0.5059031,,-0.76807487,0.033312414,-0.5424621395148743,-0.3129489797180916
A086,T1,A086_T1,1.0,0.9054527,,-0.079089,0.033312414,0.9526222519993431,1.2807513460616045
A086,T2,A086_T2,23.47,-0.35819164,,-0.18591997,0.033312414,-0.3859877067079402,1.0336395269289989
A086,T3,A086_T3,145.29,-1.1229844,,-0.7226914,0.033312414,-1.1961517477095636,-0.20797200693342038
A086,T4,A086_T4,169.55,-1.1456217,,-0.78654015,0.033312414,-1.220132004067333,-0.35566120943568125
A087,T1,A087_T1,1.0,1.164813,,-0.09658217,0.033312414,1.2273690850151175,1.240287714016553
A087,T2,A087_T2,31.07,1.112516,,-0.30566287,0.033312414,1.1719695688739582,0.7566609892707366
A087,T3,A087_T3,72.8,-0.23325346,,-0.5371069,0.033312414,-0.25363757726347713,0.22130541512700866
A087,T4,A087_T4,144.2,0.27864328,,-0.23646314,0.033312414,0.2886274037151049,0.9167275988296045
A088,T1,A088_T1,1.0,2.00997,,-0.2547915,0.033312414,2.1226649693548296,0.8743320801769396
A088,T2,A088_T2,24.25,2.599694,,-0.17022878,0.033312414,2.7473743074971537,1.0699349804407974
A088,T3,A088_T3,74.91,0.43418288,,-0.6985878,0.033312414,0.4533943804210247,-0.15221772104006312
A088,T4,A088_T4,149.93,1.1879628,,-0.27308685,0.033312414,1.251892245402226,0.8320129172959163
A089,T1,A089_T1,1.0,1.6034564,,-0.09992828,0.033312414,1.6920349763380054,1.2325477924458905
A089,T2,A089_T2,32.14,0.9674698,,-0.39490718,0.033312414,1.0183185124440703,0.5502290548669377
A089,T3,A089_T3,79.34,0.524776,,-0.6878582,0.033312414,0.5493619314032608,-0.12739897255762203
A089,T4,A089_T4,146.96,0.3647498,,-0.700304,0.033312414,0.37984218744264325,-0.15618748097012264
A090,T1,A090_T1,1.0,0.20163605,,-1.6835222,0.033312414,0.20705172477805353,-2.4304796455576585
A090,T2,A090_T2,23.54,-0.51139903,,-1.0855069,0.033312414,-0.5482841152065139,-1.0472042840016327
A090,T3,A090_T3,95.42,-1.5578265,,-1.088068,0.033312414,-1.656790827155912,-1.0531283908405065
A090,T4,A090_T4,144.07,-1.1440647,,-0.7511724,0.033312414,-1.2184826351430775,-0.27385170193867714
A091,T1,A091_T1,1.0,0.64397514,,-0.2862672,0.033312414,0.6756325526710644,0.8015253136983412
A091,T2,A091_T2,22.2,-0.25296763,,-0.6812923,0.033312414,-0.27452128912313567,-0.11221132151183655
A091,T3,A091_T3,73.64,-1.0806334,,-0.81964105,0.033312414,-1.1512882773748552,-0.4322272428052787
A091,T4,A091_T4,142.61,-0.80276793,,-0.4983091,0.033312414,-0.8569384563461946,0.3110490066748811
A092,T1,A092_T1,1.0,-0.28513366,,-0.36225155,0.033312414,-0.3085955667716054,0.6257651296046407
A092,T2,A092_T2,22.83,-0.78696686,,-0.58775675,0.033312414,-0.8401999888908417,0.10414672441874677
A092,T3,A092_T3,71.31,-0.45482323,,-0.9059947,0.033312414,-0.4883519595322113,-0.6319727617333606
A092,T4,A092_T4,146.16,-1.3833519,,-1.0669404,0.033312414,-1.471965532800168,-1.0042579212575191
A093,T1,A093_T1,1.0,0.56161565,,-0.06434872,0.033312414,0.5883870912558272,1.3148472398396347
A093,T2,A093_T2,22.09,0.19028424,,-0.8411957,0.033312414,0.1950264693843144,-0.4820855261501423
A093,T3,A093_T3,70.22,0.67098945,,-1.2671429,0.033312414,0.7042494848638725,-1.4673483899661295
A093,T4,A093_T4,140.95,0.5149613,,-1.3883843,0.033312414,0.538964974960814,-1.7477931234379296
A094,T1,A094_T1,1.0,-0.70889944,,-0.7272985,0.033312414,-0.7575012242506391,-0.21862873748567335
A094,T2,A094_T2,22.98,-0.17624284,,-0.8506081,0.033312414,-0.19324480592080914,-0.5038574457199424
A094,T3,A094_T3,76.21,-1.6861137,,-1.0895172,0.033312414,-1.792688656995179,-1.0564805503153007
A094,T4,A094_T4,149.99,-1.1788263,,-1.1266032,0.033312414,-1.255306464813853,-1.1422645596185188
A095,T1,A095_T1,1.0,1.5409168,,-0.080623694,0.033312414,1.625785218614586,1.277201429533168
A095,T2,A095_T2,29.71,-0.27584857,,-0.7292298,0.033312414,-0.2987596394081406,-0.223096047445424
A095,T3,A095_T3,78.76,-0.5608494,,-0.53817576,0.033312414,-0.6006681252071127,0.218833024031074
A095,T4,A095_T4,148.79,-0.7580661,,-1.0688891,0.033312414,-0.809584693173845,-1.0087654793368261
A096,T1,A096_T1,1.0,-0.45961466,,-0.2553402,0.033312414,-0.4934276408069352,0.8730628765447151
A096,T2,A096_T2,24.49,-1.2598481,,-1.2609805,0.033312414,-1.3411348778563943,-1.4530940789341995
A096,T3,A096_T3,71.19,-2.12857,,-0.9994125,0.033312414,-2.2613936483638555,-0.8480584389238413
A096,T4,A096_T4,143.66,-1.4557325,,-0.838582,0.033312414,-1.5486401072118323,-0.4760397497084711
A097,T1,A097_T1,1.0,0.24293853,,-0.7875995,0.033312414,0.2508044717316057,-0.3581116028524791
A097,T2,A097_T2,24.37,-0.5491651,,-0.98327124,0.033312414,-0.5882906548656369,-0.810721923850615
A097,T3,A097_T3,70.83,0.7895957,,-1.5329474,0.033312414,0.8298920429707887,-2.082183521844392
A097,T4,A097_T4,144.85,0.086306766,,-0.78939307,0.033312414,0.0848805384670536,-0.36226032812794623
A098,T1,A098_T1,1.0,0.6008492,,-0.31676105,0.033312414,0.6299481690709979,0.7309896745867914
A098,T2,A098_T2,25.77,0.3483601,,-0.533716,0.033312414,0.36248016955062723,0.22914894090887483
A098,T3,A098_T3,78.84,1.1610224,,-0.189416,0.033312414,1.2233536079153857,1.02555282385926
A098,T4,A098_T4,146.29,-0.6924288,,-0.651864,0.033312414,-0.7400534645983602,-0.04414041710106457
A099,T1,A099_T1,1.0,1.1219946,,-0.26512447,0.033312414,1.182010486205652,0.8504307806404603
A099,T2,A099_T2,28.75,1.2483166,,-0.13362212,0.033312414,1.315826530682076,1.1546102234435407
A099,T3,A099_T3,78.57,-0.21441267,,-0.30550545,0.033312414,-0.23367905861580718,0.7570251190972077
A099,T4,A099_T4,143.51,0.8498486,,0.11336677,0.033312414,0.8937194423646672,1.7259227736660372
A100,T1,A100_T1,1.0,-0.06985861,,-0.5656639,0.033312414,-0.08054933835957577,0.15524992373748178
A100,T2,A100_T2,31.14,0.79101294,,-0.75647,0.033312414,0.8313933606420871,-0.2861056351664377
A100,T3,A100_T3,75.34,0.2661362,,-0.64741546,0.033312414,0.27537834200336675,-0.03385045332104696
A100,T4,A100_T4,146.8,0.06164612,,-1.4772094,0.033312414,0.058756901238753316,-1.9532553788647558
A101,T1,A101_T1,1.0,-1.0356112,,-1.0507481,0.033312414,-1.103595138272985,-0.9668033450335938
A101,T2,A101_T2,29.12,-0.70036155,,-1.0536718,0.033312414,-0.7484568244788272,-0.9735661856742619
A101,T3,A101_T3,75.21,-1.5118189,,-0.74877745,0.033312414,-1.6080538292628013,-0.2683119183793625
A101,T4,A101_T4,150.22,-1.1640573,,-0.6749849,0.033312414,-1.2396612948444705,-0.09762160948360178
A102,T1,A102_T1,1.0,-0.044223346,,-0.46174812,0.033312414,-0.05339326398148747,0.3956185867982369
A102,T2,A102_T2,29.13,1.0700971,,-0.5995759,0.033312414,1.127034170376143,0.07680772658786368
A102,T3,A102_T3,75.27,-0.4782194,,-0.6292326,0.033312414,-0.5131361058036286,0.008208507780153331
A102,T4,A102_T4,150.41,-0.5023084,,-0.9110322,0.033312414,-0.5386541841699667,-0.6436250549670594
A103,T1,A103_T1,1.0,1.7611793,,-1.0606663,0.033312414,1.8591147771751562,-0.9897452358029185
A103,T2,A103_T2,27.26,-1.0142955,,-0.7767012,0.033312414,-1.0810148857497024,-0.33290263265916453
A103,T3,A103_T3,80.24,-1.7227138,,-0.5057445,0.033312414,-1.8314600555594953,0.2938501062064254
A103,T4,A103_T4,149.72,-0.96813315,,-0.3675996,0.033312414,-1.0321139573228546,0.613394499961269
A104,T1,A104_T1,1.0,1.7474676,,-0.072939284,0.033312414,1.8445896314598622,1.2949763176022437
A104,T2,A104_T2,22.6,0.04523211,,-0.22977822,0.033312414,0.04136913115756027,0.9321905562655983
A104,T3,A104_T3,72.62,0.22338806,,-0.33483577,0.033312414,0.23009417136385504,0.6891808532355251
A104,T4,A104_T4,145.78,-1.7777252,,-0.73633283,0.033312414,-1.8897350033050213,-0.2395261394370391
A105,T1,A105_T1,1.0,0.61165696,,0.24509619,0.033312414,0.6413970987336896,2.0306274544293315
A105,T2,A105_T2,22.77,0.47426346,,-0.10634288,0.033312414,0.49585273823613907,1.2177101149914218
A105,T3,A105_T3,69.46,-0.23769371,,-0.65412486,0.033312414,-0.2583412448074239,-0.049370035697658333
A105,T4,A105_T4,146.2,0.29649377,,-0.9775078,0.033312414,0.30753687287935155,-0.7973904513116911
A106,T1,A106_T1,1.0,1.1972102,,-0.16558942,0.033312414,1.2616882468088795,1.0806663319319525
A106,T2,A106_T2,22.64,0.124567874,,-0.61603713,0.033312414,0.12541148422349555,0.0387310856057569
A106,T3,A106_T3,66.08,0.3480307,,-0.4829895,0.033312414,0.36213122791694086,0.3464849315231144
A106,T4,A106_T4,147.13,1.0106606,,-0.33196145,0.033312414,1.06407160385944,0.695829472488624
A107,T1,A107_T1,1.0,-0.71622896,,-0.5755745,0.033312414,-0.7652655675503877,0.13232561260658407
A107,T2,A107_T2,26.22,-1.6166046,,-1.7364719,0.033312414,-1.7190559341352163,-2.5529581430338646
A107,T3,A107_T3,71.45,-1.0414004,,-0.97584885,0.033312414,-1.1097277821883986,-0.793553116947414
A107,T4,A107_T4,145.95,-1.2497748,,-1.0911231,0.033312414,-1.3304639799856801,-1.0601951741771363
A108,T1,A108_T1,1.0,-0.4913459,,-0.70196605,0.033312414,-0.5270413345667877,-0.16003198597638946
A108,T2,A108_T2,27.61,-1.1094757,,-0.9441194,0.033312414,-1.1818416449561344,-0.720159398725282
A108,T3,A108_T3,68.96,-0.358304,,-0.901651,0.033312414,-0.3861067324576701,-0.6219253044392228
A108,T4,A108_T4,152.12,-1.1333818,,-1.4801294,0.033312414,-1.2071659727918072,-1.9600096609972424
A109,T1,A109_T1,1.0,-0.25337747,,-0.9348919,0.033312414,-0.27495544285461726,-0.6988151732535285
A109,T2,A109_T2,24.65,-1.0994496,,-1.394195,0.033312414,-1.1712207472223664,-1.7612339135705462
A109,T3,A109_T3,71.17,-0.23198725,,-0.90227175,0.033312414,-0.2522962494371564,-0.6233611676699561
A109,T4,A109_T4,149.87,-1.2962439,,-1.5509698,0.033312414,-1.3796898563364297,-2.1238713212637497
