test_name,mean_interaction_coef,std_interaction_coef,mean_test_R2,mean_train_R2,overfitting_flag
BVMT,-0.0006584293270936398,0.00020622841130962617,-0.017855874087427948,0.15728634068189035,True
NART,-0.00022465697952069228,0.00025060441967403503,-0.1466734568309522,0.06751522815186595,True
RAVLT,8.755040560671266e-05,9.296891700501566e-05,-0.04740614054239056,0.08866279996283762,True
RPM,5.835337110793163e-05,0.00023110054754272436,0.02767916715112524,0.21839487037195032,True
