domain,n,r_squared,adj_r_squared,f_statistic,f_pvalue,aic,bic,durbin_watson,max_cooks_d,n_influential,shapiro_w,shapiro_p,normality_violated,breusch_pagan_stat,breusch_pagan_p,heteroscedasticity_violated
What,100,0.2497931352498587,0.2263491707264168,10.654901605915986,4.136916524520786e-06,172.12165033018414,182.5423310741365,1.8426100264232939,0.14244121378443786,7,0.990215641400234,0.6820330388841653,False,3.7828198167847216,0.2858908084826128,False
Where,100,0.2353559386701466,0.21146081175358866,9.849537083105373,1.0048564662603473e-05,184.14555000973036,194.56623075368273,1.6473537762762729,0.14315387276315233,6,0.9919228249934852,0.8156066956218876,False,4.1755629475198175,0.24311991395556845,False
When,100,0.0882158714061183,0.05972261738755946,3.0960265664518247,0.030492154440729925,28.724381369884696,39.145062113837064,2.0452896619713203,0.06768832378045143,7,0.9917619214551604,0.8037220107578262,False,1.2820427821700897,0.7334015481674815,False
