primary_method,correlation_r,CI_lower,CI_upper,p_uncorrected,p_bonferroni,N,direction,pearson_r,pearson_p,spearman_rho,spearman_p
Spearman,-0.6568496849684968,-0.7491179068519767,-0.5353786363213179,1.163621725667942e-13,1.163621725667942e-13,100,negative,-0.5926791900079853,8.239342971558669e-11,-0.6568496849684968,1.163621725667942e-13
