UID,Common_Intercept,Common_Slope,Congruent_Intercept,Congruent_Slope,Incongruent_Intercept,Incongruent_Slope
A062,-0.104154440428484,-0.1935854530182889,-0.093996385009403,-6.657245941759868e-05,0.0003380163498872,-0.0001385223876742
A063,0.1688887698036295,0.1886379359641579,0.0787377355381831,0.0001079025611072,-0.0013749084400839,0.0001160201460764
A064,0.2150640160001109,0.1374442699063272,0.2186717403725078,0.0001374062099005,-0.0001614136510638,0.0003222260836658
A065,-0.7167795295993853,-0.676973275332177,-0.5546814574285794,-0.0004580054812493,0.000913518220031,-0.0008173809385032
A066,-0.1545156521172887,-0.4698201189887114,-0.2990414768881705,-9.873383896165226e-05,0.0013580581751817,-0.0004406742584314
A067,-0.5397627250586743,-0.5979344820467785,-0.5359396760198001,-0.0003448939739608,0.0013475274415827,-0.0007897678176161
A068,0.2169650974472577,0.2307829118684297,0.0847466283622201,0.0001386277486178,-0.0008757495376763,0.0001248795080516
A069,-0.3908901395417627,-0.7608262268892371,-0.5116973832229276,-0.0002497554275897,0.0016442049381937,-0.0007540401265904
A070,-0.0038835864644075,-0.3697875314776745,-0.2820530027378729,-2.489576631906639e-06,0.0007894745172719,-0.0004156359009087
A071,0.3028885519903501,0.0337598172805336,-0.069228317762142,0.0001935367635199,-0.0006519688429881,-0.0001020039527373
A072,0.230042177117879,0.0528590946059307,0.0027856189471767,0.0001469862067573,0.0003262008996679,4.101090513878471e-06
A073,0.4487995829690137,0.3453298007695846,0.4727388969420351,0.0002867775521302,-0.0010830416292386,0.000696641154965
A074,-0.278387833780657,0.0338756961346918,0.0025391438721375,-0.0001778933579975,0.0012913643058796,3.7351168918003818e-06
A075,-0.0035595576448744,-0.0310063802441619,-0.2301131028867284,-2.274358446328783e-06,0.000706101375174,-0.0003390986973052
A076,-0.5056052402900458,-0.4959506047636401,-0.5546694322540369,-0.0003230726417141,0.0008653777971303,-0.0008173694352615
A077,-0.0287557294270455,-0.0012011549295564,0.1525552680714341,-1.838183048579028e-05,0.0016556471652347,0.0002248046485748
A078,-0.5445913637934494,-0.3410534484926574,-0.185115415982572,-0.0003479691360636,0.0009609048681639,-0.0002727889835428
A079,-0.2465321517511781,0.225826739996502,-0.1363483581282163,-0.0001575161890941,-0.00045295213312,-0.0002009263118472
A080,0.2189599519252655,0.0686112134948633,-0.1243328119274722,0.0001399127603876,-0.0011151076559856,-0.0001832160051546
A081,-0.0193527714483213,0.3164210019791456,0.1169325705086316,-1.235542158962497e-05,-0.0001036399657403,0.0001723208395494
A082,0.1324418882191,0.1751214168320403,0.220547537688576,8.46308294016173e-05,-8.116886588031571e-05,0.000324995674579
A083,0.0714851842796859,0.2798436695811213,0.4874780009011289,4.566979951279387e-05,-0.0001740579554963,0.0007183484342086
A084,0.0944427948817253,0.2742566717258974,-0.1560629234997223,6.033965082623024e-05,0.0004947926197244,-0.0002299742117049
A085,0.1254557001096658,0.3489591542822433,-0.2294412478675995,8.016663178273471e-05,-0.0007526262821438,-0.0003381073546364
A086,-0.0196408124653756,0.1715902505222586,-0.108250088573642,-1.2543099427609815e-05,-0.0017230757843234,-0.0001595257771173
A087,0.4241740257343419,0.3178111639995445,0.2195377453398911,0.0002710407005516,-0.0005849176160238,0.0003235209140913
A088,0.9818613570181808,0.4597939381057156,0.8795075653770037,0.0006273868613591,-0.0009489415897693,0.0012960590769335
A089,0.2075730108370241,0.6343772714072777,0.2694987143601504,0.0001326218063006,-0.0027124579219162,0.0003971408681756
A090,-0.3222794305387494,-0.1938244421425791,-0.2717265133500992,-0.0002059243123561,4.3512007279833264e-05,-0.0004004122176227
A091,-0.1730926455739461,-0.3141458408578694,-0.2419188339077101,-0.0001106064248068,0.0004580795871696,-0.0003564945746701
A092,-0.5752671332693743,-0.4944533960063788,-0.3043801822753999,-0.0003675707188189,0.0015021506576443,-0.0004485355753125
A093,0.2810450960402141,0.1551547572195255,0.2364049562788883,0.0001795777707912,-0.0011178835419816,0.0003483782661689
A094,-0.4161858447253118,-0.4878007477145455,-0.4782387880044306,-0.0002659294403709,0.0021185983659589,-0.0007047355108834
A095,0.2197922286912245,0.108178988374198,0.2525984079238263,0.000140432376066,-0.0014565902069412,0.0003722323641137
A096,-0.6522941014413536,-0.319480243096271,-0.7766301383466494,-0.0004168031357895,0.0005095971811896,-0.0011444526295829
A097,0.0581215298521156,-0.0957862944825187,-0.1237488587747147,3.714585621516271e-05,-0.0001562584451478,-0.0001823569322269
A098,0.0481368092221028,0.2802080695535885,0.1001595581023781,3.075878616853811e-05,-0.0005337365218936,0.0001475920351043
A099,0.2476383071153627,0.1377015906392723,0.5007478114375956,0.0001582417736724,0.0010933379602453,0.0007379167139188
A100,0.2589870613691744,0.0193411680517052,0.3830457915245216,0.0001654818288985,7.057116247748345e-05,0.0005644617707927
A101,-0.5082487599798077,-0.5242586054182867,-0.158264643346266,-0.0003247451530459,0.0013754315123644,-0.0002332197759489
A102,-0.1804594788805229,0.3530766118162462,0.1566555963626825,-0.0001153011454144,-0.0023267801948621,0.0002308608768249
A103,-0.2541188529124317,0.2084458813000966,-0.1257905596285327,-0.0001623717463887,-0.0018495757524273,-0.0001853758151756
A104,0.1702191065919018,0.223535757498876,0.0020923740267145,0.0001087463733534,-0.0014584541211032,3.07094481571545e-06
A105,0.0711506252382783,0.1448505442187362,-0.0928009002337549,4.546282647772224e-05,-0.0010076603895783,-0.0001367549204827
A106,0.3384188574573838,0.289630713066226,0.1555139388927599,0.0002162453184104,-0.0005643574808262,0.0002291724548706
A107,-0.447114362800719,-0.8692896978258242,-0.4996077152146614,-0.0002856798980687,0.0031830087766996,-0.0007362206759602
A108,-0.3470532520652385,-0.3187414129701511,-0.4975550863801894,-0.0002217532872934,0.0009829327535344,-0.0007332010612913
A109,-0.430256733712119,-0.2446755021605564,-0.3590720961366838,-0.0002749197572923,0.0004660377576056,-0.0005291318183827
