cluster,Common_Intercept_z,Common_Slope_z,Congruent_Intercept_z,Congruent_Slope_z,Incongruent_Intercept_z,Incongruent_Slope_z
0,0.5433247356438365,0.23450932842521607,0.6738889214902909,0.5433414398958718,0.3639056085068994,0.6738906948006795
1,-1.5574132656205197,-1.597765084941043,-1.3871429568398943,-1.5574038717813734,1.2897206074838168,-1.3871376551856045
2,-0.6417473678222191,-0.7060714975982572,-0.7521091678725286,-0.6417618630412136,0.4766183727369815,-0.7521096046725831
3,0.04529187607523485,0.36113244140788636,-0.18588819651802865,0.045289153453971616,-0.5503736241253724,-0.18589462722422395
4,0.6624842515788685,0.998018852042854,0.7055596579735789,0.6624692531104306,-1.2345040816222344,0.7055583063753864
5,1.8713256744404856,1.1141034391453264,1.9044963319086572,1.8713290260362083,-0.45852601757882955,1.9045035344675088
