UID,Common_Intercept_z,Common_Slope_z,Congruent_Intercept_z,Congruent_Slope_z,Incongruent_Intercept_z,Incongruent_Slope_z
A063,0.5155053301924669,0.5318496445239983,0.24853726917383595,0.5154499937152328,-1.1310564094654956,0.24851836753820253
A064,0.6564477123586198,0.3875131781839997,0.6902418113270615,0.6563887761596343,-0.13278552904934302,0.6902171993311439
A065,-2.187852208947594,-1.9086722614801885,-1.750863340790131,-2.187889888887093,0.7514977781840546,-1.7508526179569652
A066,-0.47163374069948527,-1.3246204269423578,-0.943930524893454,-0.47165105396981977,1.1171946863403663,-0.9439364715963733
A067,-1.647537382920543,-1.6858286754454468,-1.691704525274904,-1.6475567853655901,1.1085316703996133,-1.6917045479228445
A068,0.6622504523529582,0.6506740492684305,0.2675044620075683,0.6622240604911117,-0.7204277018001167,0.26749536636094545
A069,-1.1931281794978938,-2.1450889835460196,-1.6151832333039868,-1.1930804260849697,1.3525908195787184,-1.61517484381639
A070,-0.011854012110984672,-1.0425865092330946,-0.890306059522629,-0.011892695095432037,0.6494543104379766,-0.890303616029371
A071,0.9245177354707991,0.09518311747886524,-0.21852059788728204,0.9245241495323316,-0.5363364694950166,-0.218495293050349
A072,0.7021660979070989,0.14903200956018944,0.008792863058120094,0.7021523731397203,0.268346318624869,0.008784649512246775
A073,1.3698872783411358,0.9736298843820231,1.4922099762601042,1.3699349294991725,-0.890954728878908,1.492224656205794
A074,-0.849733302821234,0.09550982868399419,0.008014859453483266,-0.8497956797399846,1.0623295577638114,0.00800072387349624
A075,-0.01086496716856785,-0.08742002093346965,-0.7263567056082852,-0.010864598901373338,0.5808681238979099,-0.7263588052466661
A076,-1.5432772507360952,-1.398293251550001,-1.7508253830812672,-1.543316390568623,0.7118954801045598,-1.7508279776945164
A077,-0.0877721580330402,-0.003386560709739714,0.4815438171468172,-0.08780991212020738,1.3620036676317078,0.4815377860497944
A078,-1.662276012423526,-0.9615730495427378,-0.58432058854377,-1.6622468193211943,0.790479990039945,-0.5843215610830333
A079,-0.7524990467945841,0.6367005171959346,-0.43038637514638206,-0.752454045997337,-0.37261711282766513,-0.4303897271672197
A080,0.6683394191774958,0.19344385486987498,-0.39245905834011885,0.6683625552763217,-0.9173335654769822,-0.39245375952116357
A081,-0.05907116765195135,0.8921238273859792,0.3691000452711415,-0.059021787021235596,-0.0852585118469471,0.36911601291577634
A082,0.40425718890063517,0.49374089477079675,0.6961628038381178,0.4042810479710566,-0.06677285797837146,0.696149739806
A083,0.2181968260460327,0.7889969503127398,1.5387342587153108,0.2181644034237662,-0.14318725556048387,1.5387222498027018
A084,0.2882711752617586,0.7732448545952498,-0.4926158030933688,0.2882422096382181,0.40703682338392005,-0.49261113351068075
A085,0.38293299302705613,0.9838625577077438,-0.7242359815286091,0.3829555983155079,-0.6191414319189069,-0.7242353217823472
A086,-0.059950365716915595,0.48378505244770564,-0.34169361384368546,-0.05991832311284568,-1.4174732316974057,-0.341708634665352
A087,1.294721794998503,0.8960432785430381,0.692975373680782,1.2947600683647145,-0.48117736376149683,0.6929907619792386
A088,2.9969711049549326,1.296352408045208,2.776183579860371,2.997023892910752,-0.7806385036457058,2.776194453508318
A089,0.6335826450450239,1.7885762191342596,0.8506781920397118,0.6335337041373004,-2.2313797984988395,0.8506867434617664
A090,-0.9837052188092668,-0.5464725858386156,-0.8577102850182327,-0.9836994082494165,0.03579477242830098,-0.8576940646186769
A091,-0.528336972992502,-0.8857091917115522,-0.7636217365175396,-0.5283663370592033,0.3768351680798856,-0.7636212565606992
A092,-1.75590877848003,-1.3940719906394758,-0.9607822574051408,-1.7558834819207887,1.2357311074530128,-0.9607756301740966
A093,0.8578441609920952,0.4374464873761709,0.7462170692502933,0.8578421112150914,-0.9196171238261692,0.7462358988676061
A094,-1.2703391797808503,-1.375315378343702,-1.5095704946449762,-1.2703436040936562,1.7428464260170569,-1.5095629908582757
A095,0.6708798077986343,0.30500204647444273,0.7973320298574469,0.6708447567682724,-1.1982512009490485,0.7973320376057283
A096,-1.9910209929119795,-0.9007491141944877,-2.4514488818278375,-1.991066491088359,0.419215666459113,-2.4514492426289
A097,0.1774064579459371,-0.2700618325280969,-0.390615798295621,0.1774455690040022,-0.1285446439668059,-0.3906136015071611
A098,0.14692973228064393,0.7900243470282026,0.31615568929272053,0.14693456739653998,-0.4390736840750977,0.3161462286179732
A099,0.7558754050150193,0.3882386735073344,1.580620686495389,0.7559201598921145,0.8994249155761211,1.5806380471324735
A100,0.790515620084893,0.054530883729203915,1.2090918584755854,0.7905058674276679,0.05805474991389703,1.209092752932139
A101,-1.5513461619616633,-1.478105406026816,-0.49956557672357865,-1.5513059688197677,1.1314867103045938,-0.4995632220482003
A102,-0.5508230260355503,0.995471401467666,0.49448658708117366,-0.5507929938767168,-1.9141053877417116,0.49451039476519976
A103,-0.7756562104813752,0.5876965696497665,-0.3970604687094868,-0.7756490188627054,-1.5215373246579267,-0.39708013242934814
A104,0.5195659655212862,0.6302412744103022,0.00660462131834181,0.5194808805870326,-1.1997845336410022,0.006578048883892608
A105,0.21717563932467618,0.4083945790547682,-0.29292793554849156,0.21717569427235972,-0.8289430110178747,-0.2929328288277203
A106,1.0329681781670075,0.8165907403523153,0.4908829219774342,1.0330028024529065,-0.4642637482677237,0.49089374815692954
A107,-1.3647434195734902,-2.4508931059597816,-1.5770219494995388,-1.3646914415475688,2.6184743458635564,-1.5770050868318757
A108,-1.0593232546383549,-0.8986660414661307,-1.570542784691711,-1.059314342206759,0.8086010373831083,-1.570536988544746
A109,-1.313288265629952,-0.6898431017213189,-1.1334183997079612,-1.3132903029771907,0.38338188742267126,-1.1334150159608096
