predictor_value,partial_residual
1.0,1.3343199493539075
21.9,-0.9363557950210568
80.88,-1.8121793377958086
145.31,-1.8046189231063496
1.0,0.34375862734855467
24.57,-0.2843379720903224
72.55,-1.5606112797575666
148.85,-2.3415570679709026
1.0,0.5774855363295391
25.6,-1.343245021521742
166.33,-1.5766984758773006
166.87,-3.0223894686651622
1.0,-0.21164029497746809
24.77,-1.079811887768745
79.66,-0.6547826782032855
147.13,-2.1459732146517547
1.0,-0.1308398551246612
25.66,0.6015584348961047
70.56,-0.997289068498689
148.87,-2.907142045449543
1.0,-0.07377658177898802
23.69,0.05817321427427141
70.59,-0.38922857327885074
146.54,-2.2823634551958176
1.0,0.6673283098763396
32.85,-0.5394793740887833
80.64,-1.1356294846419301
150.8,-3.063012294092892
1.0,-0.9581860250093075
20.61,0.37471632744999805
61.28,-0.8548601793243344
140.49,-1.8695377639715218
1.0,-0.2040773251511869
34.03,-0.7145673854639023
83.64,-1.601970866723044
150.87,-1.7686673588190698
1.0,-0.13672003811684716
28.69,-0.9729279983904575
83.68,-1.2662117111095537
154.76,-2.6479862876019844
1.0,0.10238184376729247
26.85,-0.3130892157542079
78.25,-1.1110651551678636
145.78,-3.2993625844229557
1.0,0.10852488302215715
30.21,-0.6585643371758214
74.19,-1.1793683758811997
140.39,-1.5579310578733558
1.0,-0.5872378783738353
24.15,-0.2565875664760536
74.46,-1.1027424688864593
141.71,-1.7743863747043584
1.0,0.17630655261829423
25.63,-1.2229939324131962
72.2,-0.8576241557453299
145.07,-1.8433056026043488
1.0,-0.2623479658541161
29.57,-0.5401252362348934
91.47,-0.8972862951283926
145.65,-2.518111995127594
1.0,0.12502805583231982
23.33,0.7752945177837091
72.94,-1.3149570209816308
137.74,-3.0434245940236755
1.0,0.1208985444814549
26.48,-0.9115487431649045
75.46,-0.4694986353817775
147.65,-2.3877055281075705
1.0,0.4180767644239972
28.26,-0.2685167156950482
74.58,-1.5641840843153194
145.92,-2.554430836871775
1.0,0.8779048987584241
22.82,-0.9157668672985204
72.26,-1.075309922874886
138.91,-2.5049804136407916
1.0,0.2322514169740603
28.43,-1.1731213159583296
93.26,-0.6595047323724734
143.14,-1.8139517284838154
1.0,-0.6361867553288546
32.95,0.17539435605069287
71.93,-1.3796471484718686
150.46,-1.867573540314202
1.0,1.3044933956400522
32.41,-0.9896150591562269
71.56,-1.2718582377667162
143.85,-2.649567742282025
1.0,-0.46594103200668635
57.18,-1.5726654969040268
80.16,-0.9635293806287624
144.51,-0.8538469769280252
1.0,-0.4726559923237745
29.16,-0.44242261836958574
72.6,-0.22687911269905292
168.33,-2.854062199227447
1.0,0.9370001458689355
26.08,-0.4786173489698784
74.28,-1.4993493603296963
145.38,-2.4020488505525743
1.0,-0.5527612800526254
44.76,0.1458434703479835
79.98,-1.3315326493709319
152.47,-2.7402079683065654
1.0,0.7919919900482695
21.63,-0.7141420712076139
71.47,-1.2111431488327147
143.85,-2.6703337978738073
1.0,0.06587630054404317
23.7,0.10751545657797718
72.08,-1.1027223644906274
143.66,-2.4011729010714653
1.0,0.10493291248929895
71.85,-1.5498482243796325
72.86,-0.422482750698548
152.89,-2.3880474158040936
1.0,0.6753102200609488
28.65,-0.2411919826470892
98.84,-1.4622483739894625
246.24,-4.069580526580362
1.0,-0.3537333961583673
26.26,0.25750809372519096
71.28,-1.8056040283920602
143.53,-2.577678162448901
1.0,0.4894726015942181
31.78,-1.9352800168793967
75.74,-0.7311135706896876
141.84,-1.6704613384626619
1.0,-0.8084220228567106
28.93,-0.9657136785117222
72.17,-0.3820461462367939
146.02,-2.3465362049378458
1.0,0.08268853399089374
25.62,-0.42111406445080074
64.94,-0.6122093874408865
149.33,-2.5304996842763687
1.0,-0.033047983420759985
47.66,-0.4408827003350614
91.63,-1.7082974936407105
155.27,-3.050813232411342
1.0,-0.6168546250144207
24.66,-0.7623763892404358
72.23,-1.1226399061291203
151.52,-2.2096513614431412
1.0,-0.3694483073806799
24.32,-0.9361863480999877
73.05,-1.514699148120234
