model_name,var_intercept,var_slope,cov_intercept_slope,var_residual
PowerLaw_01,0.06636890239109351,0.15258861281685085,0.001121939792765927,0.4370596776194896
Log,0.22947725757419227,0.0336195921502373,-0.03451371484238113,0.41518759888379625
Log10,0.23666104921192832,0.20280369708876286,-0.09163523389932156,0.41205817244981247
Log2,0.22955222781745105,0.016500666075076564,-0.024426000437040934,0.41505794852762895
PowerLaw_02,0.13438193413975535,0.04503176537724591,0.016148726587572635,0.43742084437865514
SquareRoot,0.23073213046453192,0.021876856579330164,-0.029016587552805506,0.4188682319302739
