model_name,ICC_intercept,ICC_slope_simple,ICC_slope_conditional
PowerLaw_01,0.1318337993240239,0.25877903029946053,0.973653784840206
Log,0.3559636534788318,0.07490876443574605,0.8805386469296784
Log10,0.3648127592176228,0.3298361910797256,0.9795169405091669
Log2,0.35611015190452805,0.03823505201087722,0.7792684261547784
PowerLaw_02,0.23501448259476865,0.09333925128942701,0.9224920432124968
SquareRoot,0.3551908893860815,0.04963607570377601,0.822295409491748
