iteration,overall_attenuation,what_attenuation,overall_beta_biv,overall_beta_ctrl,what_beta_biv,what_beta_ctrl
29,98.22268496624986,89.98928028682516,-0.14640140357183648,-0.00260201415530347,-0.1523583832647029,-0.015252170708154093
30,104.63140085769199,81.86032982663711,-0.08941399481338799,0.004141120522683905,-0.10966367534475956,-0.01989262900752686
31,87.79161593268043,97.58598810799376,-0.16292159193196679,-0.019890093671645636,-0.13897554624628344,-0.00335488621336592
32,82.95874428650983,73.49475599849298,-0.20724772819079598,-0.0353176153213926,-0.21242021364895633,-0.056302495936178386
33,66.2655559008588,60.056044630218445,-0.22632277307767198,-0.07634872936751343,-0.22361117644792702,-0.08931914852220346
34,71.008084135083,71.68314675924726,-0.1515532610700939,-0.04393819393997964,-0.14893258055292977,-0.04217302026283897
35,67.71592026438749,63.39315188057398,-0.21895217914366788,-0.07068669609760286,-0.22273825888585974,-0.0815374561342006
36,144.41131573795985,117.73750723730411,-0.06883271562783135,0.0305695146684882,-0.0816460652537391,0.014481976733356022
37,128.90310699183942,101.24722721409935,-0.2064731231682066,0.05967714769869913,-0.23022929796570177,0.002871482459058092
38,53.5821401938692,51.59435781502621,-0.24076570408657846,-0.11175828698415173,-0.24446914562863917,-0.11833685988566157
39,155.3947710364097,143.1893175202452,-0.10879607733124821,0.06026733793424018,-0.10965252431678268,0.04735817689613936
40,103.77451192889862,90.88765283387055,-0.1627917428557404,0.0061445937533518855,-0.17869539871336007,-0.016283345100660596
41,180.7557878692385,166.59279180732375,-0.11800183254398285,0.09529330957103282,-0.1194263947886306,0.0795293704445853
42,159.47526754944823,137.2704648747679,-0.1422031273006445,0.08457569042574074,-0.1607055942384246,0.059895722052419095
43,88.74904151118234,78.12984023276317,-0.14638432611829527,-0.016469639765704865,-0.16376398848006188,-0.035815445921788834
44,137.20303370303634,120.67400431849656,-0.09793299440891379,0.0364340449163409,-0.10457414619573677,0.021619663500537522
45,128.77726186372303,120.62122850172423,-0.12501504006470837,0.03597590544845939,-0.11798447671591794,0.024329848540153052
46,93.78089808822544,87.87729787876195,-0.16868549829152826,-0.01049072304913486,-0.17086492664094172,-0.020713446086353293
47,59.14713071684632,51.61698908420431,-0.14682783229227353,-0.05998338239765061,-0.1627525506042643,-0.07874458432459709
48,283.6716983356899,222.8909798618683,-0.03933341607121084,0.07224435331143612,-0.0500598929018199,0.061519092904848326
49,83.32116986728349,91.1367653943414,-0.15234634861048382,-0.025409588698138735,-0.1398505227392421,-0.012395279927618972
50,83.37376215676471,79.6791428576911,-0.2538935008987238,-0.04221293732793854,-0.25052222110047434,-0.05090826265956661
51,109.65181265484571,96.55963795334641,-0.13902535541397254,0.013418466847290042,-0.14835144777623227,-0.005103826904954629
52,122.10749805015644,94.9881463950578,-0.07778860330417367,0.017197113958714115,-0.09678574884238764,-0.004850760042427509
53,192.74466802562534,185.36938726207387,-0.08047895494194865,0.07463993959140286,-0.08955636434185729,0.07645371949283399
54,95.83404008966875,89.54193213763901,-0.1720996215047031,-0.007169601237717757,-0.19315504861173036,-0.020200286063391137
55,291.641533471243,201.99803765728808,-0.05916121624519972,0.11337746203253886,-0.07781717577519832,0.07937199225102486
56,90.94944107670067,73.3439461647859,-0.12301842744488091,-0.011133855262415181,-0.13310651398113776,-0.03548094402498886
57,107.45170001952398,112.98551378989619,-0.19415748927390675,0.014468033666130966,-0.1825694905351617,0.02370758636958662
58,135.04804992324247,133.40278535779535,-0.14957883280668777,0.05242446399669132,-0.14528198242959164,0.04852822875450643
59,88.14450223239795,77.1974485006245,-0.17558893484289753,-0.020816942250455942,-0.19779833999934213,-0.04510306834325983
60,82.91668296479797,68.21951103558668,-0.14986203258091277,-0.025601406141195094,-0.17130992132641057,-0.054443130642085065
61,125.57778964106564,99.55542868614073,-0.14053418583631766,0.03594553842699758,-0.16570522492179,-0.0007366778955682489
62,71.43734086186436,65.33491161224771,-0.15823185741197243,-0.04519522608052252,-0.16443518432835735,-0.05700160198798849
63,382.75155718394853,232.8919669244522,-0.03828874232890595,0.10826201516113122,-0.0649150985998329,0.08626695136026548
64,158.17670628340673,142.87795311248712,-0.12106112085103202,0.07042937270090498,-0.12772942906075208,0.05476776470351676
65,89.79459082468459,81.69207031450026,-0.16715268063449992,-0.017058615006258934,-0.17967360378315697,-0.03289451704402379
66,231.28452659790773,211.27876590881604,-0.07322629246724476,0.09613479141082164,-0.07722051944379453,0.08593004106543188
67,117.32518277999617,99.97225422829533,-0.1290329590246509,0.022355195997458336,-0.14232390681525223,-3.948886626613863e-05
68,112.74153757162001,102.65909673639743,-0.19325050992168752,0.024623086329019068,-0.1970188883448276,0.005238922830063821
69,41.87520158429455,37.90959494591404,-0.32149632806305484,-0.18686909260054568,-0.33242619834912845,-0.20640477306087307
70,69.31697195817922,70.03336381844217,-0.18932878240346135,-0.05809180339609187,-0.17110928202465248,-0.051275696017203345
71,140.67197993075263,138.6648187752922,-0.16597951697302865,0.06750715583243036,-0.17274745715949472,0.06679249124964415
72,119.56261412621525,106.97658427257556,-0.167300589889976,0.032728368831057904,-0.1794587165194084,0.012520088592459016
73,92.6496519802856,105.13434243818041,-0.14735113645428882,-0.010830821340394493,-0.12494437666028543,0.00641507215498902
74,82.93166620687522,79.47607628762869,-0.21948473834768234,-0.03746238776614896,-0.21226969670752607,-0.04356607061673461
75,167.40485070760937,226.52853033181572,-0.05407394342478535,0.036448460837193726,-0.04070926683920134,0.05150883704049866
76,179.65981910240586,164.62879511000548,-0.07145518627213544,0.056921072123670244,-0.08040053015594227,0.051961893901842096
77,151.33994459446188,132.74889287876513,-0.12685581997990256,0.06512770769253226,-0.14939719241775898,0.0489259265087745
78,95.85239564317591,90.46287499828023,-0.16371635262086973,-0.0067903065741366725,-0.15736626301883216,-0.01500821721464112
79,223.68501391117857,165.4279134184533,-0.07710834516695568,0.09537146744642871,-0.09586294566822946,0.0627211250921881
80,74.99098643344038,64.72819635941683,-0.139651158152558,-0.034925377088230854,-0.155928409109297,-0.05499876228091643
81,272.2983502419332,194.5712651041524,-0.07858392510667778,0.13539880651416214,-0.10632668011436414,0.10055448652739939
82,-9725.810712302877,3201.323437066847,0.0016460561490844545,0.16173836142726053,-0.004756350390474077,0.14750980940879302
83,72.14948647501633,70.09639045351037,-0.2796348131502197,-0.07787973145696474,-0.26634423467885787,-0.07964653998795168
84,117.45928377267667,115.44381964042907,-0.11920378623684416,0.02081212730686551,-0.11649509762811243,0.017991292767627433
85,102.29819721680444,93.09939435019272,-0.1323029797639976,0.0030405833986855433,-0.13977632462201345,-0.00964541295395963
86,252.82535560996595,189.25589529123172,-0.0727342186193466,0.11115632825514651,-0.0920997802998585,0.08220448346789617
87,-1102.7834290358696,1616.6100924293478,0.011422369934170527,0.13738637277137847,-0.007510086054165629,0.1138987230476049
88,63.34768454860601,55.41193176932639,-0.14877531229564409,-0.05452959677639602,-0.16575817159194478,-0.07390836664733338
89,404.2969445086185,289.3960849022631,-0.056966278207521065,0.17334664398576563,-0.07607724640437176,0.14408732619132783
90,120.72127509168811,114.93471110720415,-0.1802754011262098,0.037355361790006154,-0.18107429404769756,0.027042922705432997
91,106.03908691086713,97.09638219676881,-0.21704275262596973,0.013107400464820644,-0.22900009995411066,-0.006649287671684764
92,69.38703591183234,61.93993843773481,-0.1800152361748873,-0.05510799960344845,-0.19107901523080623,-0.07272479082941494
93,102.67597897747818,84.31196641186902,-0.22044741990756272,0.005899126613119428,-0.24189191920564102,-0.03794808553195562
94,76.8885093625371,60.69521347071185,-0.10368896775813814,-0.02396406607550402,-0.10782189095959796,-0.04237916407351182
95,83.82711094589817,79.50014754057749,-0.15501057884871114,-0.02506968893932309,-0.15116774548918613,-0.030989164791518496
96,141.79223343862287,133.6205788925898,-0.1442256422201433,0.06027511707499529,-0.157914596452087,0.053091801483088716
97,142.73860226617757,130.78166184764075,-0.1766854085737756,0.07551287403271677,-0.17444746136747297,0.05369782765992929
98,111.14007952156382,91.32830071504713,-0.08037605370129604,0.008953956298619205,-0.08617804100225043,-0.007473100565378534
99,127.0212739857569,118.3490792238272,-0.11030764690878805,0.02980653149846492,-0.11615955696443465,0.021314209133450796
100,948.5919088986849,318.41200887215285,-0.01128251753324305,0.09574253090717601,-0.03195193648713341,0.06978686635510248
101,83.85021439571827,88.15538618485787,-0.16022228798784946,-0.025875556000312536,-0.15946285936176877,-0.018887759869984724
102,70.28125907977605,66.00839052779526,-0.11181019839984527,-0.0332285831848384,-0.11583393543456623,-0.039373818969203535
103,356.26692712927496,180.31955564163547,-0.054133738080945855,0.1387268671202501,-0.09816353597996814,0.07884451590122736
104,75.02404095877526,82.53663938119658,-0.2169829989767913,-0.05419358495086449,-0.19934097648960472,-0.03481163358542383
105,151.0377356217887,107.4326262060811,-0.07724946365716433,0.039426377030593276,-0.0900405741640032,0.006692379311419587
106,110.65737607098596,97.76447257098239,-0.1648917916878859,0.017573138350364784,-0.1791907243606706,-0.004005857793338129
107,106.97078139073292,93.94568110616102,-0.12303612827459726,0.008576579533643899,-0.14547985853389886,-0.00880781456194807
108,96.32838356191328,91.64593266313884,-0.08535485828301684,-0.003133903007424857,-0.08860462905873419,-0.007402090375142713
109,115.55950271166797,105.84118458960508,-0.1391274095883333,0.021647533067570144,-0.14365457738575568,0.008391129036519075
110,171.843128070879,106.73399544925746,-0.06629228581650266,0.047626451800263155,-0.1046608515938269,0.007047856983482399
111,919.597564664771,825.7740166141743,-0.016153175015198543,0.1323910290406055,-0.01692291474278344,0.12282211805689165
112,118.01614638428839,109.6589565422341,-0.14896881118697855,0.026838439090380212,-0.15326837097942053,0.014804125345892368
113,447.11749265360163,203.36996348486954,-0.01918440875505355,0.06659243865095991,-0.038267656332810096,0.039557262377741154
114,177.08601977608035,163.79553634378848,-0.13142387447122705,0.10130943386538108,-0.12870417256225303,0.08210751718292435
115,140.67426672978505,121.05452379641117,-0.16840113317264271,0.06849592608262121,-0.18733833003101927,0.039443193276180274
116,147.94980021450422,137.39755589317707,-0.10880921108974971,0.052173799332513156,-0.1120611744552558,0.04190814035145494
117,274.1335399943676,264.366639945507,-0.05772795775099337,0.10052373639825767,-0.056898046161615416,0.09352140667049082
118,671.5441215999799,513.2768192155096,-0.020703013840586874,0.11832685859990451,-0.026894541304901,0.11114890484749627
119,106.83224326774565,103.99483455544957,-0.201969977175212,0.013799080168420855,-0.18774321176292788,0.007500030699016345
120,130.71995034910907,101.25165625772283,-0.05508973725035155,0.016923539930762635,-0.0760642211157794,0.0009520625834837826
121,91.07334712361899,76.53729394925448,-0.08599360866290479,-0.007676350941211028,-0.12192724771850977,-0.028607431727958273
122,108.80678461246673,107.97003527204951,-0.12751950475742177,0.011230368122870399,-0.11895192662720865,0.00948051050897098
123,132.8198148360527,120.82343030052827,-0.11662093462993675,0.038274774805619305,-0.1238997214875353,0.025800172146505557
124,77.20474514182497,81.14183261173338,-0.1271630415887662,-0.028987139415566365,-0.12604060479555074,-0.023768948229528564
125,239.71354233128451,170.90689128231156,-0.0406290152576179,0.05676423643073603,-0.05089322002943256,0.03608680019633735
126,104.67472847142251,82.80405213795262,-0.09335806079276995,0.004364235848247561,-0.11624818113532279,-0.019989976618608508
127,127.69371591193442,100.4543938437934,-0.11342274001601814,0.03141097139956802,-0.14251815495379122,0.0006475937223979632
128,1338.4624336889137,326.690429454534,-0.006085610599230013,0.0753680011320545,-0.02392041181765269,0.054225284276729985
129,179.30375147535995,164.82625361389972,-0.15518529674448478,0.12306776205654608,-0.16177802642782704,0.10487463370366484
130,68.34445906095179,57.203870022721546,-0.15931409108301806,-0.050431737324457326,-0.16122088250797706,-0.06899629842862924
131,45.036200065111,38.35280156857755,-0.23097297351081728,-0.12695152306414978,-0.23921304099860927,-0.1474681380582526
132,131.82900077010297,172.04851974098378,-0.06782524519970441,0.021588097816938136,-0.05026173636332916,0.036212837045894446
133,84.57949131026427,89.75694645049957,-0.13409755343103563,-0.02067852487955584,-0.11144742532628196,-0.011415619455710553
134,124.25798251815705,103.74972293926623,-0.13579693720403962,0.03294159728714862,-0.15118160189121188,0.005668891206064933
135,140.07478095942102,101.9618254491449,-0.1075013333882776,0.04308092388380921,-0.13219191437520025,0.002593374617924493
136,269.1792235628691,221.8619624329892,-0.08316236882834573,0.14069344988028473,-0.1035142299260384,0.126144471985267
137,49.86138130179812,49.11893496291422,-0.25136041212487575,-0.12602863859352026,-0.24560739365196352,-0.12496765769994686
138,112.20622789020973,99.42963888611021,-0.09347371943613636,0.011409615211830065,-0.10877816975219694,-0.0006204283806675604
139,90.22048538790592,102.89542485204251,-0.14312455978679875,-0.013996887237845304,-0.12860964409972914,0.003723795597386973
140,91.4488188619615,97.41567474722515,-0.15042500191612287,-0.012863114390745563,-0.14064995714797568,-0.0036348523605921204
141,89.9590302285403,80.92403156794512,-0.1910398595461216,-0.019182254548465134,-0.20110925753335457,-0.038363538481002664
142,55.15753832139423,35.72232042827067,-0.13279265898520398,-0.059547497217441736,-0.16389525751324766,-0.10534806845762597
143,125.67226507303513,103.59833598361521,-0.09550399792370101,0.0245180395023185,-0.11165062779483716,0.004017564715873923
144,146.84261804299007,131.82693504749093,-0.09664495700319967,0.0452710280668208,-0.10268989576551693,0.03268304642562721
145,8414.769580990602,2322.3692720151594,-0.002127036252408729,0.1768581632919235,-0.006770080459073874,0.1504561878131606
146,102.23800094966624,73.81876926815744,-0.07832491495256344,0.0017529123404636533,-0.09542353188993982,-0.024983055056578506
147,87.47685160569122,87.22980632711273,-0.22243429186011887,-0.027855776449472562,-0.20895806767498717,-0.026684349937218722
148,162.3423001638025,124.76309630378827,-0.1149623004451732,0.0716701424187423,-0.13033514091323806,0.032275016462023305
149,102.22863290498407,82.36199180949974,-0.14417237544919334,0.0032130729991579165,-0.17202293396626767,-0.030341419182509162
150,79.53288251359668,62.28224396717357,-0.18171253929403033,-0.037191318904836006,-0.21205122074152782,-0.07998096210391971
151,144.9430951515561,127.17889493138235,-0.08482740172553271,0.0381240598720989,-0.09142094283100424,0.024847201997317766
152,111.84086613288851,100.05298871612096,-0.11969934849613263,0.014173439617366772,-0.13068367917732157,6.924760377569105e-05
153,154.00413814922817,131.2998915624846,-0.14046770889333898,0.07585837556581446,-0.14752927109694408,0.04617650187626741
154,75.89077829702596,64.1979234271063,-0.1259552452050975,-0.03036682931302152,-0.15362839802574854,-0.05500215669888839
155,140.0487790019037,133.40790880776268,-0.19149223116272068,0.07669030046417259,-0.1930280998344953,0.06448665156606526
156,168.68482765479388,136.77235934168016,-0.0772502844879612,0.05305922476339412,-0.10025105886471587,0.036864679609572626
157,103.67849484394374,102.80342778460556,-0.13015134980947632,0.00478761069206476,-0.13366196369527744,0.00374711662768281
158,145.6650717780556,145.91444539017417,-0.17237812303026476,0.07871659361143536,-0.1651918880246361,0.0758469392160692
159,103.94290311598387,97.75823168036644,-0.11178258831320871,0.004407479157728931,-0.11029412563421916,-0.0024725387668847543
160,97.57718202645567,86.91204062166184,-0.2198452443441131,-0.0053264500939515964,-0.2216822709127459,-0.029013685566037718
161,112.56916922237482,99.57788956934974,-0.20892992533983953,0.02626075587214582,-0.21742201636734956,-0.0009177610096167178
162,142.29311542643026,143.66077556838113,-0.10754714973781364,0.04548504017644931,-0.1018892208480407,0.04448562404283523
163,174.44322893214226,141.22560820783377,-0.08766505840492983,0.06526070012187814,-0.1045277745470555,0.04309221080313687
164,139.34378891280792,155.95185906140054,-0.15144007257098968,0.059582262481733324,-0.12721085276481353,0.07117683704977423
165,80.20195391625184,71.17094094452014,-0.1995156468070636,-0.03950019969915068,-0.20235627917072968,-0.05833741122460137
166,-364.5537821260687,-949.5422498471992,0.03194395015757223,0.14839682861746809,0.011920644546191857,0.12511220096638945
167,108.7620756642891,100.88908446148905,-0.1235015818920866,0.01082130205197858,-0.12360138251529518,0.001098920686129139
168,58.512426057541646,60.19010362522098,-0.0975882166031504,-0.04048698352235844,-0.10284856360242853,-0.040943906593075494
169,182.90154425975692,159.7342935769487,-0.11548597675246003,0.09573965813125322,-0.13145877096174702,0.07852596817893855
170,144.75725931314105,125.46504047760185,-0.10671048807457774,0.0477606898618572,-0.12490872080606473,0.031808056313319094
171,84.64973728935726,85.85274954916142,-0.23054917560176194,-0.03538990413209149,-0.23902188791988824,-0.03381502511634926
172,129.52892015101924,93.01554511147874,-0.10004531487136341,0.029542301143200694,-0.11781638837616339,-0.008228832497418126
173,117.78149136542699,107.70630978151117,-0.1304325392362079,0.02319285070199347,-0.1351255655973437,0.010413194678950369
174,120.29302073673816,100.65669739245817,-0.17454339502218702,0.035420127346459204,-0.18396361189244842,0.0012080842423696039
175,96.01765054008027,85.62645838525515,-0.1650290978932422,-0.006572035388661942,-0.1717745858765572,-0.024690091584522563
176,53.42362744520568,48.71740196763506,-0.18262264256394597,-0.08505900236999386,-0.17315525093950032,-0.08879851131123677
177,131.59344997899237,116.11972882996567,-0.08679991161487323,0.027423086657854555,-0.08909326660006676,0.014361592981689137
178,156.79681612140752,116.27796128403982,-0.09850253078084821,0.05594630128253121,-0.12037681674658762,0.019594891624969107
179,77.76193930180594,76.77146906503563,-0.1558902298375133,-0.03466696393382045,-0.1641389815160676,-0.038127074097795186
180,184.959221297772,173.50329169045827,-0.11357403212440847,0.09649161328937883,-0.11622755348947644,0.08543107766605326
181,50.773706269457556,49.375058185186816,-0.2096988799849528,-0.10322698661105054,-0.19974261916608316,-0.10111958473221348
182,134.20402497349158,114.14000731249565,-0.0994085551372097,0.034001727024918355,-0.10598866391819048,0.014986804828448564
183,86.6509031169984,82.17753147368262,-0.23888536134121752,-0.03188903832474755,-0.23163309019822909,-0.04128273459711572
184,83.36639389960301,71.85233114003933,-0.1407418611794899,-0.023410446806963896,-0.15523321483974709,-0.04369453127376334
185,39.40903672957074,32.329503467495236,-0.19070241759168963,-0.1155484317988013,-0.19030691804847058,-0.12878163637910697
186,70.59173186117741,67.65652766830583,-0.14184763078924584,-0.04171493161106848,-0.14053619984978474,-0.04545428691442956
187,120.96350572628324,112.24656685348155,-0.08402435722184708,0.017614450937674605,-0.07906384114497349,0.009682606162749647
188,100.18017133920401,98.15704188727399,-0.16685359088857551,0.000300622349213944,-0.16886536671834962,-0.0031121179755203695
189,95.33032241893083,91.6256847410552,-0.14015667837040066,-0.006544864988233805,-0.13216030208010654,-0.0110675203433619
190,250.7335540443572,205.23131606615962,-0.058368283483938556,0.08798058813002614,-0.0665137926297866,0.06999333934984074
191,118.77700390627662,106.86663384761333,-0.1304340674510925,0.0244916099404071,-0.1348165138717511,0.009257356373689974
192,74.57702445411061,42.34125779118772,-0.13846338100549047,-0.03520151149303748,-0.16892892352488742,-0.09740229253133648
193,136.10268979392845,117.9031135624896,-0.14093806209747986,0.050882431360627395,-0.1587881340454344,0.028428019961912316
194,101.70304441121611,79.59573563842793,-0.08850375602901238,0.0015072582707684507,-0.10939199912206217,-0.022320632691274173
195,158.5565920302269,152.05371430111396,-0.15269714410575458,0.08941424371581438,-0.15356575136127681,0.07993667747795806
196,178.41641892982108,203.77571368535138,-0.10271895967826782,0.08054852974166447,-0.0874184121950239,0.09071908114778832
197,152.68390587326576,159.70188129636634,-0.09082630979527274,0.047850847560702243,-0.0807357845951368,0.0482007822826786
198,137.85736150412816,131.84434424582713,-0.08527594412600704,0.032283222443840826,-0.08870329780302462,0.028246983509796354
199,82.17604832834962,69.07617686803025,-0.14452683393472798,-0.025760393033092334,-0.15528388377300945,-0.048019713570418926
200,88.49363124617105,95.60802530257287,-0.2259666199951267,-0.026000552557202676,-0.19553274640162935,-0.008587748747143924
201,158.12303353476676,155.26236943339958,-0.08529475695748535,0.04957590018979699,-0.07796743299672872,0.043086650860390534
202,349.07258865443293,171.4705751265817,-0.03867488991640468,0.09632854947404139,-0.07509339436181461,0.053669680832461
203,76.50947408057026,59.867076424764306,-0.17837890847518986,-0.04190214373016033,-0.19481265327878544,-0.07818401325526385
204,91.78607740876684,77.00866608557631,-0.15007101019703542,-0.012326716609466102,-0.16730447324033865,-0.038465530096453905
205,75.29316888013277,62.87868469561941,-0.16549423331122254,-0.04088838073732281,-0.19066708500919377,-0.07077812980793419
206,74.7327922158809,68.56799335314855,-0.1558082260297682,-0.03936838821569146,-0.1736978355866728,-0.05459671522704009
207,138.93353330189544,131.6851383685167,-0.16836481477396464,0.06555037122869609,-0.1691244605058616,0.05358731932628962
208,215.34208203498588,135.78343755337843,-0.04954272254254438,0.057143607677387,-0.08089850016823345,0.028948264289319556
209,193.96495981188738,143.45772099412238,-0.08353614656547095,0.07849470654864413,-0.10226066743254936,0.04444015553956469
210,215.5430390940491,182.55697417719426,-0.04123664288636075,0.04764607041126124,-0.04206611855205275,0.034728514630366115
211,138.1233968807805,124.18007860714573,-0.16887037827704243,0.06437912452463221,-0.17096122447955864,0.04133855846689616
212,77.56939348150739,79.45282669987893,-0.2907954473124686,-0.06522718256035032,-0.28758729383693227,-0.059091059653802895
213,363.62428160759663,240.2844672182776,-0.03719760178194408,0.09806191047290465,-0.05322249564769624,0.07466289445964165
214,123.92890782637289,121.39431559046723,-0.07726258262820136,0.018488092181377494,-0.0809141369580047,0.01731102581809841
215,94.42553366627192,109.07237990771976,-0.2025445343906939,-0.011290776880415508,-0.17241359530188632,0.01564201637834562
216,138.8722886871218,127.41621490535626,-0.16733474254634167,0.06504684419646596,-0.16990981718302092,0.04658284062419497
217,88.81749903960187,67.02462642903015,-0.1107634964309154,-0.012386129052157666,-0.13035205514297443,-0.042984077140832445
218,160.04960626763324,158.71677587996612,-0.09304406653111616,0.055872595607329975,-0.08295662962881872,0.04870945829672705
219,119.99705653195147,118.03545987813375,-0.16687623206821378,0.033370334465071275,-0.15992255652406986,0.02884276851798439
220,109.1553561704801,98.8830104293821,-0.1461572927818979,0.013381220723314194,-0.16105136612984472,-0.0017989269630080218
221,229.29907436774312,154.13208229430563,-0.0951812811386954,0.12306851548369241,-0.13263934904590136,0.07180044158015862
222,641.1481417196891,416.9994478922913,-0.04204583666873262,0.22753026380334218,-0.0630832910525871,0.1999736843489883
223,102.84130660044039,78.93319106786902,-0.1340679804325284,0.0038092823771065554,-0.14989757080474259,-0.03157863483534088
224,557.4812805695653,425.31056187231445,-0.03324751215240803,0.15210114435235808,-0.04145039931452443,0.1348425269083974
225,90.42230297166205,84.27599619615205,-0.11329401168198358,-0.010850957190150189,-0.12351241178553406,-0.019421096327381718
226,119.9320399628244,109.3617897036425,-0.2176747169335147,0.04338701156815305,-0.2096869307448306,0.019630449492353503
227,64.22074127944238,62.41108393519901,-0.16739108564760563,-0.059891289609007,-0.16755785342316415,-0.06298318088321544
228,98.41706936189996,91.59979261056964,-0.1225032840771887,-0.0019391420163365402,-0.1265005089709969,-0.010626305102248696
229,120.81262920215681,91.17347385591692,-0.13168790939583994,0.027407716286628376,-0.16739567224548713,-0.014775222774811558
230,123.01896552428964,98.24072325937799,-0.15164897398242205,0.034908025038952684,-0.16602973607466717,-0.002920922529277718
231,104.6229361669434,98.78423455426936,-0.09971705257539194,0.004609855688117765,-0.09493006849826631,-0.0011541269704103479
232,152.68794266958153,150.65528876991002,-0.19482126009307352,0.10264731382599492,-0.19945278269688052,0.10103338303472598
233,90.88895591046386,106.85490151444436,-0.14297579448130396,-0.013026587672556187,-0.13070202214560075,0.008959494895468193
234,73.37050312861221,72.81051267991103,-0.2573603329474645,-0.06853376181043826,-0.2452503958868754,-0.06668232529212999
235,105.26672580196261,98.36487756545078,-0.17623254887536022,0.009281685123074973,-0.1656078453973949,-0.0027078910334663877
236,127.14337641235673,104.90861503518131,-0.05360162962339156,0.014549292091834492,-0.06710282711694539,0.003293819460894098
237,82.4865087020709,79.55213154438812,-0.13769765290372296,-0.024115666458746136,-0.1374723036668223,-0.028110155816691143
238,240.40981904301862,173.90714527906604,-0.05829827384061759,0.0818565008048146,-0.07763586710861657,0.05737845309262789
239,132.90941879136534,123.01295265634539,-0.11679571243286806,0.03843679013489131,-0.116954910444864,0.026914778169947712
240,118.85814141153013,100.11513449015767,-0.08703570241458017,0.016413315839860065,-0.09790838378266772,0.0001127263184897998
241,144.66438893527626,131.01218171156438,-0.1569590233508192,0.070104788658421,-0.16293014393123786,0.050528192298868894
242,208.30738646405914,162.3334712072305,-0.06537759108703348,0.0708087602395256,-0.0786122673702552,0.04900175504658908
243,61.07392071204433,60.03086640491904,-0.14116149097006547,-0.054948633899068074,-0.14496911844219393,-0.05794290062177164
