model,R2,R2_adj,F_stat,delta_R2,F_change,p_change,AIC
Model_1_Age_Only,0.0373607264364626,0.02753787670622254,3.8034508785618053,0.0373607264364626,3.8034508785618053,0.054004170721372945,204.935625447102
Model_2_Age_Plus_Cognitive,0.24717403743052413,0.21547610216444102,7.797796145258725,0.20981331099406153,8.8255300850699,3.214613670088351e-05,186.35115746513736
