calibration,trajectory_variability,y_predicted
-1.741004908149661,0.7928479825631385,0.5500582201810349
0.7232199602662381,0.4004377357917579,0.5613433388222506
-0.3448481027186614,0.743251691529643,0.5564520340707381
-0.009272941595958,0.41634824662110553,0.5579888278734682
0.1401866807515077,0.8986073295096798,0.5586732903963005
-0.0200735585169096,0.5418843275557215,0.557939365567932
-0.7175280163007901,0.6353072393131217,0.5547453160297519
1.2058986635213604,0.8707766239101089,0.5635538052864267
0.8111769277623007,0.3539199744127438,0.5617461449241762
-2.702740145332338,0.1641923554000846,0.5456538752723573
1.0427397793340696,0.7232562881715802,0.5628066058773867
-0.7049652792612813,0.2085862093375073,0.5548028481079994
-0.5203308470630956,0.5000755862402131,0.555648396539604
-0.5969930330490696,0.3480166353367367,0.5552973158102293
-0.0524131576627602,0.4349055017281477,0.5577912637376778
-0.0188715971903561,1.0711270115037963,0.5579448700477976
-0.486411642411937,0.43640284545397034,0.5558037323020216
-0.0524073810522454,0.495346433971418,0.5577912901921365
0.0833576388448724,0.5588818537794719,0.5584130371668153
0.0327038746937098,0.4511384070459583,0.5581810641251516
-0.1902311486449101,0.7361646387497696,0.5571601150145796
-0.310313301648327,0.7860243329568702,0.556610189007134
-0.1778626861824823,0.8430078143307836,0.5572167573965663
0.2820909532213313,0.6808209978417016,0.5593231525785399
-0.5228605475824066,0.5638939030007055,0.5556368115698826
0.559175971040144,0.7781207859917562,0.5605920860025415
-2.8638771678101325,0.5401829755383403,0.5449159351438158
0.0186901884404075,0.5042051135961488,0.5581168873067142
-0.3779869675249995,0.4914322874436866,0.5563002719382444
-0.5066618853793345,0.2933408572275351,0.555710994663777
0.6234303443065884,0.785586490693348,0.5608863441422197
0.2289407062837787,0.7664186615441286,0.5590797466904703
0.5588315027004311,0.6842953584247148,0.5605905084817026
1.0682669245308178,0.37936270165834474,0.5629235095195053
-0.9102783751764528,0.5398045328793928,0.5538626000504073
0.4077932545265129,0.3499192374304261,0.5598988165132257
0.7559131233985893,0.28115541140663786,0.5614930598275996
0.9242581707211228,0.44810791757608276,0.5622640096934359
-0.3583215500364149,0.18550223636074595,0.5563903313205403
-0.7205883122737056,0.7533823287280008,0.5547313011549024
1.1244117313655746,0.22138646009430496,0.5631806292387076
-0.4557197519622262,0.5952917937065642,0.555944288315999
-0.0835438632511342,0.4711329984996816,0.5576486981340057
-0.4180965795388685,0.5589081093118818,0.5561165867007358
1.0118212124680213,0.7973934654067645,0.5626650117802847
0.6768845533808683,0.618552892627557,0.5611311420496702
-0.8728015525067573,0.5542351482581599,0.5540342282145185
-0.143428243130111,0.2527381780750709,0.5573744527352389
0.0101553158196574,0.5671355717934147,0.5580778011618792
-0.7479512695607464,0.599006200257567,0.5546059902616814
0.3650945133545552,0.9387944316586604,0.5597032741477005
-0.0726014106015484,0.7709892128237016,0.557698809987822
-0.6054532722546289,0.5808841143497677,0.5552585714552025
-2.2694593246289005,0.44508607505522413,0.5476381201070201
0.2458453645394963,0.3273214042488088,0.5591571629508327
2.011685124399882,0.8602557025416147,0.5672439700628032
-0.5898091720962972,0.3207900980322447,0.5553302148870113
-0.3631384630687159,0.5496915102928732,0.5563682718746875
0.4742616771584744,0.3396551477209538,0.5602032140724381
0.5921532273597412,0.49092844136541125,0.5607431080357976
-0.3150595114227973,0.3628992413518264,0.5565884533526134
0.1485349656957695,0.5371945641017577,0.5587115220476625
0.2579207055402199,0.4929349613681138,0.5592124629591936
-1.1852665042492538,0.6567872960588733,0.5526032694993334
0.0232697725229749,0.5673874857084773,0.5581378598852972
-0.2422833748110246,0.7847654302037956,0.5569217376021312
-0.1688127156235882,0.671691013002341,0.5572582024743941
-0.3372789760596821,0.35156726952486306,0.5564866975032242
-0.78276064174706,0.4613445811558609,0.5544465779044799
-0.2612554312177284,0.2279343847488842,0.5568348535234249
0.8666064968916687,0.5419423499691483,0.5619999891540084
0.2771790908497432,0.6278611110542983,0.5593006583044488
0.4526385750728861,0.6424422483922188,0.5601041893139614
-0.5458211853814092,0.4351793711302734,0.5555316614575854
-2.319448678013727,0.3508070970200304,0.5474091897886161
0.1110414200082391,1.0040043231164761,0.558539817299128
0.3281290940622613,0.48637249687169326,0.5595339879970401
0.0129186290014353,0.5082684450812028,0.5580904559798298
-1.24833288917789,0.8383068606827239,0.5523144518490798
-0.4594871838921148,0.18058387278910035,0.5559270350543967
-2.637531370335712,0.38820453154518214,0.5459525041725511
0.1258927610272768,0.3450696941945149,0.5586078302258415
0.934360696376246,0.38742820622120255,0.5623102750331196
0.7264601485838075,0.49870738261998465,0.5613581775287552
0.5388724867649658,0.6289641126337177,0.5604991045413883
-0.348583789081418,0.5788581107166264,0.5564349261905481
1.3664905173516504,0.36343303197836013,0.564289248770711
-0.6089160745840848,0.7278383697803535,0.5552427132696854
0.1010415055157935,0.7915799927009464,0.5584940218756277
-0.3315797055651917,0.623579094049115,0.5565127977769951
0.2357992620970575,0.7281884060838419,0.5591111560058507
0.1367917932393911,0.5075260196326371,0.5586577432322253
0.4490118507797244,0.8293120241801967,0.5600875804344505
-2.848860012978075,1.0856506864150708,0.5449847074284012
-0.5496133138576185,1.0716165432345799,0.5555142950961363
1.3892303556956418,0.36597783878738815,0.5643933877139069
-0.1810219148769269,0.48024527064507183,0.5572022894512548
0.8975911801569717,0.3548971943764388,0.5621418860365498
0.3670093485903982,0.4694583076994839,0.5597120432917392
-0.4238597303989112,0.496986531926382,0.5560901938816241
