predictor_value,partial_residual
1.0,0.14696751198391098
1.0,0.26656082274464143
1.0,-0.3040105350215829
21.9,0.01730598892960454
21.9,0.01964936201004029
21.9,-0.057315660271769556
80.88,-0.0961139415850144
80.88,-0.16190903958730274
80.88,-0.3522497752725373
145.31,-0.02495470861957367
145.31,-0.1276046708111041
145.31,0.3112310032701399
1.0,0.12728662812434807
1.0,0.0246577166628563
1.0,0.07630858111885433
24.57,0.08812273395900823
24.57,0.01642710893270923
24.57,0.36013303454598194
72.55,0.11917446765055836
72.55,-0.14220715972083456
72.55,-0.23628412729626133
148.85,-0.0662388170770772
148.85,0.005888389580901474
148.85,-0.06975335593479155
1.0,0.09265861433000896
1.0,0.13155017070477457
1.0,-0.10568785372811643
25.6,-0.051118277044608015
25.6,-0.12017467321019108
25.6,-0.021544302720312474
166.33,0.16378247017600248
166.33,0.18341205361691912
166.33,-0.2644902070403299
166.87,-0.04662119001619294
166.87,-0.06083420637287115
166.87,-0.2648100765223933
1.0,-0.10690920788180994
1.0,-0.03526911349534847
1.0,-0.09472936015046166
24.77,-0.0013342497906947831
24.77,-0.12326343546352257
24.77,-0.22412318314357266
79.66,0.0016191862783946735
79.66,0.0467283883945188
79.66,0.14636416649898007
147.13,-0.014662447789249196
147.13,-0.09248941368129038
147.13,-0.12205034310046475
1.0,0.017134943450335595
1.0,0.04199141210580302
1.0,0.07142005433957868
25.66,0.18754470789322636
25.66,0.23312545167171822
25.66,0.1539407734443572
70.56,0.16010931151627827
70.56,-0.06536610917421115
70.56,-0.046589393340702855
148.87,0.021532934552859664
148.87,-0.03382237546299903
148.87,-0.28726093469366987
1.0,0.1105663627932005
1.0,0.14127078466504214
1.0,0.45958831578770676
23.69,0.145077582564981
23.69,0.23452312168193495
23.69,-0.2879121360527345
70.59,0.16555377595540108
70.59,0.12370940563406793
70.59,0.05357102298215141
146.54,-0.06948978840556486
146.54,-0.008220191605942236
146.54,-0.28166458277805506
1.0,0.09356522690414057
1.0,0.08801233883446177
1.0,-0.3047812411539848
32.85,-0.08197390496799492
32.85,0.10354043995607945
32.85,-0.20266704753572
80.64,0.07046617475266896
80.64,0.07129714232589128
80.64,0.21450388903735357
150.8,-0.08764377693493525
150.8,-0.06553017082987833
