composite_ID,UID,test,domain,TSVR_hours,CTT_score
A060_2,A060,2,what,24.87,0.8947368421052632
A060_2,A060,2,where,24.87,0.7333333333333333
A060_2,A060,2,when,24.87,0.0
A060_3,A060,3,what,94.68,0.7368421052631579
A060_3,A060,3,where,94.68,0.3777777777777777
A060_3,A060,3,when,94.68,0.4
A060_4,A060,4,what,143.91,0.7894736842105263
A060_4,A060,4,where,143.91,0.4666666666666667
A060_4,A060,4,when,143.91,0.2
A061_1,A061,1,what,1.0,0.9473684210526316
A061_1,A061,1,where,1.0,0.8666666666666667
A061_1,A061,1,when,1.0,1.0
A061_2,A061,2,what,35.16,0.8947368421052632
A061_2,A061,2,where,35.16,0.6888888888888889
A061_2,A061,2,when,35.16,0.4
A061_3,A061,3,what,82.55,0.7894736842105263
A061_3,A061,3,where,82.55,0.6222222222222222
A061_3,A061,3,when,82.55,0.0
A061_4,A061,4,what,146.56,0.6842105263157895
A061_4,A061,4,where,146.56,0.5555555555555556
A061_4,A061,4,when,146.56,0.2
A062_1,A062,1,what,1.0,0.9473684210526316
A062_1,A062,1,where,1.0,0.7333333333333333
A062_1,A062,1,when,1.0,0.2
A062_2,A062,2,what,44.69,0.8421052631578947
A062_2,A062,2,where,44.69,0.5333333333333333
A062_2,A062,2,when,44.69,0.4
A062_3,A062,3,what,92.72,0.5263157894736842
A062_3,A062,3,where,92.72,0.4444444444444444
A062_3,A062,3,when,92.72,0.2
A062_4,A062,4,what,149.18,0.5789473684210527
A062_4,A062,4,where,149.18,0.3555555555555555
A062_4,A062,4,when,149.18,0.2
A063_1,A063,1,what,1.0,0.8947368421052632
A063_1,A063,1,where,1.0,0.6222222222222222
A063_1,A063,1,when,1.0,0.2
A063_2,A063,2,what,21.98,0.6842105263157895
A063_2,A063,2,where,21.98,0.6888888888888889
A063_2,A063,2,when,21.98,0.4
A063_3,A063,3,what,69.99,0.7894736842105263
A063_3,A063,3,where,69.99,0.4888888888888889
A063_3,A063,3,when,69.99,0.2
A063_4,A063,4,what,141.09,0.5789473684210527
A063_4,A063,4,where,141.09,0.4222222222222222
A063_4,A063,4,when,141.09,0.2
A064_1,A064,1,what,1.0,0.8947368421052632
A064_1,A064,1,where,1.0,0.6444444444444445
A064_1,A064,1,when,1.0,0.8
A064_2,A064,2,what,37.65,0.7894736842105263
A064_2,A064,2,where,37.65,0.6222222222222222
A064_2,A064,2,when,37.65,0.0
A064_3,A064,3,what,82.99,0.8421052631578947
A064_3,A064,3,where,82.99,0.4444444444444444
A064_3,A064,3,when,82.99,1.0
A064_4,A064,4,what,156.21,0.7894736842105263
A064_4,A064,4,where,156.21,0.4
A064_4,A064,4,when,156.21,0.0
A065_1,A065,1,what,1.0,0.3157894736842105
A065_1,A065,1,where,1.0,0.1555555555555555
A065_1,A065,1,when,1.0,0.0
A065_2,A065,2,what,32.31,0.5263157894736842
A065_2,A065,2,where,32.31,0.3777777777777777
A065_2,A065,2,when,32.31,0.2
A065_3,A065,3,what,106.41,0.4210526315789473
A065_3,A065,3,where,106.41,0.2
A065_3,A065,3,when,106.41,0.2
A065_4,A065,4,what,187.43,0.1052631578947368
A065_4,A065,4,where,187.43,0.1777777777777777
A065_4,A065,4,when,187.43,0.2
A066_1,A066,1,what,1.0,0.8947368421052632
A066_1,A066,1,where,1.0,0.5555555555555556
A066_1,A066,1,when,1.0,0.0
A066_2,A066,2,what,23.35,0.7894736842105263
A066_2,A066,2,where,23.35,0.4222222222222222
A066_2,A066,2,when,23.35,0.2
A066_3,A066,3,what,73.79,0.5789473684210527
A066_3,A066,3,where,73.79,0.3333333333333333
A066_3,A066,3,when,73.79,0.0
A066_4,A066,4,what,164.93,0.4736842105263157
A066_4,A066,4,where,164.93,0.2888888888888888
A066_4,A066,4,when,164.93,0.0
A067_1,A067,1,what,1.0,0.8947368421052632
A067_1,A067,1,where,1.0,0.6222222222222222
A067_1,A067,1,when,1.0,0.6
A067_2,A067,2,what,29.91,0.5263157894736842
A067_2,A067,2,where,29.91,0.2888888888888888
A067_2,A067,2,when,29.91,0.2
A067_3,A067,3,what,73.19,0.5263157894736842
A067_3,A067,3,where,73.19,0.2666666666666666
A067_3,A067,3,when,73.19,0.0
A067_4,A067,4,what,144.19,0.5789473684210527
A067_4,A067,4,where,144.19,0.2444444444444444
A067_4,A067,4,when,144.19,0.2
A068_1,A068,1,what,1.0,0.8947368421052632
A068_1,A068,1,where,1.0,0.7333333333333333
A068_1,A068,1,when,1.0,0.6
A068_2,A068,2,what,30.49,0.7368421052631579
A068_2,A068,2,where,30.49,0.5555555555555556
A068_2,A068,2,when,30.49,0.2
A068_3,A068,3,what,82.98,0.7894736842105263
A068_3,A068,3,where,82.98,0.6
A068_3,A068,3,when,82.98,0.0
A068_4,A068,4,what,155.59,0.6842105263157895
A068_4,A068,4,where,155.59,0.4444444444444444
A068_4,A068,4,when,155.59,0.0
A069_1,A069,1,what,1.0,0.8421052631578947
A069_1,A069,1,where,1.0,0.2444444444444444
A069_1,A069,1,when,1.0,0.0
A069_2,A069,2,what,24.96,0.5263157894736842
A069_2,A069,2,where,24.96,0.2222222222222222
A069_2,A069,2,when,24.96,0.0
A069_3,A069,3,what,79.75,0.7368421052631579
A069_3,A069,3,where,79.75,0.3555555555555555
A069_3,A069,3,when,79.75,0.6
A069_4,A069,4,what,140.22,0.5263157894736842
A069_4,A069,4,where,140.22,0.1777777777777777
A069_4,A069,4,when,140.22,0.0
A070_1,A070,1,what,1.0,0.7894736842105263
A070_1,A070,1,where,1.0,0.6888888888888889
A070_1,A070,1,when,1.0,0.4
A070_2,A070,2,what,24.25,0.8421052631578947
A070_2,A070,2,where,24.25,0.4666666666666667
A070_2,A070,2,when,24.25,0.0
A070_3,A070,3,what,81.92,0.6842105263157895
A070_3,A070,3,where,81.92,0.4222222222222222
A070_3,A070,3,when,81.92,0.2
A070_4,A070,4,what,149.2,0.6842105263157895
A070_4,A070,4,where,149.2,0.2444444444444444
A070_4,A070,4,when,149.2,0.4
A071_1,A071,1,what,1.0,0.8947368421052632
A071_1,A071,1,where,1.0,0.7333333333333333
A071_1,A071,1,when,1.0,0.0
A071_2,A071,2,what,30.92,0.8421052631578947
A071_2,A071,2,where,30.92,0.6222222222222222
A071_2,A071,2,when,30.92,0.4
A071_3,A071,3,what,79.96,0.4736842105263157
A071_3,A071,3,where,79.96,0.4444444444444444
A071_3,A071,3,when,79.96,0.2
A071_4,A071,4,what,153.27,0.6842105263157895
A071_4,A071,4,where,153.27,0.4888888888888889
A071_4,A071,4,when,153.27,0.0
A072_1,A072,1,what,1.0,0.8947368421052632
A072_1,A072,1,where,1.0,0.6666666666666666
A072_1,A072,1,when,1.0,0.2
A072_2,A072,2,what,33.76,0.6842105263157895
A072_2,A072,2,where,33.76,0.6444444444444445
A072_2,A072,2,when,33.76,0.8
A072_3,A072,3,what,83.54,0.5789473684210527
A072_3,A072,3,where,83.54,0.4666666666666667
A072_3,A072,3,when,83.54,0.0
A072_4,A072,4,what,154.89,0.5789473684210527
A072_4,A072,4,where,154.89,0.5777777777777777
A072_4,A072,4,when,154.89,0.0
A073_1,A073,1,what,1.0,0.7894736842105263
A073_1,A073,1,where,1.0,0.6444444444444445
A073_1,A073,1,when,1.0,0.0
A073_2,A073,2,what,66.66,0.5263157894736842
A073_2,A073,2,where,66.66,0.4888888888888889
A073_2,A073,2,when,66.66,0.2
A073_3,A073,3,what,66.9,0.6842105263157895
A073_3,A073,3,where,66.9,0.5333333333333333
A073_3,A073,3,when,66.9,0.4
A073_4,A073,4,what,140.12,0.7894736842105263
A073_4,A073,4,where,140.12,0.6666666666666666
A073_4,A073,4,when,140.12,0.4
A074_1,A074,1,what,1.0,0.8421052631578947
A074_1,A074,1,where,1.0,0.7111111111111111
A074_1,A074,1,when,1.0,0.6
A074_2,A074,2,what,29.33,0.5263157894736842
A074_2,A074,2,where,29.33,0.6
A074_2,A074,2,when,29.33,0.0
A074_3,A074,3,what,73.02,0.4736842105263157
A074_3,A074,3,where,73.02,0.4666666666666667
A074_3,A074,3,when,73.02,0.0
A074_4,A074,4,what,147.21,0.4736842105263157
A074_4,A074,4,where,147.21,0.3777777777777777
A074_4,A074,4,when,147.21,0.2
A075_1,A075,1,what,1.0,0.631578947368421
A075_1,A075,1,where,1.0,0.6666666666666666
A075_1,A075,1,when,1.0,0.0
A075_2,A075,2,what,28.68,0.7368421052631579
A075_2,A075,2,where,28.68,0.6222222222222222
A075_2,A075,2,when,28.68,0.0
A075_3,A075,3,what,71.37,0.5263157894736842
A075_3,A075,3,where,71.37,0.1777777777777777
A075_3,A075,3,when,71.37,0.6
A075_4,A075,4,what,244.53,0.5789473684210527
A075_4,A075,4,where,244.53,0.4222222222222222
A075_4,A075,4,when,244.53,0.0
A076_1,A076,1,what,1.0,0.6842105263157895
A076_1,A076,1,where,1.0,0.3777777777777777
A076_1,A076,1,when,1.0,0.0
A076_2,A076,2,what,27.3,0.6842105263157895
A076_2,A076,2,where,27.3,0.3333333333333333
A076_2,A076,2,when,27.3,0.0
A076_3,A076,3,what,74.88,0.3684210526315789
A076_3,A076,3,where,74.88,0.4
A076_3,A076,3,when,74.88,0.2
A076_4,A076,4,what,149.28,0.2105263157894736
A076_4,A076,4,where,149.28,0.1333333333333333
A076_4,A076,4,when,149.28,1.0
A077_1,A077,1,what,1.0,0.9473684210526316
A077_1,A077,1,where,1.0,0.6888888888888889
A077_1,A077,1,when,1.0,0.6
A077_2,A077,2,what,53.88,0.7894736842105263
A077_2,A077,2,where,53.88,0.4444444444444444
A077_2,A077,2,when,53.88,0.0
A077_3,A077,3,what,78.36,0.7894736842105263
A077_3,A077,3,where,78.36,0.4888888888888889
A077_3,A077,3,when,78.36,0.0
A077_4,A077,4,what,149.75,0.8947368421052632
A077_4,A077,4,where,149.75,0.6444444444444445
A077_4,A077,4,when,149.75,0.0
A078_1,A078,1,what,1.0,0.7368421052631579
A078_1,A078,1,where,1.0,0.5333333333333333
A078_1,A078,1,when,1.0,0.0
A078_2,A078,2,what,26.17,0.7368421052631579
A078_2,A078,2,where,26.17,0.5333333333333333
A078_2,A078,2,when,26.17,0.2
A078_3,A078,3,what,72.3,0.5789473684210527
A078_3,A078,3,where,72.3,0.3333333333333333
A078_3,A078,3,when,72.3,0.0
A078_4,A078,4,what,140.08,0.7368421052631579
A078_4,A078,4,where,140.08,0.2222222222222222
A078_4,A078,4,when,140.08,0.2
A079_1,A079,1,what,1.0,0.6842105263157895
A079_1,A079,1,where,1.0,0.7111111111111111
A079_1,A079,1,when,1.0,0.0
A079_2,A079,2,what,26.11,0.5789473684210527
A079_2,A079,2,where,26.11,0.4444444444444444
A079_2,A079,2,when,26.11,0.2
A079_3,A079,3,what,74.0,0.5263157894736842
A079_3,A079,3,where,74.0,0.4
A079_3,A079,3,when,74.0,0.2
A079_4,A079,4,what,194.42,0.5789473684210527
A079_4,A079,4,where,194.42,0.3333333333333333
A079_4,A079,4,when,194.42,0.4
A080_1,A080,1,what,1.0,0.7894736842105263
A080_1,A080,1,where,1.0,0.6
A080_1,A080,1,when,1.0,0.2
A080_2,A080,2,what,29.03,0.8421052631578947
A080_2,A080,2,where,29.03,0.6
A080_2,A080,2,when,29.03,0.4
A080_3,A080,3,what,72.87,0.8421052631578947
A080_3,A080,3,where,72.87,0.5555555555555556
A080_3,A080,3,when,72.87,0.4
A080_4,A080,4,what,145.77,0.5789473684210527
A080_4,A080,4,where,145.77,0.4444444444444444
A080_4,A080,4,when,145.77,0.0
A081_1,A081,1,what,1.0,0.7894736842105263
A081_1,A081,1,where,1.0,0.6
A081_1,A081,1,when,1.0,0.4
A081_2,A081,2,what,31.39,0.631578947368421
A081_2,A081,2,where,31.39,0.5555555555555556
A081_2,A081,2,when,31.39,0.4
A081_3,A081,3,what,80.13,0.8421052631578947
A081_3,A081,3,where,80.13,0.6888888888888889
A081_3,A081,3,when,80.13,0.0
A081_4,A081,4,what,154.53,0.7894736842105263
A081_4,A081,4,where,154.53,0.5777777777777777
A081_4,A081,4,when,154.53,0.0
A082_1,A082,1,what,1.0,0.8947368421052632
A082_1,A082,1,where,1.0,0.5777777777777777
A082_1,A082,1,when,1.0,1.0
A082_2,A082,2,what,27.97,0.8947368421052632
A082_2,A082,2,where,27.97,0.7111111111111111
A082_2,A082,2,when,27.97,0.2
A082_3,A082,3,what,75.71,0.8421052631578947
A082_3,A082,3,where,75.71,0.5111111111111111
A082_3,A082,3,when,75.71,0.2
A082_4,A082,4,what,170.25,0.7894736842105263
A082_4,A082,4,where,170.25,0.5111111111111111
A082_4,A082,4,when,170.25,0.0
A083_1,A083,1,what,1.0,0.8947368421052632
A083_1,A083,1,where,1.0,0.8222222222222222
A083_1,A083,1,when,1.0,0.0
A083_2,A083,2,what,25.15,0.8421052631578947
A083_2,A083,2,where,25.15,0.6666666666666666
A083_2,A083,2,when,25.15,0.0
A083_3,A083,3,what,74.3,0.7894736842105263
A083_3,A083,3,where,74.3,0.5333333333333333
A083_3,A083,3,when,74.3,0.0
A083_4,A083,4,what,144.91,0.5789473684210527
A083_4,A083,4,where,144.91,0.6
A083_4,A083,4,when,144.91,0.2
A084_1,A084,1,what,1.0,0.7368421052631579
A084_1,A084,1,where,1.0,0.6666666666666666
A084_1,A084,1,when,1.0,0.8
A084_2,A084,2,what,27.25,0.4736842105263157
A084_2,A084,2,where,27.25,0.5111111111111111
A084_2,A084,2,when,27.25,0.0
A084_3,A084,3,what,91.97,0.7368421052631579
A084_3,A084,3,where,91.97,0.5111111111111111
A084_3,A084,3,when,91.97,0.0
A084_4,A084,4,what,162.51,0.6842105263157895
A084_4,A084,4,where,162.51,0.5333333333333333
A084_4,A084,4,when,162.51,0.2
A085_1,A085,1,what,1.0,0.631578947368421
A085_1,A085,1,where,1.0,0.6222222222222222
A085_1,A085,1,when,1.0,0.0
A085_2,A085,2,what,24.51,0.8421052631578947
A085_2,A085,2,where,24.51,0.8
A085_2,A085,2,when,24.51,0.0
A085_3,A085,3,what,71.4,0.7894736842105263
A085_3,A085,3,where,71.4,0.4888888888888889
A085_3,A085,3,when,71.4,0.0
A085_4,A085,4,what,170.65,0.4736842105263157
A085_4,A085,4,where,170.65,0.4666666666666667
A085_4,A085,4,when,170.65,0.4
A086_1,A086,1,what,1.0,0.7894736842105263
A086_1,A086,1,where,1.0,0.6444444444444445
A086_1,A086,1,when,1.0,0.2
A086_2,A086,2,what,23.47,0.4736842105263157
A086_2,A086,2,where,23.47,0.5111111111111111
A086_2,A086,2,when,23.47,0.0
A086_3,A086,3,what,145.29,0.4736842105263157
A086_3,A086,3,where,145.29,0.3333333333333333
A086_3,A086,3,when,145.29,0.2
A086_4,A086,4,what,169.55,0.5789473684210527
A086_4,A086,4,where,169.55,0.2444444444444444
A086_4,A086,4,when,169.55,0.6
A087_1,A087,1,what,1.0,0.9473684210526316
A087_1,A087,1,where,1.0,0.7777777777777778
A087_1,A087,1,when,1.0,0.6
A087_2,A087,2,what,31.07,0.8421052631578947
A087_2,A087,2,where,31.07,0.7555555555555555
A087_2,A087,2,when,31.07,0.0
A087_3,A087,3,what,72.8,0.6842105263157895
A087_3,A087,3,where,72.8,0.4888888888888889
A087_3,A087,3,when,72.8,0.2
A087_4,A087,4,what,144.2,0.8947368421052632
A087_4,A087,4,where,144.2,0.5111111111111111
A087_4,A087,4,when,144.2,0.0
A088_1,A088,1,what,1.0,0.8421052631578947
A088_1,A088,1,where,1.0,0.8444444444444444
A088_1,A088,1,when,1.0,0.2
A088_2,A088,2,what,24.25,0.9473684210526316
A088_2,A088,2,where,24.25,0.9333333333333332
A088_2,A088,2,when,24.25,0.0
A088_3,A088,3,what,74.91,0.8421052631578947
A088_3,A088,3,where,74.91,0.6444444444444445
A088_3,A088,3,when,74.91,0.0
A088_4,A088,4,what,149.93,0.8421052631578947
A088_4,A088,4,where,149.93,0.7555555555555555
A088_4,A088,4,when,149.93,0.6
A089_1,A089,1,what,1.0,0.8947368421052632
A089_1,A089,1,where,1.0,0.8
A089_1,A089,1,when,1.0,0.8
A089_2,A089,2,what,32.14,0.8421052631578947
A089_2,A089,2,where,32.14,0.7333333333333333
A089_2,A089,2,when,32.14,0.2
A089_3,A089,3,what,79.34,0.7894736842105263
A089_3,A089,3,where,79.34,0.6666666666666666
A089_3,A089,3,when,79.34,0.2
A089_4,A089,4,what,146.96,0.6842105263157895
A089_4,A089,4,where,146.96,0.6666666666666666
A089_4,A089,4,when,146.96,0.2
A090_1,A090,1,what,1.0,0.8421052631578947
A090_1,A090,1,where,1.0,0.6222222222222222
A090_1,A090,1,when,1.0,0.4
A090_2,A090,2,what,23.54,0.5263157894736842
A090_2,A090,2,where,23.54,0.4888888888888889
A090_2,A090,2,when,23.54,0.0
A090_3,A090,3,what,95.42,0.2105263157894736
A090_3,A090,3,where,95.42,0.3555555555555555
A090_3,A090,3,when,95.42,0.0
A090_4,A090,4,what,144.07,0.5789473684210527
A090_4,A090,4,where,144.07,0.2444444444444444
A090_4,A090,4,when,144.07,0.0
A091_1,A091,1,what,1.0,0.7894736842105263
A091_1,A091,1,where,1.0,0.6222222222222222
A091_1,A091,1,when,1.0,0.4
A091_2,A091,2,what,22.2,0.6842105263157895
A091_2,A091,2,where,22.2,0.4888888888888889
A091_2,A091,2,when,22.2,0.4
A091_3,A091,3,what,73.64,0.5263157894736842
A091_3,A091,3,where,73.64,0.3777777777777777
A091_3,A091,3,when,73.64,0.0
A091_4,A091,4,what,142.61,0.7368421052631579
A091_4,A091,4,where,142.61,0.3333333333333333
A091_4,A091,4,when,142.61,0.6
A092_1,A092,1,what,1.0,0.5789473684210527
A092_1,A092,1,where,1.0,0.4666666666666667
A092_1,A092,1,when,1.0,0.0
A092_2,A092,2,what,22.83,0.631578947368421
A092_2,A092,2,where,22.83,0.3777777777777777
A092_2,A092,2,when,22.83,0.0
A092_3,A092,3,what,71.31,0.5789473684210527
A092_3,A092,3,where,71.31,0.4888888888888889
A092_3,A092,3,when,71.31,0.4
A092_4,A092,4,what,146.16,0.3684210526315789
A092_4,A092,4,where,146.16,0.3555555555555555
A092_4,A092,4,when,146.16,0.0
A093_1,A093,1,what,1.0,0.7894736842105263
A093_1,A093,1,where,1.0,0.6222222222222222
A093_1,A093,1,when,1.0,0.0
A093_2,A093,2,what,22.09,0.8421052631578947
A093_2,A093,2,where,22.09,0.5111111111111111
A093_2,A093,2,when,22.09,0.4
A093_3,A093,3,what,70.22,0.9473684210526316
A093_3,A093,3,where,70.22,0.6222222222222222
A093_3,A093,3,when,70.22,0.8
A093_4,A093,4,what,140.95,0.7894736842105263
A093_4,A093,4,where,140.95,0.6444444444444445
A093_4,A093,4,when,140.95,0.0
A094_1,A094,1,what,1.0,0.6842105263157895
A094_1,A094,1,where,1.0,0.3777777777777777
A094_1,A094,1,when,1.0,0.4
A094_2,A094,2,what,22.98,0.6842105263157895
A094_2,A094,2,where,22.98,0.4444444444444444
A094_2,A094,2,when,22.98,0.4
A094_3,A094,3,what,76.21,0.4736842105263157
A094_3,A094,3,where,76.21,0.2666666666666666
A094_3,A094,3,when,76.21,0.2
A094_4,A094,4,what,149.99,0.631578947368421
A094_4,A094,4,where,149.99,0.2666666666666666
A094_4,A094,4,when,149.99,0.2
A095_1,A095,1,what,1.0,0.8947368421052632
A095_1,A095,1,where,1.0,0.7555555555555555
A095_1,A095,1,when,1.0,0.2
A095_2,A095,2,what,29.71,0.631578947368421
A095_2,A095,2,where,29.71,0.4222222222222222
A095_2,A095,2,when,29.71,0.0
A095_3,A095,3,what,78.76,0.631578947368421
A095_3,A095,3,where,78.76,0.4444444444444444
A095_3,A095,3,when,78.76,0.2
A095_4,A095,4,what,148.79,0.6842105263157895
A095_4,A095,4,where,148.79,0.3111111111111111
A095_4,A095,4,when,148.79,0.0
A096_1,A096,1,what,1.0,0.5789473684210527
A096_1,A096,1,where,1.0,0.4222222222222222
A096_1,A096,1,when,1.0,0.0
A096_2,A096,2,what,24.49,0.2105263157894736
A096_2,A096,2,where,24.49,0.3555555555555555
A096_2,A096,2,when,24.49,0.0
A096_3,A096,3,what,71.19,0.3157894736842105
A096_3,A096,3,where,71.19,0.1777777777777777
A096_3,A096,3,when,71.19,0.2
A096_4,A096,4,what,143.66,0.4210526315789473
A096_4,A096,4,where,143.66,0.3333333333333333
A096_4,A096,4,when,143.66,0.0
A097_1,A097,1,what,1.0,0.8421052631578947
A097_1,A097,1,where,1.0,0.5111111111111111
A097_1,A097,1,when,1.0,0.0
A097_2,A097,2,what,24.37,0.631578947368421
A097_2,A097,2,where,24.37,0.4222222222222222
A097_2,A097,2,when,24.37,0.2
A097_3,A097,3,what,70.83,0.7894736842105263
A097_3,A097,3,where,70.83,0.6444444444444445
A097_3,A097,3,when,70.83,0.0
A097_4,A097,4,what,144.85,0.8421052631578947
A097_4,A097,4,where,144.85,0.5555555555555556
A097_4,A097,4,when,144.85,0.6
A098_1,A098,1,what,1.0,0.7894736842105263
A098_1,A098,1,where,1.0,0.6666666666666666
A098_1,A098,1,when,1.0,0.6
A098_2,A098,2,what,25.77,0.7368421052631579
A098_2,A098,2,where,25.77,0.5777777777777777
A098_2,A098,2,when,25.77,0.2
A098_3,A098,3,what,78.84,0.8421052631578947
A098_3,A098,3,where,78.84,0.7111111111111111
A098_3,A098,3,when,78.84,0.6
A098_4,A098,4,what,146.29,0.7894736842105263
A098_4,A098,4,where,146.29,0.3555555555555555
A098_4,A098,4,when,146.29,0.0
A099_1,A099,1,what,1.0,0.8421052631578947
A099_1,A099,1,where,1.0,0.7333333333333333
A099_1,A099,1,when,1.0,0.0
A099_2,A099,2,what,28.75,0.8421052631578947
A099_2,A099,2,where,28.75,0.7555555555555555
A099_2,A099,2,when,28.75,0.0
A099_3,A099,3,what,78.57,0.631578947368421
A099_3,A099,3,where,78.57,0.4888888888888889
A099_3,A099,3,when,78.57,0.0
A099_4,A099,4,what,143.51,0.6842105263157895
A099_4,A099,4,where,143.51,0.8
A099_4,A099,4,when,143.51,0.0
A100_1,A100,1,what,1.0,0.6842105263157895
A100_1,A100,1,where,1.0,0.5111111111111111
A100_1,A100,1,when,1.0,0.8
A100_2,A100,2,what,31.14,1.0
A100_2,A100,2,where,31.14,0.6
A100_2,A100,2,when,31.14,0.0
A100_3,A100,3,what,75.34,0.8947368421052632
A100_3,A100,3,where,75.34,0.5555555555555556
A100_3,A100,3,when,75.34,0.0
A100_4,A100,4,what,146.8,0.7894736842105263
A100_4,A100,4,where,146.8,0.4888888888888889
A100_4,A100,4,when,146.8,0.0
A101_1,A101,1,what,1.0,0.4210526315789473
A101_1,A101,1,where,1.0,0.3777777777777777
A101_1,A101,1,when,1.0,0.4
A101_2,A101,2,what,29.12,0.4736842105263157
A101_2,A101,2,where,29.12,0.4
A101_2,A101,2,when,29.12,0.4
A101_3,A101,3,what,75.21,0.5263157894736842
A101_3,A101,3,where,75.21,0.1777777777777777
A101_3,A101,3,when,75.21,0.0
A101_4,A101,4,what,150.22,0.3684210526315789
A101_4,A101,4,where,150.22,0.4
A101_4,A101,4,when,150.22,0.2
A102_1,A102,1,what,1.0,0.7368421052631579
A102_1,A102,1,where,1.0,0.5333333333333333
A102_1,A102,1,when,1.0,0.2
A102_2,A102,2,what,29.13,0.8947368421052632
A102_2,A102,2,where,29.13,0.6888888888888889
A102_2,A102,2,when,29.13,0.0
A102_3,A102,3,what,75.27,0.631578947368421
A102_3,A102,3,where,75.27,0.4444444444444444
A102_3,A102,3,when,75.27,0.0
A102_4,A102,4,what,150.41,0.7368421052631579
A102_4,A102,4,where,150.41,0.4
A102_4,A102,4,when,150.41,0.8
A103_1,A103,1,what,1.0,0.9473684210526316
A103_1,A103,1,where,1.0,0.7777777777777778
A103_1,A103,1,when,1.0,0.0
A103_2,A103,2,what,27.26,0.6842105263157895
A103_2,A103,2,where,27.26,0.3111111111111111
A103_2,A103,2,when,27.26,0.6
A103_3,A103,3,what,80.24,0.3684210526315789
A103_3,A103,3,where,80.24,0.3111111111111111
A103_3,A103,3,when,80.24,0.6
A103_4,A103,4,what,149.72,0.631578947368421
A103_4,A103,4,where,149.72,0.3111111111111111
A103_4,A103,4,when,149.72,0.0
A104_1,A104,1,what,1.0,0.9473684210526316
A104_1,A104,1,where,1.0,0.8222222222222222
A104_1,A104,1,when,1.0,0.8
A104_2,A104,2,what,22.6,0.631578947368421
A104_2,A104,2,where,22.6,0.5555555555555556
A104_2,A104,2,when,22.6,0.6
A104_3,A104,3,what,72.62,0.8421052631578947
A104_3,A104,3,where,72.62,0.5777777777777777
A104_3,A104,3,when,72.62,0.0
A104_4,A104,4,what,145.78,0.3684210526315789
A104_4,A104,4,where,145.78,0.2
A104_4,A104,4,when,145.78,0.2
A105_1,A105,1,what,1.0,0.8421052631578947
A105_1,A105,1,where,1.0,0.6
A105_1,A105,1,when,1.0,0.2
A105_2,A105,2,what,22.77,0.7368421052631579
A105_2,A105,2,where,22.77,0.6666666666666666
A105_2,A105,2,when,22.77,0.2
A105_3,A105,3,what,69.46,0.7894736842105263
A105_3,A105,3,where,69.46,0.4888888888888889
A105_3,A105,3,when,69.46,0.4
A105_4,A105,4,what,146.2,0.6842105263157895
A105_4,A105,4,where,146.2,0.6666666666666666
A105_4,A105,4,when,146.2,0.0
A106_1,A106,1,what,1.0,1.0
A106_1,A106,1,where,1.0,0.6666666666666666
A106_1,A106,1,when,1.0,0.6
A106_2,A106,2,what,22.64,0.7368421052631579
A106_2,A106,2,where,22.64,0.5111111111111111
A106_2,A106,2,when,22.64,0.0
A106_3,A106,3,what,66.08,0.8947368421052632
A106_3,A106,3,where,66.08,0.5555555555555556
A106_3,A106,3,when,66.08,0.6
A106_4,A106,4,what,147.13,1.0
A106_4,A106,4,where,147.13,0.6888888888888889
A106_4,A106,4,when,147.13,0.0
A107_1,A107,1,what,1.0,0.631578947368421
A107_1,A107,1,where,1.0,0.3777777777777777
A107_1,A107,1,when,1.0,0.6
A107_2,A107,2,what,26.22,0.4736842105263157
A107_2,A107,2,where,26.22,0.2666666666666666
A107_2,A107,2,when,26.22,0.2
A107_3,A107,3,what,71.45,0.5263157894736842
A107_3,A107,3,where,71.45,0.2888888888888888
A107_3,A107,3,when,71.45,0.4
A107_4,A107,4,what,145.95,0.5263157894736842
A107_4,A107,4,where,145.95,0.2444444444444444
A107_4,A107,4,when,145.95,0.2
A108_1,A108,1,what,1.0,0.5263157894736842
A108_1,A108,1,where,1.0,0.4666666666666667
A108_1,A108,1,when,1.0,0.2
A108_2,A108,2,what,27.61,0.4736842105263157
A108_2,A108,2,where,27.61,0.3333333333333333
A108_2,A108,2,when,27.61,0.4
A108_3,A108,3,what,68.96,0.5263157894736842
A108_3,A108,3,where,68.96,0.5555555555555556
A108_3,A108,3,when,68.96,0.4
A108_4,A108,4,what,152.12,0.4210526315789473
A108_4,A108,4,where,152.12,0.3333333333333333
A108_4,A108,4,when,152.12,0.2
A109_1,A109,1,what,1.0,0.6842105263157895
A109_1,A109,1,where,1.0,0.4222222222222222
A109_1,A109,1,when,1.0,0.0
A109_2,A109,2,what,24.65,0.5263157894736842
A109_2,A109,2,where,24.65,0.3333333333333333
A109_2,A109,2,when,24.65,0.8
A109_3,A109,3,what,71.17,0.7368421052631579
A109_3,A109,3,where,71.17,0.4222222222222222
A109_3,A109,3,when,71.17,0.0
A109_4,A109,4,what,149.87,0.4736842105263157
A109_4,A109,4,where,149.87,0.2888888888888888
A109_4,A109,4,when,149.87,0.0
