composite_ID,UID,test,domain,TSVR_hours,IRT_score
A062_4,A062,4,Where,149.18,-0.56087077
A063_1,A063,1,Where,1.0,0.9488983
A063_2,A063,2,Where,21.98,0.7603441
A063_3,A063,3,Where,69.99,0.14207737
A063_4,A063,4,Where,141.09,-0.39704204
A064_1,A064,1,Where,1.0,0.6850892
A064_2,A064,2,Where,37.65,0.5197236
A064_3,A064,3,Where,82.99,0.03945113
A064_4,A064,4,Where,156.21,-0.45727742
A065_1,A065,1,Where,1.0,-2.1264358
A065_2,A065,2,Where,32.31,-0.8308915
A065_3,A065,3,Where,106.41,-2.107138
A065_4,A065,4,Where,187.43,-2.2702193
A066_1,A066,1,Where,1.0,0.4814991
A066_2,A066,2,Where,23.35,-0.52560335
A066_3,A066,3,Where,73.79,-0.813506
A066_4,A066,4,Where,164.93,-1.2912297
A067_1,A067,1,Where,1.0,0.5986335
A067_2,A067,2,Where,29.91,-1.3370378
A067_3,A067,3,Where,73.19,-1.4671184
A067_4,A067,4,Where,144.19,-1.208704
A068_1,A068,1,Where,1.0,1.186578
A068_2,A068,2,Where,30.49,0.117177755
A068_3,A068,3,Where,82.98,0.610876
A068_4,A068,4,Where,155.59,-0.36081517
A069_1,A069,1,Where,1.0,-0.96561235
A069_2,A069,2,Where,24.96,-1.4912251
A069_3,A069,3,Where,79.75,-0.81586957
A069_4,A069,4,Where,140.22,-1.6760168
A070_1,A070,1,Where,1.0,0.66849816
A070_2,A070,2,Where,24.25,0.25979045
A070_3,A070,3,Where,81.92,-0.5671378
A070_4,A070,4,Where,149.2,-1.2078129
A071_1,A071,1,Where,1.0,1.1825029
A071_2,A071,2,Where,30.92,0.37755665
A071_3,A071,3,Where,79.96,-0.6371901
A071_4,A071,4,Where,153.27,0.19446951
A072_1,A072,1,Where,1.0,0.9963321
A072_2,A072,2,Where,33.76,0.3808361
A072_3,A072,3,Where,83.54,-0.72129774
A072_4,A072,4,Where,154.89,-0.058391795
A073_1,A073,1,Where,1.0,0.8587265
A073_2,A073,2,Where,66.66,-0.20244986
A073_3,A073,3,Where,66.9,0.21029665
A073_4,A073,4,Where,140.12,0.9916159
A074_1,A074,1,Where,1.0,1.0983253
A074_2,A074,2,Where,29.33,0.24436297
A074_3,A074,3,Where,73.02,-0.60411704
A074_4,A074,4,Where,147.21,-0.96847135
A075_1,A075,1,Where,1.0,0.7470089
A075_2,A075,2,Where,28.68,0.6729385
A075_3,A075,3,Where,71.37,-1.4312079
A075_4,A075,4,Where,244.53,-0.60777307
A076_1,A076,1,Where,1.0,-0.44263244
A076_2,A076,2,Where,27.3,-0.7997155
A076_3,A076,3,Where,74.88,-0.8135321
A076_4,A076,4,Where,149.28,-2.3054538
A077_1,A077,1,Where,1.0,1.0192841
A077_2,A077,2,Where,53.88,-0.15604849
A077_3,A077,3,Where,78.36,0.16106999
A077_4,A077,4,Where,149.75,0.6083534
A078_1,A078,1,Where,1.0,0.07454012
A078_2,A078,2,Where,26.17,0.16946432
A078_3,A078,3,Where,72.3,-1.0444946
A078_4,A078,4,Where,140.08,-1.1616063
A079_1,A079,1,Where,1.0,0.53766596
A079_2,A079,2,Where,26.11,-0.3025957
A079_3,A079,3,Where,74.0,-0.8762622
A079_4,A079,4,Where,194.42,-0.9346913
A080_1,A080,1,Where,1.0,0.38280243
A080_2,A080,2,Where,29.03,0.5524726
A080_3,A080,3,Where,72.87,0.37515318
A080_4,A080,4,Where,145.77,-0.64538527
A081_1,A081,1,Where,1.0,0.50441945
A081_2,A081,2,Where,31.39,-0.18483032
A081_3,A081,3,Where,80.13,1.1800628
A081_4,A081,4,Where,154.53,0.33096862
A082_1,A082,1,Where,1.0,0.35655326
A082_2,A082,2,Where,27.97,1.3607811
A082_3,A082,3,Where,75.71,0.3973795
A082_4,A082,4,Where,170.25,-0.14018959
A083_1,A083,1,Where,1.0,2.0168736
A083_2,A083,2,Where,25.15,1.00285
A083_3,A083,3,Where,74.3,0.36194983
A083_4,A083,4,Where,144.91,0.24137302
A084_1,A084,1,Where,1.0,0.5691112
A084_2,A084,2,Where,27.25,-0.18040624
A084_3,A084,3,Where,91.97,0.03166853
A084_4,A084,4,Where,162.51,-0.0047476077
A085_1,A085,1,Where,1.0,0.2899799
A085_2,A085,2,Where,24.51,1.4209598
A085_3,A085,3,Where,71.4,0.025584096
A085_4,A085,4,Where,170.65,-0.3731264
A086_1,A086,1,Where,1.0,0.97849166
A086_2,A086,2,Where,23.47,-0.18614894
A086_3,A086,3,Where,145.29,-0.9601963
A086_4,A086,4,Where,169.55,-1.1614163
A087_1,A087,1,Where,1.0,1.2821014
A087_2,A087,2,Where,31.07,1.1883459
A087_3,A087,3,Where,72.8,-0.2785365
A087_4,A087,4,Where,144.2,0.2586514
A088_1,A088,1,Where,1.0,2.1475084
A088_2,A088,2,Where,24.25,2.4879174
A088_3,A088,3,Where,74.91,0.62272197
A088_4,A088,4,Where,149.93,1.1072929
A089_1,A089,1,Where,1.0,1.5649729
A089_2,A089,2,Where,32.14,1.0718217
A089_3,A089,3,Where,79.34,0.5249375
A089_4,A089,4,Where,146.96,0.3508756
A090_1,A090,1,Where,1.0,0.099213794
A090_2,A090,2,Where,23.54,-0.24209194
A090_3,A090,3,Where,95.42,-1.0358795
A090_4,A090,4,Where,144.07,-1.1617507
A091_1,A091,1,Where,1.0,0.7014804
A091_2,A091,2,Where,22.2,-0.13521343
A091_3,A091,3,Where,73.64,-0.8887421
A091_4,A091,4,Where,142.61,-0.9598613
A092_1,A092,1,Where,1.0,-0.13686992
A092_2,A092,2,Where,22.83,-0.70090806
A092_3,A092,3,Where,71.31,-0.4578089
A092_4,A092,4,Where,146.16,-1.1760907
A093_1,A093,1,Where,1.0,0.44534478
A093_2,A093,2,Where,22.09,0.28671375
A093_3,A093,3,Where,70.22,0.56649524
A093_4,A093,4,Where,140.95,0.5191052
A094_1,A094,1,Where,1.0,-0.71144027
A094_2,A094,2,Where,22.98,-0.15374868
A094_3,A094,3,Where,76.21,-1.4280683
A094_4,A094,4,Where,149.99,-1.1847831
A095_1,A095,1,Where,1.0,1.4802225
A095_2,A095,2,Where,29.71,-0.3401414
A095_3,A095,3,Where,78.76,-0.40075338
A095_4,A095,4,Where,148.79,-0.9582339
A096_1,A096,1,Where,1.0,-0.4121188
A096_2,A096,2,Where,24.49,-0.88762873
A096_3,A096,3,Where,71.19,-2.1615133
A096_4,A096,4,Where,143.66,-1.2287564
A097_1,A097,1,Where,1.0,0.14475676
A097_2,A097,2,Where,24.37,-0.57904583
A097_3,A097,3,Where,70.83,0.8254244
A097_4,A097,4,Where,144.85,0.19003011
A098_1,A098,1,Where,1.0,0.8269297
A098_2,A098,2,Where,25.77,0.446704
A098_3,A098,3,Where,78.84,1.1578248
A098_4,A098,4,Where,146.29,-0.6112854
A099_1,A099,1,Where,1.0,1.0796213
A099_2,A099,2,Where,28.75,1.3544149
A099_3,A099,3,Where,78.57,-0.12090313
A099_4,A099,4,Where,143.51,1.0466882
A100_1,A100,1,Where,1.0,-0.19057651
A100_2,A100,2,Where,31.14,0.9044729
A100_3,A100,3,Where,75.34,0.22922672
A100_4,A100,4,Where,146.8,0.06803087
A101_1,A101,1,Where,1.0,-0.9462252
A101_2,A101,2,Where,29.12,-0.55277234
A101_3,A101,3,Where,75.21,-1.5930067
A101_4,A101,4,Where,150.22,-0.9949761
A102_1,A102,1,Where,1.0,-0.024540316
A102_2,A102,2,Where,29.13,1.2355605
A102_3,A102,3,Where,75.27,-0.42207742
A102_4,A102,4,Where,150.41,-0.7300058
A103_1,A103,1,Where,1.0,1.5713539
A103_2,A103,2,Where,27.26,-1.0943544
A103_3,A103,3,Where,80.24,-1.4175515
A103_4,A103,4,Where,149.72,-1.0943214
A104_1,A104,1,Where,1.0,1.6869882
A104_2,A104,2,Where,22.6,0.20594147
A104_3,A104,3,Where,72.62,0.2628214
A104_4,A104,4,Where,145.78,-1.721655
A105_1,A105,1,Where,1.0,0.7042392
A105_2,A105,2,Where,22.77,0.5544501
A105_3,A105,3,Where,69.46,-0.32355082
A105_4,A105,4,Where,146.2,0.4385651
A106_1,A106,1,Where,1.0,1.314505
A106_2,A106,2,Where,22.64,0.06214906
A106_3,A106,3,Where,66.08,0.39107776
A106_4,A106,4,Where,147.13,1.1643393
A107_1,A107,1,Where,1.0,-0.7827122
A107_2,A107,2,Where,26.22,-1.5480853
A107_3,A107,3,Where,71.45,-1.1850315
A107_4,A107,4,Where,145.95,-1.3145429
A108_1,A108,1,Where,1.0,-0.46580803
A108_2,A108,2,Where,27.61,-0.9090442
A108_3,A108,3,Where,68.96,-0.15494189
A108_4,A108,4,Where,152.12,-1.056874
A109_1,A109,1,Where,1.0,-0.24901082
A109_2,A109,2,Where,24.65,-1.060476
A109_3,A109,3,Where,71.17,-0.09701187
A109_4,A109,4,Where,149.87,-1.2608058
A010_1,A010,1,When,1.0,-0.24154915
A010_2,A010,2,When,21.9,0.68599474
A010_3,A010,3,When,80.88,-0.076383084
A010_4,A010,4,When,145.31,1.1705245
A011_1,A011,1,When,1.0,0.22548166
A011_2,A011,2,When,24.57,1.3155032
A011_3,A011,3,When,72.55,-0.45838392
A011_4,A011,4,When,148.85,0.09927937
A012_1,A012,1,When,1.0,0.7508862
A012_2,A012,2,When,25.6,-0.15484987
A012_3,A012,3,When,166.33,-0.36329967
A012_4,A012,4,When,166.87,-0.50624204
A013_1,A013,1,When,1.0,-0.21120891
A013_2,A013,2,When,24.77,-0.34614083
A013_3,A013,3,When,79.66,0.43057328
A013_4,A013,4,When,147.13,-0.031026013
A014_1,A014,1,When,1.0,0.37932342
A014_2,A014,2,When,25.66,0.92721575
A014_3,A014,3,When,70.56,-0.27616444
A014_4,A014,4,When,148.87,-0.40244493
A015_1,A015,1,When,1.0,1.6497607
A015_2,A015,2,When,23.69,-0.31009868
A015_3,A015,3,When,70.59,1.2729087
A015_4,A015,4,When,146.54,-0.07569087
A016_1,A016,1,When,1.0,-0.4965228
A016_2,A016,2,When,32.85,-0.30227306
A016_3,A016,3,When,80.64,0.80358815
A016_4,A016,4,When,150.8,-0.51415277
A017_1,A017,1,When,1.0,-0.18879388
A017_2,A017,2,When,20.61,0.13481109
A017_3,A017,3,When,61.28,1.3445141
A017_4,A017,4,When,140.49,1.555736
A018_1,A018,1,When,1.0,0.23296411
A018_2,A018,2,When,34.03,1.0015876
A018_3,A018,3,When,83.64,-0.03338013
A018_4,A018,4,When,150.87,0.828471
A019_1,A019,1,When,1.0,-0.4402759
A019_2,A019,2,When,28.69,-0.45907453
A019_3,A019,3,When,83.68,-0.39007965
A019_4,A019,4,When,154.76,1.2304523
A020_1,A020,1,When,1.0,-0.24716589
A020_2,A020,2,When,26.85,0.23668598
A020_3,A020,3,When,78.25,1.100098
A020_4,A020,4,When,145.78,-0.6003916
A021_1,A021,1,When,1.0,0.8683164
A021_2,A021,2,When,30.21,-0.32053202
A021_3,A021,3,When,74.19,-0.5406563
A021_4,A021,4,When,140.39,0.6593701
A022_1,A022,1,When,1.0,-0.29673445
A022_2,A022,2,When,24.15,0.13275431
A022_3,A022,3,When,74.46,-0.38698846
A022_4,A022,4,When,141.71,1.2099777
A023_1,A023,1,When,1.0,0.1523731
A023_2,A023,2,When,25.63,-0.40719613
A023_3,A023,3,When,72.2,0.719344
A023_4,A023,4,When,145.07,-0.67562586
A024_1,A024,1,When,1.0,0.58032763
A024_2,A024,2,When,29.57,0.188868
A024_3,A024,3,When,91.47,-0.40437686
A024_4,A024,4,When,145.65,0.012096136
A025_1,A025,1,When,1.0,1.8713145
A025_2,A025,2,When,23.33,-0.34693974
A025_3,A025,3,When,72.94,-0.5656397
A025_4,A025,4,When,137.74,0.9356526
A026_1,A026,1,When,1.0,0.78948355
A026_2,A026,2,When,26.48,-0.23021683
A026_3,A026,3,When,75.46,-0.40833437
A026_4,A026,4,When,147.65,0.05735785
A027_1,A027,1,When,1.0,-0.22206005
A027_2,A027,2,When,28.26,-0.06869045
A027_3,A027,3,When,74.58,-0.5055675
A027_4,A027,4,When,145.92,-0.49662566
A028_1,A028,1,When,1.0,0.6571814
A028_2,A028,2,When,22.82,0.23109137
A028_3,A028,3,When,72.26,0.13950114
A028_4,A028,4,When,138.91,-0.2413052
A029_1,A029,1,When,1.0,-0.440256
A029_2,A029,2,When,28.43,-0.63901347
A029_3,A029,3,When,93.26,0.8619237
A029_4,A029,4,When,143.14,0.69581985
A030_1,A030,1,When,1.0,-0.59050345
A030_2,A030,2,When,32.95,-0.44718823
A030_3,A030,3,When,71.93,-0.73775506
A030_4,A030,4,When,150.46,-0.45172146
A031_1,A031,1,When,1.0,0.38252574
A031_2,A031,2,When,32.41,-0.53448284
A031_3,A031,3,When,71.56,1.0439749
A031_4,A031,4,When,143.85,-0.3085659
A032_1,A032,1,When,1.0,1.4072789
A032_2,A032,2,When,57.18,-0.40239063
A032_3,A032,3,When,80.16,1.1389438
A032_4,A032,4,When,144.51,-0.058941893
A033_1,A033,1,When,1.0,-0.48073784
A033_2,A033,2,When,29.16,0.06584682
A033_3,A033,3,When,72.6,0.16199993
A033_4,A033,4,When,168.33,1.4573243
A034_1,A034,1,When,1.0,1.3157963
A034_2,A034,2,When,26.08,0.14213738
A034_3,A034,3,When,74.28,1.5336407
A034_4,A034,4,When,145.38,-0.30377996
A035_1,A035,1,When,1.0,0.14575137
A035_2,A035,2,When,44.76,-0.12394886
A035_3,A035,3,When,79.98,-0.20610072
A035_4,A035,4,When,152.47,-0.41800168
A036_1,A036,1,When,1.0,-0.4841802
A036_2,A036,2,When,21.63,0.9630702
A036_3,A036,3,When,71.47,0.60024065
A036_4,A036,4,When,143.85,-0.2132329
A037_1,A037,1,When,1.0,1.9352602
A037_2,A037,2,When,23.7,-0.10257697
A037_3,A037,3,When,72.08,-0.0670611
A037_4,A037,4,When,143.66,-0.23137146
A038_1,A038,1,When,1.0,1.352358
A038_2,A038,2,When,71.85,-0.13318965
A038_3,A038,3,When,72.86,0.110988885
A038_4,A038,4,When,152.89,1.5159682
A039_1,A039,1,When,1.0,1.9235764
A039_2,A039,2,When,28.65,-0.16371053
A039_3,A039,3,When,98.84,0.31556875
A039_4,A039,4,When,246.24,0.8005496
A040_1,A040,1,When,1.0,-0.525572
A040_2,A040,2,When,26.26,-0.19992182
A040_3,A040,3,When,71.28,1.4048398
A040_4,A040,4,When,143.53,-0.61783093
A041_1,A041,1,When,1.0,0.8479543
A041_2,A041,2,When,31.78,-0.11600017
A041_3,A041,3,When,75.74,-0.38540718
A041_4,A041,4,When,141.84,-0.49592182
A042_1,A042,1,When,1.0,-0.29010308
A042_2,A042,2,When,28.93,-0.42842922
A042_3,A042,3,When,72.17,-0.4725921
A042_4,A042,4,When,146.02,-0.08419152
A043_1,A043,1,When,1.0,-0.380481
A043_2,A043,2,When,25.62,-0.13192014
A043_3,A043,3,When,64.94,-0.11291483
A043_4,A043,4,When,149.33,0.4526212
A044_1,A044,1,When,1.0,-0.45429626
A044_2,A044,2,When,47.66,-0.6033976
A044_3,A044,3,When,91.63,-0.36890796
A044_4,A044,4,When,155.27,1.1890637
A045_1,A045,1,When,1.0,0.053384863
A045_2,A045,2,When,24.66,-0.35258865
A045_3,A045,3,When,72.23,1.2067147
A045_4,A045,4,When,151.52,-0.7161405
A046_1,A046,1,When,1.0,0.5674494
A046_2,A046,2,When,24.32,0.4305871
A046_3,A046,3,When,73.05,-0.45689148
A046_4,A046,4,When,147.94,-0.4617398
A047_1,A047,1,When,1.0,-0.14259496
A047_2,A047,2,When,23.46,-0.1003868
A047_3,A047,3,When,76.85,-0.69356734
A047_4,A047,4,When,144.22,1.527845
A048_1,A048,1,When,1.0,0.6236336
A048_2,A048,2,When,23.91,-0.24837433
A048_3,A048,3,When,81.15,-0.23359239
A048_4,A048,4,When,146.3,1.1771114
A049_1,A049,1,When,1.0,2.0706832
A049_2,A049,2,When,27.12,-0.33731827
A049_3,A049,3,When,111.38,0.4913686
A049_4,A049,4,When,168.86,0.097040385
A050_1,A050,1,When,1.0,-0.6450708
A050_2,A050,2,When,24.73,1.2842733
A050_3,A050,3,When,93.39,-0.45641744
A050_4,A050,4,When,148.69,-0.57911
A051_1,A051,1,When,1.0,-0.24766746
A051_2,A051,2,When,17.16,-0.24667148
A051_3,A051,3,When,65.63,-0.1888611
A051_4,A051,4,When,146.99,-0.50837123
A052_1,A052,1,When,1.0,1.4184871
A052_2,A052,2,When,31.76,0.13763106
A052_3,A052,3,When,80.98,-0.38897106
A052_4,A052,4,When,153.27,-0.4978921
A053_1,A053,1,When,1.0,-0.32272992
A053_2,A053,2,When,32.71,0.22097263
A053_3,A053,3,When,78.28,-0.07732225
A053_4,A053,4,When,148.9,1.6236721
A054_1,A054,1,When,1.0,0.8520787
A054_2,A054,2,When,16.9,-0.46328735
A054_3,A054,3,When,72.83,-0.41545728
A054_4,A054,4,When,136.83,0.3019013
A055_1,A055,1,When,1.0,0.22504854
A055_2,A055,2,When,23.24,0.17241217
A055_3,A055,3,When,74.48,-0.40401754
A055_4,A055,4,When,149.21,-0.18794729
A056_1,A056,1,When,1.0,-0.660795
A056_2,A056,2,When,33.61,0.29106054
A056_3,A056,3,When,71.46,1.1596278
A056_4,A056,4,When,147.84,-0.43674785
A057_1,A057,1,When,1.0,-0.29681718
A057_2,A057,2,When,24.78,0.657737
A057_3,A057,3,When,73.83,-0.33759665
A057_4,A057,4,When,145.06,0.41449857
A058_1,A058,1,When,1.0,0.88526887
A058_2,A058,2,When,22.96,0.22694552
A058_3,A058,3,When,66.28,0.5878819
A058_4,A058,4,When,143.48,-0.750076
A059_1,A059,1,When,1.0,0.831746
A059_2,A059,2,When,30.4,1.439004
A059_3,A059,3,When,79.78,-0.53208923
A059_4,A059,4,When,151.93,0.14022826
A060_1,A060,1,When,1.0,-0.49958816
A060_2,A060,2,When,24.87,-0.39960644
A060_3,A060,3,When,94.68,0.8208029
A060_4,A060,4,When,143.91,-0.15908457
A061_1,A061,1,When,1.0,2.0627139
A061_2,A061,2,When,35.16,0.17510246
A061_3,A061,3,When,82.55,-0.6113752
A061_4,A061,4,When,146.56,-0.23610613
A062_1,A062,1,When,1.0,0.37512586
A062_2,A062,2,When,44.69,0.8365811
A062_3,A062,3,When,92.72,-0.19706535
A062_4,A062,4,When,149.18,-0.0023819325
A063_1,A063,1,When,1.0,-0.040614642
A063_2,A063,2,When,21.98,0.46021977
A063_3,A063,3,When,69.99,0.53486025
A063_4,A063,4,When,141.09,-0.01998371
A064_1,A064,1,When,1.0,1.5389558
A064_2,A064,2,When,37.65,-0.47561848
A064_3,A064,3,When,82.99,1.7674643
A064_4,A064,4,When,156.21,-0.50869435
A065_1,A065,1,When,1.0,-0.74250513
A065_2,A065,2,When,32.31,0.20341103
A065_3,A065,3,When,106.41,-0.3783078
A065_4,A065,4,When,187.43,-0.60172194
A066_1,A066,1,When,1.0,-0.37220883
A066_2,A066,2,When,23.35,-0.1220482
A066_3,A066,3,When,73.79,-0.51593107
A066_4,A066,4,When,164.93,-0.79833627
A067_1,A067,1,When,1.0,1.0609406
A067_2,A067,2,When,29.91,-0.20979582
A067_3,A067,3,When,73.19,-0.6755898
A067_4,A067,4,When,144.19,0.037365414
A068_1,A068,1,When,1.0,1.015199
A068_2,A068,2,When,30.49,-0.24830456
A068_3,A068,3,When,82.98,-0.25262892
A068_4,A068,4,When,155.59,-0.53430504
A069_1,A069,1,When,1.0,-0.2596027
A069_2,A069,2,When,24.96,-0.6040248
A069_3,A069,3,When,79.75,1.384305
A069_4,A069,4,When,140.22,-0.42733204
A070_1,A070,1,When,1.0,0.02069249
A070_2,A070,2,When,24.25,-0.20295013
A070_3,A070,3,When,81.92,-0.21951933
A070_4,A070,4,When,149.2,1.0991817
A071_1,A071,1,When,1.0,-0.4742308
A071_2,A071,2,When,30.92,0.43136954
A071_3,A071,3,When,79.96,-0.53656256
A071_4,A071,4,When,153.27,-0.2828639
A072_1,A072,1,When,1.0,-0.16149792
A072_2,A072,2,When,33.76,1.4631172
A072_3,A072,3,When,83.54,-0.629684
A072_4,A072,4,When,154.89,-0.4359131
A073_1,A073,1,When,1.0,-0.5174654
A073_2,A073,2,When,66.66,-0.21012893
A073_3,A073,3,When,66.9,0.53100085
A073_4,A073,4,When,140.12,1.1107814
A074_1,A074,1,When,1.0,1.2813684
A074_2,A074,2,When,29.33,-0.52071154
A074_3,A074,3,When,73.02,-0.81617445
A074_4,A074,4,When,147.21,0.10373091
A075_1,A075,1,When,1.0,-0.54059076
A075_2,A075,2,When,28.68,-0.5502456
A075_3,A075,3,When,71.37,1.1863189
A075_4,A075,4,When,244.53,-0.57930595
A076_1,A076,1,When,1.0,-0.5056021
A076_2,A076,2,When,27.3,-0.43344772
A076_3,A076,3,When,74.88,-0.19740665
A076_4,A076,4,When,149.28,1.5284538
A077_1,A077,1,When,1.0,1.5040148
A077_2,A077,2,When,53.88,-0.10567103
A077_3,A077,3,When,78.36,-0.35756844
A077_4,A077,4,When,149.75,-0.5239091
A078_1,A078,1,When,1.0,-0.10844841
A078_2,A078,2,When,26.17,-0.0067033195
A078_3,A078,3,When,72.3,-0.51325446
A078_4,A078,4,When,140.08,-0.15717757
A079_1,A079,1,When,1.0,-0.7119632
A079_2,A079,2,When,26.11,-0.30479327
A079_3,A079,3,When,74.0,-0.40777707
A079_4,A079,4,When,194.42,0.7509921
A080_1,A080,1,When,1.0,0.57000864
A080_2,A080,2,When,29.03,0.44364765
A080_3,A080,3,When,72.87,0.5041131
A080_4,A080,4,When,145.77,-0.5906437
A081_1,A081,1,When,1.0,0.8564262
A081_2,A081,2,When,31.39,-0.025125109
A081_3,A081,3,When,80.13,-0.42852363
A081_4,A081,4,When,154.53,-0.46736154
A082_1,A082,1,When,1.0,1.7644588
A082_2,A082,2,When,27.97,-0.0019905437
A082_3,A082,3,When,75.71,-0.12800583
A082_4,A082,4,When,170.25,-0.39582023
A083_1,A083,1,When,1.0,-0.31841132
A083_2,A083,2,When,25.15,-0.45229053
A083_3,A083,3,When,74.3,-0.47990027
A083_4,A083,4,When,144.91,0.34402838
A084_1,A084,1,When,1.0,1.4150648
A084_2,A084,2,When,27.25,-0.27028632
A084_3,A084,3,When,91.97,-0.4267936
A084_4,A084,4,When,162.51,-0.23278973
A085_1,A085,1,When,1.0,-0.47458923
A085_2,A085,2,When,24.51,-0.47382683
A085_3,A085,3,When,71.4,-0.3005388
A085_4,A085,4,When,170.65,-0.061538562
A086_1,A086,1,When,1.0,-0.23130356
A086_2,A086,2,When,23.47,-0.5171918
A086_3,A086,3,When,145.29,-0.2446419
A086_4,A086,4,When,169.55,1.2211847
A087_1,A087,1,When,1.0,1.4052566
A087_2,A087,2,When,31.07,-0.49443603
A087_3,A087,3,When,72.8,0.13714062
A087_4,A087,4,When,144.2,-0.18968214
A088_1,A088,1,When,1.0,-0.08135233
A088_2,A088,2,When,24.25,-0.31528148
A088_3,A088,3,When,74.91,-0.43399978
A088_4,A088,4,When,149.93,1.2568436
A089_1,A089,1,When,1.0,1.7083962
A089_2,A089,2,When,32.14,-0.21348219
A089_3,A089,3,When,79.34,-0.14985779
A089_4,A089,4,When,146.96,-0.28080377
A090_1,A090,1,When,1.0,0.7624718
A090_2,A090,2,When,23.54,-0.6505352
A090_3,A090,3,When,95.42,-0.8909199
A090_4,A090,4,When,144.07,-0.34045273
A091_1,A091,1,When,1.0,0.86372465
A091_2,A091,2,When,22.2,0.65469027
A091_3,A091,3,When,73.64,-0.48093566
A091_4,A091,4,When,142.61,1.381451
A092_1,A092,1,When,1.0,-0.4826386
A092_2,A092,2,When,22.83,-0.42812535
A092_3,A092,3,When,71.31,-0.05944928
A092_4,A092,4,When,146.16,-0.43719628
A093_1,A093,1,When,1.0,-0.3689992
A093_2,A093,2,When,22.09,0.11884567
A093_3,A093,3,When,70.22,1.6647446
A093_4,A093,4,When,140.95,-0.32164475
A094_1,A094,1,When,1.0,0.823974
A094_2,A094,2,When,22.98,0.46111983
A094_3,A094,3,When,76.21,0.37761584
A094_4,A094,4,When,149.99,0.55721027
A095_1,A095,1,When,1.0,0.63964266
A095_2,A095,2,When,29.71,-0.49500343
A095_3,A095,3,When,78.76,-0.2971133
A095_4,A095,4,When,148.79,-0.4209291
A096_1,A096,1,When,1.0,-0.6160523
A096_2,A096,2,When,24.49,-0.4185087
A096_3,A096,3,When,71.19,-0.29439145
A096_4,A096,4,When,143.66,-0.5943314
A097_1,A097,1,When,1.0,-0.36350635
A097_2,A097,2,When,24.37,-0.3395108
A097_3,A097,3,When,70.83,-0.605232
A097_4,A097,4,When,144.85,1.2515274
A098_1,A098,1,When,1.0,0.4971533
A098_2,A098,2,When,25.77,-0.2349469
A098_3,A098,3,When,78.84,1.3599656
A098_4,A098,4,When,146.29,-0.4772023
A099_1,A099,1,When,1.0,-0.2180019
A099_2,A099,2,When,28.75,-0.41050053
A099_3,A099,3,When,78.57,-0.20056172
A099_4,A099,4,When,143.51,-0.69252235
A100_1,A100,1,When,1.0,1.4684601
A100_2,A100,2,When,31.14,-0.33779326
A100_3,A100,3,When,75.34,-0.28128785
A100_4,A100,4,When,146.8,-0.22473392
A101_1,A101,1,When,1.0,0.65641433
A101_2,A101,2,When,29.12,0.81957674
A101_3,A101,3,When,75.21,-0.45515946
A101_4,A101,4,When,150.22,-0.31006965
A102_1,A102,1,When,1.0,-0.2566523
A102_2,A102,2,When,29.13,-0.33513072
A102_3,A102,3,When,75.27,-0.6858174
A102_4,A102,4,When,150.41,1.4994364
A103_1,A103,1,When,1.0,-0.42076415
A103_2,A103,2,When,27.26,0.31559962
A103_3,A103,3,When,80.24,0.325334
A103_4,A103,4,When,149.72,-0.5340449
A104_1,A104,1,When,1.0,1.8159056
A104_2,A104,2,When,22.6,0.84386843
A104_3,A104,3,When,72.62,-0.46309766
A104_4,A104,4,When,145.78,-0.3772499
A105_1,A105,1,When,1.0,-0.13496135
A105_2,A105,2,When,22.77,0.24417153
A105_3,A105,3,When,69.46,0.059506916
A105_4,A105,4,When,146.2,-0.50990736
A106_1,A106,1,When,1.0,1.1422098
A106_2,A106,2,When,22.64,-0.4354155
A106_3,A106,3,When,66.08,1.3641832
A106_4,A106,4,When,147.13,-0.28151542
A107_1,A107,1,When,1.0,0.97875214
A107_2,A107,2,When,26.22,-0.28175655
A107_3,A107,3,When,71.45,0.77518064
A107_4,A107,4,When,145.95,-0.233869
A108_1,A108,1,When,1.0,-0.13473348
A108_2,A108,2,When,27.61,0.24186571
A108_3,A108,3,When,68.96,0.083498195
A108_4,A108,4,When,152.12,-0.28900594
A109_1,A109,1,When,1.0,-0.63438576
A109_2,A109,2,When,24.65,0.88505614
A109_3,A109,3,When,71.17,-0.2843768
A109_4,A109,4,When,149.87,-0.3660474
