time,probability,CI_lower,CI_upper,location,n
1.0,0.7494074137172395,0.6704079190068681,0.8147051686765978,Destination,100
28.769699999999997,0.5272716195996678,0.4255942267089543,0.6267359851832416,Destination,100
78.6681,0.38740707810687725,0.30386567027599365,0.47814086173099324,Destination,100
151.3752,0.30900422071361905,0.23159526247915108,0.3988564326263809,Destination,100
1.0,0.7443829784528413,0.6730500920440243,0.8046693842313054,Source,100
28.769699999999997,0.5615936832647141,0.4646948997524643,0.6540118005313779,Source,100
78.6681,0.41097599489957143,0.326680715146814,0.5008430205082124,Source,100
151.3752,0.2886215932172689,0.21804546607132794,0.37119746835777934,Source,100
