time,theta,CI_lower,CI_upper,location,n
1.0,-0.178839928327,-0.3015135690209918,-0.0561662876330082,Destination,100
28.769699999999997,-0.49274908966,-0.6229408223924728,-0.3625573569275271,Destination,100
78.6681,-0.6733487936500001,-0.7913464071665024,-0.5553511801334978,Destination,100
151.3752,-0.78365092917,-0.9092281963652296,-0.6580736619747705,Destination,100
1.0,-0.16315767488000002,-0.28139228968313845,-0.044923060076861615,Source,100
28.769699999999997,-0.4430937291,-0.575721768862181,-0.3104656893378191,Source,100
78.6681,-0.65019352675,-0.7740325897799634,-0.5263544637200366,Source,100
151.3752,-0.83499754667,-0.962825025832026,-0.7071700675079741,Source,100
