TSVR_hours,domain,model,mean_score,CI_lower,CI_upper,n
29.33,Where,IRT,0.24436297,,,1
29.57,Where,IRT,0.12924328,,,1
29.71,Where,IRT,-0.3401414,,,1
29.91,Where,IRT,-1.3370378,,,1
30.21,Where,IRT,0.61569417,,,1
30.4,Where,IRT,1.1245613,,,1
30.49,Where,IRT,0.117177755,,,1
30.92,Where,IRT,0.37755665,,,1
31.07,Where,IRT,1.1883459,,,1
31.14,Where,IRT,0.9044729,,,1
31.39,Where,IRT,-0.18483032,,,1
31.76,Where,IRT,0.0042204764,,,1
31.78,Where,IRT,-1.2771462,,,1
32.14,Where,IRT,1.0718217,,,1
32.31,Where,IRT,-0.8308915,,,1
32.41,Where,IRT,0.23107058,,,1
32.71,Where,IRT,0.9613449,,,1
32.85,Where,IRT,0.5182861,,,1
32.95,Where,IRT,1.2273304,,,1
33.61,Where,IRT,0.36599728,,,1
33.76,Where,IRT,0.3808361,,,1
34.03,Where,IRT,0.034030903,,,1
35.16,Where,IRT,0.91655695,,,1
37.65,Where,IRT,0.5197236,,,1
44.69,Where,IRT,0.1418573,,,1
44.76,Where,IRT,0.78530264,,,1
47.66,Where,IRT,-0.3498922,,,1
53.88,Where,IRT,-0.15604849,,,1
57.18,Where,IRT,-0.19438347,,,1
61.28,Where,IRT,0.13619477,,,1
64.94,Where,IRT,0.5975626,,,1
65.63,Where,IRT,-0.5669623,,,1
66.08,Where,IRT,0.39107776,,,1
66.28,Where,IRT,0.050771274,,,1
66.66,Where,IRT,-0.20244986,,,1
66.9,Where,IRT,0.21029665,,,1
68.96,Where,IRT,-0.15494189,,,1
69.46,Where,IRT,-0.32355082,,,1
69.99,Where,IRT,0.14207737,,,1
70.22,Where,IRT,0.56649524,,,1
70.56,Where,IRT,0.22653097,,,1
70.59,Where,IRT,1.7067914,,,1
70.83,Where,IRT,0.8254244,,,1
71.17,Where,IRT,-0.09701187,,,1
71.19,Where,IRT,-2.1615133,,,1
71.28,Where,IRT,-1.7008954,,,1
71.31,Where,IRT,-0.4578089,,,1
71.37,Where,IRT,-1.4312079,,,1
71.4,Where,IRT,0.025584096,,,1
71.45,Where,IRT,-1.1850315,,,1
71.46,Where,IRT,-0.27181906,,,1
71.47,Where,IRT,-0.31800184,,,1
71.56,Where,IRT,-0.090858296,,,1
71.85,Where,IRT,-0.34703606,,,1
71.93,Where,IRT,-0.03165805,,,1
72.08,Where,IRT,0.3974338,,,1
72.17,Where,IRT,-0.22750992,,,1
72.2,Where,IRT,0.038829546,,,1
72.23,Where,IRT,-1.20582,,,1
72.26,Where,IRT,-0.15333362,,,1
72.3,Where,IRT,-1.0444946,,,1
72.55,Where,IRT,-0.74633425,,,1
72.6,Where,IRT,0.8525857,,,1
72.62,Where,IRT,0.2628214,,,1
72.8,Where,IRT,-0.2785365,,,1
72.83,Where,IRT,1.302544,,,1
72.86,Where,IRT,0.9468073,,,1
72.87,Where,IRT,0.37515318,,,1
72.94,Where,IRT,0.022343142,,,1
73.02,Where,IRT,-0.60411704,,,1
73.05,Where,IRT,-1.4292107,,,1
73.19,Where,IRT,-1.4671184,,,1
73.64,Where,IRT,-0.8887421,,,1
73.79,Where,IRT,-0.813506,,,1
73.83,Where,IRT,-0.71654075,,,1
74.0,Where,IRT,-0.8762622,,,1
74.19,Where,IRT,0.43332618,,,1
74.28,Where,IRT,-0.020196838,,,1
74.3,Where,IRT,0.36194983,,,1
74.46,Where,IRT,0.051550657,,,1
74.48,Where,IRT,-0.15719408,,,1
74.58,Where,IRT,-0.48679298,,,1
74.88,Where,IRT,-0.8135321,,,1
74.91,Where,IRT,0.62272197,,,1
75.21,Where,IRT,-1.5930067,,,1
75.27,Where,IRT,-0.42207742,,,1
75.34,Where,IRT,0.22922672,,,1
75.46,Where,IRT,0.8867782,,,1
75.71,Where,IRT,0.3973795,,,1
75.74,Where,IRT,0.3539766,,,1
76.21,Where,IRT,-1.4280683,,,1
76.85,Where,IRT,-0.9876903,,,1
78.25,Where,IRT,-0.95550704,,,1
78.28,Where,IRT,-0.3428614,,,1
78.36,Where,IRT,0.16106999,,,1
78.57,Where,IRT,-0.12090313,,,1
78.76,Where,IRT,-0.40075338,,,1
78.84,Where,IRT,1.1578248,,,1
79.34,Where,IRT,0.5249375,,,1
79.66,Where,IRT,0.24629961,,,1
79.75,Where,IRT,-0.81586957,,,1
79.78,Where,IRT,1.553987,,,1
79.96,Where,IRT,-0.6371901,,,1
79.98,Where,IRT,-0.4592081,,,1
80.13,Where,IRT,1.1800628,,,1
80.16,Where,IRT,0.46258765,,,1
80.24,Where,IRT,-1.4175515,,,1
80.64,Where,IRT,0.08904186,,,1
80.88,Where,IRT,-0.091231495,,,1
80.98,Where,IRT,-0.083795846,,,1
81.15,Where,IRT,-0.019427864,,,1
81.92,Where,IRT,-0.5671378,,,1
82.55,Where,IRT,0.4243972,,,1
82.98,Where,IRT,0.610876,,,1
82.99,Where,IRT,0.03945113,,,1
83.54,Where,IRT,-0.72129774,,,1
83.64,Where,IRT,-0.6435525,,,1
83.68,Where,IRT,-1.4745452,,,1
91.47,Where,IRT,0.1628256,,,1
91.63,Where,IRT,-1.3810043,,,1
91.97,Where,IRT,0.03166853,,,1
92.72,Where,IRT,-0.45045272,,,1
93.26,Where,IRT,1.4485718,,,1
93.39,Where,IRT,-0.81224996,,,1
94.68,Where,IRT,-0.6168478,,,1
95.42,Where,IRT,-1.0358795,,,1
98.84,Where,IRT,0.62716204,,,1
106.41,Where,IRT,-2.107138,,,1
111.38,Where,IRT,0.5108627,,,1
136.83,Where,IRT,1.423274,,,1
137.74,Where,IRT,-0.8030515,,,1
138.91,Where,IRT,-0.9400507,,,1
140.08,Where,IRT,-1.1616063,,,1
140.12,Where,IRT,0.9916159,,,1
140.22,Where,IRT,-1.6760168,,,1
140.39,Where,IRT,0.7931139,,,1
140.49,Where,IRT,-0.036762077,,,1
140.95,Where,IRT,0.5191052,,,1
141.09,Where,IRT,-0.39704204,,,1
141.71,Where,IRT,0.03178843,,,1
141.84,Where,IRT,0.21180752,,,1
142.61,Where,IRT,-0.9598613,,,1
143.14,Where,IRT,0.75251937,,,1
143.48,Where,IRT,-1.0194858,,,1
143.51,Where,IRT,1.0466882,,,1
143.53,Where,IRT,-1.4403187,,,1
143.66,Where,IRT,-0.719264145,-1.7178689648,0.2793406747999999,2
143.85,Where,IRT,-0.88679795,-1.439188964,-0.33440693600000004,2
143.91,Where,IRT,0.17548531,,,1
144.07,Where,IRT,-1.1617507,,,1
144.19,Where,IRT,-1.208704,,,1
144.2,Where,IRT,0.2586514,,,1
144.22,Where,IRT,-1.5214664,,,1
144.51,Where,IRT,1.7630539,,,1
144.85,Where,IRT,0.19003011,,,1
144.91,Where,IRT,0.24137302,,,1
145.06,Where,IRT,-0.99096304,,,1
145.07,Where,IRT,-0.029049361,,,1
145.29,Where,IRT,-0.9601963,,,1
145.31,Where,IRT,0.47084022,,,1
145.38,Where,IRT,-0.0680759,,,1
145.65,Where,IRT,-0.8004861,,,1
145.77,Where,IRT,-0.64538527,,,1
145.78,Where,IRT,-1.91559175,-2.29570778,-1.5354757199999998,2
145.92,Where,IRT,-0.80049735,,,1
145.95,Where,IRT,-1.3145429,,,1
146.02,Where,IRT,-1.1107395,,,1
146.16,Where,IRT,-1.1760907,,,1
146.2,Where,IRT,0.4385651,,,1
146.29,Where,IRT,-0.6112854,,,1
146.3,Where,IRT,-0.12420391,,,1
146.54,Where,IRT,0.8411193,,,1
146.56,Where,IRT,-0.2831631,,,1
146.8,Where,IRT,0.06803087,,,1
146.96,Where,IRT,0.3508756,,,1
146.99,Where,IRT,-0.5802509,,,1
147.13,Where,IRT,0.367723435,-1.1936436603999998,1.9290905304,2
147.21,Where,IRT,-0.96847135,,,1
147.65,Where,IRT,-0.30421466,,,1
147.84,Where,IRT,-1.0553216,,,1
147.94,Where,IRT,-0.8373177,,,1
148.69,Where,IRT,-1.0636857,,,1
148.79,Where,IRT,-0.9582339,,,1
148.85,Where,IRT,-0.26116142,,,1
148.87,Where,IRT,-0.64632875,,,1
148.9,Where,IRT,-0.13025364,,,1
149.18,Where,IRT,-0.56087077,,,1
149.2,Where,IRT,-1.2078129,,,1
149.21,Where,IRT,-0.6868054,,,1
149.28,Where,IRT,-2.3054538,,,1
149.33,Where,IRT,-0.3230173,,,1
149.72,Where,IRT,-1.0943214,,,1
149.75,Where,IRT,0.6083534,,,1
149.87,Where,IRT,-1.2608058,,,1
149.93,Where,IRT,1.1072929,,,1
149.99,Where,IRT,-1.1847831,,,1
150.22,Where,IRT,-0.9949761,,,1
150.41,Where,IRT,-0.7300058,,,1
150.46,Where,IRT,0.53584546,,,1
150.8,Where,IRT,-1.0289922,,,1
150.87,Where,IRT,-0.09666681,,,1
151.52,Where,IRT,-1.0786914,,,1
151.93,Where,IRT,0.44093394,,,1
152.12,Where,IRT,-1.056874,,,1
152.47,Where,IRT,-0.9852635,,,1
152.89,Where,IRT,0.0417404,,,1
153.27,Where,IRT,-0.27816868,-1.2045395324000001,0.6482021724,2
154.53,Where,IRT,0.33096862,,,1
154.76,Where,IRT,-1.8336661,,,1
154.89,Where,IRT,-0.058391795,,,1
155.27,Where,IRT,-1.775171,,,1
155.59,Where,IRT,-0.36081517,,,1
156.21,Where,IRT,-0.45727742,,,1
162.51,Where,IRT,-0.0047476077,,,1
164.93,Where,IRT,-1.2912297,,,1
166.33,Where,IRT,1.0647037,,,1
166.87,Where,IRT,-0.45238903,,,1
168.33,Where,IRT,-0.5992665,,,1
168.86,Where,IRT,0.17281532,,,1
169.55,Where,IRT,-1.1614163,,,1
170.25,Where,IRT,-0.14018959,,,1
170.65,Where,IRT,-0.3731264,,,1
187.43,Where,IRT,-2.2702193,,,1
194.42,Where,IRT,-0.9346913,,,1
244.53,Where,IRT,-0.60777307,,,1
246.24,Where,IRT,0.81087965,,,1
1.0,what,CTT,0.8042105263157895,0.7787691369514212,0.8296519156801577,100
16.9,what,CTT,0.7894736842105263,,,1
17.16,what,CTT,0.5789473684210527,,,1
20.61,what,CTT,0.8421052631578947,,,1
21.63,what,CTT,0.6842105263157895,,,1
21.9,what,CTT,0.7894736842105263,,,1
21.98,what,CTT,0.6842105263157895,,,1
22.09,what,CTT,0.8421052631578947,,,1
22.2,what,CTT,0.6842105263157895,,,1
22.6,what,CTT,0.631578947368421,,,1
22.64,what,CTT,0.7368421052631579,,,1
22.77,what,CTT,0.7368421052631579,,,1
22.82,what,CTT,0.8421052631578947,,,1
22.83,what,CTT,0.631578947368421,,,1
22.96,what,CTT,0.631578947368421,,,1
22.98,what,CTT,0.6842105263157895,,,1
23.24,what,CTT,0.7368421052631579,,,1
23.33,what,CTT,0.9473684210526316,,,1
23.35,what,CTT,0.7894736842105263,,,1
23.46,what,CTT,0.631578947368421,,,1
23.47,what,CTT,0.4736842105263157,,,1
23.54,what,CTT,0.5263157894736842,,,1
23.69,what,CTT,0.9473684210526316,,,1
23.7,what,CTT,0.9473684210526316,,,1
23.91,what,CTT,0.631578947368421,,,1
24.15,what,CTT,0.7368421052631579,,,1
24.25,what,CTT,0.8947368421052632,0.7915789473684209,0.9978947368421054,2
24.32,what,CTT,0.5789473684210527,,,1
24.37,what,CTT,0.631578947368421,,,1
24.49,what,CTT,0.2105263157894736,,,1
24.51,what,CTT,0.8421052631578947,,,1
24.57,what,CTT,0.8421052631578947,,,1
24.65,what,CTT,0.5263157894736842,,,1
24.66,what,CTT,0.6842105263157895,,,1
24.73,what,CTT,0.5789473684210527,,,1
24.77,what,CTT,0.7368421052631579,,,1
24.78,what,CTT,0.7894736842105263,,,1
24.87,what,CTT,0.8947368421052632,,,1
24.96,what,CTT,0.5263157894736842,,,1
25.15,what,CTT,0.8421052631578947,,,1
25.6,what,CTT,0.6842105263157895,,,1
25.62,what,CTT,0.7894736842105263,,,1
25.63,what,CTT,0.5789473684210527,,,1
25.66,what,CTT,0.9473684210526316,,,1
25.77,what,CTT,0.7368421052631579,,,1
26.08,what,CTT,0.7368421052631579,,,1
26.11,what,CTT,0.5789473684210527,,,1
26.17,what,CTT,0.7368421052631579,,,1
26.22,what,CTT,0.4736842105263157,,,1
26.26,what,CTT,0.7368421052631579,,,1
26.48,what,CTT,0.6842105263157895,,,1
26.85,what,CTT,0.5789473684210527,,,1
27.12,what,CTT,0.8421052631578947,,,1
27.25,what,CTT,0.4736842105263157,,,1
27.26,what,CTT,0.6842105263157895,,,1
27.3,what,CTT,0.6842105263157895,,,1
27.61,what,CTT,0.4736842105263157,,,1
27.97,what,CTT,0.8947368421052632,,,1
28.26,what,CTT,0.7894736842105263,,,1
28.43,what,CTT,0.6842105263157895,,,1
28.65,what,CTT,0.8947368421052632,,,1
28.68,what,CTT,0.7368421052631579,,,1
28.69,what,CTT,0.5263157894736842,,,1
28.75,what,CTT,0.8421052631578947,,,1
28.93,what,CTT,0.7894736842105263,,,1
29.03,what,CTT,0.8421052631578947,,,1
29.12,what,CTT,0.4736842105263157,,,1
29.13,what,CTT,0.8947368421052632,,,1
29.16,what,CTT,0.7368421052631579,,,1
29.33,what,CTT,0.5263157894736842,,,1
29.57,what,CTT,0.7368421052631579,,,1
29.71,what,CTT,0.631578947368421,,,1
29.91,what,CTT,0.5263157894736842,,,1
30.21,what,CTT,0.8947368421052632,,,1
30.4,what,CTT,0.8947368421052632,,,1
30.49,what,CTT,0.7368421052631579,,,1
30.92,what,CTT,0.8421052631578947,,,1
31.07,what,CTT,0.8421052631578947,,,1
31.14,what,CTT,1.0,,,1
31.39,what,CTT,0.631578947368421,,,1
31.76,what,CTT,0.8947368421052632,,,1
31.78,what,CTT,0.631578947368421,,,1
32.14,what,CTT,0.8421052631578947,,,1
32.31,what,CTT,0.5263157894736842,,,1
32.41,what,CTT,0.6842105263157895,,,1
32.71,what,CTT,0.7894736842105263,,,1
32.85,what,CTT,0.631578947368421,,,1
32.95,what,CTT,0.8947368421052632,,,1
33.61,what,CTT,0.8421052631578947,,,1
33.76,what,CTT,0.6842105263157895,,,1
34.03,what,CTT,0.5789473684210527,,,1
35.16,what,CTT,0.8947368421052632,,,1
37.65,what,CTT,0.7894736842105263,,,1
44.69,what,CTT,0.8421052631578947,,,1
44.76,what,CTT,0.8421052631578947,,,1
47.66,what,CTT,0.5789473684210527,,,1
53.88,what,CTT,0.7894736842105263,,,1
57.18,what,CTT,0.7894736842105263,,,1
61.28,what,CTT,0.8421052631578947,,,1
64.94,what,CTT,0.8421052631578947,,,1
65.63,what,CTT,0.5789473684210527,,,1
66.08,what,CTT,0.8947368421052632,,,1
66.28,what,CTT,0.631578947368421,,,1
66.66,what,CTT,0.5263157894736842,,,1
66.9,what,CTT,0.6842105263157895,,,1
68.96,what,CTT,0.5263157894736842,,,1
69.46,what,CTT,0.7894736842105263,,,1
69.99,what,CTT,0.7894736842105263,,,1
70.22,what,CTT,0.9473684210526316,,,1
70.56,what,CTT,0.8947368421052632,,,1
70.59,what,CTT,1.0,,,1
70.83,what,CTT,0.7894736842105263,,,1
71.17,what,CTT,0.7368421052631579,,,1
71.19,what,CTT,0.3157894736842105,,,1
71.28,what,CTT,0.3684210526315789,,,1
71.31,what,CTT,0.5789473684210527,,,1
71.37,what,CTT,0.5263157894736842,,,1
71.4,what,CTT,0.7894736842105263,,,1
71.45,what,CTT,0.5263157894736842,,,1
71.46,what,CTT,0.5789473684210527,,,1
71.47,what,CTT,0.6842105263157895,,,1
71.56,what,CTT,0.7368421052631579,,,1
71.85,what,CTT,0.7894736842105263,,,1
71.93,what,CTT,0.5789473684210527,,,1
72.08,what,CTT,0.8421052631578947,,,1
72.17,what,CTT,0.7894736842105263,,,1
72.2,what,CTT,0.7894736842105263,,,1
72.23,what,CTT,0.6842105263157895,,,1
72.26,what,CTT,0.5263157894736842,,,1
72.3,what,CTT,0.5789473684210527,,,1
72.55,what,CTT,0.8421052631578947,,,1
72.6,what,CTT,0.9473684210526316,,,1
72.62,what,CTT,0.8421052631578947,,,1
72.8,what,CTT,0.6842105263157895,,,1
72.83,what,CTT,0.8947368421052632,,,1
72.86,what,CTT,0.7894736842105263,,,1
72.87,what,CTT,0.8421052631578947,,,1
72.94,what,CTT,0.5263157894736842,,,1
73.02,what,CTT,0.4736842105263157,,,1
73.05,what,CTT,0.3684210526315789,,,1
73.19,what,CTT,0.5263157894736842,,,1
73.64,what,CTT,0.5263157894736842,,,1
73.79,what,CTT,0.5789473684210527,,,1
73.83,what,CTT,0.7894736842105263,,,1
74.0,what,CTT,0.5263157894736842,,,1
74.19,what,CTT,0.8421052631578947,,,1
74.28,what,CTT,0.7894736842105263,,,1
74.3,what,CTT,0.7894736842105263,,,1
74.46,what,CTT,0.6842105263157895,,,1
74.48,what,CTT,0.7894736842105263,,,1
74.58,what,CTT,0.5263157894736842,,,1
74.88,what,CTT,0.3684210526315789,,,1
74.91,what,CTT,0.8421052631578947,,,1
75.21,what,CTT,0.5263157894736842,,,1
75.27,what,CTT,0.631578947368421,,,1
75.34,what,CTT,0.8947368421052632,,,1
75.46,what,CTT,0.7894736842105263,,,1
75.71,what,CTT,0.8421052631578947,,,1
75.74,what,CTT,0.7894736842105263,,,1
76.21,what,CTT,0.4736842105263157,,,1
76.85,what,CTT,0.4210526315789473,,,1
78.25,what,CTT,0.631578947368421,,,1
78.28,what,CTT,0.631578947368421,,,1
78.36,what,CTT,0.7894736842105263,,,1
78.57,what,CTT,0.631578947368421,,,1
78.76,what,CTT,0.631578947368421,,,1
78.84,what,CTT,0.8421052631578947,,,1
79.34,what,CTT,0.7894736842105263,,,1
79.66,what,CTT,0.7368421052631579,,,1
79.75,what,CTT,0.7368421052631579,,,1
79.78,what,CTT,0.9473684210526316,,,1
79.96,what,CTT,0.4736842105263157,,,1
79.98,what,CTT,0.7368421052631579,,,1
80.13,what,CTT,0.8421052631578947,,,1
80.16,what,CTT,0.8421052631578947,,,1
80.24,what,CTT,0.3684210526315789,,,1
80.64,what,CTT,0.7368421052631579,,,1
80.88,what,CTT,0.7368421052631579,,,1
80.98,what,CTT,0.8421052631578947,,,1
81.15,what,CTT,0.7894736842105263,,,1
81.92,what,CTT,0.6842105263157895,,,1
82.55,what,CTT,0.7894736842105263,,,1
82.98,what,CTT,0.7894736842105263,,,1
82.99,what,CTT,0.8421052631578947,,,1
83.54,what,CTT,0.5789473684210527,,,1
83.64,what,CTT,0.5263157894736842,,,1
83.68,what,CTT,0.6842105263157895,,,1
91.47,what,CTT,0.8421052631578947,,,1
91.63,what,CTT,0.5263157894736842,,,1
91.97,what,CTT,0.7368421052631579,,,1
92.72,what,CTT,0.5263157894736842,,,1
93.26,what,CTT,0.8947368421052632,,,1
93.39,what,CTT,0.5263157894736842,,,1
94.68,what,CTT,0.7368421052631579,,,1
95.42,what,CTT,0.2105263157894736,,,1
98.84,what,CTT,0.6842105263157895,,,1
106.41,what,CTT,0.4210526315789473,,,1
111.38,what,CTT,0.7894736842105263,,,1
136.83,what,CTT,0.8947368421052632,,,1
137.74,what,CTT,0.2105263157894736,,,1
138.91,what,CTT,0.7894736842105263,,,1
140.08,what,CTT,0.7368421052631579,,,1
140.12,what,CTT,0.7894736842105263,,,1
140.22,what,CTT,0.5263157894736842,,,1
140.39,what,CTT,0.8947368421052632,,,1
140.49,what,CTT,0.7894736842105263,,,1
140.95,what,CTT,0.7894736842105263,,,1
141.09,what,CTT,0.5789473684210527,,,1
141.71,what,CTT,0.7368421052631579,,,1
141.84,what,CTT,0.7368421052631579,,,1
142.61,what,CTT,0.7368421052631579,,,1
143.14,what,CTT,0.9473684210526316,,,1
143.48,what,CTT,0.5789473684210527,,,1
143.51,what,CTT,0.6842105263157895,,,1
143.53,what,CTT,0.3157894736842105,,,1
143.66,what,CTT,0.5789473684210525,0.2694736842105262,0.8884210526315789,2
143.85,what,CTT,0.7105263157894737,0.6589473684210527,0.7621052631578946,2
143.91,what,CTT,0.7894736842105263,,,1
144.07,what,CTT,0.5789473684210527,,,1
144.19,what,CTT,0.5789473684210527,,,1
144.2,what,CTT,0.8947368421052632,,,1
144.22,what,CTT,0.3684210526315789,,,1
144.51,what,CTT,0.9473684210526316,,,1
144.85,what,CTT,0.8421052631578947,,,1
144.91,what,CTT,0.5789473684210527,,,1
145.06,what,CTT,0.5789473684210527,,,1
145.07,what,CTT,0.7368421052631579,,,1
145.29,what,CTT,0.4736842105263157,,,1
145.31,what,CTT,0.8947368421052632,,,1
145.38,what,CTT,0.6842105263157895,,,1
145.65,what,CTT,0.6842105263157895,,,1
145.77,what,CTT,0.5789473684210527,,,1
145.78,what,CTT,0.3157894736842105,0.21263157894736842,0.4189473684210526,2
145.92,what,CTT,0.5263157894736842,,,1
145.95,what,CTT,0.5263157894736842,,,1
146.02,what,CTT,0.5789473684210527,,,1
146.16,what,CTT,0.3684210526315789,,,1
146.2,what,CTT,0.6842105263157895,,,1
146.29,what,CTT,0.7894736842105263,,,1
146.3,what,CTT,0.8947368421052632,,,1
146.54,what,CTT,0.8421052631578947,,,1
146.56,what,CTT,0.6842105263157895,,,1
146.8,what,CTT,0.7894736842105263,,,1
146.96,what,CTT,0.6842105263157895,,,1
146.99,what,CTT,0.5263157894736842,,,1
147.13,what,CTT,0.868421052631579,0.6105263157894737,1.1263157894736842,2
147.21,what,CTT,0.4736842105263157,,,1
147.65,what,CTT,0.7368421052631579,,,1
147.84,what,CTT,0.5789473684210527,,,1
147.94,what,CTT,0.4210526315789473,,,1
148.69,what,CTT,0.5263157894736842,,,1
148.79,what,CTT,0.6842105263157895,,,1
148.85,what,CTT,0.631578947368421,,,1
148.87,what,CTT,0.7368421052631579,,,1
148.9,what,CTT,0.8947368421052632,,,1
149.18,what,CTT,0.5789473684210527,,,1
149.2,what,CTT,0.6842105263157895,,,1
149.21,what,CTT,0.8421052631578947,,,1
149.28,what,CTT,0.2105263157894736,,,1
149.33,what,CTT,0.7894736842105263,,,1
149.72,what,CTT,0.631578947368421,,,1
149.75,what,CTT,0.8947368421052632,,,1
149.87,what,CTT,0.4736842105263157,,,1
149.93,what,CTT,0.8421052631578947,,,1
149.99,what,CTT,0.631578947368421,,,1
150.22,what,CTT,0.3684210526315789,,,1
150.41,what,CTT,0.7368421052631579,,,1
150.46,what,CTT,0.631578947368421,,,1
150.8,what,CTT,0.5263157894736842,,,1
150.87,what,CTT,0.6842105263157895,,,1
151.52,what,CTT,0.3157894736842105,,,1
151.93,what,CTT,0.8421052631578947,,,1
152.12,what,CTT,0.4210526315789473,,,1
152.47,what,CTT,0.5789473684210527,,,1
152.89,what,CTT,0.7368421052631579,,,1
153.27,what,CTT,0.7105263157894737,0.6589473684210527,0.7621052631578946,2
154.53,what,CTT,0.7894736842105263,,,1
154.76,what,CTT,0.5789473684210527,,,1
154.89,what,CTT,0.5789473684210527,,,1
155.27,what,CTT,0.4210526315789473,,,1
155.59,what,CTT,0.6842105263157895,,,1
156.21,what,CTT,0.7894736842105263,,,1
162.51,what,CTT,0.6842105263157895,,,1
164.93,what,CTT,0.4736842105263157,,,1
166.33,what,CTT,0.8421052631578947,,,1
166.87,what,CTT,0.631578947368421,,,1
168.33,what,CTT,0.7894736842105263,,,1
168.86,what,CTT,0.631578947368421,,,1
169.55,what,CTT,0.5789473684210527,,,1
170.25,what,CTT,0.7894736842105263,,,1
170.65,what,CTT,0.4736842105263157,,,1
187.43,what,CTT,0.1052631578947368,,,1
194.42,what,CTT,0.5789473684210527,,,1
244.53,what,CTT,0.5789473684210527,,,1
246.24,what,CTT,0.7368421052631579,,,1
1.0,when,CTT,0.308,0.24840162214938866,0.36759837785061134,100
16.9,when,CTT,0.0,,,1
17.16,when,CTT,0.2,,,1
20.61,when,CTT,0.4,,,1
21.63,when,CTT,0.6,,,1
21.9,when,CTT,0.2,,,1
21.98,when,CTT,0.4,,,1
22.09,when,CTT,0.4,,,1
22.2,when,CTT,0.4,,,1
22.6,when,CTT,0.6,,,1
22.64,when,CTT,0.0,,,1
22.77,when,CTT,0.2,,,1
22.82,when,CTT,0.2,,,1
22.83,when,CTT,0.0,,,1
22.96,when,CTT,0.2,,,1
22.98,when,CTT,0.4,,,1
23.24,when,CTT,0.2,,,1
23.33,when,CTT,0.0,,,1
23.35,when,CTT,0.2,,,1
23.46,when,CTT,0.2,,,1
23.47,when,CTT,0.0,,,1
23.54,when,CTT,0.0,,,1
23.69,when,CTT,0.0,,,1
23.7,when,CTT,0.2,,,1
23.91,when,CTT,0.2,,,1
24.15,when,CTT,0.4,,,1
24.25,when,CTT,0.0,0.0,0.0,2
24.32,when,CTT,0.4,,,1
24.37,when,CTT,0.2,,,1
24.49,when,CTT,0.0,,,1
24.51,when,CTT,0.0,,,1
24.57,when,CTT,0.6,,,1
24.65,when,CTT,0.8,,,1
24.66,when,CTT,0.0,,,1
24.73,when,CTT,0.8,,,1
24.77,when,CTT,0.0,,,1
24.78,when,CTT,0.2,,,1
24.87,when,CTT,0.0,,,1
24.96,when,CTT,0.0,,,1
25.15,when,CTT,0.0,,,1
25.6,when,CTT,0.2,,,1
25.62,when,CTT,0.2,,,1
25.63,when,CTT,0.0,,,1
25.66,when,CTT,0.4,,,1
25.77,when,CTT,0.2,,,1
26.08,when,CTT,0.2,,,1
26.11,when,CTT,0.2,,,1
26.17,when,CTT,0.2,,,1
26.22,when,CTT,0.2,,,1
26.26,when,CTT,0.2,,,1
26.48,when,CTT,0.2,,,1
26.85,when,CTT,0.2,,,1
27.12,when,CTT,0.0,,,1
27.25,when,CTT,0.0,,,1
27.26,when,CTT,0.6,,,1
27.3,when,CTT,0.0,,,1
27.61,when,CTT,0.4,,,1
27.97,when,CTT,0.2,,,1
28.26,when,CTT,0.2,,,1
28.43,when,CTT,0.0,,,1
28.65,when,CTT,0.2,,,1
28.68,when,CTT,0.0,,,1
28.69,when,CTT,0.0,,,1
28.75,when,CTT,0.0,,,1
28.93,when,CTT,0.0,,,1
29.03,when,CTT,0.4,,,1
29.12,when,CTT,0.4,,,1
29.13,when,CTT,0.0,,,1
29.16,when,CTT,0.4,,,1
29.33,when,CTT,0.0,,,1
29.57,when,CTT,0.4,,,1
29.71,when,CTT,0.0,,,1
29.91,when,CTT,0.2,,,1
30.21,when,CTT,0.0,,,1
30.4,when,CTT,0.6,,,1
30.49,when,CTT,0.2,,,1
30.92,when,CTT,0.4,,,1
31.07,when,CTT,0.0,,,1
31.14,when,CTT,0.0,,,1
31.39,when,CTT,0.4,,,1
31.76,when,CTT,0.4,,,1
31.78,when,CTT,0.2,,,1
32.14,when,CTT,0.2,,,1
32.31,when,CTT,0.2,,,1
32.41,when,CTT,0.0,,,1
32.71,when,CTT,0.2,,,1
32.85,when,CTT,0.0,,,1
32.95,when,CTT,0.0,,,1
33.61,when,CTT,0.2,,,1
33.76,when,CTT,0.8,,,1
34.03,when,CTT,0.4,,,1
35.16,when,CTT,0.4,,,1
37.65,when,CTT,0.0,,,1
44.69,when,CTT,0.4,,,1
44.76,when,CTT,0.2,,,1
47.66,when,CTT,0.0,,,1
53.88,when,CTT,0.0,,,1
57.18,when,CTT,0.0,,,1
61.28,when,CTT,0.6,,,1
64.94,when,CTT,0.2,,,1
65.63,when,CTT,0.2,,,1
66.08,when,CTT,0.6,,,1
66.28,when,CTT,0.6,,,1
66.66,when,CTT,0.2,,,1
66.9,when,CTT,0.4,,,1
68.96,when,CTT,0.4,,,1
69.46,when,CTT,0.4,,,1
69.99,when,CTT,0.2,,,1
70.22,when,CTT,0.8,,,1
70.56,when,CTT,0.2,,,1
70.59,when,CTT,0.4,,,1
70.83,when,CTT,0.0,,,1
71.17,when,CTT,0.0,,,1
71.19,when,CTT,0.2,,,1
71.28,when,CTT,0.8,,,1
71.31,when,CTT,0.4,,,1
71.37,when,CTT,0.6,,,1
71.4,when,CTT,0.0,,,1
