scale,var_intercept,var_slope,cov_int_slope,var_residual,cor_int_slope
Prob_TCC,0.00634352719106328,1.1082120767468259e-05,0.00026503722415590416,0.006331235057093222,0.9996087111946943
Prob_simple,0.016767415223673098,8.023010700080276e-05,-6.025649403431667e-05,0.014446840604292955,-0.0519519811560086
