Metric,Value
Residual_variance,0.6950603494757464
CI_lower,0.44699438388528856
CI_upper,0.7616377324262431
Percent_unexplained,69.50603494757463
Shapiro_p,0.915893250306549
Breusch_Pagan_p,0.5366425557757895
Max_VIF,3.095694236022338
Power_f2_0.15,0.052541829292037545
Min_detectable_f2,2.2639036940915567
