cluster,Total_Intercept_What_z,Total_Intercept_Where_z,Total_Slope_What_z,Total_Slope_Where_z
0,-0.39213391577893353,-0.37732419760403196,-0.6803692875794591,-0.5723560836550846
1,0.3111280666583935,0.24574565546924917,1.117208476227353,0.926873815003281
2,-1.6159057020043301,-1.6290366373629699,-0.1330533805671577,0.8535818687824085
3,0.9926570890969812,0.9768624125249135,0.31693810190551214,-0.17614421801635255
4,0.511586748361094,0.6493755340882513,-1.319506337538368,-1.594196324330784
