UID,TEST,TQ_RFR-N-OBJ1,TQ_RFR-N-OBJ2,TQ_RFR-N-OBJ3,TQ_RFR-N-OBJ4,TQ_RFR-N-STRA,TQ_RFR-N-PORT,TQ_RFR-N-LAND,TQ_IFR-N-i1,TQ_IFR-N-i2,TQ_IFR-N-i3,TQ_IFR-N-i4,TQ_IFR-N-i5,TQ_IFR-N-i6,TQ_RFR-O-RORD,TQ_RFR-O-TMOD,TQ_RFR-N-WEAT,TQ_RFR-L-OBJ1,TQ_RFR-L-OBJ2,TQ_RFR-L-OBJ3,TQ_RFR-L-OBJ4,TQ_RFR-L-DOOR,TQ_RFR-L-WIND,TQ_RFR-L-PORT,TQ_RFR-L-LAND,TQ_RFR-L-STRA,TQ_IFR-U-i1,TQ_IFR-U-i2,TQ_IFR-U-i3,TQ_IFR-U-i4,TQ_IFR-U-i5,TQ_IFR-U-i6,TQ_IFR-D-i1,TQ_IFR-D-i2,TQ_IFR-D-i3,TQ_IFR-D-i4,TQ_IFR-D-i5,TQ_IFR-D-i6,TQ_IFR-O-i1,TQ_IFR-O-i2,TQ_IFR-O-i3,TQ_IFR-O-i4,TQ_IFR-O-i5,TQ_IFR-O-i6,TQ_TCR-O-TSK1,TQ_TCR-O-TSK2,TQ_TCR-O-TSK3,TQ_TCR-O-TSK4,TQ_TCR-O-TSK5,TQ_TCR-O-TSK6,TQ_ICR-N-i1,TQ_ICR-N-i2,TQ_ICR-N-i3,TQ_ICR-N-i4,TQ_ICR-N-i5,TQ_ICR-N-i6,TQ_ICR-U-i1,TQ_ICR-U-i2,TQ_ICR-U-i3,TQ_ICR-U-i4,TQ_ICR-U-i5,TQ_ICR-U-i6,TQ_ICR-D-i1,TQ_ICR-D-i2,TQ_ICR-D-i3,TQ_ICR-D-i4,TQ_ICR-D-i5,TQ_ICR-D-i6,TQ_ICR-O-i1,TQ_ICR-O-i2,TQ_ICR-O-i3,TQ_ICR-O-i4,TQ_ICR-O-i5,TQ_ICR-O-i6,TQ_RRE-L-DOOR,TQ_RRE-L-WIND,TQ_RRE-N-LAND,TQ_RRE-L-LAND,TQ_RRE-N-PORT,TQ_RRE-L-PORT,TQ_RRE-N-STRA,TQ_RRE-L-STRA,TQ_IRE-N-i1,TQ_IRE-N-i2,TQ_IRE-N-i3,TQ_IRE-N-i4,TQ_IRE-N-i5,TQ_IRE-N-i6,TQ_IRE-U-i1,TQ_IRE-U-i2,TQ_IRE-U-i3,TQ_IRE-U-i4,TQ_IRE-U-i5,TQ_IRE-U-i6,TQ_IRE-D-i1,TQ_IRE-D-i2,TQ_IRE-D-i3,TQ_IRE-D-i4,TQ_IRE-D-i5,TQ_IRE-D-i6,TQ_IRE-O-i1,TQ_IRE-O-i2,TQ_IRE-O-i3,TQ_IRE-O-i4,TQ_IRE-O-i5,TQ_IRE-O-i6,TC_RFR-N-OBJ1,TC_RFR-N-OBJ2,TC_RFR-N-OBJ3,TC_RFR-N-OBJ4,TC_RFR-N-STRA,TC_RFR-N-PORT,TC_RFR-N-LAND,TC_IFR-N-i1,TC_IFR-N-i2,TC_IFR-N-i3,TC_IFR-N-i4,TC_IFR-N-i5,TC_IFR-N-i6,TC_RFR-O-RORD,TC_RFR-O-TMOD,TC_RFR-N-WEAT,TC_RFR-L-OBJ1,TC_RFR-L-OBJ2,TC_RFR-L-OBJ3,TC_RFR-L-OBJ4,TC_RFR-L-DOOR,TC_RFR-L-WIND,TC_RFR-L-PORT,TC_RFR-L-LAND,TC_RFR-L-STRA,TC_IFR-U-i1,TC_IFR-U-i2,TC_IFR-U-i3,TC_IFR-U-i4,TC_IFR-U-i5,TC_IFR-U-i6,TC_IFR-D-i1,TC_IFR-D-i2,TC_IFR-D-i3,TC_IFR-D-i4,TC_IFR-D-i5,TC_IFR-D-i6,TC_IFR-O-i1,TC_IFR-O-i2,TC_IFR-O-i3,TC_IFR-O-i4,TC_IFR-O-i5,TC_IFR-O-i6,TC_TCR-O-TSK1,TC_TCR-O-TSK2,TC_TCR-O-TSK3,TC_TCR-O-TSK4,TC_TCR-O-TSK5,TC_TCR-O-TSK6,TC_ICR-N-i1,TC_ICR-N-i2,TC_ICR-N-i3,TC_ICR-N-i4,TC_ICR-N-i5,TC_ICR-N-i6,TC_ICR-U-i1,TC_ICR-U-i2,TC_ICR-U-i3,TC_ICR-U-i4,TC_ICR-U-i5,TC_ICR-U-i6,TC_ICR-D-i1,TC_ICR-D-i2,TC_ICR-D-i3,TC_ICR-D-i4,TC_ICR-D-i5,TC_ICR-D-i6,TC_ICR-O-i1,TC_ICR-O-i2,TC_ICR-O-i3,TC_ICR-O-i4,TC_ICR-O-i5,TC_ICR-O-i6,TC_RRE-L-DOOR,TC_RRE-L-WIND,TC_RRE-N-LAND,TC_RRE-L-LAND,TC_RRE-N-PORT,TC_RRE-L-PORT,TC_RRE-N-STRA,TC_RRE-L-STRA,TC_IRE-N-i1,TC_IRE-N-i2,TC_IRE-N-i3,TC_IRE-N-i4,TC_IRE-N-i5,TC_IRE-N-i6,TC_IRE-U-i1,TC_IRE-U-i2,TC_IRE-U-i3,TC_IRE-U-i4,TC_IRE-U-i5,TC_IRE-U-i6,TC_IRE-D-i1,TC_IRE-D-i2,TC_IRE-D-i3,TC_IRE-D-i4,TC_IRE-D-i5,TC_IRE-D-i6,TC_IRE-O-i1,TC_IRE-O-i2,TC_IRE-O-i3,TC_IRE-O-i4,TC_IRE-O-i5,TC_IRE-O-i6,TSVR,seconds-taken-to-complete-rfr,seconds-taken-to-complete-ifr,seconds-taken-to-complete-tcr,seconds-taken-to-complete-icr,seconds-taken-to-complete-rre,seconds-taken-to-complete-ire,time-been-awake-today,hours-slept-night-before,time-woke-up,sleep-quality--1=bad-1=good,tiredness--1=tired-1=alert,consumed-stimulants,what-stimulants,consumed-intoxicants,what-intoxicants,anyone-helping-you,who-is-helping,strategy-1,strategy-2,strategy-3,strategy-4,strategy-5,strategy-6,strategy-7,strategy-8,strategy-9,strategy-10,strategy-11,strategy-12,strategy-13,strategy-14
A039,3,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0.5,1,1,0,1,1,0.5,0,0,1,1,1,0.25,1,1,1,0,0,0.5,1,1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.25,0,0,0,0.5,1,1,0,0,0,1,0.5,1,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0.5,1,1,0.5,0,0,0.5,0.5,1,1,1,0.8,0.8,1,0.6,0.6,1,0.2,0.2,0.2,1,1,1,0.8,0.6,1,1,1,1,0.6,0.6,0.6,0.6,1,1,0.2,0.4,1,1,0.6,0.8,0.2,1,0.2,1,0.8,0.6,0.2,0.8,0.2,0.6,0.4,0.8,0.4,0.6,0.4,0.6,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,0.6,0.6,0.4,1,1,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.8,0.6,1,0.6,1,1,1,1,1,1,1,1,1,0.8,1,0.8,1,0.8,0.8,0.6,0.6,0.4,1,1,0.6,0.6,0.6,0.6,0.6,0.6,98.84,49,441,637,78,327,156.5,0.4,6,0.33,-0.5,0,0,"nan, ",0,"nan, ",No,"nan, ",0,-0.5,Yes,"layout of questions, latter questions jog lost memory",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ","Visualising the room layout, Associating items with personal experiences, Creating a mental story or narrative","nan, ",No,Unsure,"nan, ","nan, "
A039,4,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0.5,1,1,1,1,0,0.5,0.25,0,1,0.25,1,0.5,0.5,0,0,0.5,0,1,0,0.5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,0,1,0.5,1,1,0.5,0,0.5,0,0,0.5,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,0.5,1,0.25,1,1,1,0,0.5,0,0,0,0.8,0.8,0.4,0.8,1,0.8,1,1,0.2,0.2,1,1,0.2,1,0.6,0.4,1,1,1,0.8,0.6,0.6,0.6,0.6,1,1,0.6,0.8,0.2,0.2,0.2,0.2,0.6,1,1,0.2,0.2,0.6,0.6,0.6,0.4,0.2,0.2,0.8,0.6,0.6,0.6,0.6,1,1,0.8,1,1,1,1,0.4,0.8,0.8,1,0.8,1,0.8,0.4,0.8,0.2,1,0.8,0.4,0.4,0.6,0.2,0.6,0.4,0.6,0.6,0.8,0.4,1,0.6,1,1,1,1,1,1,1,1,0.6,1,0.8,1,0.8,1,1,0.4,0.6,0.4,1,0.8,0.4,0.4,0.4,0.4,0.2,0.4,246.24,105,461,586,50,314,156.5,0.56,7,0.31,0,-0.5,0,"nan, ",1,4 pints of Guinness,No,"nan, ",-0.5,-0.5,Yes,"layout of questions, latter questions jog lost memory",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks","Visualising the room layout, Associating items with personal experiences","nan, ","Visualising the room layout, Associating items with personal experiences","nan, ",No,Unsure,"nan, ","nan, "
A040,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.5,0.5,0,1,1,1,0.25,0.5,0.5,0.5,1,0,0,0.5,0.5,0.5,0.5,1,1,0.5,1,0,0.5,0,1,1,0,1,1,1,1,0.5,0.25,0.5,1,1,1,0.5,0,1,1,0,0.5,0,0,0.5,0.5,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0.25,1,1,1,0,0,0.5,1,0,0,0,1,0.5,0.5,1,0.5,1,0.8,0.4,0.8,1,0.4,0.2,0.6,0.2,1,1,1,0.2,1,1,1,1,1,1,1,0.8,0.8,0.4,0.2,1,1,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,1,0.2,0.2,1,0.2,0.2,0.8,0.2,0.2,1,1,1,1,1,1,0.6,1,1,1,1,1,0.4,1,0.6,1,1,1,0.4,1,0.6,1,0.2,0.6,0.2,1,0.2,1,1,0.2,0.6,0.6,0.4,0.4,0.4,0.4,0.8,1,0.6,0.2,0.8,1,1,1,0.2,0.2,0.8,1,1,0.8,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,1,1,0.2,1,64,309,269,43,236,109,0.32,7,0.29,0,0,0,"nan, ",0,"nan, ",No,"nan, ",0,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The order you completed items and tasks",No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A040,2,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0.5,1,1,1,0,0,1,0,0.25,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0.5,1,0.5,1,0,1,0,1,1,0,0.5,1,0.5,1,0.5,1,0,1,0,0,1,0.5,1,1,0,1,1,1,1,1,1,0,1,1,0.25,1,0,1,0,1,0,0.5,0.5,1,0.5,0,0,1,0,0,0.6,0.6,0.6,1,1,1,1,0.2,0.6,0.6,1,0.2,1,1,1,1,1,1,0.6,1,0.6,0.6,1,1,1,1,1,0.2,0.2,0.2,0.2,0.6,1,0.2,0.2,0.2,0.2,1,0.8,0.2,0.2,0.6,1,1,1,0.4,0.4,0.4,1,0.6,1,0.6,1,0.4,1,0.2,1,0.2,1,0.4,1,0.2,0.4,0.2,0.4,0.2,1,0.2,0.2,0.2,1,0.2,0.2,0.6,1,0.6,0.6,1,0.2,1,1,1,1,1,1,0.4,1,1,1,0.2,1,0.6,1,0.2,0.2,0.2,0.2,0.2,1,0.2,0.2,0.2,1,0.2,0.6,26.26,47,621,257,63,841,311,0.37,7,0.33,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,Yes,I get familiarr with the question style.,0.25,"The location of furniture/fixtures/objects, The order you completed items and tasks",No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A040,3,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0.5,0,0,0.5,0,0,0.5,0,0.25,0.5,0.5,0,0,1,0.5,1,0.5,1,0.5,1,1,1,0,1,1,0,0.5,1,1,1,1,0,1,0,0.5,1,0.25,0,0,0,0,0,0,0,0,0.25,1,0,0.5,0.5,0.5,1,0,0.5,0,0,0,0,1,1,1,1,1,1,1,0,0.5,1,0.5,1,0,0.5,0,0,1,0,0.5,0,1,0,1,1,0.5,1,0.4,0.2,0.4,1,0.2,0.4,0.4,1,0.2,1,0.6,0.2,0.2,0.6,0.4,0.4,1,1,1,1,0.2,0.2,0.4,0.4,0.2,0.4,0.2,1,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,0.4,1,0.4,0.4,0.4,1,0.2,1,1,0.2,0.2,1,0.2,1,0.2,0.2,1,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,1,0.2,1,1,0.6,1,1,0.4,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,71.28,13,200,150,42,155,67,0.27,7,0.31,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,Yes,"It helps me a bit with the questions I am expected to answer, so I know briefly what are going to be asked.",0.25,The location of furniture/fixtures/objects,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A040,4,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.5,0,0,0.5,1,0,1,1,0,0,0,1,0.5,1,0,0,0,0.5,1,0.5,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0.5,0,0.5,0,0,1,0.5,0.25,0,0,0.25,0,0,1,0.5,1,0,0,0.5,0,0,0,1,0,0.5,1,1,0,1,0,1,1,0.5,1,0,0.5,0.5,1,0,0,0.25,0,0,0,0,0,0,1,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.2,1,0.2,1,0.2,0.2,0.2,0.6,0.2,0.2,1,1,1,1,0.2,0.2,0.2,0.2,0.2,1,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.2,0.2,1,0.2,1,1,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,143.53,22,190,160,32,73,41,0.32,6,0.27,-0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,Yes,I know what the questions would look like,0.25,The location of furniture/fixtures/objects,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",It's a lot difficult to remember anything now after a few days have passed and I had a busy day at the office yesterday.
A041,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0.25,1,0.5,1,1,0.5,1,1,0,0.5,0,1,0.5,1,0.5,0,0,0.5,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,0.5,0,0.5,0.5,1,1,0,0,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,0,0.5,0,1,0.5,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,0.6,1,1,1,1,1,0.6,0.6,1,1,1,1,1,1,1,1,0.2,0.4,0.8,1,0.6,1,0.2,0.4,0.4,1,0.4,0.4,0.2,0.6,0.6,0.6,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.8,0.2,0.2,0.2,1,0.2,0.2,0.2,0.6,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,0.6,0.2,0.6,0.6,1,0.2,0.2,0.2,1,0.2,0.2,0.2,1,51,476,253,112,287,110,0.29,8,0.31,0,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,0,Unsure,"nan, ",0.25,The items you picked up,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",It was difficult to remember what was the order of the pills at the beginning
A041,2,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0.5,0.5,0.5,1,0.25,0.5,0.5,0,0.5,0,0.25,0,1,0.5,1,0.5,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.5,1,0,1,0.25,0.5,0.25,0.25,0,0,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.5,1,0.25,1,1,0.5,0.25,0.25,0.5,0.5,1,0,0.5,0.5,0,0,0.5,0.5,1,1,0.6,1,1,1,1,0.2,1,0.2,1,1,1,1,0.4,1,1,1,1,1,0.2,0.2,0.2,0.2,1,1,1,0.2,1,0.2,1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.6,0.6,0.6,1,1,1,1,1,1,1,1,0.2,1,1,1,1,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,1,0.4,1,0.2,1,1,1,1,1,1,1,1,0.2,1,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,31.78,44,568,715,66,334,160,0.65,8,0.27,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,Unsure,"nan, ",0.5,The items you picked up,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A041,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0.5,0,0,1,1,0.5,1,0,0,1,1,1,1,0,0,0.5,0,0.5,0,0.5,0,0,0,0,1,0,1,1,1,1,1,0,0.5,1,1,0,1,1,0,1,1,0.5,1,0,0.5,0.5,1,0,0.5,1,0,1,0.5,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,1,0.5,0.5,0,1,1,0.5,0,1,1,1,1,0.6,1,1,0.6,0.6,1,1,0.8,1,1,1,1,1,1,1,1,0.6,0.6,1,0.6,0.6,0.6,0.6,1,1,0.6,0.2,0.6,0.2,0.2,0.2,0.6,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,1,1,1,1,1,1,1,1,0.6,0.6,1,1,1,0.6,0.6,0.2,1,1,0.2,0.6,0.2,0.2,0.2,0.6,0.2,0.2,0.6,0.6,1,0.6,1,1,1,1,1,1,1,1,1,1,0.6,0.2,1,1,1,0.6,0.6,0.2,0.6,1,1,0.2,0.2,0.2,0.4,1,0.2,0.2,75.74,54,384,387,61,500,205,0.38,8,0.38,0,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,Unsure,"nan, ",0.75,"The furniture/fixtures/objects in the room, Where you picked up and put down items",No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A041,4,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0.5,1,1,1,1,1,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0.5,1,1,0.5,0,0,0,0.5,1,0,0,0,0,0.5,0,1,1,1,1,1,0.6,1,0.2,1,1,0.2,1,1,1,0.6,1,1,1,1,1,0.6,0.6,0.6,1,1,1,1,1,0.2,1,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.6,0.6,0.6,1,1,1,1,1,1,1,1,0.4,1,1,0.6,1,1,0.6,0.2,1,0.2,0.4,0.2,0.2,1,0.2,0.2,0.2,0.2,0.2,0.2,1,0.2,0.6,1,1,0.2,1,1,0.2,0.2,1,0.6,1,1,1,0.2,1,1,0.6,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.6,141.84,67,476,349,43,199,166,0.22,7,0.29,0,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,Unsure,"nan, ",0.25,The furniture/fixtures/objects in the room,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",supeeeeer haaaaaaaaarddddddddd!
A042,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.5,1,0.25,0.5,1,0.5,1,1,0.5,0.5,0,0,0.5,1,0,0,0,0.5,0,0.25,0,1,0,0.5,0,0,0,0,1,0.5,0,1,1,1,1,1,1,1,1,1,0,1,0.5,0,1,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,1,0,0,1,1,1,1,1,1,1,0.5,1,1,1,0,1,1,1,1,0.5,0.5,0,1,0.25,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.2,0.2,0.2,0.2,0.2,1,1,0.2,0.2,0.2,0.2,0.2,0.2,0.8,1,1,0.6,1,0.2,0.2,1,1,1,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.4,0.4,0.4,0.4,1,1,1,1,1,1,1,0.4,0.4,0.8,0.6,0.4,1,0.2,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.8,1,1,0.6,1,0.8,1,0.4,1,1,1,1,1,1,0.4,0.4,0.8,0.6,0.4,1,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.4,0.6,0.4,0.4,0.4,1,30,405,156,96,463,109,0.22,5,0.23,-0.5,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-1,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A042,2,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0.5,1,1,1,0,0,1,0,0.25,0.25,0,1,0.5,0,1,0.25,0.25,0.25,0.5,1,0,0,1,1,0,0,1,0,1,0,0.5,0,1,1,1,1,1,1,1,0.5,1,1,0,0.25,0.5,1,0.5,0.5,1,1,0,0,0,1,0.5,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0.25,0,0.5,0.5,0,0.5,0.5,0,0,0,1,0.5,0,0,0.5,1,0,0,0.6,0.8,0.6,0.6,0.6,1,1,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.6,0.6,1,1,0.6,1,0.4,0.4,0.6,0.4,0.6,0.4,0.4,0.4,0.2,0.4,0.2,0.6,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,0.8,1,0.6,0.8,1,0.4,0.8,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.6,0.4,1,0.2,1,0.6,0.8,1,1,1,1,0.8,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.4,0.4,0.2,28.93,30,627,559,123,341,214,0.32,5,0.33,0,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-1,0,No,They didn’t,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A042,3,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0.5,0,1,0.5,1,0,1,1,0,0.25,0.25,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0,1,1,1,1,1,1,1,0,1,0,1,0,0.5,0,0.25,0.25,0,0.5,1,0,0,0,0.5,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0.5,0,1,0.5,0,0,0,0.5,1,0,1,0.2,0.2,0.6,1,1,0.6,0.8,0.2,0.4,0.6,0.2,0.2,1,0.6,0.4,1,0.2,0.2,0.6,0.2,0.4,0.6,0.2,1,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,0.6,0.8,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.4,0.8,0.4,0.6,0.4,0.2,0.4,0.4,0.2,0.2,0.2,0.4,0.6,1,0.2,1,1,0.8,1,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.8,0.4,0.2,0.4,0.4,0.2,0.2,0.2,72.17,34,337,309,102,274,132,0.12,7,0.33,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,0,No,Didn’t help,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
