composite_ID,domain_name,theta
A016_1,recognition,1.9036118
A016_2,recognition,1.4411285
A016_3,recognition,0.23327582
A016_4,recognition,-1.1397111
A017_1,recognition,-0.6391709
A017_2,recognition,1.0270516
A017_3,recognition,0.052184086
A017_4,recognition,0.83012307
A018_1,recognition,1.4109228
A018_2,recognition,0.5996864
A018_3,recognition,-0.32717264
A018_4,recognition,0.20080526
A019_1,recognition,-0.595755
A019_2,recognition,-0.91473895
A019_3,recognition,-0.05303995
A019_4,recognition,-0.86592454
A020_1,recognition,0.025333723
A020_2,recognition,0.15988535
A020_3,recognition,-0.53000283
A020_4,recognition,-2.11606
A021_1,recognition,1.0189588
A021_2,recognition,0.07988556
A021_3,recognition,0.2531976
A021_4,recognition,0.8100998
A022_1,recognition,0.7006532
A022_2,recognition,0.82322234
A022_3,recognition,0.6178966
A022_4,recognition,0.7746554
A023_1,recognition,1.2135278
A023_2,recognition,0.17641118
A023_3,recognition,0.47770166
A023_4,recognition,0.2566587
A024_1,recognition,0.1665688
A024_2,recognition,0.7121583
A024_3,recognition,-0.22996096
A024_4,recognition,-1.4426877
A025_1,recognition,1.360151
A025_2,recognition,1.7844731
A025_3,recognition,-0.45531645
A025_4,recognition,-0.94007283
A026_1,recognition,0.86435807
A026_2,recognition,-0.0797701
A026_3,recognition,0.73434836
A026_4,recognition,-0.35599992
A027_1,recognition,0.8715022
A027_2,recognition,0.9038378
A027_3,recognition,-0.8207221
A027_4,recognition,-0.041240644
A028_1,recognition,2.2219245
A028_2,recognition,-0.27324858
A028_3,recognition,0.4831524
A028_4,recognition,-1.0048754
A029_1,recognition,2.2038941
A029_2,recognition,0.807559
A029_3,recognition,1.8458977
A029_4,recognition,0.3636759
A030_1,recognition,0.9862274
A030_2,recognition,1.0242926
A030_3,recognition,0.6950158
A030_4,recognition,0.75897074
A031_1,recognition,2.3704553
A031_2,recognition,0.49445063
A031_3,recognition,-0.47639948
A031_4,recognition,-0.6373521
A032_1,recognition,0.84459144
A032_2,recognition,-0.84401304
A032_3,recognition,0.3777441
A032_4,recognition,1.9938936
A033_1,recognition,0.12254467
A033_2,recognition,0.03769665
A033_3,recognition,1.3217561
A033_4,recognition,-0.48656264
A034_1,recognition,1.9681851
A034_2,recognition,1.4029056
A034_3,recognition,0.39651436
A034_4,recognition,0.18125246
A035_1,recognition,-0.74787426
A035_2,recognition,1.2377579
A035_3,recognition,-0.27506277
A035_4,recognition,-0.6306757
A036_1,recognition,0.58926374
A036_2,recognition,-0.4348577
A036_3,recognition,-0.1798886
A036_4,recognition,-0.701797
A037_1,recognition,0.4952286
A037_2,recognition,0.8023264
A037_3,recognition,0.35276076
A037_4,recognition,-0.23161888
A038_1,recognition,1.3480587
A038_2,recognition,-0.48693523
A038_3,recognition,1.4236484
A038_4,recognition,-0.30625123
A039_1,recognition,2.6502607
A039_2,recognition,1.1687644
A039_3,recognition,0.47859183
A039_4,recognition,0.13750339
A040_1,recognition,-0.7236026
A040_2,recognition,-0.12109063
A040_3,recognition,-1.7814815
A040_4,recognition,-1.3892037
A041_1,recognition,1.2202754
A041_2,recognition,-0.95070297
A041_3,recognition,0.5597653
A041_4,recognition,0.5924366
A042_1,recognition,-0.6137282
A042_2,recognition,-1.1574801
A042_3,recognition,-0.3669241
A042_4,recognition,-0.9279955
A043_1,recognition,0.89639795
A043_2,recognition,0.52124614
A043_3,recognition,0.31227535
A043_4,recognition,-0.17383544
A044_1,recognition,-0.20215738
A044_2,recognition,-0.28356212
A044_3,recognition,-1.2413518
A044_4,recognition,-1.14906
A045_1,recognition,-0.49349594
A045_2,recognition,-0.7402035
A045_3,recognition,-0.63374674
A045_4,recognition,-1.0349663
A046_1,recognition,-0.9883133
A046_2,recognition,-1.5331292
A046_3,recognition,-2.2665782
A046_4,recognition,-1.3775052
A047_1,recognition,-0.2120615
A047_2,recognition,0.147283
A047_3,recognition,-1.1104324
A047_4,recognition,-1.3667513
A048_1,recognition,1.2021173
A048_2,recognition,0.22902651
A048_3,recognition,0.43096238
A048_4,recognition,0.57875425
A049_1,recognition,2.0608726
A049_2,recognition,-0.8923726
A049_3,recognition,0.7132922
A049_4,recognition,-0.1299459
A050_1,recognition,0.14575537
A050_2,recognition,0.11598674
A050_3,recognition,-1.1403466
A050_4,recognition,0.14097202
A051_1,recognition,1.7007954
A051_2,recognition,-0.24801171
A051_3,recognition,-0.7574422
A051_4,recognition,-0.14174831
A052_1,recognition,1.1322256
A052_2,recognition,-0.075946696
A052_3,recognition,0.4867115
A052_4,recognition,-0.71119696
A053_1,recognition,1.0451117
A053_2,recognition,0.80468833
A053_3,recognition,-0.955643
A053_4,recognition,-0.5235145
A054_1,recognition,0.6579031
A054_2,recognition,0.5285917
A054_3,recognition,1.0900701
A054_4,recognition,1.4204991
A055_1,recognition,0.23974502
A055_2,recognition,1.3063495
A055_3,recognition,-0.5564405
A055_4,recognition,-1.3558893
A056_1,recognition,0.4675654
A056_2,recognition,-0.45221466
A056_3,recognition,0.31469765
A056_4,recognition,-1.9844939
A057_1,recognition,0.31793895
A057_2,recognition,-1.0683506
A057_3,recognition,-0.25636467
A057_4,recognition,-1.6086155
A058_1,recognition,1.4841377
A058_2,recognition,-0.688028
A058_3,recognition,-0.16007778
A058_4,recognition,-0.71440375
A059_1,recognition,1.2934697
A059_2,recognition,1.4103463
A059_3,recognition,1.8944702
A059_4,recognition,0.46694222
A060_1,recognition,-0.25884134
A060_2,recognition,1.3204075
A060_3,recognition,0.07589277
A060_4,recognition,0.33478713
A061_1,recognition,2.4177642
A061_2,recognition,0.59312403
A061_3,recognition,0.8388686
A061_4,recognition,-1.0350739
A062_1,recognition,1.7497517
A062_2,recognition,0.40166268
A062_3,recognition,-0.78197163
A062_4,recognition,-1.01466
A063_1,recognition,1.076618
A063_2,recognition,1.8286464
A063_3,recognition,0.30993396
A063_4,recognition,-0.4668986
A064_1,recognition,1.5469784
A064_2,recognition,0.6496776
A064_3,recognition,-0.15238796
A064_4,recognition,-0.35195822
A065_1,recognition,-1.659461
A065_2,recognition,0.15720326
A065_3,recognition,-1.8519716
A065_4,recognition,-2.1576068
A066_1,recognition,-0.08991913
A066_2,recognition,-0.44925112
A066_3,recognition,-0.8498988
A066_4,recognition,-1.2579958
A067_1,recognition,0.45682383
A067_2,recognition,-1.2615693
A067_3,recognition,-1.5081519
A067_4,recognition,-1.7936089
A068_1,recognition,1.2015811
A068_2,recognition,0.04729811
A068_3,recognition,0.7257302
A068_4,recognition,-0.62313783
A069_1,recognition,-0.4172224
A069_2,recognition,-0.66246474
A069_3,recognition,-0.01672557
A069_4,recognition,-1.4896843
A070_1,recognition,0.09284555
A070_2,recognition,0.53083736
A070_3,recognition,-0.8922588
A070_4,recognition,-0.9906785
A071_1,recognition,0.81471837
A071_2,recognition,0.6141172
A071_3,recognition,-0.99121857
A071_4,recognition,0.15912029
A072_1,recognition,1.4821837
A072_2,recognition,1.5047586
A072_3,recognition,-0.53309643
A072_4,recognition,-0.028719265
A073_1,recognition,0.7147698
A073_2,recognition,0.1496532
A073_3,recognition,1.1332623
A073_4,recognition,1.3586249
A074_1,recognition,1.9121761
A074_2,recognition,0.35898024
A074_3,recognition,-0.8185972
A074_4,recognition,-0.727874
A075_1,recognition,1.3457054
A075_2,recognition,0.6893107
A075_3,recognition,-1.496895
A075_4,recognition,-0.48318234
A076_1,recognition,-0.14070143
A076_2,recognition,-1.227073
A076_3,recognition,-1.3722608
A076_4,recognition,-1.6782814
A077_1,recognition,0.36723348
A077_2,recognition,-0.28361422
A077_3,recognition,-0.5738264
A077_4,recognition,0.18215162
A078_1,recognition,-0.32106602
A078_2,recognition,-0.055842638
A078_3,recognition,-0.7022915
A078_4,recognition,-1.2292475
A079_1,recognition,1.0268571
A079_2,recognition,0.19042316
A079_3,recognition,-1.0238347
A079_4,recognition,-0.8016418
A080_1,recognition,0.22451968
A080_2,recognition,0.75250685
A080_3,recognition,-0.1550974
A080_4,recognition,-0.75064343
A081_1,recognition,0.7960694
A081_2,recognition,-0.007668346
A081_3,recognition,0.85584164
A081_4,recognition,0.6929968
A082_1,recognition,0.5877923
A082_2,recognition,1.2934797
A082_3,recognition,0.8032938
A082_4,recognition,-0.10999276
A083_1,recognition,2.4034634
A083_2,recognition,0.8046548
A083_3,recognition,0.42083806
A083_4,recognition,0.6116652
A084_1,recognition,1.133462
A084_2,recognition,0.06278772
A084_3,recognition,-0.0025550365
A084_4,recognition,-0.5091873
A085_1,recognition,0.037905462
A085_2,recognition,1.2918475
A085_3,recognition,-0.1570334
A085_4,recognition,-0.36178726
A086_1,recognition,0.55107135
A086_2,recognition,0.49279943
A086_3,recognition,-1.0509264
A086_4,recognition,-0.6616433
A087_1,recognition,0.3020474
A087_2,recognition,1.5509441
A087_3,recognition,0.40471902
A087_4,recognition,0.51737803
A088_1,recognition,2.5168996
A088_2,recognition,2.6197476
A088_3,recognition,0.96263725
A088_4,recognition,1.8686645
A089_1,recognition,0.94460756
A089_2,recognition,1.1335742
A089_3,recognition,0.59980696
A089_4,recognition,0.22100326
A090_1,recognition,0.15516889
A090_2,recognition,-0.09727677
A090_3,recognition,-1.5662982
A090_4,recognition,-0.5122575
A091_1,recognition,0.41254774
A091_2,recognition,-0.37133378
A091_3,recognition,-0.80017835
A091_4,recognition,-0.7603082
A092_1,recognition,-0.05624001
A092_2,recognition,-1.2775532
A092_3,recognition,-0.87457055
A092_4,recognition,-0.92264
A093_1,recognition,0.8037034
A093_2,recognition,0.4609719
A093_3,recognition,-0.26988137
A093_4,recognition,0.044120148
A094_1,recognition,-0.88686645
A094_2,recognition,-0.16644904
A094_3,recognition,-1.5031385
A094_4,recognition,-1.1274555
A095_1,recognition,1.656265
A095_2,recognition,0.38978475
A095_3,recognition,0.06315905
A095_4,recognition,-0.34465104
A096_1,recognition,-0.3418682
A096_2,recognition,-0.43949994
A096_3,recognition,-1.6839054
A096_4,recognition,-2.4213817
A097_1,recognition,0.11225383
A097_2,recognition,-0.4968694
A097_3,recognition,0.6486477
A097_4,recognition,-0.48381248
A098_1,recognition,0.587516
A098_2,recognition,0.42435893
A098_3,recognition,0.8635689
A098_4,recognition,-1.0745814
A099_1,recognition,0.76261634
A099_2,recognition,0.561892
A099_3,recognition,0.686803
A099_4,recognition,1.1890138
A100_1,recognition,0.4556016
A100_2,recognition,1.2548316
A100_3,recognition,-0.111552596
A100_4,recognition,0.0683814
A101_1,recognition,-0.0733134
A101_2,recognition,-0.818301
A101_3,recognition,-1.4408159
A101_4,recognition,-0.9005159
A102_1,recognition,-0.27613345
A102_2,recognition,1.3479259
A102_3,recognition,-0.6895494
A102_4,recognition,-0.2641145
A103_1,recognition,2.2969244
A103_2,recognition,-0.62082195
A103_3,recognition,-1.0148394
A103_4,recognition,-0.44997358
A104_1,recognition,1.6922882
A104_2,recognition,0.89337647
A104_3,recognition,0.088735506
A104_4,recognition,-1.0080533
A105_1,recognition,1.2146093
A105_2,recognition,0.86151916
A105_3,recognition,-0.54249763
A105_4,recognition,0.14367945
A106_1,recognition,0.9481567
A106_2,recognition,-0.42539778
A106_3,recognition,0.24058342
A106_4,recognition,0.8034563
A107_1,recognition,-0.68936515
A107_2,recognition,-1.9472034
A107_3,recognition,-1.2618011
A107_4,recognition,-0.67621964
A108_1,recognition,-0.37996405
A108_2,recognition,-0.90253675
A108_3,recognition,0.37798166
A108_4,recognition,-1.5540043
A109_1,recognition,-0.13483873
A109_2,recognition,-1.3257954
A109_3,recognition,-0.17567287
A109_4,recognition,-1.7635536
