predictor_value,partial_residual
-22.57,0.9898288277641456
-22.57,0.021718148640620993
-22.57,-0.41299469750882517
-22.57,0.8311650117806173
-23.57,0.5042402038996912
-23.57,0.45140628766280855
-23.57,-0.0917572955004223
-23.57,-0.00598416619141931
-23.57,0.653926966540443
-23.57,-0.31744337048734894
-23.57,1.0764139707481315
-23.57,-0.0769968172636418
-22.57,-0.14593504759757425
-22.57,-0.06935033085542408
-22.57,0.8542717834341851
-22.57,0.03695701504071652
-22.57,-0.03285701463098395
-22.57,1.6378626196010642
-22.57,0.36591089676857835
-22.57,0.016161926828749618
-21.57,0.193507116172709
-21.57,0.8806434097752504
-21.57,1.0299451738716152
-21.57,0.22623570229217838
-23.57,0.5106713043912711
-23.57,-0.33127149244274323
-23.57,0.5029311798144592
-23.57,-0.35873938867110855
-20.57,-1.0578329806237823
-20.57,0.8228854966034823
-20.57,0.5935424275317938
-20.57,0.22060837536498076
-21.57,-0.09112886085432004
-21.57,-0.24758020916000123
-21.57,-0.6067343786081666
-21.57,0.6294618285989526
-24.57,0.28799102719371233
-24.57,-0.4029281307311725
-24.57,0.06300084959551785
-24.57,-0.11091151890187859
-18.57,-0.17715981845368728
-18.57,-0.0934800860382009
-18.57,0.3586928274276979
-18.57,-1.0585685418207256
-16.57,0.20590820094041723
-16.57,0.4813836505015087
-16.57,0.14010420911308652
-16.57,0.8096287730571943
-16.57,-0.44387342271025493
-16.57,0.21019882764329825
-16.57,-0.07791689072124935
-16.57,0.5422834935159748
-18.57,0.14021986725443403
-18.57,-0.4444028321574942
-18.57,0.6217342169430038
-18.57,0.45084813063871193
-15.57,-0.42042154642222196
-15.57,-0.03535727177591927
-15.57,0.7051401711808812
-15.57,0.12202216379850445
-18.57,-0.011494708405239917
-18.57,1.2855477723011672
-18.57,-0.47300585744225465
-18.57,-0.8847169582713452
-15.57,0.1495287878156114
-15.57,-0.17131502444066316
-15.57,0.5037079105064912
-15.57,0.3318189876244286
-16.57,0.399627164855835
-16.57,0.48861344747597496
-16.57,-0.2728234430039122
-16.57,-0.060980951650386694
-18.57,0.6769591060191019
-18.57,0.15786476615195155
-18.57,-0.19206702022010913
-18.57,0.23304178427703393
-19.57,0.6008243376807103
-19.57,-0.45030260691512763
-19.57,0.8937590222516849
-19.57,0.8252788922422951
-13.57,-0.17532517030816694
-13.57,0.9683619505372897
-13.57,0.06712276708902831
-13.57,0.4274153880945679
-12.57,1.1874691866185618
-12.57,-0.5974263661684287
-12.57,0.20902747850808692
-12.57,0.06295148540987766
-11.57,-0.011961962334586199
-11.57,-0.4077636189402462
-11.57,0.5214519048160875
-11.57,1.1903225533763289
-12.57,-0.244601735063392
-12.57,0.1433856109982482
-12.57,0.9638306941585761
-12.57,0.09300923382287321
-11.57,0.49247242702115296
-11.57,-0.20343812705420866
-11.57,0.027223380366401054
-11.57,-0.015284033959733559
-10.57,-0.5029498678460443
-10.57,1.1285247045364724
-10.57,0.08501971771306556
-10.57,-0.14696066199210184
-14.57,0.39574952313899503
-14.57,-0.04236134959735402
-14.57,-0.04148388273738007
-14.57,0.0880290809531317
-13.57,0.1539480001869544
-13.57,0.6161542995748619
-13.57,-0.06582934957934147
-13.57,0.1837701581972311
-12.57,0.21868924534597456
-12.57,-0.19391302871781846
-12.57,0.5050830998550414
-12.57,0.12382268102743894
-13.57,0.8453259409231759
-13.57,0.07089096007618587
-13.57,-0.1734125119525112
-13.57,0.6128749409355392
-6.57,-0.43344790988351567
-6.57,0.5519625309535997
-6.57,-0.7392078772452626
-6.57,-0.6707488017314935
-9.57,0.666085006212584
-9.57,-0.9913765490799983
-9.57,0.3084976961209409
-9.57,0.5170467459824737
-6.57,-0.7463933123637354
-6.57,0.16733368752685895
-6.57,0.8205093837479441
-6.57,-0.2054069277830235
-6.57,0.057753184362724926
-6.57,0.2365462618928963
-6.57,0.39619202390514185
-6.57,0.22546677752064684
-6.57,-0.1454209831324263
-6.57,0.15833464427077937
-6.57,-0.17357080290925453
-6.57,-0.5474906219802561
-7.57,-0.7806533878926979
-7.57,-0.18711915100548096
-7.57,0.20123925473080126
-7.57,-0.46144667835586173
-6.57,-0.40730321629194155
-6.57,-0.3892818786792689
-6.57,-0.703904537946775
-6.57,-0.14309998260833856
-8.57,-0.34197408293934145
-8.57,0.08648970278847727
-8.57,-0.6660646344869668
-8.57,-0.46153901606083997
-6.57,0.36869579946965414
-6.57,-0.753703615625483
-6.57,0.24952603611099716
-6.57,0.6155965080416584
-9.57,0.9995960891858412
-9.57,-0.8002342863187498
-9.57,0.16399472836992543
-9.57,1.4677177484490045e-05
-3.5700000000000003,-0.6538489151541607
-3.5700000000000003,-0.16505765555436447
-3.5700000000000003,-0.2358769333595181
-3.5700000000000003,-0.22269202304257796
-3.5700000000000003,0.7738888944426725
-3.5700000000000003,-0.6367718615997295
-3.5700000000000003,-0.178958307631699
-3.5700000000000003,-0.03216717808976798
-1.5700000000000005,0.21869443979735756
-1.5700000000000005,0.297891144199941
-1.5700000000000005,0.39344638980777363
-1.5700000000000005,0.022293930680045124
-0.5700000000000003,0.2811009724282144
-0.5700000000000003,0.3124842199272915
-0.5700000000000003,-0.6101694191296936
-0.5700000000000003,0.3630533359574962
-1.5700000000000005,-0.4120526404924094
-1.5700000000000005,0.24076847913842
-1.5700000000000005,0.7238078349481869
-1.5700000000000005,0.8954297396202577
-0.5700000000000003,-0.5154640874297622
-0.5700000000000003,0.6103026801161499
-0.5700000000000003,0.23005499556747366
-0.5700000000000003,0.19585509365359294
-2.5700000000000003,-0.3172636885940214
-2.5700000000000003,0.8501896409602749
-2.5700000000000003,-0.35227962876186564
-2.5700000000000003,-0.16199275837032562
-4.57,0.04589204908662739
-4.57,-0.13333035301599952
-4.57,0.10740143672616867
-4.57,-0.20481548346601766
-2.5700000000000003,0.2746704185285735
-2.5700000000000003,-0.7042839277271051
-2.5700000000000003,-0.023958389304398153
-2.5700000000000003,-0.22526121779527958
-1.5700000000000005,-0.2507177917375569
-1.5700000000000005,0.7670517200481158
-1.5700000000000005,0.803889132667934
-1.5700000000000005,0.14757137188169708
3.43,-0.5155412967453579
3.43,1.1483322635526634
3.43,-0.010385543623773454
3.43,0.4162969914541102
