UID,TEST,LocationType,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A026,T2,Destination,26.48,0.63977706,0.023693688,0.7525959956162385,0.8367164570518297,0.28337531089869983
A026,T3,Destination,75.46,0.61266387,-0.2586269,0.7195567326358764,0.411734607869952,0.03969488223846426
A026,T4,Destination,147.65,-0.2835504,0.07215012,-0.3725412076390672,0.9096587253504346,0.6482015073620165
A027,T1,Destination,1.0,0.52744526,0.20354348,0.6157120700708698,1.1074473226985677,0.4837209284721647
A027,T2,Destination,28.26,1.2530484,0.24188459,1.499908764072441,1.1651628295375014,0.2655358309923134
A027,T3,Destination,74.58,-0.48801902,-0.9671205,-0.6217001043757373,-0.6547725228871063,-0.21239899294538406
A027,T4,Destination,145.92,0.38854283,-1.2659346,0.44645002774455805,-1.1045823283966447,-0.7854084963417555
A028,T1,Destination,1.0,1.5729234,0.4769665,1.8896981708461666,1.5190355156520816,0.36496246306784286
A028,T2,Destination,22.82,0.35054204,0.1722151,0.4001434849042832,1.0602881942815052,0.5172077148313885
A028,T3,Destination,72.26,0.36001632,-0.31882703,0.411688538380823,0.3211143567942868,0.07366065986452443
A028,T4,Destination,138.91,-0.4464555,-0.9104983,-0.5710521331237548,-0.5695381890001773,-0.17610071185017365
A029,T1,Destination,1.0,1.7540342,0.58631253,2.110393977934294,1.6836359026068475,0.3999587489956584
A029,T2,Destination,28.43,0.9775655,-0.057473175,1.1642141453391683,0.7145346361141652,0.09303042602810768
A029,T3,Destination,93.26,0.37505868,-0.2605461,0.43001867540583844,0.4088456043766968,0.1206772983151702
A029,T4,Destination,143.14,1.0688435,-0.15465695,1.275442586047233,0.5682422927092431,-0.025871860075701414
A030,T1,Destination,1.0,-0.5316837,-0.780341,-0.6749084817549151,-0.3736102532078346,-0.02974139108263474
A030,T2,Destination,32.95,1.5800109,-0.3914131,1.898334770832126,0.21184934543972975,-0.4160599822122177
A030,T3,Destination,71.93,0.7544972,-0.36319333,0.8923902756181102,0.25432903182408684,-0.10342316978192062
A030,T4,Destination,150.46,0.12028915,-0.6311003,0.1195647044399271,-0.14895575985860052,-0.12286976202779284
A031,T1,Destination,1.0,1.4608339,0.8747201,1.753109504302787,2.117780586439299,0.7605878548443061
A031,T2,Destination,32.41,-0.6116699,0.28195387,-0.7723770974581885,1.2254797792520806,0.9505117788262829
A031,T3,Destination,71.56,-0.31054813,-0.69375503,-0.4054397747697814,-0.2432709609001601,-0.02908229086248594
A031,T4,Destination,143.85,-0.8304748,-0.59017634,-1.039005724797569,-0.0873522462082068,0.24475291456312262
A032,T1,Destination,1.0,-0.66399795,0.09588946,-0.8361423794187226,0.945393946373555,0.8019074310947187
A032,T2,Destination,57.18,-0.2995187,-0.33580983,-0.39199966542471754,0.2955498671500318,0.28799849951694445
A032,T3,Destination,80.16,0.80790555,-0.16218269,0.957471976480208,0.5569136718519431,0.05820536929046638
A032,T4,Destination,144.51,1.2733109,0.07253409,1.524599996131066,0.9102367217402352,0.10664997803300524
A033,T1,Destination,1.0,-0.8207058,-0.24775255,-1.0271015349897614,0.4281039467282678,0.5483565272408899
A033,T2,Destination,29.16,0.05391906,-0.5203942,0.03868824329535884,0.017691962955414836,-0.0005135646038362425
A033,T3,Destination,72.6,0.01400444,0.00516624,-0.009950431347544437,0.8088267832329968,0.4845766206189233
A033,T4,Destination,168.33,-1.3077472,-0.8157016,-1.6205945506372637,-0.42683914906214876,0.2086796235198189
A034,T1,Destination,1.0,1.5448427,0.45592862,1.8554799312375978,1.4873668470345933,0.35587474744858194
A034,T2,Destination,26.08,1.3082612,0.5142764,1.5671893097803467,1.5751987250273431,0.49053388754118304
A034,T3,Destination,74.28,-1.1147809,-0.14541733,-1.3854520118195355,0.5821508454689088,0.7424648646943701
A034,T4,Destination,145.38,-0.6969951,-0.5549027,-0.8763516471755766,-0.03425425267974387,0.22991769410462423
A035,T1,Destination,1.0,0.30524516,-0.10640716,0.3449461609999436,0.6408734993884998,0.2831722498692373
A035,T2,Destination,44.76,-0.05189664,-0.21338701,-0.09025537196168382,0.47983496231163636,0.3115683941836672
A035,T3,Destination,79.98,-0.003024264,-0.4429525,-0.030701063407834763,0.13426623443500035,0.08873789182626685
A035,T4,Destination,152.47,-1.0853919,-1.2231709,-1.3496395198283735,-1.040209423704837,-0.23403663952101544
A036,T1,Destination,1.0,1.3103865,-1.4248906,1.5697791321366301,-1.3438614234747355,-1.2487878621934858
A036,T2,Destination,21.63,-0.8839064,-1.6166325,-1.1041157573633245,-1.6324936759254378,-0.6569300026704448
A036,T3,Destination,71.47,-0.5670363,-1.5186924,-0.7179880252700659,-1.4850628239924641,-0.6794134900401115
A036,T4,Destination,143.85,-0.9257591,-1.4868759,-1.155116114080413,-1.43716892046852,-0.5260276183513664
A037,T1,Destination,1.0,-0.37298724,0.028820284,-0.481526069873742,0.8444336067769798,0.6404838826797059
A037,T2,Destination,23.7,0.8601754,-0.7307667,1.0211663377890057,-0.29898523972529983,-0.4697585593361182
A037,T3,Destination,72.08,0.52264977,0.039971896,0.6098684398956785,0.861220312708319,0.33873814728926316
A037,T4,Destination,143.66,-0.7062983,-1.0604337,-0.8876882280559122,-0.7952384257460162,-0.22008365408508307
A038,T1,Destination,1.0,1.0395416,0.03535945,1.2397362313200955,0.8542771214794471,0.15468857666300945
A038,T2,Destination,71.85,-0.28525016,0.09267629,-0.3746124806115024,0.9405571084439891,0.667196110530406
A038,T3,Destination,72.86,0.56079465,0.19205713,0.6563505661845567,1.0901567301210604,0.46181480986867446
A038,T4,Destination,152.89,-0.17457396,-0.28523612,-0.23974601608013793,0.37167930903043767,0.28985148743341005
A039,T1,Destination,1.0,1.7322454,0.38967586,2.0838428456910387,1.3876354719419517,0.23124594408737142
A039,T2,Destination,28.65,1.3414384,0.80260557,1.607617980687461,2.00922539204348,0.7374906816804983
A039,T3,Destination,98.84,0.9721396,0.2218445,1.1576023177746086,1.134996150705098,0.3453444208459642
A039,T4,Destination,246.24,1.2233254,0.04020334,1.463689270402928,0.8615687091883593,0.09506190336246861
A040,T1,Destination,1.0,-0.9852747,0.0019404963,-1.227639913745227,0.8039710179049196,0.8295030366627069
A040,T2,Destination,26.26,0.88222194,-0.18772006,1.0480315437226146,0.5184718465400682,0.009442291372727674
A040,T3,Destination,71.28,-0.9794845,-0.48499733,-1.220584161894969,0.07097545664043982,0.3909180568923283
A040,T4,Destination,143.53,-1.104057,-0.6703814,-1.3723842115247307,-0.2080862491869179,0.26806975816617756
A041,T1,Destination,1.0,0.22410686,0.15652198,0.24607363321994016,1.0366650812656275,0.5471460889961254
A041,T2,Destination,31.78,-0.6096121,-0.7230804,-0.7698695284351046,-0.28741492524520007,0.048720735875965454
