UID,TEST,LocationType,theta_accuracy,TSVR_hours,theta_confidence,Z_accuracy,Z_confidence,calibration
A073,T1,Source,1.1209983,1.0,-0.54192835,1.3287761482907308,-0.0280807930634524,-1.356856941354183
A073,T2,Source,0.3522422,66.66,-0.66379476,0.4355362820589617,-0.20755183256000875,-0.6430881146189704
A073,T3,Source,1.3783715,66.9,-0.71545494,1.6278254862272266,-0.28363109185040053,-1.9114565780776271
A073,T4,Source,1.4486346,140.12,-0.67257667,1.709466206925286,-0.2204848344960237,-1.9299510414213097
A074,T1,Source,1.0531274,1.0,0.26932,1.249914993709935,1.1666338511470897,-0.08328114256284525
A074,T2,Source,0.28312021,29.33,-0.34384635,0.35522144995385885,0.2636319311035829,-0.09158951885027594
A074,T3,Source,-0.56265223,73.02,-0.51103044,-0.6275059211435762,0.01742214762357559,0.6449280687671518
A074,T4,Source,-0.6709876,147.21,-0.40131557,-0.7533839095029131,0.17899777594584687,0.93238168544876
A075,T1,Source,1.2248234,1.0,-0.25515464,1.4494135239622865,0.3942470315929394,-1.0551664923693471
A075,T2,Source,0.43895453,28.68,-0.23953032,0.5362898371199818,0.4172567596371711,-0.11903307748281067
A075,T3,Source,-1.422566,71.37,-1.3759944,-1.6266645110860252,-1.256398760272683,0.37026575081334223
A075,T4,Source,-0.6957722,244.53,-0.74685985,-0.782181850473538,-0.32988068468730936,0.4523011657862287
A076,T1,Source,0.15540236,1.0,-0.5924384,0.20682239952758041,-0.10246627121549647,-0.30928867074307687
A076,T2,Source,-1.0829679,27.3,-1.6846266,-1.2320756923220988,-1.7109172921315363,-0.4788415998094375
A076,T3,Source,-1.1610296,74.88,-1.0939492,-1.322777831096444,-0.8410345493386437,0.48174328175780023
A076,T4,Source,-1.1055614,149.28,-1.4926583,-1.2583277310606629,-1.4282081325576488,-0.1698804014969859
A077,T1,Source,0.5334684,1.0,0.22672701,0.6461082263280112,1.1039077218505393,0.4577994955225281
A077,T2,Source,-0.17786074,53.88,-0.44985828,-0.18040560017737758,0.10750957321894393,0.2879151733963215
A077,T3,Source,-0.0657532,78.36,-0.3103215,-0.05014461879046867,0.3130035313539401,0.36314815014440877
A077,T4,Source,-0.39172974,149.75,-0.20550269,-0.42890615445086205,0.4673687972995934,0.8962749517504555
A078,T1,Source,-0.5279406,1.0,-0.8952676,-0.5871734779435982,-0.5484388022345896,0.03873467570900857
A078,T2,Source,0.1811822,26.17,-0.8208281,0.23677673853455078,-0.43881274166052403,-0.6755894801950748
A078,T3,Source,-0.7775617,72.3,-1.2026373,-0.8772154274938223,-1.0010980671521712,-0.12388263965834889
A078,T4,Source,-1.4361522,140.08,-1.6080743,-1.642450708386571,-1.5981797391269612,0.044270969259609716
A079,T1,Source,0.019097133,1.0,-0.3214581,0.048445428298121665,0.29660280880490175,0.2481573805067801
A079,T2,Source,0.19691332,26.11,-0.059033513,0.2550551801943645,0.6830720041996332,0.4280168240052687
A079,T3,Source,-0.70234376,74.0,-0.71068835,-0.7898175354135784,-0.276611398219039,0.5132061371945393
A079,T4,Source,-0.62206274,194.42,-0.85501325,-0.6965367047759418,-0.4891567569297496,0.20737994784619218
A080,T1,Source,0.10537331,1.0,0.21134722,0.14869220461959531,1.0812581098816734,0.932565905262078
A080,T2,Source,0.5328905,29.03,-0.20075512,0.6454367476643684,0.4743604804301842,-0.17107626723418423
A080,T3,Source,0.045848988,72.87,-0.6536064,0.07952917954465055,-0.19254757043425044,-0.27207674997890097
A080,T4,Source,-0.66487795,145.77,-0.9984222,-0.7462849311029721,-0.7003532082702763,0.045931722832695865
A081,T1,Source,0.37206882,1.0,-0.014630079,0.45857340319091516,0.7484643502710135,0.2898909470800984
A081,T2,Source,-0.42201942,31.39,-0.104610205,-0.46410060651622204,0.6159518166922275,1.0800524232084496
A081,T3,Source,0.83210707,80.13,-0.20947611,0.9931051030258786,0.4615171945670898,-0.5315879084587889
A081,T4,Source,-0.09271791,154.53,-0.9656583,-0.08147569239545008,-0.652102248953749,-0.570626556558299
A082,T1,Source,0.071322605,1.0,0.0642319,0.10912770922333448,0.8646033367881809,0.7554756275648464
A082,T2,Source,1.181799,27.97,-0.109985024,1.3994222337459201,0.6080363923104325,-0.7913858414354876
A082,T3,Source,1.0123066,75.71,-0.48187196,1.2024841298358484,0.0603634529081043,-1.142120676927744
A082,T4,Source,-0.5707041,170.25,-0.9638303,-0.6368616209314747,-0.649410177691457,-0.012548556759982343
A083,T1,Source,1.2475034,1.0,0.115965486,1.475766069543566,0.9407907001174567,-0.5349753694261092
A083,T2,Source,0.6259196,25.15,-0.25223792,0.7535299398220136,0.39854244630418256,-0.354987493517831
A083,T3,Source,0.113821276,74.3,-0.23575792,0.15850813976439682,0.4228123228920237,0.2643041831276269
A083,T4,Source,0.19219941,144.91,-0.6712417,0.24957795232218422,-0.21851884195060692,-0.46809679427279116
A084,T1,Source,0.8040474,1.0,-1.398021,0.9605017638428691,-1.2888370408339536,-2.249338804676823
A084,T2,Source,0.14113443,27.25,-1.5269368,0.19024408049426902,-1.4786896231290272,-1.6689337036232963
A084,T3,Source,-0.11596396,91.97,-0.8032251,-0.10848594778388475,-0.4128890379241305,-0.30440309014024575
A084,T4,Source,-0.59100777,162.51,-1.2504457,-0.6604530402058245,-1.0715048613185636,-0.4110518211127391
A085,T1,Source,-0.11570579,1.0,0.009534121,-0.10818597262106645,0.78405064589261,0.8922366185136764
A085,T2,Source,1.1474876,24.51,0.43711734,1.3595548293165767,1.413746759737382,0.05419193042080539
A085,T3,Source,-0.103653476,71.4,0.16515636,-0.09418204166670617,1.0132334453376048,1.107415487004311
A085,T4,Source,-0.4273231,170.65,-0.41915497,-0.4702631051471092,0.1527259290768461,0.6229890342239552
A086,T1,Source,0.7650894,1.0,0.20403749,0.9152353409700527,1.0704931678312826,0.1552578268612299
A086,T2,Source,0.30255273,23.47,0.3149156,0.3778006549388289,1.2337818842143573,0.8559812292755284
A086,T3,Source,-1.0298048,145.29,-0.87440115,-1.1703039544035752,-0.5177090591322621,0.6525948952713131
A086,T4,Source,-0.8856172,169.55,-0.9964989,-1.0027682268350007,-0.6975207899667935,0.3052474368682072
A087,T1,Source,-0.14446898,1.0,0.33115876,-0.14160675196577532,1.2577029696874493,1.3993097216532246
A087,T2,Source,0.79339594,31.07,-0.1054703,0.9481255255202425,0.6146851662368987,-0.3334403592833438
A087,T3,Source,0.07429415,72.8,-0.18653458,0.11258043299138222,0.49530288035812464,0.38272244736674244
A087,T4,Source,0.63730603,144.2,0.20118752,0.7667601609676504,1.0662960549563403,0.29953589398868985
A088,T1,Source,1.3610681,1.0,0.077822685,1.6077201671262076,0.8846183049120816,-0.723101862214126
A088,T2,Source,1.6403587,24.25,-0.090958476,1.932235963727744,0.6360565362335292,-1.2961794274942147
A088,T3,Source,1.0740212,74.91,-0.15303862,1.2741921020373659,0.5446319346901187,-0.7295601673472472
A088,T4,Source,1.2408419,149.93,-0.092690825,1.468025880725678,0.6335053289254545,-0.8345205518002236
A089,T1,Source,0.95078164,1.0,0.24442697,1.1309965058152844,1.1299742172880227,-0.0010222885272617166
A089,T2,Source,1.0349191,32.14,0.30268687,1.2287582452219452,1.215772796354768,-0.01298544886717723
A089,T3,Source,0.30402267,79.34,-0.1558888,0.37950862058484947,0.5404345125509723,0.16092589196612284
A089,T4,Source,-0.14708613,146.96,-0.14095879,-0.14464769397053925,0.5624217395021394,0.7070694334726786
A090,T1,Source,-0.23930658,1.0,-1.7046252,-0.25180129238989946,-1.7403689640932833,-1.4885676717033838
A090,T2,Source,0.0107415775,23.54,-1.2133199,0.0387368675763113,-1.0168301899456949,-1.0555670575220062
A090,T3,Source,-0.9169951,95.42,-1.7288464,-1.0392271130781587,-1.7760392028559906,-0.7368120897778319
A090,T4,Source,-0.89684373,144.07,-1.8383566,-1.0158126555627167,-1.937313416394207,-0.9215007608314902
A091,T1,Source,0.61024165,1.0,-0.06817329,0.7353132779174272,0.6696119762973038,-0.06570130162012333
A091,T2,Source,-0.23226447,22.2,-0.6159316,-0.24361886184477677,-0.1370643940706827,0.10655446777409408
A091,T3,Source,-1.0321478,73.64,-1.297504,-1.173026353623017,-1.1408069932016704,0.03221936042134654
A091,T4,Source,-1.0876396,142.61,-0.45737362,-1.2375038751788914,0.09644183205901277,1.3339457072379042
A092,T1,Source,0.23328507,1.0,0.16628128,0.2973165646628784,1.014890100044595,0.7175735353817165
A092,T2,Source,-0.8227533,22.83,-0.09658414,-0.9297248498435111,0.6277716957599455,1.5574965456034566
A092,T3,Source,-0.70078677,71.31,-0.5907904,-0.788008423863993,-0.10003928355671238,0.6879691403072805
A092,T4,Source,-0.77845037,146.16,-1.3193048,-0.8782479987760848,-1.1729127411092075,-0.2946647423331227
A093,T1,Source,0.17902495,1.0,0.20957875,0.23427016759296282,1.078653707657808,0.8443835400648452
A093,T2,Source,1.032644,22.09,-1.2093322,1.2261147409692128,-1.010957557247313,-2.2370722982165256
A093,T3,Source,-0.19266124,70.22,-1.6360039,-0.1976027276410339,-1.6393112891966075,-1.4417085615555736
A093,T4,Source,0.2726866,140.95,-1.8417343,0.34309833782412824,-1.9422877102140337,-2.285386048038162
A094,T1,Source,-1.0644217,1.0,-1.2259504,-1.21052632808667,-1.0354309591351811,0.17509536895148892
A094,T2,Source,0.04552735,22.98,-1.0553681,0.07915545908364209,-0.7842166770314133,-0.8633721361150554
A094,T3,Source,-0.8497856,76.21,-1.6303165,-0.9611344582172685,-1.6309355309377669,-0.6698010727204984
A094,T4,Source,-1.2777404,149.99,-1.4738028,-1.458387472931875,-1.4004398887468457,0.05794758418502943
A095,T1,Source,1.0975536,1.0,0.16226995,1.3015350757426964,1.008982667759819,-0.2925524079828774
A095,T2,Source,0.2966555,29.71,-0.7363977,0.3709484934583048,-0.31447321567374864,-0.6854217091320534
A095,T3,Source,0.022464879,78.76,-0.20635152,0.052358509425598346,0.4661187366597841,0.41376022723418576
A095,T4,Source,-0.32706589,148.79,-0.9732964,-0.35377136368428325,-0.6633507771312726,-0.3095794134469893
A096,T1,Source,-0.277075,1.0,-0.10050857,-0.29568550797997456,0.6219922399481965,0.917677747928171
A096,T2,Source,0.10875838,24.49,-0.34578586,0.15262541500190668,0.26077564054891766,0.10815022554701098
A096,T3,Source,-1.7827787,71.19,-0.47693783,-2.045206027651532,0.06762988046686425,2.112835908118396
A096,T4,Source,-1.7271752,143.66,-0.44960964,-1.9805987186467406,0.10787574203658964,2.0884744606833303
A097,T1,Source,0.1794386,1.0,-1.0187418,0.23475079944832863,-0.7302776126582795,-0.9650284121066082
A097,T2,Source,-0.54056513,24.37,-1.8563917,-0.6018422831582025,-1.9638734680476884,-1.362031184889486
A097,T3,Source,0.7713108,70.83,-1.700936,0.9224641649153511,-1.734935928370719,-2.6574000932860704
A097,T4,Source,-1.0911156,144.85,-1.5027418,-1.2415427397485796,-1.4430579687574967,-0.20151522900891705
A098,T1,Source,0.7291178,1.0,0.4312213,0.873438902317868,1.4050637401283421,0.5316248378104741
A098,T2,Source,0.0246297,25.77,0.036384776,0.05487387733026372,0.8235932480256623,0.7687193706953985
A098,T3,Source,1.1876998,78.84,0.3321092,1.4062785433123228,1.259102670021439,-0.14717587329088389
A098,T4,Source,-0.93667495,146.29,-0.21873945,-1.0620936979175652,0.4478751970797589,1.5099688949973242
A099,T1,Source,0.5694854,1.0,-0.10711205,0.6879574165485112,0.612267382869903,-0.07569003367860816
A099,T2,Source,1.1351792,28.75,0.106170654,1.3452533446590538,0.9263659814379278,-0.41888736322112596
A099,T3,Source,0.34919107,78.57,-0.062931776,0.4319910861859719,0.677331084180401,0.24533999799442913
A099,T4,Source,1.2946471,143.51,0.43014896,1.530543693137929,1.4034845192873104,-0.1270591738506186
A100,T1,Source,-0.06639828,1.0,-0.8735585,-0.05089415583207237,-0.5164680996961732,-0.4655739438641009
A100,T2,Source,1.3288726,31.14,-0.82988405,1.5703112878818477,-0.45214931865601315,-2.022460606537861
A100,T3,Source,0.2789706,75.34,-1.1911968,0.35039989851340325,-0.9842497951192103,-1.3346496936326135
A100,T4,Source,0.11508391,146.8,-1.6574647,0.1599752305949732,-1.6709163236308513,-1.8308915542258246
A101,T1,Source,-0.39517584,1.0,-0.7027124,-0.43291027734890647,-0.26486532284459785,0.16804495450430862
A101,T2,Source,-0.64429396,29.12,-1.3277925,-0.722367799942496,-1.1854124638952885,-0.46304466395279253
A101,T3,Source,-1.402536,75.21,-1.7045931,-1.6033910768711652,-1.7403216908506578,-0.13693061397949258
A101,T4,Source,-1.0298448,150.22,-1.8163987,-1.170350431556276,-1.9049763094082746,-0.7346258778519985
A102,T1,Source,-0.4269469,1.0,-0.3985268,-0.46982598752595933,0.18310476039559648,0.6529307479215558
A102,T2,Source,1.3623424,29.13,-0.02649939,1.609200813018369,0.7309845739874756,-0.8782162390308934
A102,T3,Source,-0.3569574,75.27,-0.38575232,-0.3885031705523725,0.20191756701415506,0.5904207375665276
A102,T4,Source,-0.13239342,150.41,-0.4196909,-0.1275758108141231,0.15193667210113487,0.279512482915258
A103,T1,Source,1.1801236,1.0,-1.6121315,1.3974755382050523,-1.604154723550031,-3.0016302617550834
A103,T2,Source,-0.6768038,27.26,-1.4930031,-0.7601419198913538,-1.428715914927035,-0.6685739950356812
A103,T3,Source,-0.973742,80.24,-1.578493,-1.1051629714928985,-1.5546157524577924,-0.4494527809648938
A103,T4,Source,-0.9487724,149.72,-1.5767274,-1.076150073691033,-1.5520155768447161,-0.47586550315368314
A104,T1,Source,1.2842352,1.0,0.27913165,1.5184458064828266,1.1810833374713063,-0.3373624690115202
A104,T2,Source,0.9625718,22.6,0.30397457,1.1446958324824175,1.2176691750005302,0.07297334251811272
A104,T3,Source,-0.589731,72.62,-0.14866999,-0.6589695243494836,0.5510655579278577,1.2100350822773414
A104,T4,Source,-1.3339353,145.78,-1.2789935,-1.5236819466393456,-1.1135468262975907,0.4101351203417549
A105,T1,Source,0.53870964,1.0,0.61516607,0.6521981741235326,1.6759567538952609,1.0237585797717283
A105,T2,Source,0.46811488,22.77,0.41612887,0.5701720881138557,1.3828373194056098,0.8126652312917542
A105,T3,Source,-1.190793,69.46,-0.3236314,-1.3573607832637213,0.2934022188298802,1.6507630020936015
A105,T4,Source,-0.1631536,146.2,-0.2430712,-0.1633169503881247,0.4120421528038971,0.5753591031920218
A106,T1,Source,0.7179772,1.0,-0.03485644,0.8604943181334411,0.7186772577169406,-0.14181706041650055
A106,T2,Source,-0.1352828,22.64,-0.6778077,-0.13093306470087956,-0.22818850273190328,-0.09725543803102371
A106,T3,Source,-0.20217995,66.08,-0.17605197,-0.20866279109561853,0.5107404805412842,0.7194032716369028
A106,T4,Source,0.47873917,147.13,-0.37065715,0.5825167568305104,0.22414802289840757,-0.35836873393210283
A107,T1,Source,-0.89261144,1.0,-1.6091614,-1.010895035847629,-1.5997806968234811,-0.5888856609758522
A107,T2,Source,-1.3602527,26.22,-2.1841025,-1.5542608921014602,-2.4464888001170255,-0.8922279080155653
A107,T3,Source,-0.8110506,71.45,-1.3234899,-0.9161271454707581,-1.1790760821594364,-0.26294893668867825
A107,T4,Source,-1.0200406,145.95,-1.6889918,-1.1589586490435784,-1.7173458640539412,-0.5583872150103628
A108,T1,Source,-0.8011535,1.0,-0.7909203,-0.9046274197709133,-0.39476792278832545,0.5098594969825878
A108,T2,Source,-0.5113533,27.61,-0.80433625,-0.567900216068803,-0.41452541373545204,0.153374802333351
A108,T3,Source,0.030380113,68.96,-0.7921201,0.06155544790758652,-0.3965348522743747,-0.4580903001819612
A108,T4,Source,-1.5837336,152.12,-0.76942104,-1.8139297899760336,-0.3631062488241319,1.4508235411519017
A109,T1,Source,-0.121756904,1.0,-1.3589526,-0.11521693635574536,-1.2313015283045599,-1.1160845919488145
A109,T2,Source,-0.9755655,24.65,-1.8378288,-1.1072817486916404,-1.9365361323612542,-0.8292543836696138
A109,T3,Source,0.17754932,71.17,-0.98674816,0.23255559057197064,-0.6831610049886305,-0.9157165955606011
A109,T4,Source,-1.646698,149.87,-1.5363755,-1.8870899408136836,-1.4925898709536416,0.39450006986004205
A010,T1,Destination,2.010915,1.0,0.13693643,2.4234206747488622,1.0071826290108732,-1.416238045737989
A010,T2,Destination,1.0975147,21.9,-0.1731106,1.310380390000311,0.5404637082400326,-0.7699166817602784
A010,T3,Destination,-1.186541,80.88,-0.446819,-1.4728965661267595,0.12844592805386698,1.6013424941806265
A010,T4,Destination,-0.4293288,145.31,-0.80998075,-0.5501820862836092,-0.4182274589650307,0.1319546273185785
A011,T1,Destination,1.1835473,1.0,0.5820918,1.415216954649631,1.6772823679496536,0.26206541330002264
A011,T2,Destination,0.07751111,24.57,0.20171207,0.06743675810294326,1.1046904709438874,1.037253712840944
A011,T3,Destination,-0.5014456,72.55,-0.08963197,-0.6380613037604969,0.666125470267001,1.3041867740274977
A011,T4,Destination,-0.84890825,148.85,-0.9402442,-1.0614681352400643,-0.6143151841075238,0.4471529511325405
A012,T1,Destination,0.33868304,1.0,0.11614872,0.38569248818703544,0.9758905454308524,0.590198057243817
A012,T2,Destination,-1.1255839,25.6,-0.8692789,-1.3986162008351717,-0.5074899446327934,0.8911262562023783
A012,T3,Destination,0.09193352,166.33,-0.61992574,0.0850114439588165,-0.13213450992342463,-0.21714595388224112
A012,T4,Destination,-0.9537699,166.87,-0.3019384,-1.189249175792824,0.34653709078047606,1.5357862665733002
A013,T1,Destination,-0.035398606,1.0,-0.050787084,-0.07015139732849036,0.7245993194484828,0.7947507167769732
A013,T2,Destination,-0.3057711,24.77,-0.3442688,-0.39961863935801034,0.2828164397431222,0.6824350791011325
A013,T3,Destination,0.9779469,79.66,-0.10295295,1.1646789071359436,0.646073178815572,-0.5186057283203716
A013,T4,Destination,-0.066024296,147.13,-1.3484422,-0.10747088005498047,-1.2287823829089946,-1.1213115028540142
A014,T1,Destination,0.7553257,1.0,0.284858,0.8933998591226419,1.2298514141597854,0.3364515550371435
A014,T2,Destination,-0.4665811,25.66,-0.02648484,-0.5955765432369718,0.7611818891702106,1.3567584324071824
A014,T3,Destination,0.12054519,70.56,-0.5064211,0.11987670656485198,0.03872590142540458,-0.0811508051394474
A014,T4,Destination,-0.5400671,148.87,-0.8566756,-0.6851242238815173,-0.48851798875193514,0.19660623512958214
A015,T1,Destination,1.0023323,1.0,0.5536311,1.194394172786401,1.6344400056526092,0.44004583286620824
A015,T2,Destination,1.4194467,23.69,0.047094353,1.7026763909428009,0.8719418649975854,-0.8307345259452155
A015,T3,Destination,0.24626894,70.59,-0.40970647,0.27307963248862904,0.1843120331046893,-0.08876759938393974
A015,T4,Destination,-0.43521827,146.54,-0.6451764,-0.557358805369226,-0.17014474593165674,0.38721405943756926
A016,T1,Destination,1.7207321,1.0,-0.053390674,2.069813107896563,0.7206800923720945,-1.3491330155244685
A016,T2,Destination,1.479976,32.85,0.14018714,1.7764354528870883,1.0120759765231488,-0.7643594763639394
A016,T3,Destination,-0.6975632,80.64,-0.67556345,-0.8770439155991425,-0.2158868747351791,0.6611570408639634
A016,T4,Destination,-0.8562173,150.8,-0.4178216,-1.0703747089441034,0.17209619373504564,1.242470902679149
A017,T1,Destination,-0.15520337,1.0,0.50636506,-0.21614163691653632,1.5632896541142909,1.7794312910308272
A017,T2,Destination,0.41041905,20.61,0.6012197,0.47310768719356633,1.7060759120923359,1.2329682248987694
A017,T3,Destination,0.22881152,61.28,0.8671315,0.2518065808728423,2.1063573413846326,1.8545507605117904
A017,T4,Destination,-0.7611534,140.49,0.228042,-0.9545328920262548,1.1443253499284458,2.0988582419547006
A018,T1,Destination,1.5116286,1.0,0.3249135,1.815006295175001,1.2901476206125173,-0.5248586745624837
A018,T2,Destination,0.4516168,34.03,-0.11045133,0.5233099428650387,0.6347857434186593,0.11147580055362061
A018,T3,Destination,-0.5255531,83.64,-0.8337312,-0.6674379293917514,-0.45397940405485077,0.21345852533690063
A018,T4,Destination,-0.6034264,150.87,-1.1547185,-0.7623318329806921,-0.9371668941499696,-0.1748350611692775
A019,T1,Destination,-1.1137557,1.0,-1.7082322,-1.3842027360092208,-1.7703802189022655,-0.38617748289304465
A019,T2,Destination,0.2184492,28.69,-1.6998299,0.23917939035904942,-1.757732097783373,-1.9969114881424224
A019,T3,Destination,-0.34441203,83.68,-1.5546432,-0.4467052362533133,-1.5391801576655149,-1.0924749214122016
A019,T4,Destination,-0.9084577,154.76,-1.6211447,-1.134033183428268,-1.6392859651929796,-0.5052527817647117
A020,T1,Destination,-0.39048332,1.0,0.084936984,-0.5028462313245139,0.9289070031556549,1.4317532344801687
A020,T2,Destination,0.15357906,26.85,-0.38507468,0.16013072013496646,0.2213906738691371,0.06125995373417065
A020,T3,Destination,-0.33567235,78.25,-0.8200439,-0.4360553427555652,-0.4333756850504575,0.0026796577051076964
A020,T4,Destination,-1.1523182,145.78,-1.4524196,-1.4311937606241856,-1.3853012823564688,0.04589247826771681
A021,T1,Destination,0.64160866,1.0,-0.29108983,0.7548279245805113,0.3628676225785291,-0.3919603020019822
A021,T2,Destination,0.47721207,30.21,-0.21397233,0.5544995172597659,0.47895387043758875,-0.07554564682217713
A021,T3,Destination,-0.59433186,74.19,-0.72609866,-0.7512495184782148,-0.29195836192900193,0.4592911565492128
A021,T4,Destination,-0.99789435,140.39,-0.52507687,-1.243017814135042,0.010643062378215334,1.2536608765132575
A022,T1,Destination,-0.42679092,1.0,-0.9335841,-0.5470895071834517,-0.6042896254552579,-0.057200118271806155
A022,T2,Destination,-0.60329264,24.15,-1.239637,-0.762168837338488,-1.0649961162956507,-0.30282727895716277
A022,T3,Destination,-0.09910751,74.46,-0.8647789,-0.1477850226395157,-0.5007160202269741,-0.35293099758745844
A022,T4,Destination,-0.08970222,141.71,-1.5464507,-0.1363240381623454,-1.5268478519555875,-1.390523813793242
A023,T1,Destination,0.1930206,1.0,0.20654905,0.20819291467609086,1.1119716569155451,0.9037787422394543
A023,T2,Destination,0.101476,25.63,-0.33590782,0.0966396037660854,0.29540236118280366,0.19876275741671828
A023,T3,Destination,-0.27825373,72.2,-0.5276897,-0.36608685560412796,0.006709926177047144,0.3727967817811751
A023,T4,Destination,0.92574984,145.07,-0.09092378,1.1010732453845329,0.6641808873144052,-0.4368923580701277
A024,T1,Destination,-0.26954484,1.0,-0.490049,-0.3554744818119978,0.06337109426196312,0.41884557607396095
A024,T2,Destination,-0.57454836,29.57,-0.613402,-0.7271419804433323,-0.12231421623382031,0.604827764209512
A024,T3,Destination,0.0074428213,91.47,-0.31282544,-0.01794620926250617,0.3301486494553359,0.34809485871784207
A024,T4,Destination,-0.940981,145.65,-0.15840495,-1.1736650327860605,0.562600366337463,1.7362653991235235
A025,T1,Destination,0.05380287,1.0,-0.07447063,0.038546657891144566,0.6889480860560953,0.6504014281649507
A025,T2,Destination,1.5041252,23.33,-0.09470015,1.8058628927997418,0.6584962551125377,-1.147366637687204
A025,T3,Destination,-0.27671874,72.94,-0.74952257,-0.3642163660644528,-0.3272187609576051,0.036997605106847686
A025,T4,Destination,-0.14176248,137.74,-1.3529526,-0.19976299982513843,-1.235571962606774,-1.0358089627816356
A026,T1,Destination,1.0732766,1.0,0.08161802,1.2808446194014138,0.9239109117686248,-0.356933707632789
A026,T2,Destination,0.63977706,26.48,0.023693688,0.7525959956162385,0.8367164570518297,0.08412046143559126
A026,T3,Destination,0.61266387,75.46,-0.2586269,0.7195567326358764,0.411734607869952,-0.3078221247659244
A026,T4,Destination,-0.2835504,147.65,0.07215012,-0.3725412076390672,0.9096587253504346,1.2821999329895017
A027,T1,Destination,0.52744526,1.0,0.20354348,0.6157120700708698,1.1074473226985677,0.4917352526276979
A027,T2,Destination,1.2530484,28.26,0.24188459,1.499908764072441,1.1651628295375014,-0.3347459345349395
A027,T3,Destination,-0.48801902,74.58,-0.9671205,-0.6217001043757373,-0.6547725228871063,-0.033072418511368995
A027,T4,Destination,0.38854283,145.92,-1.2659346,0.44645002774455805,-1.1045823283966447,-1.5510323561412027
A028,T1,Destination,1.5729234,1.0,0.4769665,1.8896981708461666,1.5190355156520816,-0.37066265519408503
A028,T2,Destination,0.35054204,22.82,0.1722151,0.4001434849042832,1.0602881942815052,0.660144709377222
A028,T3,Destination,0.36001632,72.26,-0.31882703,0.411688538380823,0.3211143567942868,-0.09057418158653618
A028,T4,Destination,-0.4464555,138.91,-0.9104983,-0.5710521331237548,-0.5695381890001773,0.0015139441235775264
A029,T1,Destination,1.7540342,1.0,0.58631253,2.110393977934294,1.6836359026068475,-0.4267580753274467
A029,T2,Destination,0.9775655,28.43,-0.057473175,1.1642141453391683,0.7145346361141652,-0.4496795092250031
A029,T3,Destination,0.37505868,93.26,-0.2605461,0.43001867540583844,0.4088456043766968,-0.02117307102914162
A029,T4,Destination,1.0688435,143.14,-0.15465695,1.275442586047233,0.5682422927092431,-0.7072002933379898
A030,T1,Destination,-0.5316837,1.0,-0.780341,-0.6749084817549151,-0.3736102532078346,0.30129822854708055
A030,T2,Destination,1.5800109,32.95,-0.3914131,1.898334770832126,0.21184934543972975,-1.6864854253923964
A030,T3,Destination,0.7544972,71.93,-0.36319333,0.8923902756181102,0.25432903182408684,-0.6380612437940234
A030,T4,Destination,0.12028915,150.46,-0.6311003,0.1195647044399271,-0.14895575985860052,-0.2685204642985276
A031,T1,Destination,1.4608339,1.0,0.8747201,1.753109504302787,2.117780586439299,0.3646710821365122
A031,T2,Destination,-0.6116699,32.41,0.28195387,-0.7723770974581885,1.2254797792520806,1.9978568767102691
A031,T3,Destination,-0.31054813,71.56,-0.69375503,-0.4054397747697814,-0.2432709609001601,0.1621688138696213
A031,T4,Destination,-0.8304748,143.85,-0.59017634,-1.039005724797569,-0.0873522462082068,0.9516534785893622
A032,T1,Destination,-0.66399795,1.0,0.09588946,-0.8361423794187226,0.945393946373555,1.7815363257922776
A032,T2,Destination,-0.2995187,57.18,-0.33580983,-0.39199966542471754,0.2955498671500318,0.6875495325747494
A032,T3,Destination,0.80790555,80.16,-0.16218269,0.957471976480208,0.5569136718519431,-0.4005583046282649
A032,T4,Destination,1.2733109,144.51,0.07253409,1.524599996131066,0.9102367217402352,-0.6143632743908307
A033,T1,Destination,-0.8207058,1.0,-0.24775255,-1.0271015349897614,0.4281039467282678,1.4552054817180293
A033,T2,Destination,0.05391906,29.16,-0.5203942,0.03868824329535884,0.017691962955414836,-0.020996280339944003
A033,T3,Destination,0.01400444,72.6,0.00516624,-0.009950431347544437,0.8088267832329968,0.8187772145805413
A033,T4,Destination,-1.3077472,168.33,-0.8157016,-1.6205945506372637,-0.42683914906214876,1.1937554015751148
A034,T1,Destination,1.5448427,1.0,0.45592862,1.8554799312375978,1.4873668470345933,-0.3681130842030045
A034,T2,Destination,1.3082612,26.08,0.5142764,1.5671893097803467,1.5751987250273431,0.008009415246996499
A034,T3,Destination,-1.1147809,74.28,-0.14541733,-1.3854520118195355,0.5821508454689088,1.9676028572884443
A034,T4,Destination,-0.6969951,145.38,-0.5549027,-0.8763516471755766,-0.03425425267974387,0.8420973944958327
A035,T1,Destination,0.30524516,1.0,-0.10640716,0.3449461609999436,0.6408734993884998,0.2959273383885562
A035,T2,Destination,-0.05189664,44.76,-0.21338701,-0.09025537196168382,0.47983496231163636,0.5700903342733201
A035,T3,Destination,-0.003024264,79.98,-0.4429525,-0.030701063407834763,0.13426623443500035,0.16496729784283512
A035,T4,Destination,-1.0853919,152.47,-1.2231709,-1.3496395198283735,-1.040209423704837,0.30943009612353656
A036,T1,Destination,1.3103865,1.0,-1.4248906,1.5697791321366301,-1.3438614234747355,-2.913640555611366
A036,T2,Destination,-0.8839064,21.63,-1.6166325,-1.1041157573633245,-1.6324936759254378,-0.5283779185621134
