term,estimate,SE,z,p_uncorrected
Intercept,0.7469182449191161,0.09415240302702856,7.933076808509035,2.1378211924630958e-15
C(domain)[T.When],-0.33299713951526466,0.11372489298373263,-2.9280936721821935,0.0034104727956226757
C(domain)[T.Where],0.031976212262294454,0.11372489298373245,0.28117161883694564,0.7785787718025462
TSVR_hours,-0.0013600190051646765,0.0010967251254858806,-1.2400728072698701,0.21494846580772675
TSVR_hours:C(domain)[T.When],0.003258320583714785,0.0014909935307498244,2.1853351584135763,0.028864281329791897
TSVR_hours:C(domain)[T.Where],-0.0009986123320228238,0.0014909935307498218,-0.6697630213865655,0.5030088699530362
log_TSVR,-0.1981644019831392,0.03731779338977187,-5.3101854097689625,1.0951376609626342e-07
log_TSVR:C(domain)[T.When],0.07059224176189278,0.05247972327880262,1.345133650702882,0.17858207794249192
log_TSVR:C(domain)[T.Where],0.02287822631909103,0.05247972327880251,0.43594411116744497,0.6628772796369513
