cluster,N,Source_intercept_mean,Source_intercept_SD,Source_intercept_min,Source_intercept_max,Source_slope_mean,Source_slope_SD,Source_slope_min,Source_slope_max,Destination_intercept_mean,Destination_intercept_SD,Destination_intercept_min,Destination_intercept_max,Destination_slope_mean,Destination_slope_SD,Destination_slope_min,Destination_slope_max,phenotype
0,30,0.24979795841022562,0.22100276154119178,-0.1759939212350083,0.7807649755462053,0.1305505173529432,0.11697258492157298,-0.1307884687602964,0.3959182231358887,0.19558217771277583,0.25745819118681645,-0.2735177762791635,0.9433521816684408,0.12005482177631326,0.0752229940200185,-0.0142276156197684,0.2748536241577671,"HighSrc-Resilient, HighDst-Resilient"
1,16,-0.568814205551003,0.20375991150484526,-0.9185336619819696,-0.1806731936342301,-0.024030749172580267,0.11718766066395007,-0.3111655449275861,0.1903244342085477,-0.5780998769508422,0.18242526549798602,-0.8594839920012968,-0.2461335297732647,0.015628876310756233,0.08292012003933745,-0.1387724490747381,0.1796857183394259,"LowSrc-Declining, LowDst-Resilient"
2,16,0.1056728336200825,0.2590612808674176,-0.3777381264602102,0.4540568412188303,-0.2598024295861786,0.05015821557149373,-0.3341183626474165,-0.1747411909991763,0.09377090951323333,0.2917498645092513,-0.3494282821229404,0.6078188580444234,-0.208200338719763,0.05876271470123828,-0.2913702081337621,-0.1003063518903076,"HighSrc-Declining, HighDst-Declining"
3,28,0.3621680388389829,0.2704154063565119,-0.0758936352900584,0.786505079837699,-0.037399042575456176,0.08713141534652205,-0.1686950487479429,0.1741616899379109,0.40517769919495195,0.3009126597096296,-0.1508169940510031,1.0907414324667075,-0.08955714891902064,0.07510400167743206,-0.2546388069806218,0.0886168978578436,"HighSrc-Declining, HighDst-Declining"
4,10,-1.0224381888903555,0.14929822152307237,-1.244931669950312,-0.803164314749114,0.16719885316646071,0.0739373082589288,0.0581974763289911,0.2905170900667943,-0.9463177429840185,0.13514667984444165,-1.1578193207872551,-0.78379939858325,0.19870989149872903,0.08187617394146118,0.10132423222818,0.4057770549951061,"LowSrc-Resilient, LowDst-Resilient"
