predictor_value,partial_residual
-22.57,0.7044102340052637
-22.57,1.2477966540181296
-22.57,-0.408741430610449
-22.57,0.5724378208702491
-22.57,-0.5713899188040223
-22.57,-1.289936158462052
-22.57,0.9049973778495167
-22.57,-0.10827178750760078
-23.57,-0.2645432853077949
-23.57,0.9527875689390418
-23.57,-0.1921629953715738
-23.57,0.0675508029269958
-23.57,-0.5381561323806284
-23.57,-0.23568475218254362
-23.57,0.5112796502645727
-23.57,-0.18541904750256202
-23.57,0.6824270241780054
-23.57,0.09785550842484195
-23.57,-0.17115394717142998
-23.57,-1.1853518593810386
-23.57,1.53848853967601
-23.57,0.5226431175255022
-23.57,-0.5588185591042608
-23.57,-0.5213395676447504
-22.57,-0.42874453814842284
-22.57,-0.15309574413555685
-22.57,-0.7272649810126831
-22.57,-0.23209345971991516
-22.57,0.8625226575818659
-22.57,1.2811460249653495
-22.57,-1.0366581703502158
-22.57,0.48384899157891614
-22.57,-0.12018334697357216
-22.57,0.3181317330392939
-22.57,0.9612773285520002
-22.57,-0.6505856630834529
-22.57,0.1937423630192978
-22.57,0.23121704442643443
-22.57,-0.5529798063756072
-22.57,0.04070583057900154
-21.57,0.031806078970083446
-21.57,-0.01585662525102141
-21.57,0.7755518877823938
-21.57,0.6549492408214943
-21.57,0.7836224861016605
-21.57,-0.18862249847825954
-21.57,-0.05391182627735337
-21.57,-0.3835393012477354
-23.57,0.27085786770299924
-23.57,0.7964918119498358
-23.57,0.8408014871358443
-23.57,0.945834815927887
-23.57,-0.06652756242886868
-23.57,-0.7878714082641
-23.57,-0.5612583094125246
-23.57,-0.32321379309630405
-20.57,-0.7397160292717965
-20.57,-0.5203421277268715
-20.57,0.6485716848502594
-20.57,0.20991837387356657
-20.57,0.1717738274567326
-20.57,0.17703065202738766
-20.57,1.2775576360831953
-20.57,-0.5849640159753521
-21.57,0.16905392232126612
-21.57,0.8950279181001616
-21.57,0.06825473837867527
-21.57,0.1468008191609301
-21.57,-0.3562728908076066
-21.57,-0.5232609398760347
-21.57,0.6223023350056056
-21.57,-0.213759192346807
-24.57,-0.7494621663224289
-24.57,-0.8062970978416216
-24.57,-0.35379898227935735
-24.57,0.7225506745699929
-24.57,0.22958770456075137
-24.57,0.3799324403942902
-24.57,-0.2977718470695049
-24.57,0.07112347524306437
-18.57,0.09800087195235138
-18.57,-0.5136954849706651
-18.57,0.5305840100460747
-18.57,0.3144166098412137
-18.57,-0.02481296659393021
-18.57,0.1602991203217813
-18.57,-0.7087331962977046
-18.57,-0.25756127153934566
-16.57,0.535426803153944
-16.57,0.08876563776298625
-16.57,-0.288429175473014
-16.57,0.19701872160185885
-16.57,0.33567372817461616
-16.57,-0.6591284891533522
-16.57,1.2745412884166027
-16.57,-0.7799181226313784
-16.57,-0.2725913188962111
-16.57,-0.7318969642871688
-16.57,0.7740363553547264
-16.57,-0.7312250978480611
-16.57,0.6794973657277597
-16.57,-0.10573678033678983
-16.57,0.8998771072152295
