term,coef,se,z,p_value
Intercept,-0.34064541283740274,0.05661861330291983,-6.016491626435428,1.782377135877416e-09
C(congruence)[T.Congruent],-0.018582825296740626,0.042284908788683934,-0.43946707771340077,0.6603231320589942
C(congruence)[T.Incongruent],-0.004218646551820118,0.042284908788683906,-0.09976719053368498,0.9205291562172427
log_TSVR,-0.12318575445168113,0.007982802356972704,-15.431392253383626,1.0067476847398515e-53
C(congruence)[T.Congruent]:log_TSVR,-0.005379541934925857,0.011285160454891011,-0.4766916656992992,0.6335816984819439
C(congruence)[T.Incongruent]:log_TSVR,-0.01082057453477339,0.011285160454891004,-0.9588321387210528,0.3376433157761922
