composite_ID,UID,test,TSVR_hours,log_TSVR,congruence,theta
A106_T2,A106,T2,22.64,3.1629401925378975,Congruent,-0.6640357
A106_T3,A106,T3,66.08,4.205885936955008,Congruent,-0.56607974
A106_T4,A106,T4,147.13,4.998090266593961,Congruent,-0.45690808
A107_T1,A107,T1,1.0,0.6931471805599453,Congruent,-2.1714213
A107_T2,A107,T2,26.22,3.30395199722332,Congruent,-2.4772663
A107_T3,A107,T3,71.45,4.282896668766692,Congruent,-1.7988662
A107_T4,A107,T4,145.95,4.990092392864926,Congruent,-2.1921937
A108_T1,A108,T1,1.0,0.6931471805599453,Congruent,-1.0084232
A108_T2,A108,T2,27.61,3.3537563070620187,Congruent,-1.2015507
A108_T3,A108,T3,68.96,4.247923650150401,Congruent,-0.8950635
A108_T4,A108,T4,152.12,5.031221927704644,Congruent,-1.0973197
A109_T1,A109,T1,1.0,0.6931471805599453,Congruent,-1.2499689
A109_T2,A109,T2,24.65,3.2445435716167785,Congruent,-1.6596633
A109_T3,A109,T3,71.17,4.279024447084182,Congruent,-1.0361038
A109_T4,A109,T4,149.87,5.016418538851983,Congruent,-2.1999838
A010_T1,A010,T1,1.0,0.6931471805599453,Incongruent,-0.1663337
A010_T2,A010,T2,21.9,3.131136910560194,Incongruent,-0.77204275
A010_T3,A010,T3,80.88,4.405254760793088,Incongruent,-0.8768304
A010_T4,A010,T4,145.31,4.985727658390071,Incongruent,-0.7489532
A011_T1,A011,T1,1.0,0.6931471805599453,Incongruent,0.4141101
A011_T2,A011,T2,24.57,3.2414197893030954,Incongruent,-0.3087215
A011_T3,A011,T3,72.55,4.297965447047447,Incongruent,-0.54311126
A011_T4,A011,T4,148.85,5.009634793762673,Incongruent,-0.9867248
A012_T1,A012,T1,1.0,0.6931471805599453,Incongruent,-0.27678397
A012_T2,A012,T2,25.6,3.2809112157876537,Incongruent,-0.49436632
A012_T3,A012,T3,166.33,5.119967910506483,Incongruent,-0.33800915
A012_T4,A012,T4,166.87,5.123189870334323,Incongruent,-1.1977216
A013_T1,A013,T1,1.0,0.6931471805599453,Incongruent,-0.57443404
A013_T2,A013,T2,24.77,3.2492110246642736,Incongruent,-0.8504128
A013_T3,A013,T3,79.66,4.390242789445222,Incongruent,-0.58931524
A013_T4,A013,T4,147.13,4.998090266593961,Incongruent,-1.344577
A014_T1,A014,T1,1.0,0.6931471805599453,Incongruent,-0.29381666
A014_T2,A014,T2,25.66,3.2831643147505627,Incongruent,-0.21528956
A014_T3,A014,T3,70.56,4.270536258640519,Incongruent,-0.69026417
A014_T4,A014,T4,148.87,5.009768251656904,Incongruent,-0.8438548
A015_T1,A015,T1,1.0,0.6931471805599453,Incongruent,-0.009924378
A015_T2,A015,T2,23.69,3.206398303357088,Incongruent,-0.318244
A015_T3,A015,T3,70.59,4.270955399408094,Incongruent,-0.3898491
A015_T4,A015,T4,146.54,4.9940993254561565,Incongruent,-0.34636125
A016_T1,A016,T1,1.0,0.6931471805599453,Incongruent,-0.26761964
A016_T2,A016,T2,32.85,3.521938999358284,Incongruent,-0.50427234
A016_T3,A016,T3,80.64,4.402319337941644,Incongruent,-0.9074512
A016_T4,A016,T4,150.8,5.02256386496153,Incongruent,-1.4817215
A017_T1,A017,T1,1.0,0.6931471805599453,Incongruent,-0.13605908
A017_T2,A017,T2,20.61,3.0731561705187946,Incongruent,0.40383652
A017_T3,A017,T3,61.28,4.131640346965797,Incongruent,0.18910024
A017_T4,A017,T4,140.49,4.952229043207861,Incongruent,-0.049617615
A018_T1,A018,T1,1.0,0.6931471805599453,Incongruent,-0.18553922
A018_T2,A018,T2,34.03,3.5562048372093953,Incongruent,-0.2723842
A018_T3,A018,T3,83.64,4.438406968109989,Incongruent,-1.0325162
A018_T4,A018,T4,150.87,5.023024891742178,Incongruent,-0.9919959
A019_T1,A019,T1,1.0,0.6931471805599453,Incongruent,-2.1014593
A019_T2,A019,T2,28.69,3.3908102887756684,Incongruent,-2.0125592
A019_T3,A019,T3,83.68,4.4388794462666645,Incongruent,-2.191965
A019_T4,A019,T4,154.76,5.048316361063944,Incongruent,-2.1828156
A020_T1,A020,T1,1.0,0.6931471805599453,Incongruent,-0.48632213
A020_T2,A020,T2,26.85,3.326832966373293,Incongruent,-0.43348423
A020_T3,A020,T3,78.25,4.37260741275739,Incongruent,-1.0535287
A020_T4,A020,T4,145.78,4.9889348671169165,Incongruent,-1.434219
A021_T1,A021,T1,1.0,0.6931471805599453,Incongruent,-0.41690424
A021_T2,A021,T2,30.21,3.440738556282688,Incongruent,-0.33010325
A021_T3,A021,T3,74.19,4.320018243389936,Incongruent,-0.5240533
A021_T4,A021,T4,140.39,4.951522029603749,Incongruent,-0.23701897
A022_T1,A022,T1,1.0,0.6931471805599453,Incongruent,-0.9343433
A022_T2,A022,T2,24.15,3.224857896545748,Incongruent,-1.7551388
A022_T3,A022,T3,74.46,4.323602714536165,Incongruent,-0.98429805
A022_T4,A022,T4,141.71,4.9608145991123,Incongruent,-1.8346857
A023_T1,A023,T1,1.0,0.6931471805599453,Incongruent,-0.35364
A023_T2,A023,T2,25.63,3.282038399825841,Incongruent,-0.41904745
A023_T3,A023,T3,72.2,4.293195420967266,Incongruent,-0.5786343
A023_T4,A023,T4,145.07,4.984085958862719,Incongruent,-0.72349274
A024_T1,A024,T1,1.0,0.6931471805599453,Incongruent,-1.0021679
A024_T2,A024,T2,29.57,3.420019135902743,Incongruent,-0.3553743
A024_T3,A024,T3,91.47,4.526884267589547,Incongruent,-0.6228464
A024_T4,A024,T4,145.65,4.9880487954234605,Incongruent,-1.1286515
A025_T1,A025,T1,1.0,0.6931471805599453,Incongruent,-0.1969299
A025_T2,A025,T2,23.33,3.1917101567954314,Incongruent,-0.42406574
A025_T3,A025,T3,72.94,4.303253953508486,Incongruent,-1.0383631
A025_T4,A025,T4,137.74,4.932601677957155,Incongruent,-1.5058824
A026_T1,A026,T1,1.0,0.6931471805599453,Incongruent,-0.48542145
A026_T2,A026,T2,26.48,3.3134584673541485,Incongruent,-0.4070327
A026_T3,A026,T3,75.46,4.336767728268267,Incongruent,-0.54906785
A026_T4,A026,T4,147.65,5.001594549444107,Incongruent,-0.47452113
A027_T1,A027,T1,1.0,0.6931471805599453,Incongruent,-0.26967034
A027_T2,A027,T2,28.26,3.3762213955919784,Incongruent,-0.58260167
A027_T3,A027,T3,74.58,4.325191697921343,Incongruent,-1.2454175
A027_T4,A027,T4,145.92,4.989888220951467,Incongruent,-1.5349779
A028_T1,A028,T1,1.0,0.6931471805599453,Incongruent,0.05096594
A028_T2,A028,T2,22.82,3.170525563927154,Incongruent,-0.4261807
A028_T3,A028,T3,72.26,4.294014757350668,Incongruent,-0.6139101
A028_T4,A028,T4,138.91,4.940999358745194,Incongruent,-0.9183559
A029_T1,A029,T1,1.0,0.6931471805599453,Incongruent,0.07624391
A029_T2,A029,T2,28.43,3.382014562245381,Incongruent,-0.14518961
A029_T3,A029,T3,93.26,4.546056921495585,Incongruent,-0.34389928
A029_T4,A029,T4,143.14,4.970785049496295,Incongruent,-0.5601062
A030_T1,A030,T1,1.0,0.6931471805599453,Incongruent,-0.48676172
A030_T2,A030,T2,32.95,3.5248888540047054,Incongruent,-0.40789697
A030_T3,A030,T3,71.93,4.289500076996142,Incongruent,-0.8080736
A030_T4,A030,T4,150.46,5.020321563685677,Incongruent,-0.47766188
A031_T1,A031,T1,1.0,0.6931471805599453,Incongruent,0.09790316
A031_T2,A031,T2,32.41,3.508855256368665,Incongruent,-0.24423417
A031_T3,A031,T3,71.56,4.2844138058068815,Incongruent,-1.0050014
A031_T4,A031,T4,143.85,4.975698724215359,Incongruent,-1.45664
A032_T1,A032,T1,1.0,0.6931471805599453,Incongruent,-0.35683808
A032_T2,A032,T2,57.18,4.063541653067055,Incongruent,-0.7266615
A032_T3,A032,T3,80.16,4.396422514957614,Incongruent,-0.5921388
A032_T4,A032,T4,144.51,4.980244812772187,Incongruent,-0.40068313
A033_T1,A033,T1,1.0,0.6931471805599453,Incongruent,-0.30130932
A033_T2,A033,T2,29.16,3.4065165431397553,Incongruent,-0.59979016
A033_T3,A033,T3,72.6,4.298645025734831,Incongruent,-0.3732749
A033_T4,A033,T4,168.33,5.131849473677249,Incongruent,-0.4481438
A034_T1,A034,T1,1.0,0.6931471805599453,Incongruent,-0.10719755
A034_T2,A034,T2,26.08,3.298795448044074,Incongruent,0.07516053
A034_T3,A034,T3,74.28,4.3212144952771245,Incongruent,-0.40005317
A034_T4,A034,T4,145.38,4.986205980173081,Incongruent,-0.75963724
A035_T1,A035,T1,1.0,0.6931471805599453,Incongruent,-0.55853325
A035_T2,A035,T2,44.76,3.8234103470715426,Incongruent,-0.3919458
A035_T3,A035,T3,79.98,4.394202210604015,Incongruent,-0.79538715
A035_T4,A035,T4,152.47,5.033505108187003,Incongruent,-0.86576784
A036_T1,A036,T1,1.0,0.6931471805599453,Incongruent,-1.3291138
A036_T2,A036,T2,21.63,3.119276459645446,Incongruent,-2.0966682
A036_T3,A036,T3,71.47,4.28317268312119,Incongruent,-1.8332258
A036_T4,A036,T4,143.85,4.975698724215359,Incongruent,-2.1345277
A037_T1,A037,T1,1.0,0.6931471805599453,Incongruent,-0.06410715
A037_T2,A037,T2,23.7,3.2068032436339315,Incongruent,-0.49797377
A037_T3,A037,T3,72.08,4.291554731509806,Incongruent,-1.1380376
A037_T4,A037,T4,143.66,4.974386161421135,Incongruent,-0.87420356
A038_T1,A038,T1,1.0,0.6931471805599453,Incongruent,-0.37105915
A038_T2,A038,T2,71.85,4.288402532641213,Incongruent,-0.44438484
A038_T3,A038,T3,72.86,4.3021714094244174,Incongruent,-0.3237656
A038_T4,A038,T4,152.89,5.0362380614757605,Incongruent,-0.45524678
A039_T1,A039,T1,1.0,0.6931471805599453,Incongruent,0.131439
A039_T2,A039,T2,28.65,3.3894621254437345,Incongruent,0.031929884
A039_T3,A039,T3,98.84,4.603568904621118,Incongruent,-0.0535756
A039_T4,A039,T4,246.24,5.510359524791073,Incongruent,-0.44807616
A040_T1,A040,T1,1.0,0.6931471805599453,Incongruent,-0.3099251
A040_T2,A040,T2,26.26,3.3054204262683866,Incongruent,-0.5503897
A040_T3,A040,T3,71.28,4.280547465724028,Incongruent,-0.8488664
A040_T4,A040,T4,143.53,4.97348709846075,Incongruent,-1.1977682
A041_T1,A041,T1,1.0,0.6931471805599453,Incongruent,-0.090848416
A041_T2,A041,T2,31.78,3.4898185733156835,Incongruent,-0.4458336
A041_T3,A041,T3,75.74,4.340423084818807,Incongruent,-0.40929148
A041_T4,A041,T4,141.84,4.961725122726247,Incongruent,-0.3043175
A042_T1,A042,T1,1.0,0.6931471805599453,Incongruent,-0.74413687
A042_T2,A042,T2,28.93,3.3988613218646075,Incongruent,-1.1956362
A042_T3,A042,T3,72.17,4.292785500895938,Incongruent,-1.1216089
A042_T4,A042,T4,146.02,4.9905686319459415,Incongruent,-1.2280186
A043_T1,A043,T1,1.0,0.6931471805599453,Incongruent,0.26929942
A043_T2,A043,T2,25.62,3.2816628129669656,Incongruent,0.08930346
A043_T3,A043,T3,64.94,4.188745237643585,Incongruent,-0.3610426
A043_T4,A043,T4,149.33,5.012832877639743,Incongruent,-0.50481725
A044_T1,A044,T1,1.0,0.6931471805599453,Incongruent,-1.3216592
A044_T2,A044,T2,47.66,3.8848573373553763,Incongruent,-1.2152104
A044_T3,A044,T3,91.63,4.5286130632659365,Incongruent,-1.3120847
A044_T4,A044,T4,155.27,5.0515852804252095,Incongruent,-1.890133
A045_T1,A045,T1,1.0,0.6931471805599453,Incongruent,-0.67204404
A045_T2,A045,T2,24.66,3.2449333591874905,Incongruent,-0.9748007
A045_T3,A045,T3,72.23,4.2936051730729785,Incongruent,-0.58322585
A045_T4,A045,T4,151.52,5.027295734989363,Incongruent,-1.2947239
A046_T1,A046,T1,1.0,0.6931471805599453,Incongruent,-0.8918072
A046_T2,A046,T2,24.32,3.2315945972759756,Incongruent,-1.2921649
A046_T3,A046,T3,73.05,4.304740540713808,Incongruent,-1.9100335
A046_T4,A046,T4,147.94,5.003543540282499,Incongruent,-1.1920718
A047_T1,A047,T1,1.0,0.6931471805599453,Incongruent,-0.7959863
A047_T2,A047,T2,23.46,3.1970391302590264,Incongruent,-0.8873212
A047_T3,A047,T3,76.85,4.354783898280007,Incongruent,-1.376297
A047_T4,A047,T4,144.22,4.978249833952101,Incongruent,-2.1332579
A048_T1,A048,T1,1.0,0.6931471805599453,Incongruent,-0.32345942
A048_T2,A048,T2,23.91,3.215269329274089,Incongruent,-0.3432543
A048_T3,A048,T3,81.15,4.408546844483277,Incongruent,-0.42254457
A048_T4,A048,T4,146.3,4.9924713234685845,Incongruent,-0.52645785
A049_T1,A049,T1,1.0,0.6931471805599453,Incongruent,-0.18802807
A049_T2,A049,T2,27.12,3.336481066942464,Incongruent,-0.7069902
A049_T3,A049,T3,111.38,4.721885985684052,Incongruent,-0.44969168
A049_T4,A049,T4,168.86,5.134974568351863,Incongruent,-0.6633692
A050_T1,A050,T1,1.0,0.6931471805599453,Incongruent,-0.089978725
A050_T2,A050,T2,24.73,3.2476576262936527,Incongruent,-0.30191365
A050_T3,A050,T3,93.39,4.547435135336853,Incongruent,-0.8611193
A050_T4,A050,T4,148.69,5.008566488927144,Incongruent,-1.2896639
A051_T1,A051,T1,1.0,0.6931471805599453,Incongruent,0.020476077
A051_T2,A051,T2,17.16,2.8992213731731473,Incongruent,-0.1636065
A051_T3,A051,T3,65.63,4.199154926574446,Incongruent,-0.6107395
A051_T4,A051,T4,146.99,4.997144703913756,Incongruent,-0.89807165
A052_T1,A052,T1,1.0,0.6931471805599453,Incongruent,-0.5728144
A052_T2,A052,T2,31.76,3.4892082589848687,Incongruent,-0.39787278
A052_T3,A052,T3,80.98,4.406475315076191,Incongruent,-0.64240015
A052_T4,A052,T4,153.27,5.038704314023848,Incongruent,-1.0694574
A053_T1,A053,T1,1.0,0.6931471805599453,Incongruent,-0.42603502
A053_T2,A053,T2,32.71,3.5177945292459696,Incongruent,-1.2727063
A053_T3,A053,T3,78.28,4.372985890021733,Incongruent,-1.2868464
A053_T4,A053,T4,148.9,5.009968405108552,Incongruent,-1.3576578
A054_T1,A054,T1,1.0,0.6931471805599453,Incongruent,0.031394873
A054_T2,A054,T2,16.9,2.884800712846709,Incongruent,-0.29419324
A054_T3,A054,T3,72.83,4.3017651530710745,Incongruent,-0.28632435
A054_T4,A054,T4,136.83,4.926021041706347,Incongruent,-0.41480848
A055_T1,A055,T1,1.0,0.6931471805599453,Incongruent,-0.1882998
A055_T2,A055,T2,23.24,3.1880041612011136,Incongruent,-0.8686388
A055_T3,A055,T3,74.48,4.32386772050035,Incongruent,-0.877849
A055_T4,A055,T4,149.21,5.012034315009963,Incongruent,-0.98091286
A056_T1,A056,T1,1.0,0.6931471805599453,Incongruent,-0.49368522
A056_T2,A056,T2,33.61,3.544142657647253,Incongruent,-0.8773912
A056_T3,A056,T3,71.46,4.283034685466931,Incongruent,-0.84830153
A056_T4,A056,T4,147.84,5.002871903478422,Incongruent,-0.9444403
A057_T1,A057,T1,1.0,0.6931471805599453,Incongruent,-0.49263832
A057_T2,A057,T2,24.78,3.2495989975110415,Incongruent,-0.63649476
A057_T3,A057,T3,73.83,4.315218874092267,Incongruent,-0.8984092
A057_T4,A057,T4,145.06,4.984017496191964,Incongruent,-1.4809765
A058_T1,A058,T1,1.0,0.6931471805599453,Incongruent,-0.2482607
A058_T2,A058,T2,22.96,3.1763857732472487,Incongruent,-0.56847376
A058_T3,A058,T3,66.28,4.208863015664693,Incongruent,-0.68224305
A058_T4,A058,T4,143.48,4.973141089668675,Incongruent,-1.1240876
A059_T1,A059,T1,1.0,0.6931471805599453,Incongruent,-0.68419844
A059_T2,A059,T2,30.4,3.4468078929142076,Incongruent,-0.45652184
A059_T3,A059,T3,79.78,4.391729410135267,Incongruent,-0.83895016
A059_T4,A059,T4,151.93,5.029980300360032,Incongruent,-0.62567383
A060_T1,A060,T1,1.0,0.6931471805599453,Incongruent,-0.6108733
A060_T2,A060,T2,24.87,3.2530839961979376,Incongruent,-0.63977915
A060_T3,A060,T3,94.68,4.561009290202322,Incongruent,-0.37033978
A060_T4,A060,T4,143.91,4.976112860057833,Incongruent,0.035987172
A061_T1,A061,T1,1.0,0.6931471805599453,Incongruent,0.47176608
A061_T2,A061,T2,35.16,3.5879535355239756,Incongruent,0.35537174
A061_T3,A061,T3,82.55,4.425445255041403,Incongruent,-0.06768319
A061_T4,A061,T4,146.56,4.994234872728475,Incongruent,-0.36130425
A062_T1,A062,T1,1.0,0.6931471805599453,Incongruent,-0.29270288
A062_T2,A062,T2,44.69,3.8218794555751803,Incongruent,-0.97745013
A062_T3,A062,T3,92.72,4.540311613639595,Incongruent,-1.2640826
A062_T4,A062,T4,149.18,5.011834574671738,Incongruent,-1.6714348
A063_T1,A063,T1,1.0,0.6931471805599453,Incongruent,-1.1518133
A063_T2,A063,T2,21.98,3.1346242724206097,Incongruent,-1.8218434
A063_T3,A063,T3,69.99,4.262539022051294,Incongruent,-2.1684759
A063_T4,A063,T4,141.09,4.956460659649984,Incongruent,-2.1889172
A064_T1,A064,T1,1.0,0.6931471805599453,Incongruent,-0.537283
A064_T2,A064,T2,37.65,3.654546775033431,Incongruent,-0.34467342
A064_T3,A064,T3,82.99,4.430697744137536,Incongruent,-0.9794025
A064_T4,A064,T4,156.21,5.057582491203423,Incongruent,-0.78879195
A065_T1,A065,T1,1.0,0.6931471805599453,Incongruent,-0.7724373
A065_T2,A065,T2,32.31,3.5058576522055884,Incongruent,-1.4763712
A065_T3,A065,T3,106.41,4.676653287609955,Incongruent,-2.1367605
A065_T4,A065,T4,187.43,5.238726585134399,Incongruent,-1.8098259
A066_T1,A066,T1,1.0,0.6931471805599453,Incongruent,-0.7509767
A066_T2,A066,T2,23.35,3.192531849528599,Incongruent,-0.6591092
A066_T3,A066,T3,73.79,4.314684186203576,Incongruent,-0.86113834
A066_T4,A066,T4,164.93,5.111566012674697,Incongruent,-1.5548434
A067_T1,A067,T1,1.0,0.6931471805599453,Incongruent,-0.61210716
A067_T2,A067,T2,29.91,3.431079756144025,Incongruent,-1.6650257
A067_T3,A067,T3,73.19,4.306629370201435,Incongruent,-1.209111
A067_T4,A067,T4,144.19,4.978043229495596,Incongruent,-1.6571437
A068_T1,A068,T1,1.0,0.6931471805599453,Incongruent,0.14993241
A068_T2,A068,T2,30.49,3.4496700351129332,Incongruent,-0.30318907
A068_T3,A068,T3,82.98,4.430578675256047,Incongruent,-0.35078928
A068_T4,A068,T4,155.59,5.053630924557352,Incongruent,-0.95137376
A069_T1,A069,T1,1.0,0.6931471805599453,Incongruent,-0.99972296
A069_T2,A069,T2,24.96,3.2565568918358894,Incongruent,-1.3354367
A069_T3,A069,T3,79.75,4.391357962102766,Incongruent,-1.8094119
A069_T4,A069,T4,140.22,4.950318958088201,Incongruent,-1.2892135
A070_T1,A070,T1,1.0,0.6931471805599453,Incongruent,-0.24508521
A070_T2,A070,T2,24.25,3.228826155721369,Incongruent,-0.7332047
A070_T3,A070,T3,81.92,4.417876287567579,Incongruent,-1.2916116
A070_T4,A070,T4,149.2,5.011967739330034,Incongruent,-1.4137802
A071_T1,A071,T1,1.0,0.6931471805599453,Incongruent,-0.2268866
A071_T2,A071,T2,30.92,3.463232772581608,Incongruent,-0.8071127
A071_T3,A071,T3,79.96,4.3939552055391555,Incongruent,-1.2544826
A071_T4,A071,T4,153.27,5.038704314023848,Incongruent,-0.843498
A072_T1,A072,T1,1.0,0.6931471805599453,Incongruent,-0.10490748
A072_T2,A072,T2,33.76,3.548467300397191,Incongruent,-0.34424362
A072_T3,A072,T3,83.54,4.437224795138644,Incongruent,-0.56688327
A072_T4,A072,T4,154.89,5.04915063032459,Incongruent,-0.7959677
A073_T1,A073,T1,1.0,0.6931471805599453,Incongruent,-0.96217215
A073_T2,A073,T2,66.66,4.214495163352562,Incongruent,-0.78859955
A073_T3,A073,T3,66.9,4.21803603456465,Incongruent,-0.9387225
A073_T4,A073,T4,140.12,4.949610592258481,Incongruent,-0.90468615
A074_T1,A074,T1,1.0,0.6931471805599453,Incongruent,-0.3296679
A074_T2,A074,T2,29.33,3.41213732170049,Incongruent,-0.62529624
A074_T3,A074,T3,73.02,4.30433532695801,Incongruent,-0.5061208
A074_T4,A074,T4,147.21,4.998630186968824,Incongruent,-0.9738164
A075_T1,A075,T1,1.0,0.6931471805599453,Incongruent,-0.48639724
A075_T2,A075,T2,28.68,3.39047341829918,Incongruent,-0.71723574
A075_T3,A075,T3,71.37,4.281791848878036,Incongruent,-1.7836758
A075_T4,A075,T4,244.53,5.5034191393614815,Incongruent,-1.319403
A076_T1,A076,T1,1.0,0.6931471805599453,Incongruent,-0.80320066
A076_T2,A076,T2,27.3,3.342861804649192,Incongruent,-1.0132136
A076_T3,A076,T3,74.88,4.3291531450668135,Incongruent,-1.1902087
A076_T4,A076,T4,149.28,5.0125002207057685,Incongruent,-1.6634787
A077_T1,A077,T1,1.0,0.6931471805599453,Incongruent,-0.21399245
A077_T2,A077,T2,53.88,4.00514898341763,Incongruent,-0.54259676
A077_T3,A077,T3,78.36,4.373994462976618,Incongruent,-0.95833313
A077_T4,A077,T4,149.75,5.015622835607295,Incongruent,-0.51547545
A078_T1,A078,T1,1.0,0.6931471805599453,Incongruent,-0.7938028
A078_T2,A078,T2,26.17,3.3021134234382563,Incongruent,-1.0761757
A078_T3,A078,T3,72.3,4.294560608892605,Incongruent,-1.071261
A078_T4,A078,T4,140.08,4.949327105367852,Incongruent,-1.7457494
A079_T1,A079,T1,1.0,0.6931471805599453,Incongruent,-0.30228493
A079_T2,A079,T2,26.11,3.299902663510574,Incongruent,-0.44948527
A079_T3,A079,T3,74.0,4.31748811353631,Incongruent,-0.6772029
A079_T4,A079,T4,194.42,5.275151088516197,Incongruent,-1.0985535
A080_T1,A080,T1,1.0,0.6931471805599453,Incongruent,-0.2586762
A080_T2,A080,T2,29.03,3.402196881995239,Incongruent,-0.73342025
A080_T3,A080,T3,72.87,4.302306791540646,Incongruent,-0.7675509
A080_T4,A080,T4,145.77,4.988866735623107,Incongruent,-1.1284313
A081_T1,A081,T1,1.0,0.6931471805599453,Incongruent,-0.18779948
A081_T2,A081,T2,31.39,3.477849733183238,Incongruent,-0.6515104
A081_T3,A081,T3,80.13,4.396052806406973,Incongruent,-0.5450578
A081_T4,A081,T4,154.53,5.046838639056468,Incongruent,-0.72592646
A082_T1,A082,T1,1.0,0.6931471805599453,Incongruent,-0.3627695
A082_T2,A082,T2,27.97,3.366260811781259,Incongruent,-0.35558942
A082_T3,A082,T3,75.71,4.3400320779712045,Incongruent,-0.6678751
A082_T4,A082,T4,170.25,5.143124477142335,Incongruent,-1.0080527
A083_T1,A083,T1,1.0,0.6931471805599453,Incongruent,0.06917468
A083_T2,A083,T2,25.15,3.263849190510932,Incongruent,-0.5005044
A083_T3,A083,T3,74.3,4.321480134805848,Incongruent,-0.5248263
A083_T4,A083,T4,144.91,4.982989993275931,Incongruent,-0.6563601
A084_T1,A084,T1,1.0,0.6931471805599453,Incongruent,-1.6880342
A084_T2,A084,T2,27.25,3.34109345759245,Incongruent,-1.7050725
A084_T3,A084,T3,91.97,4.532276860467767,Incongruent,-1.4752973
A084_T4,A084,T4,162.51,5.096874150546495,Incongruent,-1.8180279
A085_T1,A085,T1,1.0,0.6931471805599453,Incongruent,-0.25322703
A085_T2,A085,T2,24.51,3.23907053215372,Incongruent,-0.051285114
A085_T3,A085,T3,71.4,4.282206299391671,Incongruent,-0.5206303
A085_T4,A085,T4,170.65,5.145457519903701,Incongruent,-0.7112023
A086_T1,A086,T1,1.0,0.6931471805599453,Incongruent,-0.24168727
A086_T2,A086,T2,23.47,3.19744787745458,Incongruent,-0.21356437
A086_T3,A086,T3,145.29,4.985590952989995,Incongruent,-0.8695658
A086_T4,A086,T4,169.55,5.139028508864655,Incongruent,-0.948101
A087_T1,A087,T1,1.0,0.6931471805599453,Incongruent,-0.2495695
A087_T2,A087,T2,31.07,3.4679210137050633,Incongruent,-0.5928209
A087_T3,A087,T3,72.8,4.301358731606427,Incongruent,-0.41294554
A087_T4,A087,T4,144.2,4.978112102390695,Incongruent,-0.4228107
A088_T1,A088,T1,1.0,0.6931471805599453,Incongruent,0.038772795
A088_T2,A088,T2,24.25,3.228826155721369,Incongruent,-0.5595672
A088_T3,A088,T3,74.91,4.3295484280286765,Incongruent,-0.4568952
A088_T4,A088,T4,149.93,5.016816153171337,Incongruent,-0.457571
A089_T1,A089,T1,1.0,0.6931471805599453,Incongruent,-0.37461075
A089_T2,A089,T2,32.14,3.500741011998417,Incongruent,-0.3269426
A089_T3,A089,T3,79.34,4.386267628931136,Incongruent,-0.7743714
A089_T4,A089,T4,146.96,4.996941966964253,Incongruent,-0.7182575
A090_T1,A090,T1,1.0,0.6931471805599453,Incongruent,-1.5773114
A090_T2,A090,T2,23.54,3.2003044392827653,Incongruent,-1.4217492
A090_T3,A090,T3,95.42,4.568713648977476,Incongruent,-2.1566374
A090_T4,A090,T4,144.07,4.977216384550811,Incongruent,-2.1001172
A091_T1,A091,T1,1.0,0.6931471805599453,Incongruent,-0.36085007
A091_T2,A091,T2,22.2,3.1441522786722644,Incongruent,-0.55855125
A091_T3,A091,T3,73.64,4.312676556539088,Incongruent,-1.0313951
A091_T4,A091,T4,142.61,4.9671012920725275,Incongruent,-0.56721365
A092_T1,A092,T1,1.0,0.6931471805599453,Incongruent,-0.30929092
A092_T2,A092,T2,22.83,3.170945291110651,Incongruent,-0.5869423
A092_T3,A092,T3,71.31,4.28096243218686,Incongruent,-0.7945996
A092_T4,A092,T4,146.16,4.991520430236574,Incongruent,-1.2581861
A093_T1,A093,T1,1.0,0.6931471805599453,Incongruent,-0.41255078
A093_T2,A093,T2,22.09,3.139399623366404,Incongruent,-1.7216246
A093_T3,A093,T3,70.22,4.265773677849632,Incongruent,-2.0940337
A093_T4,A093,T4,140.95,4.95547488291898,Incongruent,-2.2197163
A094_T1,A094,T1,1.0,0.6931471805599453,Incongruent,-1.0825739
A094_T2,A094,T2,22.98,3.177220149599368,Incongruent,-0.9966666
A094_T3,A094,T3,76.21,4.3465289823207245,Incongruent,-1.1844912
A094_T4,A094,T4,149.99,5.017213609456379,Incongruent,-1.2865493
A095_T1,A095,T1,1.0,0.6931471805599453,Incongruent,-0.28310606
A095_T2,A095,T2,29.71,3.424588334452731,Incongruent,-0.77976364
A095_T3,A095,T3,78.76,4.379022125653583,Incongruent,-0.5331039
A095_T4,A095,T4,148.79,5.009234313180627,Incongruent,-1.0696086
A096_T1,A096,T1,1.0,0.6931471805599453,Incongruent,-0.49105427
A096_T2,A096,T2,24.49,3.238286218388024,Incongruent,-1.049344
A096_T3,A096,T3,71.19,4.279301532151069,Incongruent,-0.54968363
A096_T4,A096,T4,143.66,4.974386161421135,Incongruent,-0.71193475
A097_T1,A097,T1,1.0,0.6931471805599453,Incongruent,-0.92148834
A097_T2,A097,T2,24.37,3.2335673736111907,Incongruent,-2.1513336
A097_T3,A097,T3,70.83,4.27430221608671,Incongruent,-1.8676814
A097_T4,A097,T4,144.85,4.98257869631373,Incongruent,-2.1491508
A098_T1,A098,T1,1.0,0.6931471805599453,Incongruent,-0.14470002
A098_T2,A098,T2,25.77,3.2872818575322613,Incongruent,-0.44689938
A098_T3,A098,T3,78.84,4.380024632003209,Incongruent,-0.11640778
A098_T4,A098,T4,146.29,4.992403432501452,Incongruent,-0.67287856
A099_T1,A099,T1,1.0,0.6931471805599453,Incongruent,-0.3215426
A099_T2,A099,T2,28.75,3.392829131991639,Incongruent,-0.43596646
A099_T3,A099,T3,78.57,4.3766371373894435,Incongruent,-0.29398897
