composite_ID,UID,test,TSVR_hours,log_TSVR,congruence,theta
A010_T2,A010,T2,21.9,3.131136910560194,Congruent,-0.5591533
A010_T3,A010,T3,80.88,4.405254760793088,Congruent,-0.66829515
A010_T4,A010,T4,145.31,4.985727658390071,Congruent,-0.89370525
A011_T1,A011,T1,1.0,0.6931471805599453,Congruent,0.1750901
A011_T2,A011,T2,24.57,3.2414197893030954,Congruent,-0.42950293
A011_T3,A011,T3,72.55,4.297965447047447,Congruent,-0.751078
A011_T4,A011,T4,148.85,5.009634793762673,Congruent,-0.96966946
A012_T1,A012,T1,1.0,0.6931471805599453,Congruent,-0.009490944
A012_T2,A012,T2,25.6,3.2809112157876537,Congruent,-0.6750951
A012_T3,A012,T3,166.33,5.119967910506483,Congruent,-0.68162787
A012_T4,A012,T4,166.87,5.123189870334323,Congruent,-0.7228762
A013_T1,A013,T1,1.0,0.6931471805599453,Congruent,-0.49694476
A013_T2,A013,T2,24.77,3.2492110246642736,Congruent,-0.79749095
A013_T3,A013,T3,79.66,4.390242789445222,Congruent,-0.46696553
A013_T4,A013,T4,147.13,4.998090266593961,Congruent,-1.3268931
A014_T1,A014,T1,1.0,0.6931471805599453,Congruent,-0.1310173
A014_T2,A014,T2,25.66,3.2831643147505627,Congruent,-0.27944586
A014_T3,A014,T3,70.56,4.270536258640519,Congruent,-0.5109534
A014_T4,A014,T4,148.87,5.009768251656904,Congruent,-0.8954054
A015_T1,A015,T1,1.0,0.6931471805599453,Congruent,0.11959293
A015_T2,A015,T2,23.69,3.206398303357088,Congruent,-0.23958346
A015_T3,A015,T3,70.59,4.270955399408094,Congruent,-0.3192663
A015_T4,A015,T4,146.54,4.9940993254561565,Congruent,-0.68579245
A016_T1,A016,T1,1.0,0.6931471805599453,Congruent,-0.30089566
A016_T2,A016,T2,32.85,3.521938999358284,Congruent,-0.51378214
A016_T3,A016,T3,80.64,4.402319337941644,Congruent,-1.0082011
A016_T4,A016,T4,150.8,5.02256386496153,Congruent,-1.3944664
A017_T1,A017,T1,1.0,0.6931471805599453,Congruent,-0.12872025
A017_T2,A017,T2,20.61,3.0731561705187946,Congruent,0.15085176
A017_T3,A017,T3,61.28,4.131640346965797,Congruent,0.1495898
A017_T4,A017,T4,140.49,4.952229043207861,Congruent,0.048629068
A018_T1,A018,T1,1.0,0.6931471805599453,Congruent,-0.14426765
A018_T2,A018,T2,34.03,3.5562048372093953,Congruent,-0.7459643
A018_T3,A018,T3,83.64,4.438406968109989,Congruent,-0.89935696
A018_T4,A018,T4,150.87,5.023024891742178,Congruent,-0.88222563
A019_T1,A019,T1,1.0,0.6931471805599453,Congruent,-2.0833266
A019_T2,A019,T2,28.69,3.3908102887756684,Congruent,-2.037505
A019_T3,A019,T3,83.68,4.4388794462666645,Congruent,-2.1765182
A019_T4,A019,T4,154.76,5.048316361063944,Congruent,-2.1706343
A020_T1,A020,T1,1.0,0.6931471805599453,Congruent,-0.19547209
A020_T2,A020,T2,26.85,3.326832966373293,Congruent,-0.4703636
A020_T3,A020,T3,78.25,4.37260741275739,Congruent,-1.0622175
A020_T4,A020,T4,145.78,4.9889348671169165,Congruent,-1.4282945
A021_T1,A021,T1,1.0,0.6931471805599453,Congruent,-0.13903818
A021_T2,A021,T2,30.21,3.440738556282688,Congruent,-0.5322615
A021_T3,A021,T3,74.19,4.320018243389936,Congruent,-0.5941943
A021_T4,A021,T4,140.39,4.951522029603749,Congruent,-0.47599623
A022_T1,A022,T1,1.0,0.6931471805599453,Congruent,-0.99384594
A022_T2,A022,T2,24.15,3.224857896545748,Congruent,-1.6613601
A022_T3,A022,T3,74.46,4.323602714536165,Congruent,-0.7441845
A022_T4,A022,T4,141.71,4.9608145991123,Congruent,-1.9557675
A023_T1,A023,T1,1.0,0.6931471805599453,Congruent,-0.44459316
A023_T2,A023,T2,25.63,3.282038399825841,Congruent,-0.6961194
A023_T3,A023,T3,72.2,4.293195420967266,Congruent,-0.5787312
A023_T4,A023,T4,145.07,4.984085958862719,Congruent,-0.38791236
A024_T1,A024,T1,1.0,0.6931471805599453,Congruent,-0.45055267
A024_T2,A024,T2,29.57,3.420019135902743,Congruent,-0.5471933
A024_T3,A024,T3,91.47,4.526884267589547,Congruent,-0.4894863
A024_T4,A024,T4,145.65,4.9880487954234605,Congruent,-0.7538595
A025_T1,A025,T1,1.0,0.6931471805599453,Congruent,-0.39048406
A025_T2,A025,T2,23.33,3.1917101567954314,Congruent,-0.5157745
A025_T3,A025,T3,72.94,4.303253953508486,Congruent,-0.8380099
A025_T4,A025,T4,137.74,4.932601677957155,Congruent,-1.552365
A026_T1,A026,T1,1.0,0.6931471805599453,Congruent,-0.29363975
A026_T2,A026,T2,26.48,3.3134584673541485,Congruent,-0.5401131
A026_T3,A026,T3,75.46,4.336767728268267,Congruent,-0.6285137
A026_T4,A026,T4,147.65,5.001594549444107,Congruent,-0.5440248
A027_T1,A027,T1,1.0,0.6931471805599453,Congruent,-0.30596885
A027_T2,A027,T2,28.26,3.3762213955919784,Congruent,-0.24750778
A027_T3,A027,T3,74.58,4.325191697921343,Congruent,-1.2685724
A027_T4,A027,T4,145.92,4.989888220951467,Congruent,-1.237412
A028_T1,A028,T1,1.0,0.6931471805599453,Congruent,0.008314632
A028_T2,A028,T2,22.82,3.170525563927154,Congruent,-0.60752904
A028_T3,A028,T3,72.26,4.294014757350668,Congruent,-0.7526723
A028_T4,A028,T4,138.91,4.940999358745194,Congruent,-0.8831141
A029_T1,A029,T1,1.0,0.6931471805599453,Congruent,-0.05174599
A029_T2,A029,T2,28.43,3.382014562245381,Congruent,-0.14244136
A029_T3,A029,T3,93.26,4.546056921495585,Congruent,-0.36155364
A029_T4,A029,T4,143.14,4.970785049496295,Congruent,-0.39483055
A030_T1,A030,T1,1.0,0.6931471805599453,Congruent,-0.649148
A030_T2,A030,T2,32.95,3.5248888540047054,Congruent,-0.3204132
A030_T3,A030,T3,71.93,4.289500076996142,Congruent,-0.6642492
A030_T4,A030,T4,150.46,5.020321563685677,Congruent,-0.61768055
A031_T1,A031,T1,1.0,0.6931471805599453,Congruent,0.20680133
A031_T2,A031,T2,32.41,3.508855256368665,Congruent,-0.13258263
A031_T3,A031,T3,71.56,4.2844138058068815,Congruent,-0.74123657
A031_T4,A031,T4,143.85,4.975698724215359,Congruent,-1.1631376
A032_T1,A032,T1,1.0,0.6931471805599453,Congruent,-0.33692726
A032_T2,A032,T2,57.18,4.063541653067055,Congruent,-0.59940684
A032_T3,A032,T3,80.16,4.396422514957614,Congruent,-0.43685648
A032_T4,A032,T4,144.51,4.980244812772187,Congruent,-0.37788066
A033_T1,A033,T1,1.0,0.6931471805599453,Congruent,-0.407585
A033_T2,A033,T2,29.16,3.4065165431397553,Congruent,-0.55705786
A033_T3,A033,T3,72.6,4.298645025734831,Congruent,-0.26212153
A033_T4,A033,T4,168.33,5.131849473677249,Congruent,-0.90891945
A034_T1,A034,T1,1.0,0.6931471805599453,Congruent,0.049922846
A034_T2,A034,T2,26.08,3.298795448044074,Congruent,0.019258164
A034_T3,A034,T3,74.28,4.3212144952771245,Congruent,-0.30398974
A034_T4,A034,T4,145.38,4.986205980173081,Congruent,-0.73395646
A035_T1,A035,T1,1.0,0.6931471805599453,Congruent,-0.70353496
A035_T2,A035,T2,44.76,3.8234103470715426,Congruent,-0.5767398
A035_T3,A035,T3,79.98,4.394202210604015,Congruent,-0.7333597
A035_T4,A035,T4,152.47,5.033505108187003,Congruent,-1.1368288
A036_T1,A036,T1,1.0,0.6931471805599453,Congruent,-1.362435
A036_T2,A036,T2,21.63,3.119276459645446,Congruent,-2.1440847
A036_T3,A036,T3,71.47,4.28317268312119,Congruent,-1.8111973
A036_T4,A036,T4,143.85,4.975698724215359,Congruent,-2.1575062
A037_T1,A037,T1,1.0,0.6931471805599453,Congruent,-0.23085186
A037_T2,A037,T2,23.7,3.2068032436339315,Congruent,-0.59142625
A037_T3,A037,T3,72.08,4.291554731509806,Congruent,-0.7207056
A037_T4,A037,T4,143.66,4.974386161421135,Congruent,-0.92016953
A038_T1,A038,T1,1.0,0.6931471805599453,Congruent,-0.2124066
A038_T2,A038,T2,71.85,4.288402532641213,Congruent,-0.22719213
A038_T3,A038,T3,72.86,4.3021714094244174,Congruent,-0.42107806
A038_T4,A038,T4,152.89,5.0362380614757605,Congruent,-0.29661605
A039_T1,A039,T1,1.0,0.6931471805599453,Congruent,-0.036227085
A039_T2,A039,T2,28.65,3.3894621254437345,Congruent,-0.008426167
A039_T3,A039,T3,98.84,4.603568904621118,Congruent,-0.44148144
A039_T4,A039,T4,246.24,5.510359524791073,Congruent,-0.5731051
A040_T1,A040,T1,1.0,0.6931471805599453,Congruent,-0.32773492
A040_T2,A040,T2,26.26,3.3054204262683866,Congruent,-0.6660011
A040_T3,A040,T3,71.28,4.280547465724028,Congruent,-0.87676156
A040_T4,A040,T4,143.53,4.97348709846075,Congruent,-0.913525
A041_T1,A041,T1,1.0,0.6931471805599453,Congruent,-0.009210922
A041_T2,A041,T2,31.78,3.4898185733156835,Congruent,-0.51274335
A041_T3,A041,T3,75.74,4.340423084818807,Congruent,-0.17288002
A041_T4,A041,T4,141.84,4.961725122726247,Congruent,-0.57926804
A042_T1,A042,T1,1.0,0.6931471805599453,Congruent,-0.9641677
A042_T2,A042,T2,28.93,3.3988613218646075,Congruent,-1.2161838
A042_T3,A042,T3,72.17,4.292785500895938,Congruent,-1.0363272
A042_T4,A042,T4,146.02,4.9905686319459415,Congruent,-1.2955405
A043_T1,A043,T1,1.0,0.6931471805599453,Congruent,0.1360431
A043_T2,A043,T2,25.62,3.2816628129669656,Congruent,0.14445427
A043_T3,A043,T3,64.94,4.188745237643585,Congruent,-0.2878283
A043_T4,A043,T4,149.33,5.012832877639743,Congruent,-0.38124272
A044_T1,A044,T1,1.0,0.6931471805599453,Congruent,-1.1193422
A044_T2,A044,T2,47.66,3.8848573373553763,Congruent,-0.9842006
A044_T3,A044,T3,91.63,4.5286130632659365,Congruent,-1.4445118
A044_T4,A044,T4,155.27,5.0515852804252095,Congruent,-1.9491141
A045_T1,A045,T1,1.0,0.6931471805599453,Congruent,-0.3702267
A045_T2,A045,T2,24.66,3.2449333591874905,Congruent,-0.5915991
A045_T3,A045,T3,72.23,4.2936051730729785,Congruent,-0.8493073
A045_T4,A045,T4,151.52,5.027295734989363,Congruent,-1.0476253
A046_T1,A046,T1,1.0,0.6931471805599453,Congruent,-0.85590273
A046_T2,A046,T2,24.32,3.2315945972759756,Congruent,-1.3435767
A046_T3,A046,T3,73.05,4.304740540713808,Congruent,-1.9413413
A046_T4,A046,T4,147.94,5.003543540282499,Congruent,-0.95856607
A047_T1,A047,T1,1.0,0.6931471805599453,Congruent,-0.9548815
A047_T2,A047,T2,23.46,3.1970391302590264,Congruent,-1.0065078
A047_T3,A047,T3,76.85,4.354783898280007,Congruent,-1.5391096
A047_T4,A047,T4,144.22,4.978249833952101,Congruent,-2.1495159
A048_T1,A048,T1,1.0,0.6931471805599453,Congruent,-0.19813415
A048_T2,A048,T2,23.91,3.215269329274089,Congruent,-0.5549686
A048_T3,A048,T3,81.15,4.408546844483277,Congruent,-0.46417758
A048_T4,A048,T4,146.3,4.9924713234685845,Congruent,-0.6806327
A049_T1,A049,T1,1.0,0.6931471805599453,Congruent,-0.17465958
A049_T2,A049,T2,27.12,3.336481066942464,Congruent,-0.6474267
A049_T3,A049,T3,111.38,4.721885985684052,Congruent,-0.4110826
A049_T4,A049,T4,168.86,5.134974568351863,Congruent,-0.5789875
A050_T1,A050,T1,1.0,0.6931471805599453,Congruent,-0.5209842
A050_T2,A050,T2,24.73,3.2476576262936527,Congruent,-0.5617224
A050_T3,A050,T3,93.39,4.547435135336853,Congruent,-1.1808335
A050_T4,A050,T4,148.69,5.008566488927144,Congruent,-1.1403638
A051_T1,A051,T1,1.0,0.6931471805599453,Congruent,-0.08407257
A051_T2,A051,T2,17.16,2.8992213731731473,Congruent,-0.4856679
A051_T3,A051,T3,65.63,4.199154926574446,Congruent,-0.63248193
A051_T4,A051,T4,146.99,4.997144703913756,Congruent,-0.8587024
A052_T1,A052,T1,1.0,0.6931471805599453,Congruent,-0.5042378
A052_T2,A052,T2,31.76,3.4892082589848687,Congruent,-0.8379309
A052_T3,A052,T3,80.98,4.406475315076191,Congruent,-0.8972691
A052_T4,A052,T4,153.27,5.038704314023848,Congruent,-0.94306433
A053_T1,A053,T1,1.0,0.6931471805599453,Congruent,-0.29996118
A053_T2,A053,T2,32.71,3.5177945292459696,Congruent,-1.2839782
A053_T3,A053,T3,78.28,4.372985890021733,Congruent,-1.3842938
A053_T4,A053,T4,148.9,5.009968405108552,Congruent,-1.4897945
A054_T1,A054,T1,1.0,0.6931471805599453,Congruent,0.09444084
A054_T2,A054,T2,16.9,2.884800712846709,Congruent,-0.3730993
A054_T3,A054,T3,72.83,4.3017651530710745,Congruent,-0.36002192
A054_T4,A054,T4,136.83,4.926021041706347,Congruent,-0.14458951
A055_T1,A055,T1,1.0,0.6931471805599453,Congruent,-0.4736943
A055_T2,A055,T2,23.24,3.1880041612011136,Congruent,-1.0496894
A055_T3,A055,T3,74.48,4.32386772050035,Congruent,-0.97376883
A055_T4,A055,T4,149.21,5.012034315009963,Congruent,-1.0992149
A056_T1,A056,T1,1.0,0.6931471805599453,Congruent,-0.6220468
A056_T2,A056,T2,33.61,3.544142657647253,Congruent,-1.1734165
A056_T3,A056,T3,71.46,4.283034685466931,Congruent,-0.8398435
A056_T4,A056,T4,147.84,5.002871903478422,Congruent,-1.105815
A057_T1,A057,T1,1.0,0.6931471805599453,Congruent,-0.5315591
A057_T2,A057,T2,24.78,3.2495989975110415,Congruent,-0.6425531
A057_T3,A057,T3,73.83,4.315218874092267,Congruent,-0.7727021
A057_T4,A057,T4,145.06,4.984017496191964,Congruent,-1.3462685
A058_T1,A058,T1,1.0,0.6931471805599453,Congruent,-0.06978247
A058_T2,A058,T2,22.96,3.1763857732472487,Congruent,-0.5568702
A058_T3,A058,T3,66.28,4.208863015664693,Congruent,-0.9820616
A058_T4,A058,T4,143.48,4.973141089668675,Congruent,-1.2865587
A059_T1,A059,T1,1.0,0.6931471805599453,Congruent,-0.65087116
A059_T2,A059,T2,30.4,3.4468078929142076,Congruent,-0.5988289
A059_T3,A059,T3,79.78,4.391729410135267,Congruent,-0.7128463
A059_T4,A059,T4,151.93,5.029980300360032,Congruent,-0.50452334
A060_T1,A060,T1,1.0,0.6931471805599453,Congruent,-0.6352643
A060_T2,A060,T2,24.87,3.2530839961979376,Congruent,-0.46538588
A060_T3,A060,T3,94.68,4.561009290202322,Congruent,-0.36863157
A060_T4,A060,T4,143.91,4.976112860057833,Congruent,-0.2586697
A061_T1,A061,T1,1.0,0.6931471805599453,Congruent,0.42744353
A061_T2,A061,T2,35.16,3.5879535355239756,Congruent,-0.11505816
A061_T3,A061,T3,82.55,4.425445255041403,Congruent,-0.44483218
A061_T4,A061,T4,146.56,4.994234872728475,Congruent,-0.06864307
A062_T1,A062,T1,1.0,0.6931471805599453,Congruent,-0.41901883
A062_T2,A062,T2,44.69,3.8218794555751803,Congruent,-0.5168222
A062_T3,A062,T3,92.72,4.540311613639595,Congruent,-0.8511534
A062_T4,A062,T4,149.18,5.011834574671738,Congruent,-1.6347948
A063_T1,A063,T1,1.0,0.6931471805599453,Congruent,-1.2257007
A063_T2,A063,T2,21.98,3.1346242724206097,Congruent,-1.9498328
A063_T3,A063,T3,69.99,4.262539022051294,Congruent,-2.1876566
A063_T4,A063,T4,141.09,4.956460659649984,Congruent,-2.1812868
A064_T1,A064,T1,1.0,0.6931471805599453,Congruent,-0.2256479
A064_T2,A064,T2,37.65,3.654546775033431,Congruent,-0.6712937
A064_T3,A064,T3,82.99,4.430697744137536,Congruent,-0.69001305
A064_T4,A064,T4,156.21,5.057582491203423,Congruent,-0.8174312
A065_T1,A065,T1,1.0,0.6931471805599453,Congruent,-0.8023858
A065_T2,A065,T2,32.31,3.5058576522055884,Congruent,-1.47742
A065_T3,A065,T3,106.41,4.676653287609955,Congruent,-2.1425097
A065_T4,A065,T4,187.43,5.238726585134399,Congruent,-1.92673
A066_T1,A066,T1,1.0,0.6931471805599453,Congruent,-0.62722766
A066_T2,A066,T2,23.35,3.192531849528599,Congruent,-0.87749267
A066_T3,A066,T3,73.79,4.314684186203576,Congruent,-0.8810084
A066_T4,A066,T4,164.93,5.111566012674697,Congruent,-1.292959
A067_T1,A067,T1,1.0,0.6931471805599453,Congruent,-0.74222696
A067_T2,A067,T2,29.91,3.431079756144025,Congruent,-1.5955667
A067_T3,A067,T3,73.19,4.306629370201435,Congruent,-1.4157587
A067_T4,A067,T4,144.19,4.978043229495596,Congruent,-1.5238205
A068_T1,A068,T1,1.0,0.6931471805599453,Congruent,0.08864262
A068_T2,A068,T2,30.49,3.4496700351129332,Congruent,-0.027286865
A068_T3,A068,T3,82.98,4.430578675256047,Congruent,-0.5590491
A068_T4,A068,T4,155.59,5.053630924557352,Congruent,-0.6145663
A069_T1,A069,T1,1.0,0.6931471805599453,Congruent,-0.7786375
A069_T2,A069,T2,24.96,3.2565568918358894,Congruent,-1.4929723
A069_T3,A069,T3,79.75,4.391357962102766,Congruent,-1.9253145
A069_T4,A069,T4,140.22,4.950318958088201,Congruent,-1.3638343
A070_T1,A070,T1,1.0,0.6931471805599453,Congruent,-0.61520314
A070_T2,A070,T2,24.25,3.228826155721369,Congruent,-0.66697836
A070_T3,A070,T3,81.92,4.417876287567579,Congruent,-0.9628229
A070_T4,A070,T4,149.2,5.011967739330034,Congruent,-1.3110158
A071_T1,A071,T1,1.0,0.6931471805599453,Congruent,-0.0753989
A071_T2,A071,T2,30.92,3.463232772581608,Congruent,-0.76371276
A071_T3,A071,T3,79.96,4.3939552055391555,Congruent,-1.4472245
A071_T4,A071,T4,153.27,5.038704314023848,Congruent,-0.91268885
A072_T1,A072,T1,1.0,0.6931471805599453,Congruent,-0.081743576
A072_T2,A072,T2,33.76,3.548467300397191,Congruent,-0.07983849
A072_T3,A072,T3,83.54,4.437224795138644,Congruent,-0.69029844
A072_T4,A072,T4,154.89,5.04915063032459,Congruent,-0.71735394
A073_T1,A073,T1,1.0,0.6931471805599453,Congruent,-0.99200296
A073_T2,A073,T2,66.66,4.214495163352562,Congruent,-1.0689701
A073_T3,A073,T3,66.9,4.21803603456465,Congruent,-0.98654234
A073_T4,A073,T4,140.12,4.949610592258481,Congruent,-1.3599523
A074_T1,A074,T1,1.0,0.6931471805599453,Congruent,-0.28466484
A074_T2,A074,T2,29.33,3.41213732170049,Congruent,-0.40041766
A074_T3,A074,T3,73.02,4.30433532695801,Congruent,-0.7596034
A074_T4,A074,T4,147.21,4.998630186968824,Congruent,-0.253108
A075_T1,A075,T1,1.0,0.6931471805599453,Congruent,-0.6456942
A075_T2,A075,T2,28.68,3.39047341829918,Congruent,-0.33950672
A075_T3,A075,T3,71.37,4.281791848878036,Congruent,-1.6862292
A075_T4,A075,T4,244.53,5.5034191393614815,Congruent,-0.909927
A076_T1,A076,T1,1.0,0.6931471805599453,Congruent,-0.6579325
A076_T2,A076,T2,27.3,3.342861804649192,Congruent,-1.0034045
A076_T3,A076,T3,74.88,4.3291531450668135,Congruent,-1.0604956
A076_T4,A076,T4,149.28,5.0125002207057685,Congruent,-1.7780219
A077_T1,A077,T1,1.0,0.6931471805599453,Congruent,-0.42527863
A077_T2,A077,T2,53.88,4.00514898341763,Congruent,-0.73726034
A077_T3,A077,T3,78.36,4.373994462976618,Congruent,-0.71382344
A077_T4,A077,T4,149.75,5.015622835607295,Congruent,-0.44343802
A078_T1,A078,T1,1.0,0.6931471805599453,Congruent,-1.214495
A078_T2,A078,T2,26.17,3.3021134234382563,Congruent,-1.1077334
A078_T3,A078,T3,72.3,4.294560608892605,Congruent,-1.073946
A078_T4,A078,T4,140.08,4.949327105367852,Congruent,-1.6203699
A079_T1,A079,T1,1.0,0.6931471805599453,Congruent,-0.57689977
A079_T2,A079,T2,26.11,3.299902663510574,Congruent,-0.56506336
A079_T3,A079,T3,74.0,4.31748811353631,Congruent,-0.978704
A079_T4,A079,T4,194.42,5.275151088516197,Congruent,-1.0114014
A080_T1,A080,T1,1.0,0.6931471805599453,Congruent,-0.22367474
A080_T2,A080,T2,29.03,3.402196881995239,Congruent,0.042808913
A080_T3,A080,T3,72.87,4.302306791540646,Congruent,-0.68026495
A080_T4,A080,T4,145.77,4.988866735623107,Congruent,-1.2313398
A081_T1,A081,T1,1.0,0.6931471805599453,Congruent,-0.26199684
A081_T2,A081,T2,31.39,3.477849733183238,Congruent,-0.5468718
A081_T3,A081,T3,80.13,4.396052806406973,Congruent,-0.5486163
A081_T4,A081,T4,154.53,5.046838639056468,Congruent,-0.81706226
A082_T1,A082,T1,1.0,0.6931471805599453,Congruent,-0.4850336
A082_T2,A082,T2,27.97,3.366260811781259,Congruent,-0.5582478
A082_T3,A082,T3,75.71,4.3400320779712045,Congruent,-0.6535666
A082_T4,A082,T4,170.25,5.143124477142335,Congruent,-1.0581679
A083_T1,A083,T1,1.0,0.6931471805599453,Congruent,-0.21359059
A083_T2,A083,T2,25.15,3.263849190510932,Congruent,-0.62575805
A083_T3,A083,T3,74.3,4.321480134805848,Congruent,-0.5658332
A083_T4,A083,T4,144.91,4.982989993275931,Congruent,-0.74166095
A084_T1,A084,T1,1.0,0.6931471805599453,Congruent,-1.5939623
A084_T2,A084,T2,27.25,3.34109345759245,Congruent,-1.6448915
A084_T3,A084,T3,91.97,4.532276860467767,Congruent,-1.3376124
A084_T4,A084,T4,162.51,5.096874150546495,Congruent,-1.6691726
A085_T1,A085,T1,1.0,0.6931471805599453,Congruent,-0.35934076
A085_T2,A085,T2,24.51,3.23907053215372,Congruent,-0.08712361
A085_T3,A085,T3,71.4,4.282206299391671,Congruent,-0.028669454
A085_T4,A085,T4,170.65,5.145457519903701,Congruent,-0.6092767
A086_T1,A086,T1,1.0,0.6931471805599453,Congruent,-0.08862386
A086_T2,A086,T2,23.47,3.19744787745458,Congruent,-0.3029482
A086_T3,A086,T3,145.29,4.985590952989995,Congruent,-0.8409809
A086_T4,A086,T4,169.55,5.139028508864655,Congruent,-0.97679436
A087_T1,A087,T1,1.0,0.6931471805599453,Congruent,-0.10788176
A087_T2,A087,T2,31.07,3.4679210137050633,Congruent,-0.04656718
A087_T3,A087,T3,72.8,4.301358731606427,Congruent,-0.6585634
A087_T4,A087,T4,144.2,4.978112102390695,Congruent,-0.40756306
A088_T1,A088,T1,1.0,0.6931471805599453,Congruent,-0.40557835
A088_T2,A088,T2,24.25,3.228826155721369,Congruent,0.055056594
A088_T3,A088,T3,74.91,4.3295484280286765,Congruent,-0.63450015
A088_T4,A088,T4,149.93,5.016816153171337,Congruent,-0.38682672
A089_T1,A089,T1,1.0,0.6931471805599453,Congruent,-0.07049463
A089_T2,A089,T2,32.14,3.500741011998417,Congruent,-0.29431185
A089_T3,A089,T3,79.34,4.386267628931136,Congruent,-0.7473493
A089_T4,A089,T4,146.96,4.996941966964253,Congruent,-0.6835003
A090_T1,A090,T1,1.0,0.6931471805599453,Congruent,-1.6914111
A090_T2,A090,T2,23.54,3.2003044392827653,Congruent,-1.195745
A090_T3,A090,T3,95.42,4.568713648977476,Congruent,-2.1781201
A090_T4,A090,T4,144.07,4.977216384550811,Congruent,-2.0843961
A091_T1,A091,T1,1.0,0.6931471805599453,Congruent,-0.55031276
A091_T2,A091,T2,22.2,3.1441522786722644,Congruent,-0.8841251
A091_T3,A091,T3,73.64,4.312676556539088,Congruent,-0.9775522
A091_T4,A091,T4,142.61,4.9671012920725275,Congruent,-0.6972327
A092_T1,A092,T1,1.0,0.6931471805599453,Congruent,-0.41445932
A092_T2,A092,T2,22.83,3.170945291110651,Congruent,-0.30118236
A092_T3,A092,T3,71.31,4.28096243218686,Congruent,-0.9470254
A092_T4,A092,T4,146.16,4.991520430236574,Congruent,-1.2739966
A093_T1,A093,T1,1.0,0.6931471805599453,Congruent,-0.06817005
A093_T2,A093,T2,22.09,3.139399623366404,Congruent,-1.8632587
A093_T3,A093,T3,70.22,4.265773677849632,Congruent,-2.0866153
A093_T4,A093,T4,140.95,4.95547488291898,Congruent,-2.2213724
A094_T1,A094,T1,1.0,0.6931471805599453,Congruent,-1.0112252
A094_T2,A094,T2,22.98,3.177220149599368,Congruent,-0.9870256
A094_T3,A094,T3,76.21,4.3465289823207245,Congruent,-1.1354756
A094_T4,A094,T4,149.99,5.017213609456379,Congruent,-0.9544078
A095_T1,A095,T1,1.0,0.6931471805599453,Congruent,-0.024247266
A095_T2,A095,T2,29.71,3.424588334452731,Congruent,-0.721254
A095_T3,A095,T3,78.76,4.379022125653583,Congruent,-0.7942337
A095_T4,A095,T4,148.79,5.009234313180627,Congruent,-1.2345861
A096_T1,A096,T1,1.0,0.6931471805599453,Congruent,-0.20661184
A096_T2,A096,T2,24.49,3.238286218388024,Congruent,-0.80869436
A096_T3,A096,T3,71.19,4.279301532151069,Congruent,-0.7626743
A096_T4,A096,T4,143.66,4.974386161421135,Congruent,-0.30904737
A097_T1,A097,T1,1.0,0.6931471805599453,Congruent,-0.8790233
A097_T2,A097,T2,24.37,3.2335673736111907,Congruent,-2.1651065
A097_T3,A097,T3,70.83,4.27430221608671,Congruent,-1.7478341
A097_T4,A097,T4,144.85,4.98257869631373,Congruent,-2.1735213
A098_T1,A098,T1,1.0,0.6931471805599453,Congruent,-0.35906824
A098_T2,A098,T2,25.77,3.2872818575322613,Congruent,-0.48687717
A098_T3,A098,T3,78.84,4.380024632003209,Congruent,-0.3499572
A098_T4,A098,T4,146.29,4.992403432501452,Congruent,-0.38628742
A099_T1,A099,T1,1.0,0.6931471805599453,Congruent,-0.18638286
A099_T2,A099,T2,28.75,3.392829131991639,Congruent,-0.3406038
A099_T3,A099,T3,78.57,4.3766371373894435,Congruent,-0.3553277
A099_T4,A099,T4,143.51,4.973348709310239,Congruent,0.30142847
A100_T1,A100,T1,1.0,0.6931471805599453,Congruent,-1.2097701
A100_T2,A100,T2,31.14,3.4701013603093664,Congruent,-1.4488215
A100_T3,A100,T3,75.34,4.3351970473170836,Congruent,-1.0994493
A100_T4,A100,T4,146.8,4.995860008514102,Congruent,-2.1398392
A101_T1,A101,T1,1.0,0.6931471805599453,Congruent,-1.1265265
A101_T2,A101,T2,29.12,3.405189402931693,Congruent,-1.1315941
A101_T3,A101,T3,75.21,4.333492687678026,Congruent,-2.0969546
A101_T4,A101,T4,150.22,5.018735730130124,Congruent,-2.1787288
A102_T1,A102,T1,1.0,0.6931471805599453,Congruent,-0.43713376
A102_T2,A102,T2,29.13,3.40552135314221,Congruent,-0.35796842
A102_T3,A102,T3,75.27,4.3342796761761475,Congruent,-0.5616988
A102_T4,A102,T4,150.41,5.019991389020281,Congruent,-0.7629243
A103_T1,A103,T1,1.0,0.6931471805599453,Congruent,-1.7039993
A103_T2,A103,T2,27.26,3.3414473772563813,Congruent,-2.1579196
A103_T3,A103,T3,80.24,4.397407736712184,Congruent,-2.1719053
A103_T4,A103,T4,149.72,5.015423810828053,Congruent,-2.18942
A104_T1,A104,T1,1.0,0.6931471805599453,Congruent,-0.26988396
A104_T2,A104,T2,22.6,3.1612467120315646,Congruent,-0.25766358
A104_T3,A104,T3,72.62,4.298916727950875,Congruent,-0.19847009
A104_T4,A104,T4,145.78,4.9889348671169165,Congruent,-1.3303095
A105_T1,A105,T1,1.0,0.6931471805599453,Congruent,0.2297031
A105_T2,A105,T2,22.77,3.1684242813721024,Congruent,-0.32039043
A105_T3,A105,T3,69.46,4.255045172913092,Congruent,-0.4996514
A105_T4,A105,T4,146.2,4.991792206294776,Congruent,-1.1261294
A106_T1,A106,T1,1.0,0.6931471805599453,Congruent,-0.046082832
