UID,test,composite_ID,calibration,TSVR_hours,Age,Age_c,mean_Age
A099,T1,A099_T1,-0.3315797055651917,1.0,63.0,18.43,44.57
A099,T2,A099_T2,-0.1612163072385353,28.75,63.0,18.43,44.57
A099,T3,A099_T3,0.9907041777130148,78.57,63.0,18.43,44.57
A099,T4,A099_T4,0.83220333130137,143.51,63.0,18.43,44.57
A100,T1,A100_T1,0.2357992620970575,1.0,66.0,21.43,44.57
A100,T2,A100_T2,-1.1174989958085249,31.14,66.0,21.43,44.57
A100,T3,A100_T3,-0.3092287953244137,75.34,66.0,21.43,44.57
A100,T4,A100_T4,-2.012012280103509,146.8,66.0,21.43,44.57
A101,T1,A101_T1,0.1367917932393911,1.0,69.0,24.43,44.57
A101,T2,A101_T2,-0.2251093611954346,29.12,69.0,24.43,44.57
A101,T3,A101_T3,1.3397419108834387,75.21,69.0,24.43,44.57
A101,T4,A101_T4,1.1420396853608688,150.22,69.0,24.43,44.57
A102,T1,A102_T1,0.4490118507797244,1.0,68.0,23.43,44.57
A102,T2,A102_T2,-1.0502264437882791,29.13,68.0,23.43,44.57
A102,T3,A102_T3,0.5213446135837819,75.27,68.0,23.43,44.57
A102,T4,A102_T4,-0.1049708707970926,150.41,68.0,23.43,44.57
A103,T1,A103_T1,-2.848860012978075,1.0,68.0,23.43,44.57
A103,T2,A103_T2,0.7481122530905379,27.26,68.0,23.43,44.57
A103,T3,A103_T3,2.1253101617659205,80.24,68.0,23.43,44.57
A103,T4,A103_T4,1.6455084572841236,149.72,68.0,23.43,44.57
A104,T1,A104_T1,-0.5496133138576185,1.0,66.0,21.43,44.57
A104,T2,A104_T2,0.8908214251080381,22.6,66.0,21.43,44.57
A104,T3,A104_T3,0.4590866818716701,72.62,66.0,21.43,44.57
A104,T4,A104_T4,1.6502088638679822,145.78,66.0,21.43,44.57
A105,T1,A105_T1,1.3892303556956418,1.0,68.0,23.43,44.57
A105,T2,A105_T2,0.7218573767552827,22.77,68.0,23.43,44.57
A105,T3,A105_T3,0.2089712091097655,69.46,68.0,23.43,44.57
A105,T4,A105_T4,-1.104927324191043,146.2,68.0,23.43,44.57
A106,T1,A106_T1,-0.1810219148769269,1.0,66.0,21.43,44.57
A106,T2,A106_T2,-0.0866803986177386,22.64,66.0,21.43,44.57
A106,T3,A106_T3,-0.0156462963938264,66.08,66.0,21.43,44.57
A106,T4,A106_T4,-0.3682421313708159,147.13,66.0,21.43,44.57
A107,T1,A107_T1,0.8975911801569717,1.0,70.0,25.43,44.57
A107,T2,A107_T2,-0.8339022088986483,26.22,70.0,25.43,44.57
A107,T3,A107_T3,0.3161746652409846,71.45,70.0,25.43,44.57
A107,T4,A107_T4,0.2702688058085438,145.95,70.0,25.43,44.57
A108,T1,A108_T1,0.3670093485903982,1.0,69.0,24.43,44.57
A108,T2,A108_T2,0.4616822462308524,27.61,69.0,24.43,44.57
A108,T3,A108_T3,-0.2358185719815527,68.96,69.0,24.43,44.57
A108,T4,A108_T4,-0.7528436882054352,152.12,69.0,24.43,44.57
A109,T1,A109_T1,-0.4238597303989112,1.0,68.0,23.43,44.57
A109,T2,A109_T2,-0.5900131663481798,24.65,68.0,23.43,44.57
A109,T3,A109_T3,-0.3710649182327997,71.17,68.0,23.43,44.57
A109,T4,A109_T4,-0.74418146492732,149.87,68.0,23.43,44.57
