composite_ID,UID,test,theta_All,se_All,TSVR_hours,Days,Days_squared,log_Days_plus1
A036_T1,A036,T1,-1.2653807,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A036_T2,A036,T2,-1.0273318,0.033312414,21.63,0.90125,0.8122515625,0.6425115645913656
A036_T3,A036,T3,-1.4433892,0.033312414,71.47,2.9779166666666668,8.867987673611111,1.3807582316619962
A036_T4,A036,T4,-1.5601645,0.033312414,143.85,5.9937499999999995,35.92503906249999,1.9450168930780982
A037_T1,A037,T1,-0.08707868,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A037_T2,A037,T2,-0.18395871,0.033312414,23.7,0.9874999999999999,0.9751562499999998,0.6868775675463499
A037_T3,A037,T3,-0.68357,0.033312414,72.08,3.0033333333333334,9.020011111111112,1.3871273474237826
A037_T4,A037,T4,-0.79580086,0.033312414,143.66,5.985833333333333,35.830200694444436,1.9438842888617656
A038_T1,A038,T1,-0.2467488,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A038_T2,A038,T2,-0.44835788,0.033312414,71.85,2.99375,8.9625390625,1.3847306391437078
A038_T3,A038,T3,-0.4034849,0.033312414,72.86,3.035833333333333,9.216284027777776,1.3952128066271372
A038_T4,A038,T4,-0.23959932,0.033312414,152.89,6.370416666666666,40.58220850694444,1.9974742401074705
A039_T1,A039,T1,0.1412702,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A039_T2,A039,T2,0.119720794,0.033312414,28.65,1.1937499999999999,1.4250390624999998,0.7856124082320387
A039_T3,A039,T3,-0.14256553,0.033312414,98.84,4.118333333333333,16.96066944444444,1.632828865224676
A039_T4,A039,T4,-0.52121466,0.033312414,246.24,10.26,105.2676,2.421256622711544
A040_T1,A040,T1,-0.598243,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A040_T2,A040,T2,-0.44592965,0.033312414,26.26,1.0941666666666667,1.1972006944444447,0.7391557017675006
A040_T3,A040,T3,-0.73125327,0.033312414,71.28,2.97,8.820900000000002,1.3787660946990992
A040_T4,A040,T4,-0.4674195,0.033312414,143.53,5.980416666666667,35.765383506944445,1.9431086093574954
A041_T1,A041,T1,0.011227685,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A041_T2,A041,T2,-0.3039493,0.033312414,31.78,1.3241666666666667,1.7534173611111112,0.8433615518513973
A041_T3,A041,T3,-0.28749505,0.033312414,75.74,3.1558333333333333,9.959284027777777,1.424512969770031
A041_T4,A041,T4,-0.5819944,0.033312414,141.84,5.91,34.9281,1.9329696377795786
A042_T1,A042,T1,-0.79731315,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A042_T2,A042,T2,-1.1420015,0.033312414,28.93,1.2054166666666666,1.4530293402777776,0.7909164555219504
A042_T3,A042,T3,-0.847396,0.033312414,72.17,3.0070833333333336,9.042550173611112,1.388063628376445
A042_T4,A042,T4,-0.7720472,0.033312414,146.02,6.084166666666667,37.017084027777784,1.9578622468412672
A043_T1,A043,T1,0.3001954,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A043_T2,A043,T2,0.1664338,0.033312414,25.62,1.0675000000000001,1.1395562500000003,0.7263401479157092
A043_T3,A043,T3,-0.17432076,0.033312414,64.94,2.705833333333333,7.321534027777776,1.3099081547346048
A043_T4,A043,T4,-0.558808,0.033312414,149.33,6.222083333333334,38.71432100694445,1.9771434616052734
A044_T1,A044,T1,-1.06982,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A044_T2,A044,T2,-0.96534085,0.033312414,47.66,1.9858333333333331,3.943534027777777,1.093878881528862
A044_T3,A044,T3,-1.1876827,0.033312414,91.63,3.8179166666666666,14.57648767361111,1.5723416077929249
A044_T4,A044,T4,-1.5655587,0.033312414,155.27,6.4695833333333335,41.855508506944446,2.0108392189188016
A045_T1,A045,T1,-0.8722971,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A045_T2,A045,T2,-0.6572311,0.033312414,24.66,1.0275,1.0557562500000002,0.7068035070074309
A045_T3,A045,T3,-1.0510488,0.033312414,72.23,3.0095833333333335,9.057591840277778,1.3886873290203638
A045_T4,A045,T4,-0.6715156,0.033312414,151.52,6.3133333333333335,39.858177777777776,1.9896991661789745
A046_T1,A046,T1,-0.6608937,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A046_T2,A046,T2,-1.000125,0.033312414,24.32,1.0133333333333334,1.0268444444444447,0.699791723278614
A046_T3,A046,T3,-1.4650033,0.033312414,73.05,3.0437499999999997,9.264414062499998,1.3971724792670734
A046_T4,A046,T4,-1.5674849,0.033312414,147.94,6.164166666666667,37.99695069444444,1.9690917483983523
A047_T1,A047,T1,-0.57797015,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A047_T2,A047,T2,-0.80200624,0.033312414,23.46,0.9775,0.9555062500000001,0.6818334206596719
A047_T3,A047,T3,-1.3837919,0.033312414,76.85,3.202083333333333,10.253337673611108,1.4355804340522749
A047_T4,A047,T4,-1.6884255,0.033312414,144.22,6.009166666666666,36.11008402777777,1.9472188161863455
A048_T1,A048,T1,-0.29754767,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A048_T2,A048,T2,-0.4682938,0.033312414,23.91,0.99625,0.9925140625,0.6912704205470851
A048_T3,A048,T3,-0.55355513,0.033312414,81.15,3.38125,11.4328515625,1.477334071800763
A048_T4,A048,T4,-0.6172761,0.033312414,146.3,6.095833333333334,37.15918402777779,1.9595077573206972
A049_T1,A049,T1,0.015095141,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A049_T2,A049,T2,-0.5101858,0.033312414,27.12,1.1300000000000001,1.2769000000000004,0.7561219797213337
A049_T3,A049,T3,-0.24321106,0.033312414,111.38,4.640833333333333,21.537334027777774,1.730031808732516
A049_T4,A049,T4,-0.5534761,0.033312414,168.86,7.035833333333334,49.50295069444445,2.083910706734293
A050_T1,A050,T1,-0.332139,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A050_T2,A050,T2,-0.4592812,0.033312414,24.73,1.0304166666666668,1.0617585069444446,0.7082410265074691
A050_T3,A050,T3,-0.8918068,0.033312414,93.39,3.89125,15.141826562499999,1.587447894542485
A050_T4,A050,T4,-0.8248155,0.033312414,148.69,6.195416666666667,38.38318767361111,1.973444249248633
A051_T1,A051,T1,-0.13511,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A051_T2,A051,T2,-0.09387231,0.033312414,17.16,0.715,0.5112249999999999,0.5394130806179032
A051_T3,A051,T3,-0.7147496,0.033312414,65.63,2.734583333333333,7.4779460069444434,1.3176362550213248
A051_T4,A051,T4,-0.6880791,0.033312414,146.99,6.124583333333334,37.51052100694445,1.963551244912556
A052_T1,A052,T1,-0.40401456,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A052_T2,A052,T2,-0.69656724,0.033312414,31.76,1.3233333333333335,1.7512111111111115,0.8430029361043228
A052_T3,A052,T3,-1.0056021,0.033312414,80.98,3.374166666666667,11.385000694444447,1.4757160254762083
A052_T4,A052,T4,-0.76403254,0.033312414,153.27,6.38625,40.784189062500005,1.9996201636777473
A053_T1,A053,T1,-0.17432423,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A053_T2,A053,T2,-1.1278566,0.033312414,32.71,1.3629166666666668,1.8575418402777781,0.8598967316779912
A053_T3,A053,T3,-1.4379783,0.033312414,78.28,3.2616666666666667,10.638469444444445,1.4496603200750402
A053_T4,A053,T4,-1.3163345,0.033312414,148.9,6.204166666666667,38.49168402777778,1.9746595623412992
A054_T1,A054,T1,0.04235199,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A054_T2,A054,T2,-0.22945482,0.033312414,16.9,0.7041666666666666,0.49585069444444435,0.5330762327008104
A054_T3,A054,T3,-0.26918104,0.033312414,72.83,3.0345833333333334,9.208696006944445,1.3949030332754941
A054_T4,A054,T4,-0.102685206,0.033312414,136.83,5.701250000000001,32.50425156250001,1.9022940761596105
A055_T1,A055,T1,-0.21229054,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A055_T2,A055,T2,-0.93653405,0.033312414,23.24,0.9683333333333333,0.9376694444444443,0.6771871609812159
A055_T3,A055,T3,-0.8401974,0.033312414,74.48,3.1033333333333335,9.630677777777779,1.4117996515282525
A055_T4,A055,T4,-1.260757,0.033312414,149.21,6.217083333333334,38.65212517361112,1.9764509008342432
A056_T1,A056,T1,-0.77102643,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A056_T2,A056,T2,-0.93695015,0.033312414,33.61,1.4004166666666666,1.9611668402777778,0.8756423333963461
A056_T3,A056,T3,-0.7083756,0.033312414,71.46,2.9774999999999996,8.865506249999997,1.3806534812298048
A056_T4,A056,T4,-0.79573447,0.033312414,147.84,6.16,37.9456,1.9685099809725544
A057_T1,A057,T1,-0.47107366,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A057_T2,A057,T2,-0.55252665,0.033312414,24.78,1.0325,1.06605625,0.7092665624398284
A057_T3,A057,T3,-0.6045535,0.033312414,73.83,3.07625,9.4633140625,1.405177448121392
A057_T4,A057,T4,-0.5674088,0.033312414,145.06,6.0441666666666665,36.53195069444444,1.952199851152836
A058_T1,A058,T1,-0.16339521,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A058_T2,A058,T2,-0.3716868,0.033312414,22.96,0.9566666666666667,0.9152111111111111,0.6712423451718953
A058_T3,A058,T3,-1.0395465,0.033312414,66.28,2.7616666666666667,7.626802777777778,1.3248621216013894
A058_T4,A058,T4,-0.97823644,0.033312414,143.48,5.978333333333333,35.740469444444436,1.942810110802997
A059_T1,A059,T1,-0.5023268,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A059_T2,A059,T2,-0.47173324,0.033312414,30.4,1.2666666666666666,1.6044444444444443,0.8183103235139513
A059_T3,A059,T3,-0.9825946,0.033312414,79.78,3.3241666666666667,11.050084027777778,1.464219443591648
A059_T4,A059,T4,-0.5769608,0.033312414,151.93,6.330416666666667,40.07417517361112,1.9920323583030093
A060_T1,A060,T1,-0.50129473,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A060_T2,A060,T2,-0.3035681,0.033312414,24.87,1.0362500000000001,1.0738140625000003,0.7111098809341178
A060_T3,A060,T3,-0.39956075,0.033312414,94.68,3.9450000000000003,15.563025000000001,1.5983769650746755
A060_T4,A060,T4,-0.35726425,0.033312414,143.91,5.99625,35.9550140625,1.9453742912234322
A061_T1,A061,T1,0.49123833,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A061_T2,A061,T2,0.10699007,0.033312414,35.16,1.4649999999999999,2.1462249999999994,0.9021918074946533
A061_T3,A061,T3,-0.22055449,0.033312414,82.55,3.439583333333333,11.830733506944444,1.4905605281966805
A061_T4,A061,T4,-0.2480352,0.033312414,146.56,6.1066666666666665,37.291377777777775,1.9610333106295341
A062_T1,A062,T1,-0.19396584,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A062_T2,A062,T2,-0.42571765,0.033312414,44.69,1.8620833333333333,3.467354340277778,1.0515497978778447
A062_T3,A062,T3,-1.2115375,0.033312414,92.72,3.8633333333333333,14.925344444444445,1.5817240738665845
A062_T4,A062,T4,-0.6887581,0.033312414,149.18,6.215833333333333,38.63658402777778,1.9762776856717095
A063_T1,A063,T1,-1.2219437,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A063_T2,A063,T2,-1.9641893,0.033312414,21.98,0.9158333333333334,0.8387506944444445,0.65015268898709
A063_T3,A063,T3,-1.1443956,0.033312414,69.99,2.91625,8.504514062499998,1.3651345632842644
A063_T4,A063,T4,-1.078894,0.033312414,141.09,5.87875,34.5597015625,1.9284369493918316
A064_T1,A064,T1,-0.14825012,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A064_T2,A064,T2,-0.4947842,0.033312414,37.65,1.5687499999999999,2.4609765624999995,0.9434193992624076
A064_T3,A064,T3,-0.52582866,0.033312414,82.99,3.4579166666666663,11.95718767361111,1.4946815418025694
A064_T4,A064,T4,-0.7778792,0.033312414,156.21,6.50875,42.3638265625,2.0160690071822343
A065_T1,A065,T1,-0.79110265,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A065_T2,A065,T2,-1.2535007,0.033312414,32.31,1.3462500000000002,1.8123890625000005,0.8528183089185817
A065_T3,A065,T3,-0.29050693,0.033312414,106.41,4.43375,19.6581390625,1.6926295033208647
A065_T4,A065,T4,-0.641902,0.033312414,187.43,7.809583333333333,60.989591840277775,2.1758401440888315
A066_T1,A066,T1,-0.6773158,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A066_T2,A066,T2,-0.52447873,0.033312414,23.35,0.9729166666666668,0.9465668402777779,0.6795129892841417
A066_T3,A066,T3,-0.7255086,0.033312414,73.79,3.0745833333333334,9.453062673611111,1.404768491976238
A066_T4,A066,T4,-1.3507166,0.033312414,164.93,6.872083333333333,47.22552934027778,2.063322745737281
A067_T1,A067,T1,-0.489106,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A067_T2,A067,T2,-1.0970984,0.033312414,29.91,1.24625,1.5531390625000001,0.8092621591156317
A067_T3,A067,T3,-0.9555565,0.033312414,73.19,3.049583333333333,9.299958506944442,1.3986139951674335
A067_T4,A067,T4,-0.61965704,0.033312414,144.19,6.007916666666667,36.09506267361111,1.947040462391396
A068_T1,A068,T1,0.16652554,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A068_T2,A068,T2,-0.106564544,0.033312414,30.49,1.2704166666666665,1.613958506944444,0.8199633682470614
A068_T3,A068,T3,-0.30650812,0.033312414,82.98,3.4575,11.95430625,1.4945880707551584
A068_T4,A068,T4,-0.4836062,0.033312414,155.59,6.482916666666667,42.02820850694445,2.0126226446826996
A069_T1,A069,T1,-0.73993486,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A069_T2,A069,T2,-0.8647377,0.033312414,24.96,1.04,1.0816000000000001,0.712949807856125
A069_T3,A069,T3,-0.7490341,0.033312414,79.75,3.3229166666666665,11.04177517361111,1.463930328762862
A069_T4,A069,T4,-1.0363842,0.033312414,140.22,5.8425,34.134806250000004,1.9231531619326971
A070_T1,A070,T1,-0.49851632,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A070_T2,A070,T2,-0.4727255,0.033312414,24.25,1.0104166666666667,1.020941840277778,0.6983419974370495
A070_T3,A070,T3,-0.9917136,0.033312414,81.92,3.4133333333333336,11.650844444444447,1.4846302618407525
A070_T4,A070,T4,-0.9997019,0.033312414,149.2,6.216666666666666,38.646944444444436,1.976393165780389
A071_T1,A071,T1,-0.06756443,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A071_T2,A071,T2,-1.0183284,0.033312414,30.92,1.2883333333333333,1.6598027777777777,0.8278237505518246
A071_T3,A071,T3,-1.3937839,0.033312414,79.96,3.3316666666666666,11.100002777777776,1.465952379425344
A071_T4,A071,T4,-0.66643244,0.033312414,153.27,6.38625,40.784189062500005,1.9996201636777473
A072_T1,A072,T1,-0.08344198,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A072_T2,A072,T2,-0.053039327,0.033312414,33.76,1.4066666666666665,1.9787111111111106,0.878242664236625
A072_T3,A072,T3,-0.7992932,0.033312414,83.54,3.4808333333333334,12.116200694444446,1.4998090410335863
A072_T4,A072,T4,-0.64755213,0.033312414,154.89,6.453749999999999,41.65088906249999,2.0087172614551787
A073_T1,A073,T1,-0.7472555,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A073_T2,A073,T2,-0.90187174,0.033312414,66.66,2.7775,7.7145062499999995,1.3290624151647576
A073_T3,A073,T3,-0.8532445,0.033312414,66.9,2.7875,7.77015625,1.3317061708354876
A073_T4,A073,T4,-0.94447434,0.033312414,140.12,5.838333333333334,34.08613611111112,1.9225440372260398
A074_T1,A074,T1,-0.10384461,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A074_T2,A074,T2,-0.47984323,0.033312414,29.33,1.2220833333333332,1.4934876736111107,0.7984451942645651
