composite_ID,UID,test,theta_All,se_All,TSVR_hours,Days,Days_squared,log_Days_plus1
A010_T1,A010,T1,-0.13905293,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A010_T2,A010,T2,-0.483975,0.033312414,21.9,0.9125,0.83265625,0.6484112867185539
A010_T3,A010,T3,-0.68631816,0.033312414,80.88,3.3699999999999997,11.356899999999998,1.4747630091074986
A010_T4,A010,T4,-0.68651795,0.033312414,145.31,6.054583333333333,36.65797934027778,1.9536775237921948
A011_T1,A011,T1,0.1330746,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A011_T2,A011,T2,-0.600107,0.033312414,24.57,1.02375,1.0480640625,0.7049522260097076
A011_T3,A011,T3,-0.56184554,0.033312414,72.55,3.0229166666666667,9.138025173611112,1.392007178526578
A011_T4,A011,T4,-1.3168331,0.033312414,148.85,6.202083333333333,38.46583767361111,1.974370336019688
A012_T1,A012,T1,-0.09271885,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A012_T2,A012,T2,-0.73501015,0.033312414,25.6,1.0666666666666667,1.1377777777777778,0.7259370033829361
A012_T3,A012,T3,-0.4385995,0.033312414,166.33,6.930416666666667,48.030675173611115,2.070705577351747
A012_T4,A012,T4,-0.81121576,0.033312414,166.87,6.952916666666667,48.34305017361111,2.0735387376938554
A013_T1,A013,T1,-0.5214896,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A013_T2,A013,T2,-0.8025816,0.033312414,24.77,1.0320833333333332,1.0651960069444442,0.7090615393740157
A013_T3,A013,T3,-0.57931006,0.033312414,79.66,3.3191666666666664,11.016867361111109,1.4630624824136147
A013_T4,A013,T4,-1.0235835,0.033312414,147.13,6.130416666666666,37.58200850694444,1.9643696712414147
A014_T1,A014,T1,-0.13213211,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A014_T2,A014,T2,-0.22750956,0.033312414,25.66,1.0691666666666666,1.143117361111111,0.727145949732075
A014_T3,A014,T3,-0.47540674,0.033312414,70.56,2.94,8.6436,1.3711807233098425
A014_T4,A014,T4,-0.9524173,0.033312414,148.87,6.202916666666667,38.47617517361111,1.9744860365867498
A015_T1,A015,T1,0.17578323,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A015_T2,A015,T2,-0.33134136,0.033312414,23.69,0.9870833333333334,0.9743335069444446,0.6866679019621874
A015_T3,A015,T3,-0.14433615,0.033312414,70.59,2.94125,8.650951562500001,1.3714979318771336
A015_T4,A015,T4,-0.5226083,0.033312414,146.54,6.105833333333333,37.28120069444444,1.9609160429659578
A016_T1,A016,T1,-0.3108059,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A016_T2,A016,T2,-0.9208703,0.033312414,32.85,1.3687500000000001,1.8734765625000003,0.8623623898485996
A016_T3,A016,T3,-0.775769,0.033312414,80.64,3.36,11.289599999999998,1.4724720573609429
A016_T4,A016,T4,-1.2670994,0.033312414,150.8,6.283333333333334,39.480277777777786,1.9855886328734895
A017_T1,A017,T1,-0.1695174,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A017_T2,A017,T2,0.28766757,0.033312414,20.61,0.85875,0.7374515625,0.6199042187922278
A017_T3,A017,T3,0.24563572,0.033312414,61.28,2.5533333333333332,6.519511111111111,1.2678861300695887
A017_T4,A017,T4,-0.0076715588,0.033312414,140.49,5.853750000000001,34.26638906250001,1.9247959477361212
A018_T1,A018,T1,-0.12740232,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A018_T2,A018,T2,-0.3386591,0.033312414,34.03,1.4179166666666667,2.0104876736111112,0.8829062878545713
A018_T3,A018,T3,-0.4846632,0.033312414,83.64,3.485,12.145225,1.5007384955107592
A018_T4,A018,T4,-0.6635811,0.033312414,150.87,6.28625,39.5169390625,1.9859890103776225
A019_T1,A019,T1,-2.0066547,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A019_T2,A019,T2,-1.936245,0.033312414,28.69,1.1954166666666668,1.4290210069444447,0.7863718538732487
A019_T3,A019,T3,-2.2414632,0.033312414,83.68,3.486666666666667,12.156844444444445,1.5011100355484719
A019_T4,A019,T4,-0.9828369,0.033312414,154.76,6.448333333333333,41.581002777777776,2.007990293717305
A020_T1,A020,T1,-0.20167366,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A020_T2,A020,T2,-0.3446548,0.033312414,26.85,1.1187500000000001,1.2516015625000003,0.7508262921466236
A020_T3,A020,T3,-1.0575721,0.033312414,78.25,3.2604166666666665,10.630316840277777,1.4493669645749654
A020_T4,A020,T4,-1.261497,0.033312414,145.78,6.074166666666667,36.89550069444444,1.956449650961876
A021_T1,A021,T1,-0.3146922,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A021_T2,A021,T2,-0.41681358,0.033312414,30.21,1.25875,1.5844515625000002,0.8148115629243012
A021_T3,A021,T3,-0.60466605,0.033312414,74.19,3.09125,9.5558265625,1.4088505468332533
A021_T4,A021,T4,-0.09706275,0.033312414,140.39,5.8495833333333325,34.217625173611104,1.9241878231734733
A022_T1,A022,T1,-0.81380814,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A022_T2,A022,T2,-1.6027367,0.033312414,24.15,1.0062499999999999,1.0125390624999997,0.6962673078961887
A022_T3,A022,T3,-0.83548737,0.033312414,74.46,3.1024999999999996,9.625506249999997,1.4115965439821088
A022_T4,A022,T4,-1.0474674,0.033312414,141.71,5.904583333333334,34.864104340277784,1.932185442293757
A023_T1,A023,T1,-0.49011907,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A023_T2,A023,T2,-0.39423442,0.033312414,25.63,1.0679166666666666,1.1404460069444444,0.7265416592514038
A023_T3,A023,T3,-0.5714011,0.033312414,72.2,3.0083333333333333,9.050069444444444,1.388375527323715
A023_T4,A023,T4,-0.39642394,0.033312414,145.07,6.044583333333333,36.5369876736111,1.9522590000009294
A024_T1,A024,T1,-0.5055459,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A024_T2,A024,T2,-0.64316475,0.033312414,29.57,1.2320833333333334,1.518029340277778,0.8029353795449234
A024_T3,A024,T3,-0.6282593,0.033312414,91.47,3.81125,14.5256265625,1.5709569256158187
A024_T4,A024,T4,-0.67857015,0.033312414,145.65,6.0687500000000005,36.82972656250001,1.9556836608822936
A025_T1,A025,T1,-0.18618394,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A025_T2,A025,T2,-0.5896764,0.033312414,23.33,0.9720833333333333,0.9449460069444444,0.679090513570211
A025_T3,A025,T3,-1.284663,0.033312414,72.94,3.0391666666666666,9.236534027777777,1.3960384000692843
A025_T4,A025,T4,-1.0751715,0.033312414,137.74,5.739166666666667,32.93803402777778,1.9079362773197304
A026_T1,A026,T1,-0.36186954,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A026_T2,A026,T2,-0.53927004,0.033312414,26.48,1.1033333333333333,1.2173444444444443,0.7435233878850122
A026_T3,A026,T3,-0.5248772,0.033312414,75.46,3.1441666666666666,9.885784027777778,1.421701722938647
A026_T4,A026,T4,-0.3616829,0.033312414,147.65,6.152083333333334,37.84812934027778,1.9674036895557554
A027_T1,A027,T1,-0.21083377,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A027_T2,A027,T2,-0.37666333,0.033312414,28.26,1.1775,1.38650625,0.7781774297445209
A027_T3,A027,T3,-0.97083545,0.033312414,74.58,3.1075,9.65655625,1.412814570929286
A027_T4,A027,T4,-1.0949106,0.033312414,145.92,6.079999999999999,36.96639999999999,1.9572739077056283
A028_T1,A028,T1,0.11992493,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A028_T2,A028,T2,-0.30235586,0.033312414,22.82,0.9508333333333333,0.9040840277777777,0.668256631714819
A028_T3,A028,T3,-0.49256283,0.033312414,72.26,3.0108333333333337,9.065117361111113,1.388999033527018
A028_T4,A028,T4,-0.8265561,0.033312414,138.91,5.787916666666667,33.49997934027778,1.9151440707301324
A029_T1,A029,T1,0.15784328,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A029_T2,A029,T2,-0.3178071,0.033312414,28.43,1.1845833333333333,1.4032376736111112,0.7814251162364958
A029_T3,A029,T3,-0.24579473,0.033312414,93.26,3.8858333333333337,15.099700694444447,1.5863398611881236
A029_T4,A029,T4,-0.6789598,0.033312414,143.14,5.964166666666666,35.57128402777777,1.9407779542253445
A030_T1,A030,T1,-0.5649794,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A030_T2,A030,T2,-0.32012805,0.033312414,32.95,1.3729166666666668,1.8849001736111115,0.8641198595452456
A030_T3,A030,T3,-0.6057995,0.033312414,71.93,2.9970833333333338,8.982508506944447,1.3855649284819107
A030_T4,A030,T4,-0.7230972,0.033312414,150.46,6.269166666666667,39.302450694444445,1.9836416586571268
A031_T1,A031,T1,0.26328957,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A031_T2,A031,T2,-0.29601982,0.033312414,32.41,1.3504166666666666,1.8236251736111109,0.8545926174039392
A031_T3,A031,T3,-0.7246792,0.033312414,71.56,2.981666666666667,8.890336111111113,1.3817004921096632
A031_T4,A031,T4,-1.3181441,0.033312414,143.85,5.9937499999999995,35.92503906249999,1.9450168930780982
A032_T1,A032,T1,-0.3430531,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A032_T2,A032,T2,-0.47822228,0.033312414,57.18,2.3825,5.67630625,1.218615081062806
A032_T3,A032,T3,-0.64968324,0.033312414,80.16,3.34,11.1556,1.4678743481123135
A032_T4,A032,T4,-0.81169164,0.033312414,144.51,6.021249999999999,36.25545156249999,1.9489412648645053
A033_T1,A033,T1,-0.31503958,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A033_T2,A033,T2,-0.66543496,0.033312414,29.16,1.215,1.4762250000000001,0.7952524034970989
A033_T3,A033,T3,-0.22533582,0.033312414,72.6,3.025,9.150625,1.3925249108705269
A033_T4,A033,T4,-0.6513037,0.033312414,168.33,7.013750000000001,49.19268906250001,2.08115881631933
A034_T1,A034,T1,0.070721015,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A034_T2,A034,T2,0.107155256,0.033312414,26.08,1.0866666666666667,1.1808444444444444,0.7355678964438975
A034_T3,A034,T3,-0.19132395,0.033312414,74.28,3.095,9.579025000000001,1.409766717305033
A034_T4,A034,T4,-0.76067644,0.033312414,145.38,6.0575,36.69330625,1.9540908811455073
A035_T1,A035,T1,-0.42354158,0.033312414,1.0,0.041666666666666664,0.001736111111111111,0.0408219945202552
A035_T2,A035,T2,-0.41725877,0.033312414,44.76,1.865,3.478225,1.052568350166703
A035_T3,A035,T3,-0.8161883,0.033312414,79.98,3.3325,11.10555625,1.466144742607624
A035_T4,A035,T4,-0.99934804,0.033312414,152.47,6.352916666666666,40.359550173611105,1.995097059907196
