item_name,dimension,a,b1,b2,b3,b4
TC_ICR-D-i1,All,3.0044484,0.09220456331968307,1.9207242727279663,0.12997359037399292,0.4394017159938812
TC_ICR-D-i2,All,5.3501716,-0.03697880730032921,1.030922770500183,0.0729881152510643,0.24675092101097107
TC_ICR-D-i3,All,2.8439753,-0.10959705710411072,1.928260326385498,0.13730743527412415,0.46419525146484375
TC_ICR-D-i4,All,4.4415584,-0.08365587145090103,1.2312029600143433,0.08791935443878174,0.29722896218299866
TC_ICR-D-i5,All,3.9057233,0.0825427994132042,1.4473621845245361,0.09998121112585068,0.33800646662712097
TC_ICR-D-i6,All,3.7829888,-0.04983511567115784,1.4679151773452759,0.103224977850914,0.34897270798683167
TC_ICR-N-i1,All,3.8314643,-0.7845232486724854,1.1399781703948975,0.10191898047924042,0.344557523727417
TC_ICR-N-i2,All,4.293866,-0.818387508392334,1.0002195835113525,0.09094343334436417,0.3074524700641632
TC_ICR-N-i3,All,4.1591544,-1.0199878215789795,1.0238714218139648,0.093889020383358,0.3174106180667877
TC_ICR-N-i4,All,4.349386,-1.006064534187317,0.9754379987716675,0.08978253602981567,0.30352783203125
TC_ICR-N-i5,All,4.8628497,-0.7487397193908691,0.876733660697937,0.08030249178409576,0.2714786231517792
TC_ICR-N-i6,All,3.701007,-0.8761661648750305,1.1794074773788452,0.10551153868436813,0.35670286417007446
TC_ICR-O-i1,All,4.388577,0.40938660502433777,1.5276223421096802,0.0889807641506195,0.3008172810077667
TC_ICR-O-i2,All,2.86176,0.6263765096664429,2.344707489013672,0.13645412027835846,0.461310476064682
TC_ICR-O-i3,All,3.0128965,0.20134218037128448,1.9567738771438599,0.1296091377735138,0.4381696283817291
TC_ICR-O-i4,All,2.0243313,0.5912206768989563,3.1265552043914795,0.19290268421173096,0.6521461009979248
TC_ICR-O-i5,All,2.9284337,0.5299485325813293,2.221827268600464,0.13334737718105316,0.45080748200416565
TC_ICR-O-i6,All,4.365036,0.45231112837791443,1.5676296949386597,0.08946064114570618,0.3024396002292633
TC_ICR-U-i1,All,4.4367814,-0.4327603280544281,1.0421583652496338,0.08801401406526566,0.29754897952079773
TC_ICR-U-i2,All,3.8775628,-0.49853530526161194,1.1874028444290161,0.10070731490850449,0.34046122431755066
TC_ICR-U-i3,All,4.2735543,-0.5290297269821167,1.0529299974441528,0.0913756787776947,0.3089137673377991
TC_ICR-U-i4,All,4.034092,-0.4952062666416168,1.1402015686035156,0.09679970890283585,0.32725080847740173
TC_ICR-U-i5,All,4.9615827,-0.3985074460506439,0.9414114952087402,0.07870451360940933,0.26607635617256165
TC_ICR-U-i6,All,3.2115202,-0.3537101745605469,1.5485310554504395,0.121593177318573,0.4110700488090515
TC_IFR-D-i1,All,2.314979,0.1349845677614212,2.5704312324523926,0.16868357360363007,0.5702685713768005
TC_IFR-D-i2,All,3.8275535,-0.03455152362585068,1.4541759490966797,0.10202311724424362,0.34490954875946045
TC_IFR-D-i3,All,3.7713487,-0.06119142472743988,1.4717741012573242,0.10354357957839966,0.35004979372024536
TC_IFR-D-i4,All,3.5195823,0.052757930010557175,1.6156527996063232,0.11095036566257477,0.3750899136066437
TC_IFR-D-i5,All,3.9349089,0.11952905356884003,1.466603398323059,0.09923963993787766,0.33549946546554565
TC_IFR-D-i6,All,4.1753755,0.20534628629684448,1.4405372142791748,0.093524269759655,0.31617751717567444
TC_IFR-N-i1,All,2.9934094,-0.43521225452423096,1.6414141654968262,0.13045290112495422,0.441022127866745
TC_IFR-N-i2,All,3.0488296,-0.3061937093734741,1.6607253551483154,0.12808158993721008,0.4330054521560669
TC_IFR-N-i3,All,2.7556665,-0.5467119216918945,1.7553675174713135,0.1417076140642166,0.4790709614753723
TC_IFR-N-i4,All,2.3428738,-0.502081036567688,2.1255455017089844,0.16667519509792328,0.5634788274765015
