UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,Calibration,Classification
A078,T4,A078_T4,140.08,-1.1397100676970602,-1.111991034380999,0.0277190333160608,Calibrated
A079,T1,A079_T1,1.0,0.5198213526128695,0.2585659213951411,-0.2612554312177284,Underconfident
A079,T2,A079_T2,26.11,-0.4319555444741931,0.9427805998473446,1.3747361443215378,Overconfident
A079,T3,A079_T3,74.0,-1.0081725887834596,0.2502713391010031,1.2584439278844628,Overconfident
A079,T4,A079_T4,194.42,-0.972604631196475,-0.2250645968515989,0.7475400343448761,Overconfident
A080,T1,A080_T1,1.0,0.3714776094480574,1.238084106339726,0.8666064968916687,Overconfident
A080,T2,A080_T2,29.03,0.3566516154511393,0.54588808699283,0.1892364715416906,Overconfident
A080,T3,A080_T3,72.87,0.3301729624199737,-0.1945489583569535,-0.5247219207769273,Underconfident
A080,T4,A080_T4,145.77,-0.8575952060263299,-1.479255356645988,-0.6216601506196582,Underconfident
A081,T1,A081_T1,1.0,0.5964632892232774,0.8736423800730206,0.2771790908497432,Overconfident
A081,T2,A081_T2,31.39,-0.2633408347720455,0.3185220184457945,0.58186285321784,Overconfident
A081,T3,A081_T3,80.13,0.983629286077412,0.2461682283610332,-0.7374610577163788,Underconfident
A081,T4,A081_T4,154.53,0.188907617879558,0.2375861033230975,0.0486784854435394,Calibrated
A082,T1,A082_T1,1.0,0.4967501877280722,0.9493887628009584,0.4526385750728861,Overconfident
A082,T2,A082_T2,27.97,1.235070695092198,0.4450508414844835,-0.7900198536077144,Underconfident
A082,T3,A082_T3,75.71,0.419097167839922,0.1559314816930765,-0.2631656861468455,Underconfident
A082,T4,A082_T4,170.25,-0.0968842771673264,-0.83719746073039,-0.7403131835630635,Underconfident
A083,T1,A083_T1,1.0,2.0205124649918744,1.4746912796104652,-0.5458211853814092,Underconfident
A083,T2,A083_T2,25.15,0.9499146174647272,0.3470002462400581,-0.6029143712246692,Underconfident
A083,T3,A083_T3,74.3,0.224946275908292,0.4523192123854445,0.2273729364771524,Overconfident
A083,T4,A083_T4,144.91,-0.0423241277318979,0.1883484506080171,0.230672578339915,Overconfident
A084,T1,A084_T1,1.0,0.3919157798331799,-1.9275328981805468,-2.319448678013727,Underconfident
A084,T2,A084_T2,27.25,-0.4373284829190103,-1.5900366865483009,-1.1527082036292906,Underconfident
A084,T3,A084_T3,91.97,0.0059855480162388,-1.2629589551054152,-1.2689445031216542,Underconfident
A084,T4,A084_T4,162.51,-0.0330257834086221,-1.492892529844717,-1.4598667464360948,Underconfident
A085,T1,A085_T1,1.0,0.3110086620492923,0.4220500820575315,0.1110414200082391,Overconfident
A085,T2,A085_T2,24.51,1.8081070103507455,1.4696941771762824,-0.3384128331744633,Underconfident
A085,T3,A085_T3,71.4,-0.164893457082529,1.0879351191927709,1.2528285762753,Overconfident
A085,T4,A085_T4,170.65,-0.5424621395148743,-0.3129489797180916,0.2295131597967827,Overconfident
A086,T1,A086_T1,1.0,0.9526222519993433,1.2807513460616045,0.3281290940622613,Overconfident
A086,T2,A086_T2,23.47,-0.3859877067079402,1.0336395269289989,1.419627233636939,Overconfident
A086,T3,A086_T3,145.29,-1.1961517477095636,-0.2079720069334203,0.9881797407761432,Overconfident
A086,T4,A086_T4,169.55,-1.220132004067333,-0.3556612094356812,0.8644707946316517,Overconfident
A087,T1,A087_T1,1.0,1.2273690850151175,1.240287714016553,0.0129186290014353,Calibrated
A087,T2,A087_T2,31.07,1.1719695688739582,0.7566609892707366,-0.4153085796032216,Underconfident
A087,T3,A087_T3,72.8,-0.2536375772634771,0.2213054151270086,0.4749429923904857,Overconfident
A087,T4,A087_T4,144.2,0.2886274037151049,0.9167275988296044,0.6281001951144995,Overconfident
A088,T1,A088_T1,1.0,2.1226649693548296,0.8743320801769396,-1.24833288917789,Underconfident
A088,T2,A088_T2,24.25,2.7473743074971537,1.0699349804407974,-1.6774393270563563,Underconfident
A088,T3,A088_T3,74.91,0.4533943804210247,-0.1522177210400631,-0.6056121014610878,Underconfident
A088,T4,A088_T4,149.93,1.251892245402226,0.8320129172959163,-0.4198793281063098,Underconfident
A089,T1,A089_T1,1.0,1.6920349763380054,1.2325477924458903,-0.4594871838921148,Underconfident
A089,T2,A089_T2,32.14,1.0183185124440703,0.5502290548669377,-0.4680894575771326,Underconfident
A089,T3,A089_T3,79.34,0.5493619314032608,-0.127398972557622,-0.6767609039608828,Underconfident
A089,T4,A089_T4,146.96,0.3798421874426432,-0.1561874809701226,-0.5360296684127659,Underconfident
A090,T1,A090_T1,1.0,0.2070517247780535,-2.4304796455576585,-2.637531370335712,Underconfident
A090,T2,A090_T2,23.54,-0.5482841152065139,-1.047204284001633,-0.4989201687951188,Underconfident
A090,T3,A090_T3,95.42,-1.656790827155912,-1.0531283908405065,0.6036624363154055,Overconfident
A090,T4,A090_T4,144.07,-1.2184826351430775,-0.2738517019386771,0.9446309332044004,Overconfident
A091,T1,A091_T1,1.0,0.6756325526710644,0.8015253136983412,0.1258927610272768,Overconfident
A091,T2,A091_T2,22.2,-0.2745212891231356,-0.1122113215118365,0.1623099676112991,Overconfident
A091,T3,A091_T3,73.64,-1.1512882773748552,-0.4322272428052787,0.7190610345695765,Overconfident
A091,T4,A091_T4,142.61,-0.8569384563461946,0.3110490066748811,1.1679874630210758,Overconfident
A092,T1,A092_T1,1.0,-0.3085955667716054,0.6257651296046407,0.934360696376246,Overconfident
A092,T2,A092_T2,22.83,-0.8401999888908417,0.1041467244187467,0.9443467133095884,Overconfident
A092,T3,A092_T3,71.31,-0.4883519595322113,-0.6319727617333606,-0.1436208022011493,Underconfident
A092,T4,A092_T4,146.16,-1.471965532800168,-1.0042579212575191,0.4677076115426488,Overconfident
A093,T1,A093_T1,1.0,0.5883870912558272,1.3148472398396347,0.7264601485838075,Overconfident
A093,T2,A093_T2,22.09,0.1950264693843144,-0.4820855261501423,-0.6771119955344567,Underconfident
A093,T3,A093_T3,70.22,0.7042494848638725,-1.4673483899661297,-2.171597874830002,Underconfident
A093,T4,A093_T4,140.95,0.538964974960814,-1.7477931234379296,-2.286758098398744,Underconfident
A094,T1,A094_T1,1.0,-0.7575012242506391,-0.2186287374856733,0.5388724867649658,Overconfident
A094,T2,A094_T2,22.98,-0.1932448059208091,-0.5038574457199424,-0.3106126397991332,Underconfident
A094,T3,A094_T3,76.21,-1.792688656995179,-1.0564805503153007,0.7362081066798782,Overconfident
A094,T4,A094_T4,149.99,-1.255306464813853,-1.1422645596185188,0.1130419051953341,Overconfident
A095,T1,A095_T1,1.0,1.625785218614586,1.277201429533168,-0.348583789081418,Underconfident
A095,T2,A095_T2,29.71,-0.2987596394081406,-0.223096047445424,0.0756635919627166,Calibrated
A095,T3,A095_T3,78.76,-0.6006681252071127,0.218833024031074,0.8195011492381866,Overconfident
A095,T4,A095_T4,148.79,-0.809584693173845,-1.008765479336826,-0.1991807861629811,Underconfident
A096,T1,A096_T1,1.0,-0.4934276408069352,0.8730628765447151,1.3664905173516504,Overconfident
A096,T2,A096_T2,24.49,-1.3411348778563943,-1.4530940789341995,-0.1119592010778052,Underconfident
A096,T3,A096_T3,71.19,-2.2613936483638555,-0.8480584389238413,1.4133352094400142,Overconfident
A096,T4,A096_T4,143.66,-1.5486401072118323,-0.4760397497084711,1.0726003575033611,Overconfident
A097,T1,A097_T1,1.0,0.2508044717316057,-0.3581116028524791,-0.6089160745840848,Underconfident
A097,T2,A097_T2,24.37,-0.5882906548656369,-0.810721923850615,-0.2224312689849781,Underconfident
A097,T3,A097_T3,70.83,0.8298920429707887,-2.082183521844392,-2.9120755648151806,Underconfident
A097,T4,A097_T4,144.85,0.0848805384670536,-0.3622603281279462,-0.4471408665949998,Underconfident
A098,T1,A098_T1,1.0,0.6299481690709979,0.7309896745867914,0.1010415055157935,Overconfident
A098,T2,A098_T2,25.77,0.3624801695506272,0.2291489409088748,-0.1333312286417524,Underconfident
A098,T3,A098_T3,78.84,1.2233536079153855,1.02555282385926,-0.1978007840561257,Underconfident
A098,T4,A098_T4,146.29,-0.7400534645983602,-0.0441404171010645,0.6959130474972957,Overconfident
A099,T1,A099_T1,1.0,1.182010486205652,0.8504307806404603,-0.3315797055651917,Underconfident
A099,T2,A099_T2,28.75,1.315826530682076,1.1546102234435407,-0.1612163072385353,Underconfident
A099,T3,A099_T3,78.57,-0.2336790586158071,0.7570251190972077,0.9907041777130148,Overconfident
A099,T4,A099_T4,143.51,0.8937194423646672,1.7259227736660372,0.83220333130137,Overconfident
A100,T1,A100_T1,1.0,-0.0805493383595757,0.1552499237374817,0.2357992620970575,Overconfident
A100,T2,A100_T2,31.14,0.8313933606420871,-0.2861056351664377,-1.1174989958085249,Underconfident
A100,T3,A100_T3,75.34,0.2753783420033667,-0.0338504533210469,-0.3092287953244137,Underconfident
A100,T4,A100_T4,146.8,0.0587569012387533,-1.953255378864756,-2.012012280103509,Underconfident
A101,T1,A101_T1,1.0,-1.103595138272985,-0.9668033450335938,0.1367917932393911,Overconfident
A101,T2,A101_T2,29.12,-0.7484568244788272,-0.973566185674262,-0.2251093611954346,Underconfident
A101,T3,A101_T3,75.21,-1.6080538292628013,-0.2683119183793625,1.3397419108834387,Overconfident
A101,T4,A101_T4,150.22,-1.2396612948444703,-0.0976216094836017,1.1420396853608688,Overconfident
A102,T1,A102_T1,1.0,-0.0533932639814874,0.3956185867982369,0.4490118507797244,Overconfident
A102,T2,A102_T2,29.13,1.127034170376143,0.0768077265878636,-1.0502264437882791,Underconfident
A102,T3,A102_T3,75.27,-0.5131361058036286,0.0082085077801533,0.5213446135837819,Overconfident
A102,T4,A102_T4,150.41,-0.5386541841699667,-0.6436250549670594,-0.1049708707970926,Underconfident
A103,T1,A103_T1,1.0,1.859114777175156,-0.9897452358029184,-2.848860012978075,Underconfident
A103,T2,A103_T2,27.26,-1.0810148857497024,-0.3329026326591645,0.7481122530905379,Overconfident
A103,T3,A103_T3,80.24,-1.8314600555594955,0.2938501062064254,2.1253101617659205,Overconfident
A103,T4,A103_T4,149.72,-1.0321139573228546,0.613394499961269,1.6455084572841236,Overconfident
A104,T1,A104_T1,1.0,1.8445896314598624,1.2949763176022435,-0.5496133138576185,Underconfident
A104,T2,A104_T2,22.6,0.0413691311575602,0.9321905562655984,0.8908214251080381,Overconfident
A104,T3,A104_T3,72.62,0.230094171363855,0.6891808532355251,0.4590866818716701,Overconfident
A104,T4,A104_T4,145.78,-1.8897350033050213,-0.2395261394370391,1.6502088638679822,Overconfident
A105,T1,A105_T1,1.0,0.6413970987336896,2.0306274544293315,1.3892303556956418,Overconfident
A105,T2,A105_T2,22.77,0.495852738236139,1.2177101149914218,0.7218573767552827,Overconfident
A105,T3,A105_T3,69.46,-0.2583412448074239,-0.0493700356976583,0.2089712091097655,Overconfident
A105,T4,A105_T4,146.2,0.3075368728793515,-0.7973904513116911,-1.104927324191043,Underconfident
A106,T1,A106_T1,1.0,1.2616882468088797,1.0806663319319525,-0.1810219148769269,Underconfident
A106,T2,A106_T2,22.64,0.1254114842234955,0.0387310856057569,-0.0866803986177386,Calibrated
A106,T3,A106_T3,66.08,0.3621312279169408,0.3464849315231144,-0.0156462963938264,Calibrated
A106,T4,A106_T4,147.13,1.06407160385944,0.695829472488624,-0.3682421313708159,Underconfident
A107,T1,A107_T1,1.0,-0.7652655675503877,0.132325612606584,0.8975911801569717,Overconfident
A107,T2,A107_T2,26.22,-1.7190559341352163,-2.5529581430338646,-0.8339022088986483,Underconfident
A107,T3,A107_T3,71.45,-1.1097277821883986,-0.793553116947414,0.3161746652409846,Overconfident
A107,T4,A107_T4,145.95,-1.33046397998568,-1.0601951741771365,0.2702688058085438,Overconfident
A108,T1,A108_T1,1.0,-0.5270413345667877,-0.1600319859763894,0.3670093485903982,Overconfident
A108,T2,A108_T2,27.61,-1.1818416449561344,-0.720159398725282,0.4616822462308524,Overconfident
A108,T3,A108_T3,68.96,-0.3861067324576701,-0.6219253044392228,-0.2358185719815527,Underconfident
A108,T4,A108_T4,152.12,-1.2071659727918072,-1.9600096609972424,-0.7528436882054352,Underconfident
A109,T1,A109_T1,1.0,-0.2749554428546172,-0.6988151732535285,-0.4238597303989112,Underconfident
A109,T2,A109_T2,24.65,-1.1712207472223664,-1.7612339135705462,-0.5900131663481798,Underconfident
A109,T3,A109_T3,71.17,-0.2522962494371564,-0.6233611676699561,-0.3710649182327997,Underconfident
A109,T4,A109_T4,149.87,-1.3796898563364297,-2.1238713212637497,-0.74418146492732,Underconfident
