UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,Calibration,Classification
A050,T4,A050_T4,148.69,-1.2121901390949277,-0.4441963164972121,0.7679938225977156,Overconfident
A051,T1,A051_T1,1.0,1.6068883448238205,1.151168592861594,-0.4557197519622262,Underconfident
A051,T2,A051_T2,17.16,-0.3325452086387447,1.2465559191465323,1.5791011277852771,Overconfident
A051,T3,A051_T3,65.63,-0.6972526058451661,-0.1896017473992485,0.5076508584459176,Overconfident
A051,T4,A051_T4,146.99,-0.7692662882537709,-0.1279099386271655,0.6413563496266054,Overconfident
A052,T1,A052_T1,1.0,0.6127065434578783,0.5291626802067441,-0.0835438632511342,Calibrated
A052,T2,A052_T2,31.76,0.4006917148866397,-0.147543942853208,-0.5482356577398478,Underconfident
A052,T3,A052_T3,80.98,0.116358450953461,-0.862375666556457,-0.978734117509918,Underconfident
A052,T4,A052_T4,153.27,-0.8871381894843241,-0.3035986244808949,0.5835395650034292,Overconfident
A053,T1,A053_T1,1.0,1.4785583323223055,1.060461752783437,-0.4180965795388685,Underconfident
A053,T2,A053_T2,32.71,1.0272958039812312,-1.1451638120927858,-2.172459616074017,Underconfident
A053,T3,A053_T3,78.28,-0.4399891257994964,-1.8625095166155112,-1.422520390816015,Underconfident
A053,T4,A053_T4,148.9,-0.150076499127309,-1.5811339875512067,-1.4310574884238978,Underconfident
A054,T1,A054_T1,1.0,0.5498365407540212,1.5616577532220426,1.0118212124680213,Overconfident
A054,T2,A054_T2,16.9,1.1861153703299228,0.9329386161428744,-0.2531767541870483,Underconfident
A054,T3,A054_T3,72.83,1.2551742459167592,0.8410474867123161,-0.4141267592044431,Underconfident
A054,T4,A054_T4,136.83,1.3030692923512968,1.2261707184656208,-0.076898573885676,Calibrated
A055,T1,A055_T1,1.0,0.2957569359541282,0.9726414893349964,0.6768845533808683,Overconfident
A055,T2,A055_T2,23.24,0.9095058203479244,-0.7026136473644404,-1.6121194677123647,Underconfident
A055,T3,A055_T3,74.48,-0.1334671697375182,-0.4797763481183404,-0.3463091783808221,Underconfident
A055,T4,A055_T4,149.21,-0.6634023436407634,-1.4525770987778257,-0.7891747551370623,Underconfident
A056,T1,A056_T1,1.0,0.5530252888945004,-0.3197762636122568,-0.8728015525067573,Underconfident
A056,T2,A056_T2,33.61,0.5758406585871718,-0.7035761325683199,-1.2794167911554917,Underconfident
A056,T3,A056_T3,71.46,-0.4428776506600633,-0.1748579822237453,0.2680196684363179,Overconfident
A056,T4,A056_T4,147.84,-1.0170426766371687,-0.3769286859070387,0.6401139907301301,Overconfident
A057,T1,A057_T1,1.0,0.5174758271208859,0.3740475839907749,-0.143428243130111,Underconfident
A057,T2,A057_T2,24.78,-0.826210225997846,0.1856378322802931,1.011848058278139,Overconfident
A057,T3,A057_T3,73.83,-0.7283158900772994,0.0652939886622936,0.793609878739593,Overconfident
A057,T4,A057_T4,145.06,-1.15885016249297,0.151213777541257,1.310063940034227,Overconfident
A058,T1,A058_T1,1.0,1.0755864659061043,1.0857417817257615,0.0101553158196574,Calibrated
A058,T2,A058_T2,22.96,-0.8992812312176188,0.6039403554640435,1.5032215866816625,Overconfident
A058,T3,A058_T3,66.28,-0.1355417834705494,-0.9408928084804218,-0.8053510250098723,Underconfident
A058,T4,A058_T4,143.48,-1.1367986190448935,-0.7990758760147783,0.3377227430301153,Overconfident
A059,T1,A059_T1,1.0,1.0497068929055964,0.3017556233448499,-0.7479512695607464,Underconfident
A059,T2,A059_T2,30.4,1.309593039032822,0.3725219026863415,-0.9370711363464804,Underconfident
A059,T3,A059_T3,79.78,1.4083539027504404,-0.8091567808841336,-2.2175106836345737,Underconfident
A059,T4,A059_T4,151.93,0.400576534486425,0.1291189477708763,-0.2714575867155487,Underconfident
A060,T1,A060_T1,1.0,-0.0609515982424192,0.3041429151121359,0.3650945133545552,Overconfident
A060,T2,A060_T2,24.87,1.381233913216948,0.7615064233743902,-0.6197274898425578,Underconfident
A060,T3,A060_T3,94.68,-0.5457457290168103,0.5394648340781447,1.0852105630949551,Overconfident
A060,T4,A060_T4,143.91,0.1976966355959687,0.6373013047003085,0.4396046691043397,Overconfident
A061,T1,A061_T1,1.0,2.672582789090471,2.5999813784889225,-0.0726014106015484,Calibrated
A061,T2,A061_T2,35.16,0.9957008975303198,1.711172763092672,0.7154718655623521,Overconfident
