UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,Calibration
A087,T1,A087_T1,1.0,1.2273690850151175,1.240287714016553,0.0731155702594121
A087,T2,A087_T2,31.07,1.1719695688739582,0.7566609892707366,-0.1421088260998294
A087,T3,A087_T3,72.8,-0.2536375772634771,0.2213054151270086,0.2215772700669243
A087,T4,A087_T4,144.2,0.2886274037151049,0.9167275988296044,0.3269509562644107
A088,T1,A088_T1,1.0,2.1226649693548296,0.8743320801769396,-0.5032490673170155
A088,T2,A088_T2,24.25,2.7473743074971537,1.0699349804407974,-0.6819418921426984
A088,T3,A088_T3,74.91,0.4533943804210247,-0.1522177210400631,-0.2754741516706771
A088,T4,A088_T4,149.93,1.251892245402226,0.8320129172959163,-0.1400297223955905
A089,T1,A089_T1,1.0,1.6920349763380054,1.2325477924458903,-0.1357339360006276
A089,T2,A089_T2,32.14,1.0183185124440703,0.5502290548669377,-0.176616722613653
A089,T3,A089_T3,79.34,0.5493619314032608,-0.127398972557622,-0.3055164872771511
A089,T4,A089_T4,146.96,0.3798421874426432,-0.1561874809701226,-0.2449896636278825
A090,T1,A090_T1,1.0,0.2070517247780535,-2.4304796455576585,-1.2958061967290269
A090,T2,A090_T2,23.54,-0.5482841152065139,-1.047204284001633,-0.2770478642276478
A090,T3,A090_T3,95.42,-1.656790827155912,-1.0531283908405065,0.209097415358508
A090,T4,A090_T4,144.07,-1.2184826351430775,-0.2738517019386771,0.4018926873908462
A091,T1,A091_T1,1.0,0.6756325526710644,0.8015253136983412,0.0991116512355063
A091,T2,A091_T2,22.2,-0.2745212891231356,-0.1122113215118365,0.0655130706374349
A091,T3,A091_T3,73.64,-1.1512882773748552,-0.4322272428052787,0.293761149496036
A091,T4,A091_T4,142.61,-0.8569384563461946,0.3110490066748811,0.53223142629442
A092,T1,A092_T1,1.0,-0.3085955667716054,0.6257651296046407,0.4462600156836238
A092,T2,A092_T2,22.83,-0.8401999888908417,0.1041467244187467,0.422313373915425
A092,T3,A092_T3,71.31,-0.4883519595322113,-0.6319727617333606,-0.0977173681956148
A092,T4,A092_T4,146.16,-1.471965532800168,-1.0042579212575191,0.1517695321387013
A093,T1,A093_T1,1.0,0.5883870912558272,1.3148472398396347,0.3919878410418342
A093,T2,A093_T2,22.09,0.1950264693843144,-0.4820855261501423,-0.3249503620105345
A093,T3,A093_T3,70.22,0.7042494848638725,-1.4673483899661297,-1.0378820727068274
A093,T4,A093_T4,140.95,0.538964974960814,-1.7477931234379296,-1.10393514212884
