paradigm,var_intercept,var_slope,cov_int_slope,cor_int_slope,var_residual,var_total
IFR,0.1856911053694715,0.003263924586915013,-0.0017539594847118735,-0.07124492745640791,0.06830222464787787,0.2572572546042644
ICR,0.20965414075148364,0.003342668767949458,-0.004984357431616051,-0.1882828590438181,0.05789033257755918,0.2708871420969923
IRE,0.17421835243499886,0.002202328570400858,0.0014428171391358204,0.07365857030282828,0.05541181462234292,0.23183249562774266
