Days,LocationType,theta_predicted,CI_lower,CI_upper
0.01,destination,0.37875995120318123,0.17875995120318122,0.5787599512031812
0.01,source,0.48531485415612086,0.28531485415612085,0.6853148541561209
0.11353535353535353,destination,0.3441504362574088,0.1441504362574088,0.5441504362574088
0.11353535353535353,source,0.4390831417441586,0.23908314174415857,0.6390831417441586
0.21707070707070708,destination,0.31262017332068726,0.11262017332068724,0.5126201733206872
0.21707070707070708,source,0.3969647228455394,0.1969647228455394,0.5969647228455395
0.3206060606060606,destination,0.28366572015927666,0.08366572015927665,0.48366572015927667
0.3206060606060606,source,0.35828709463545444,0.15828709463545443,0.5582870946354545
0.42414141414141415,destination,0.25689782379371706,0.05689782379371705,0.4568978237937171
0.42414141414141415,source,0.3225302893585019,0.12253028935850191,0.522530289358502
0.5276767676767677,destination,0.23200930134535122,0.03200930134535121,0.4320093013453512
0.5276767676767677,source,0.2892839692643202,0.0892839692643202,0.4892839692643202
0.6312121212121212,destination,0.20875347578076353,0.00875347578076352,0.40875347578076354
0.6312121212121212,source,0.2582186208741629,0.05821862087416291,0.45821862087416293
0.7347474747474747,destination,0.18692925979497446,-0.01307074020502555,0.3869292597949745
0.7347474747474747,source,0.22906562989314377,0.029065629893143763,0.4290656298931438
0.8382828282828283,destination,0.16637057053114734,-0.03362942946885267,0.36637057053114735
0.8382828282828283,source,0.20160314129423174,0.0016031412942317247,0.40160314129423175
0.9418181818181819,destination,0.14693864866579315,-0.05306135133420686,0.34693864866579316
0.9418181818181819,source,0.1756457990807283,-0.024354200919271707,0.3756457990807283
1.0453535353535355,destination,0.12851637513085074,-0.07148362486914928,0.32851637513085075
1.0453535353535355,source,0.15103715451068944,-0.04896284548931057,0.35103715451068945
1.1488888888888888,destination,0.11100399272881267,-0.08899600727118734,0.3110039927288127
1.1488888888888888,source,0.12764395099056242,-0.0723560490094376,0.3276439509905624
1.2524242424242424,destination,0.0943158354573439,-0.10568416454265611,0.2943158354573439
1.2524242424242424,source,0.10535175507654881,-0.0946482449234512,0.3053517550765488
1.355959595959596,destination,0.07837779349018476,-0.12162220650981526,0.27837779349018477
1.355959595959596,source,0.08406157017248406,-0.11593842982751595,0.28406157017248407
1.4594949494949494,destination,0.06312532377199831,-0.1368746762280017,0.2631253237719983
1.4594949494949494,source,0.06368717906390564,-0.13631282093609437,0.26368717906390565
1.563030303030303,destination,0.048501871104323746,-0.15149812889567627,0.24850187110432376
1.563030303030303,source,0.044153034789963574,-0.15584696521003644,0.24415303478996359
1.6665656565656566,destination,0.034457602097936635,-0.16554239790206338,0.23445760209793665
1.6665656565656566,source,0.025392569445191804,-0.1746074305548082,0.22539256944519181
1.7701010101010102,destination,0.020948380424427704,-0.1790516195755723,0.22094838042442771
1.7701010101010102,source,0.007346825311022653,-0.19265317468897736,0.20734682531102266
1.8736363636363638,destination,0.007934930199686885,-0.19206506980031313,0.2079349301996869
1.8736363636363638,source,-0.010036662704347388,-0.2100366627043474,0.18996333729565262
1.9771717171717171,destination,-0.004617852483548457,-0.20461785248354847,0.19538214751645155
1.9771717171717171,source,-0.02680478672719172,-0.22680478672719173,0.1731952132728083
2.0807070707070707,destination,-0.01674147028152123,-0.21674147028152124,0.18325852971847878
2.0807070707070707,source,-0.04299962829913023,-0.24299962829913024,0.15700037170086978
2.184242424242424,destination,-0.028464300950021948,-0.22846430095002196,0.17153569904997806
2.184242424242424,source,-0.058659094690653835,-0.25865909469065385,0.14134090530934618
2.2877777777777775,destination,-0.03981199744880659,-0.2398119974488066,0.16018800255119342
2.2877777777777775,source,-0.07381745336433193,-0.27381745336433194,0.12618254663566808
2.3913131313131313,destination,-0.05080782599174771,-0.2508078259917477,0.1491921740082523
2.3913131313131313,source,-0.08850578354535338,-0.2885057835453534,0.11149421645464663
2.4948484848484846,destination,-0.06147295324527946,-0.26147295324527947,0.13852704675472055
2.4948484848484846,source,-0.10275235986388359,-0.3027523598638836,0.09724764013611642
2.598383838383838,destination,-0.07182669158700372,-0.27182669158700373,0.1281733084129963
2.598383838383838,source,-0.11658297997379569,-0.3165829799737957,0.08341702002620432
2.701919191919192,destination,-0.08188670956579247,-0.2818867095657925,0.11811329043420754
2.701919191919192,source,-0.13002124568723478,-0.3300212456872348,0.06997875431276523
2.805454545454545,destination,-0.09166921332512107,-0.2916692133251211,0.10833078667487894
2.805454545454545,source,-0.14308880532159668,-0.3430888053215967,0.05691119467840333
2.9089898989898986,destination,-0.10118910366819861,-0.3011891036681986,0.0988108963318014
2.9089898989898986,source,-0.1558055635085917,-0.3558055635085917,0.04419443649140831
3.0125252525252524,destination,-0.11046011258693539,-0.3104601125869354,0.08953988741306462
3.0125252525252524,source,-0.1681898635709111,-0.3681898635709111,0.03181013642908892
3.1160606060606058,destination,-0.11949492239491355,-0.31949492239491356,0.08050507760508646
3.1160606060606058,source,-0.18025864666115915,-0.38025864666115916,0.01974135333884086
3.2195959595959596,destination,-0.1283052700582381,-0.3283052700582381,0.0716947299417619
3.2195959595959596,source,-0.1920275911279749,-0.3920275911279749,0.007972408872025105
3.323131313131313,destination,-0.13690203887782848,-0.3369020388778285,0.06309796112217153
3.323131313131313,source,-0.20351123498609175,-0.40351123498609176,-0.003511234986091738
3.4266666666666663,destination,-0.14529533931981753,-0.34529533931981754,0.05470466068018248
3.4266666666666663,source,-0.2147230838903375,-0.4147230838903375,-0.014723083890337496
3.53020202020202,destination,-0.15349458049984643,-0.35349458049984644,0.04650541950015358
3.53020202020202,source,-0.2256757066250203,-0.4256757066250203,-0.025675706625020278
3.6337373737373735,destination,-0.16150853358878237,-0.3615085335887824,0.038491466411217645
3.6337373737373735,source,-0.23638081980187803,-0.43638081980187804,-0.03638081980187802
3.7372727272727273,destination,-0.16934538821126188,-0.3693453882112619,0.03065461178873813
3.7372727272727273,source,-0.2468493631977769,-0.4468493631977769,-0.04684936319777688
3.8408080808080807,destination,-0.17701280274625897,-0.377012802746259,0.022987197253741043
3.8408080808080807,source,-0.2570915669466794,-0.4570915669466794,-0.057091566946679384
3.944343434343434,destination,-0.18451794930415932,-0.38451794930415933,0.015482050695840688
3.944343434343434,source,-0.2671170116204384,-0.4671170116204384,-0.06711701162043837
4.047878787878788,destination,-0.19186755404243527,-0.3918675540424353,0.008132445957564738
4.047878787878788,source,-0.27693468208285205,-0.47693468208285206,-0.07693468208285204
4.151414141414142,destination,-0.19906793338789575,-0.39906793338789576,0.0009320666121042653
4.151414141414142,source,-0.28655301587568144,-0.48655301587568145,-0.08655301587568143
4.254949494949495,destination,-0.2061250266543455,-0.4061250266543455,-0.0061250266543455
4.254949494949495,source,-0.2959799467896252,-0.4959799467896252,-0.09597994678962518
4.358484848484848,destination,-0.21304442547771696,-0.41304442547771697,-0.013044425477716948
4.358484848484848,source,-0.30522294418404133,-0.5052229441840413,-0.10522294418404132
4.462020202020202,destination,-0.21983140043417493,-0.41983140043417494,-0.019831400434174917
4.462020202020202,source,-0.3142890485436601,-0.5142890485436601,-0.11428904854366007
4.565555555555555,destination,-0.22649092515864677,-0.4264909251586468,-0.02649092515864676
4.565555555555555,source,-0.32318490369634084,-0.5231849036963409,-0.12318490369634083
4.669090909090909,destination,-0.2330276982402607,-0.4330276982402607,-0.033027698240260694
4.669090909090909,source,-0.3319167860612032,-0.5319167860612032,-0.13191678606120316
4.772626262626263,destination,-0.23944616313613898,-0.439446163136139,-0.03944616313613897
4.772626262626263,source,-0.3404906312496567,-0.5404906312496567,-0.14049063124965666
4.876161616161616,destination,-0.24575052631494532,-0.44575052631494533,-0.045750526314945306
4.876161616161616,source,-0.3489120583017206,-0.5489120583017206,-0.1489120583017206
4.9796969696969695,destination,-0.2519447738157311,-0.4519447738157311,-0.05194477381573109
4.9796969696969695,source,-0.3571863918054851,-0.5571863918054851,-0.1571863918054851
5.083232323232323,destination,-0.25803268638532795,-0.45803268638532796,-0.058032686385327936
5.083232323232323,source,-0.36531868211778123,-0.5653186821177812,-0.16531868211778122
5.186767676767676,destination,-0.2640178533382427,-0.4640178533382427,-0.06401785333824267
5.186767676767676,source,-0.37331372387835743,-0.5733137238783574,-0.17331372387835742
5.29030303030303,destination,-0.26990368526628716,-0.4699036852662872,-0.06990368526628715
