Days,LocationType,theta_predicted,CI_lower,CI_upper
5.29030303030303,source,-0.3811760729875215,-0.5811760729875215,-0.18117607298752147
5.393838383838384,destination,-0.2756934257106284,-0.4756934257106284,-0.07569342571062837
5.393838383838384,source,-0.3889100621977744,-0.5889100621977744,-0.1889100621977744
5.497373737373737,destination,-0.28139016189627664,-0.48139016189627665,-0.08139016189627662
5.497373737373737,source,-0.39651981545303866,-0.5965198154530387,-0.19651981545303865
5.600909090909091,destination,-0.28699683461795544,-0.48699683461795545,-0.08699683461795543
5.600909090909091,source,-0.4040092610942961,-0.6040092610942961,-0.20400926109429607
5.704444444444444,destination,-0.2925162473566072,-0.4925162473566072,-0.09251624735660718
5.704444444444444,source,-0.4113821440375007,-0.6113821440375007,-0.21138214403750066
5.807979797979797,destination,-0.29795107469728577,-0.4979510746972858,-0.09795107469728576
5.807979797979797,source,-0.4186420370182779,-0.6186420370182779,-0.2186420370182779
5.911515151515151,destination,-0.3033038701117098,-0.5033038701117099,-0.10330387011170977
5.911515151515151,source,-0.4257923509879324,-0.6257923509879324,-0.22579235098793238
6.015050505050505,destination,-0.30857707316216587,-0.5085770731621659,-0.10857707316216586
6.015050505050505,source,-0.4328363447364882,-0.6328363447364882,-0.23283634473648818
6.118585858585859,destination,-0.3137730161776334,-0.5137730161776335,-0.11377301617763341
6.118585858585859,source,-0.43977713381071887,-0.6397771338107189,-0.23977713381071886
6.222121212121212,destination,-0.31889393044786263,-0.5188939304478626,-0.11889393044786262
6.222121212121212,source,-0.4466176987882546,-0.6466176987882546,-0.24661769878825457
6.3256565656565655,destination,-0.3239419519765784,-0.5239419519765784,-0.12394195197657837
6.3256565656565655,source,-0.45336089296276544,-0.6533608929627654,-0.2533608929627654
6.429191919191919,destination,-0.3289191268309386,-0.5289191268309386,-0.1289191268309386
6.429191919191919,source,-0.46000944948981787,-0.6600094494898179,-0.26000944948981786
6.532727272727272,destination,-0.33382741612077727,-0.5338274161207772,-0.13382741612077725
6.532727272727272,source,-0.46656598803819344,-0.6665659880381934,-0.2665659880381934
6.636262626262626,destination,-0.33866870063795806,-0.538668700637958,-0.13866870063795805
6.636262626262626,source,-0.473033020987181,-0.673033020987181,-0.27303302098718096
6.73979797979798,destination,-0.34344478518330646,-0.5434447851833064,-0.14344478518330644
6.73979797979798,source,-0.4794129592065329,-0.6794129592065329,-0.27941295920653286
6.843333333333333,destination,-0.3481574026060301,-0.5481574026060301,-0.1481574026060301
6.843333333333333,source,-0.48570811745236026,-0.6857081174523603,-0.28570811745236024
6.946868686868687,destination,-0.35280821757825565,-0.5528082175782556,-0.15280821757825563
6.946868686868687,source,-0.4919207194091942,-0.6919207194091942,-0.2919207194091942
7.0504040404040405,destination,-0.3573988301252512,-0.5573988301252513,-0.1573988301252512
7.0504040404040405,source,-0.4980529024056903,-0.6980529024056903,-0.29805290240569027
7.153939393939393,destination,-0.36193077893007364,-0.5619307789300736,-0.16193077893007363
7.153939393939393,source,-0.504106721829007,-0.7041067218290069,-0.30410672182900694
7.257474747474747,destination,-0.3664055444297153,-0.5664055444297154,-0.16640554442971528
7.257474747474747,source,-0.510084155260667,-0.7100841552606669,-0.31008415526066696
7.361010101010101,destination,-0.3708245517183426,-0.5708245517183426,-0.1708245517183426
7.361010101010101,source,-0.5159871063547314,-0.7159871063547314,-0.31598710635473143
7.464545454545455,destination,-0.37518917327187007,-0.5751891732718701,-0.17518917327187006
7.464545454545455,source,-0.5218174084773095,-0.7218174084773095,-0.3218174084773095
7.568080808080808,destination,-0.37950073150690555,-0.5795007315069056,-0.17950073150690554
7.568080808080808,source,-0.5275768281248228,-0.7275768281248227,-0.32757682812482275
7.6716161616161616,destination,-0.3837605011860016,-0.5837605011860016,-0.18376050118600157
7.6716161616161616,source,-0.533267068136962,-0.733267068136962,-0.333267068136962
7.775151515151515,destination,-0.3879697116801617,-0.5879697116801617,-0.1879697116801617
7.775151515151515,source,-0.5388897707189639,-0.7388897707189639,-0.3388897707189639
7.878686868686868,destination,-0.3921295490986455,-0.5921295490986456,-0.1921295490986455
7.878686868686868,source,-0.5444465202866244,-0.7444465202866244,-0.3444465202866244
7.982222222222222,destination,-0.3962411582953076,-0.5962411582953075,-0.19624115829530758
7.982222222222222,source,-0.5499388461463857,-0.7499388461463856,-0.34993884614638565
8.085757575757576,destination,-0.4003056447599559,-0.600305644759956,-0.20030564475995588
8.085757575757576,source,-0.5553682250218295,-0.7553682250218294,-0.35536822502182946
8.189292929292929,destination,-0.40432407640255397,-0.6043240764025539,-0.20432407640255396
8.189292929292929,source,-0.5607360834370314,-0.7607360834370314,-0.3607360834370314
8.292828282828284,destination,-0.40829748523746356,-0.6082974852374636,-0.20829748523746355
8.292828282828284,source,-0.5660437999663881,-0.766043799966388,-0.3660437999663881
8.396363636363636,destination,-0.41222686897437955,-0.6122268689743795,-0.21222686897437953
8.396363636363636,source,-0.5712927073598022,-0.7712927073598022,-0.3712927073598022
8.49989898989899,destination,-0.41611319252208745,-0.6161131925220875,-0.21611319252208744
8.49989898989899,source,-0.5764840945514165,-0.7764840945514164,-0.37648409455141646
8.603434343434344,destination,-0.4199573894107187,-0.6199573894107187,-0.21995738941071868
8.603434343434344,source,-0.5816192085594754,-0.7816192085594753,-0.38161920855947534
8.706969696969697,destination,-0.4237603631377429,-0.6237603631377429,-0.2237603631377429
8.706969696969697,source,-0.5866992562843139,-0.7866992562843138,-0.38669925628431384
8.81050505050505,destination,-0.42752298844255565,-0.6275229884425557,-0.22752298844255564
8.81050505050505,source,-0.5917254062109634,-0.7917254062109633,-0.39172540621096336
8.914040404040405,destination,-0.43124611251415834,-0.6312461125141584,-0.23124611251415833
8.914040404040405,source,-0.596698790022383,-0.796698790022383,-0.396698790022383
9.017575757575758,destination,-0.43493055613610143,-0.6349305561361014,-0.23493055613610142
9.017575757575758,source,-0.601620504128884,-0.801620504128884,-0.401620504128884
9.12111111111111,destination,-0.4385771147725618,-0.6385771147725618,-0.23857711477256177
9.12111111111111,source,-0.6064916111189225,-0.8064916111189224,-0.40649161111892246
9.224646464646465,destination,-0.4421865595991479,-0.6421865595991478,-0.24218655959914787
9.224646464646465,source,-0.6113131411360588,-0.8113131411360588,-0.4113131411360588
9.328181818181818,destination,-0.4457596384817759,-0.6457596384817759,-0.2457596384817759
9.328181818181818,source,-0.6160860931865495,-0.8160860931865495,-0.4160860931865495
9.431717171717171,destination,-0.44929707690672505,-0.649297076906725,-0.24929707690672503
9.431717171717171,source,-0.6208114363817234,-0.8208114363817234,-0.4208114363817234
9.535252525252526,destination,-0.4527995788647622,-0.6527995788647623,-0.2527995788647622
9.535252525252526,source,-0.6254901111190037,-0.8254901111190036,-0.42549011111900364
9.638787878787879,destination,-0.456267827692035,-0.6562678276920351,-0.256267827692035
9.638787878787879,source,-0.6301230302051808,-0.8301230302051807,-0.4301230302051808
9.742323232323232,destination,-0.4597024868702425,-0.6597024868702426,-0.2597024868702425
9.742323232323232,source,-0.634711079925288,-0.8347110799252879,-0.43471107992528796
9.845858585858586,destination,-0.4631042007884294,-0.6631042007884294,-0.2631042007884294
9.845858585858586,source,-0.6392551210602129,-0.8392551210602128,-0.43925512106021286
9.94939393939394,destination,-0.46647359546858924,-0.6664735954685892,-0.26647359546858923
9.94939393939394,source,-0.643755989855965,-0.843755989855965,-0.44375598985596504
10.052929292929292,destination,-0.4698112792571235,-0.6698112792571236,-0.2698112792571235
10.052929292929292,source,-0.6482144989473337,-0.8482144989473337,-0.44821449894733373
10.156464646464647,destination,-0.47311784348406394,-0.6731178434840639,-0.2731178434840639
10.156464646464647,source,-0.6526314382384826,-0.8526314382384825,-0.45263143823848256
10.26,destination,-0.47639386309184506,-0.6763938630918451,-0.27639386309184505
10.26,source,-0.657007575742871,-0.857007575742871,-0.45700757574287104
