test_name,coefficient,SE,z,p_uncorrected,CI_lower,CI_upper,p_bonferroni
LocationType_main_effect,0.1077399132295493,0.0833357208099479,1.292841919196411,0.196065738807322,-0.0555950981836336,0.2710749246427323,0.392131477614644
LocationType_x_Time_interaction,-0.1190925501971991,0.0644988129988045,-1.8464301071619185,0.0648297790452848,-0.2455079007204398,0.0073228003260415,0.1296595580905696
