UID,Days,LocationType,theta
A013,1.0320833333333332,destination,-0.039042402
A013,3.3191666666666664,destination,0.8063575
A013,6.130416666666666,destination,0.10192233
A014,0.0416666666666666,destination,0.6964946
A014,1.0691666666666666,destination,-0.5055915
A014,2.94,destination,0.16545391
A014,6.202916666666667,destination,-0.31504494
A015,0.0416666666666666,destination,0.92655146
A015,0.9870833333333334,destination,1.603116
A015,2.94125,destination,0.3903965
A015,6.105833333333333,destination,-0.3369084
A016,0.0416666666666666,destination,1.2944396
A016,1.36875,destination,1.2603165
A016,3.36,destination,-0.6532196
A016,6.283333333333334,destination,-0.84585744
A017,0.0416666666666666,destination,-0.093690746
A017,0.85875,destination,0.67552257
A017,2.553333333333333,destination,0.3175847
A017,5.853750000000001,destination,-0.82051104
A018,0.0416666666666666,destination,1.3676174
A018,1.4179166666666667,destination,0.59802973
A018,3.485,destination,-0.6290119
A018,6.28625,destination,-0.4845081
A019,0.0416666666666666,destination,-1.643789
A019,1.1954166666666668,destination,0.28131932
A019,3.486666666666667,destination,-0.30374923
A019,6.448333333333333,destination,-1.1821991
A020,0.0416666666666666,destination,-0.47856945
A020,1.11875,destination,0.048799362
A020,3.2604166666666665,destination,-0.21620369
A020,6.074166666666667,destination,-0.9421463
A021,0.0416666666666666,destination,0.37049973
A021,1.25875,destination,0.6908027
A021,3.09125,destination,-0.7515353
A021,5.8495833333333325,destination,-1.033624
A022,0.0416666666666666,destination,-0.49171758
A022,1.00625,destination,-0.6047933
A022,3.1025,destination,0.08527543
A022,5.904583333333334,destination,-0.20576859
A023,0.0416666666666666,destination,0.3173911
A023,1.0679166666666666,destination,0.037662234
A023,3.0083333333333333,destination,-0.39656627
A023,6.044583333333333,destination,0.74671537
A024,0.0416666666666666,destination,-0.040011078
A024,1.2320833333333334,destination,-0.49629706
A024,3.81125,destination,-0.093226135
A024,6.0687500000000005,destination,-0.85684
A025,0.0416666666666666,destination,-0.19264615
A025,0.9720833333333332,destination,1.8668492
A025,3.0391666666666666,destination,-0.47572756
A025,5.739166666666667,destination,-0.03126344
A026,0.0416666666666666,destination,1.0948851
A026,1.1033333333333333,destination,0.75694275
A026,3.1441666666666666,destination,0.106314994
A026,6.152083333333334,destination,-0.60777444
A027,0.0416666666666666,destination,0.45004424
A027,1.1775,destination,0.8774853
A027,3.1075,destination,-0.20694923
A027,6.079999999999999,destination,0.5714248
A028,0.0416666666666666,destination,2.072113
A028,0.9508333333333332,destination,0.20272735
A028,3.0108333333333337,destination,0.2082622
A028,5.787916666666667,destination,-0.10068991
A029,0.0416666666666666,destination,1.663702
A029,1.184583333333333,destination,0.8550971
A029,3.8858333333333337,destination,0.40963927
A029,5.964166666666666,destination,1.1675735
A030,0.0416666666666666,destination,-0.4500404
A030,1.3729166666666668,destination,1.3618636
A030,2.9970833333333338,destination,0.38247338
A030,6.269166666666667,destination,0.1173249
A031,0.0416666666666666,destination,1.611377
A031,1.3504166666666666,destination,-0.40550002
A031,2.981666666666667,destination,0.012229985
A031,5.99375,destination,-0.8403187
A032,0.0416666666666666,destination,-1.1417812
A032,2.3825,destination,-0.31080002
A032,3.34,destination,0.8040323
A032,6.021249999999999,destination,1.2647839
A033,0.0416666666666666,destination,-0.83107746
A033,1.215,destination,0.052106757
A033,3.025,destination,-0.022178482
A033,7.013750000000001,destination,-1.219702
A034,0.0416666666666666,destination,1.5516946
A034,1.086666666666667,destination,1.1585721
A034,3.095,destination,-1.1043179
A034,6.0575,destination,-0.72426254
A035,0.0416666666666666,destination,0.1812103
A035,1.865,destination,0.06132105
A035,3.3325,destination,0.055899937
A035,6.352916666666666,destination,-1.3281851
A036,0.0416666666666666,destination,1.2619326
A036,0.90125,destination,-0.7616677
A036,2.9779166666666668,destination,-0.37553707
A036,5.99375,destination,-0.9123863
A037,0.0416666666666666,destination,-0.40057093
A037,0.9875,destination,0.71388334
A037,3.0033333333333334,destination,0.70505047
A037,5.985833333333333,destination,-0.9643585
A038,0.0416666666666666,destination,1.0677931
A038,2.99375,destination,-0.11128169
A038,3.035833333333333,destination,0.5464906
A038,6.370416666666666,destination,0.19555458
A039,0.0416666666666666,destination,1.6018482
A039,1.19375,destination,1.4499683
A039,4.118333333333333,destination,1.0507565
A039,10.26,destination,1.1400125
A040,0.0416666666666666,destination,-0.55337614
A040,1.0941666666666667,destination,0.7618247
A040,2.97,destination,-0.77892184
A040,5.980416666666667,destination,-1.1177351
A041,0.0416666666666666,destination,0.2817592
A041,1.3241666666666667,destination,-0.69452095
A041,3.1558333333333333,destination,1.0087159
A041,5.91,destination,-0.53449714
A042,0.0416666666666666,destination,-0.95389044
A042,1.2054166666666666,destination,-0.3430786
A042,3.0070833333333336,destination,0.087088645
A042,6.084166666666667,destination,-0.9307917
A043,0.0416666666666666,destination,0.7459941
A043,1.0675,destination,0.23500974
A043,2.705833333333333,destination,0.4698506
A043,6.222083333333334,destination,0.048743665
A044,0.0416666666666666,destination,0.98554295
A044,1.985833333333333,destination,0.35538843
A044,3.817916666666666,destination,-1.4284785
A044,6.4695833333333335,destination,-1.1791446
A045,0.0416666666666666,destination,0.11215298
A045,1.0275,destination,-0.60453594
A045,3.009583333333333,destination,-0.57517415
A045,6.3133333333333335,destination,-0.6431378
A046,0.0416666666666666,destination,-1.1019914
A046,1.0133333333333334,destination,-1.2816705
A046,3.04375,destination,-1.168264
A046,6.164166666666667,destination,-0.61300504
A047,0.0416666666666666,destination,-0.47270656
A047,0.9775,destination,0.07527778
A047,3.202083333333333,destination,0.14330623
A047,6.009166666666666,destination,0.52011126
A048,0.0416666666666666,destination,1.8068985
A048,0.99625,destination,-0.32588872
A048,3.38125,destination,0.5294694
A048,6.095833333333334,destination,-0.32352263
A049,0.0416666666666666,destination,0.6893137
A049,1.13,destination,-0.19329694
A049,4.640833333333333,destination,0.6570283
A049,7.035833333333334,destination,1.7543672
A050,0.0416666666666666,destination,-0.78732526
A050,1.0304166666666668,destination,-0.039641477
A050,3.89125,destination,-0.24156812
A050,6.195416666666667,destination,1.0503494
A051,0.0416666666666666,destination,2.074616
A051,0.715,destination,0.10007262
A051,2.734583333333333,destination,0.21628909
A051,6.124583333333334,destination,0.15427354
A052,0.0416666666666666,destination,-0.569104
A052,1.3233333333333337,destination,0.82933825
A052,3.374166666666667,destination,-0.43653107
A052,6.38625,destination,-0.0393695
A053,0.0416666666666666,destination,0.7775262
A053,1.3629166666666668,destination,0.1481295
A053,3.2616666666666667,destination,0.0055298805
A053,6.204166666666667,destination,-0.12900361
A054,0.0416666666666666,destination,0.5879738
A054,0.7041666666666666,destination,-0.088113114
A054,3.0345833333333334,destination,-0.28344586
A054,5.701250000000001,destination,0.2697689
A055,0.0416666666666666,destination,-0.25811952
A055,0.9683333333333332,destination,0.66555786
A055,3.103333333333333,destination,1.1119791
A055,6.217083333333334,destination,0.041555434
A056,0.0416666666666666,destination,0.74640423
A056,1.4004166666666666,destination,-1.3407233
A056,2.9775,destination,-0.96160394
A056,6.16,destination,-0.6580776
A057,0.0416666666666666,destination,-0.9788524
A057,1.0325,destination,-0.34212014
A057,3.07625,destination,-0.94718015
A057,6.0441666666666665,destination,-0.11500207
A058,0.0416666666666666,destination,1.9026009
A058,0.9566666666666668,destination,-0.15372773
A058,2.7616666666666667,destination,0.56598663
A058,5.978333333333333,destination,-1.4315125
A059,0.0416666666666666,destination,1.4979339
A059,1.2666666666666666,destination,-0.054054726
A059,3.3241666666666667,destination,2.1931627
A059,6.330416666666667,destination,-1.0641034
A060,0.0416666666666666,destination,-0.6066181
A060,1.03625,destination,0.27440274
A060,3.945,destination,0.27933294
A060,5.99625,destination,-0.45009914
A061,0.0416666666666666,destination,1.9128711
A061,1.465,destination,0.9991678
A061,3.439583333333333,destination,1.8269081
A061,6.1066666666666665,destination,0.7323538
A062,0.0416666666666666,destination,0.53729564
A062,1.862083333333333,destination,0.97075593
A062,3.863333333333333,destination,-1.0675069
A062,6.215833333333333,destination,-0.7282894
A063,0.0416666666666666,destination,0.4409071
A063,0.9158333333333334,destination,0.86713916
A063,2.91625,destination,-1.4395531
A063,5.87875,destination,-0.95709497
A064,0.0416666666666666,destination,0.38653257
A064,1.56875,destination,0.046217628
A064,3.4579166666666663,destination,0.5297573
A064,6.50875,destination,-0.7833835
A065,0.0416666666666666,destination,-1.0349518
A065,1.3462500000000002,destination,0.0295887
A065,4.43375,destination,0.083362326
A065,7.809583333333333,destination,-1.3012377
A066,0.0416666666666666,destination,0.12224607
A066,0.9729166666666668,destination,-0.49271956
A066,3.074583333333333,destination,-1.050934
A066,6.872083333333333,destination,-1.5231326
A067,0.0416666666666666,destination,-0.16796723
A067,1.24625,destination,-0.53244
A067,3.049583333333333,destination,-0.8267606
A067,6.007916666666667,destination,-1.1060808
A068,0.0416666666666666,destination,1.6448348
A068,1.2704166666666663,destination,-0.38569757
A068,3.4575,destination,-0.7223525
A068,6.482916666666667,destination,-0.44507843
A069,0.0416666666666666,destination,0.008552221
A069,1.04,destination,-0.39948443
A069,3.3229166666666665,destination,-0.4765048
A069,5.8425,destination,-0.94588786
A070,0.0416666666666666,destination,-0.39159244
A070,1.0104166666666667,destination,-0.5714009
A070,3.4133333333333336,destination,-0.5065981
A070,6.216666666666666,destination,-1.2076958
A071,0.0416666666666666,destination,-0.03938171
A071,1.288333333333333,destination,-0.504907
A071,3.3316666666666666,destination,-1.1508354
A071,6.38625,destination,-0.23766193
A072,0.0416666666666666,destination,0.8313664
A072,1.4066666666666665,destination,1.7479229
A072,3.480833333333333,destination,0.16971667
A072,6.453749999999999,destination,0.61907864
A073,0.0416666666666666,destination,0.37159744
A073,2.7775,destination,-0.94479036
A073,2.7875,destination,-0.20109823
A073,5.838333333333334,destination,1.019454
A074,0.0416666666666666,destination,0.2855425
A074,1.2220833333333332,destination,-0.27078333
A074,3.0425,destination,0.9869097
A074,6.13375,destination,0.3936116
A075,0.0416666666666666,destination,0.1267596
A075,1.195,destination,0.6956564
A075,2.9737500000000003,destination,-1.5537341
A075,10.18875,destination,0.101899266
A076,0.0416666666666666,destination,-0.46034017
A076,1.1375,destination,-1.541042
A076,3.12,destination,-0.40147457
A076,6.22,destination,-1.7129921
A077,0.0416666666666666,destination,-0.8903521
A077,2.245,destination,-0.7435349
A077,3.265,destination,-0.44265518
A077,6.239583333333333,destination,0.8175864
A078,0.0416666666666666,destination,-0.29132113
A078,1.0904166666666668,destination,-0.028759975
A078,3.0125,destination,0.36668056
A078,5.836666666666667,destination,-1.2527642
A079,0.0416666666666666,destination,1.4878954
A079,1.0879166666666666,destination,-0.102161266
A079,3.083333333333333,destination,-0.047807094
A079,8.100833333333332,destination,-0.91840744
A080,0.0416666666666666,destination,-0.15134959
A080,1.2095833333333337,destination,0.23984733
A080,3.0362500000000003,destination,1.11617
A080,6.07375,destination,-0.34453243
A081,0.0416666666666666,destination,0.748453
A081,1.3079166666666666,destination,-1.1959158
A081,3.33875,destination,1.2225084
A081,6.43875,destination,1.4305551
A082,0.0416666666666666,destination,-0.7649722
A082,1.1654166666666663,destination,1.4608421
A082,3.154583333333333,destination,-0.5338544
A082,7.09375,destination,0.32718766
A083,0.0416666666666666,destination,1.7335701
A083,1.0479166666666666,destination,-0.14987896
A083,3.095833333333333,destination,-0.71332973
A083,6.037916666666667,destination,0.912994
A084,0.0416666666666666,destination,0.3445181
A084,1.1354166666666667,destination,-0.44761825
A084,3.832083333333333,destination,0.24537508
A084,6.771249999999999,destination,1.0562141
A085,0.0416666666666666,destination,0.14861225
A085,1.02125,destination,0.4646464
A085,2.975,destination,-1.0166757
A085,7.110416666666667,destination,0.18445309
A086,0.0416666666666666,destination,1.117822
A086,0.9779166666666668,destination,0.14556721
A086,6.05375,destination,-1.2425808
A086,7.064583333333334,destination,-1.4326894
A087,0.0416666666666666,destination,0.8694991
A087,1.2945833333333334,destination,0.8160125
A087,3.033333333333333,destination,0.40379485
A087,6.008333333333333,destination,-0.6755454
A088,0.0416666666666666,destination,1.3580983
A088,1.0104166666666667,destination,2.077522
